ADVANCED,GP,GS,MPG,USG%,OFF RTG,DEF RTG,TS%,EFG%,FT RATE,3FG TEND,OFF REB%,DEF REB%,REB%,AST%,STL%,BLK%,TO%
"41 Bryant, Kobe LAL",82,82,36.1,32.2,115.4,105.5,0.561,0.502,32.9,19.6,3.5,12.8,8.2,23.80%,2.10%,1.00%,9.70%
"42 Kidd, Jason DAL",81,81,35.6,13.5,116,105.6,0.55,0.522,17,52.3,3.4,16.4,9.9,34.70%,2.90%,1.00%,21.80%
"43 Murphy, Troy IND",73,73,34,16.9,120.3,105.6,0.614,0.58,24,46.7,6.4,32,19.1,10.40%,1.20%,1.00%,11.90%
"44 Mbah a Moute, Luc Richard MIL",82,52,25.8,14.3,106.1,105.8,0.516,0.462,39.1,0.8,10.1,17.4,13.6,6.30%,2.10%,1.80%,14.80%
"45 Williams, Mo CLE",81,81,35,23.4,115.3,106,0.588,0.548,20.2,37.3,2.1,9.4,5.9,20.10%,1.30%,0.30%,12.70%
"46 Gibson, Daniel CLE",75,0,23.9,16.5,108.2,106,0.519,0.493,16.3,53.7,2.1,7.9,5.1,11.40%,1.30%,0.70%,9.70%
"47 Allen, Ray BOS",79,79,36.4,20.8,121.7,106.1,0.624,0.575,23.9,46.7,2.9,8.6,5.9,12.60%,1.30%,0.40%,10.40%
"48 Villanueva, Charlie MIL",78,47,26.9,28.5,106.1,106.3,0.529,0.488,22,23.7,8.3,21.6,14.7,12.40%,1.20%,2.20%,10.40%
"49 Bowen, Bruce SA",80,10,18.9,7.2,104.3,106.4,0.539,0.535,13.9,52.4,1.3,10.1,5.7,3.70%,1.30%,0.60%,11.20%
"50 Dampier, Erick DAL",80,80,23,10.4,129.2,106.5,0.664,0.65,50.4,0,13.6,21.6,17.7,6.10%,0.70%,3.80%,
"Parker, Tony SA",72,71,34.1,31.7,111.5,106.7,0.556,0.513,28.7,5.1,1.3,9.4,5.4,40.10%,1.50%,0.10%,11.60%
"Okur, Mehmet UTA",72,72,33.5,21.7,114.7,106.8,0.592,0.536,37.6,22.7,6.1,21.5,13.8,8.10%,1.20%,1.70%,11.30%
"Posey, James NO",75,0,28.5,15,108.6,106.9,0.568,0.523,27.9,59.9,2.2,18.3,10.2,6.00%,1.50%,0.80%,11.80%
"Felton, Raymond CHA",82,81,37.6,21.9,101,106.9,0.483,0.435,25.1,19.1,2.2,10.2,6.2,31.10%,2.20%,0.80%,15.90%
"Finley, Michael SA",81,77,28.8,16.1,107.3,106.9,0.547,0.532,9,46.3,1.3,12.3,6.9,7.70%,0.90%,0.50%,7.80%
"West, David NO",76,76,39.2,26.5,108.9,107,0.54,0.474,32.1,1.9,6.5,19.7,13.1,10.90%,0.90%,1.90%,10.00%
"Chalmers, Mario MIA",82,82,32,16.3,107.5,107.2,0.548,0.506,29.2,47,1.7,8.8,5.2,23.50%,3.30%,0.20%,18.10%
"Anthony, Carmelo DEN",66,66,34.5,31.5,105.3,107.2,0.532,0.469,38.8,14.1,5.6,17,11.5,18.10%,1.70%,0.80%,12.30%
"Carter, Anthony DEN",78,5,22.9,14.3,97.9,107.3,0.49,0.46,20.2,22.8,2.7,10.4,6.7,29.90%,2.70%,0.60%,26.90%
"Mason, Roger SA",82,71,30.4,18.9,106.5,107.3,0.554,0.526,14.4,47.9,0.8,11.1,6,11.10%,0.90%,0.40%,10.30%
"Biedrins, Andris GS",62,58,30,16.9,115.8,107.4,0.585,0.578,40.5,0.2,13,27.4,20.2,10.00%,1.70%,3.60%,14.90%
"Nowitzki, Dirk DAL",81,81,37.7,30.3,114.1,107.5,0.564,0.498,33.7,10.5,3.3,22.1,12.8,12.10%,1.00%,1.50%,7.80%
"Brewer, Ronnie UTA",81,80,32.2,18.8,113.4,107.6,0.565,0.522,42.5,10.3,4.6,9.1,6.9,10.90%,2.70%,0.90%,10.10%
"Aldridge, LaMarcus POR",81,81,37.1,23.7,114.6,107.6,0.529,0.486,26.9,2.3,9.5,15.6,12.5,9.30%,1.40%,2.00%,8.00%
"Lee, David NY",81,74,34.9,19.2,117.6,107.7,0.59,0.549,34.7,0.3,9.6,27.9,18.4,10.10%,1.40%,0.60%,12.00%
"Ridnour, Luke MIL",72,50,28.2,18,104.8,107.7,0.5,0.447,24.6,25.3,1.8,11.3,6.3,28.20%,2.30%,0.70%,15.70%
"Beasley, Michael MIA",81,19,24.8,27.7,103.3,107.8,0.528,0.49,25.2,8.5,6.5,19.8,13.1,7.70%,1.10%,1.50%,10.20%
"Fisher, Derek LAL",82,82,29.8,14.7,116.8,107.8,0.546,0.512,18.9,43.9,1.2,7.4,4.4,14.90%,2.00%,0.20%,8.80%
"Iguodala, Andre PHI",82,82,39.9,22.3,112.4,107.8,0.56,0.507,45.4,22.8,3.3,14,8.6,22.40%,2.10%,0.90%,13.90%
"Brooks, Aaron HOU",80,35,25,22.9,104.9,107.9,0.521,0.476,22,39.5,2,7,4.6,20.20%,1.20%,0.30%,12.70%
"Gasol, Marc MEM",82,75,30.7,18.3,112.4,107.9,0.59,0.53,56.7,0.2,9.6,20,14.7,9.70%,1.30%,2.90%,16.60%
"Williams, Marvin ATL",61,59,34.3,18.2,117.1,108,0.569,0.502,43.9,24.9,6.2,15.2,10.7,6.30%,1.50%,1.40%,8.60%
"Collison, Nick OKC",71,40,25.8,13.5,119.1,108,0.599,0.568,31.8,0.5,11.2,19.7,15.4,5.80%,1.40%,2.00%,13.00%
"Lopez, Brook NJ",82,75,30.5,20.3,110.1,108.1,0.568,0.531,25.7,0.2,10.6,21.2,15.8,6.20%,0.90%,4.90%,13.50%
"Jefferson, Al MIN",50,50,36.7,28.9,109.3,108.1,0.532,0.497,25.8,0.4,10.6,24.9,17.5,8.80%,1.10%,3.50%,7.80%
"Foster, Jeff IND",74,26,24.7,12,114.9,108.1,0.542,0.504,41.4,2,12.8,17.8,15.3,9.90%,1.40%,2.00%,17.40%
"Bosh, Chris TOR",77,77,38,26.9,114,108.2,0.569,0.492,48.9,3.9,8.7,22.1,15.5,11.60%,1.20%,2.00%,10.20%
"Haslem, Udonis MIA",75,75,34.1,14.7,113,108.3,0.553,0.518,26.4,0,7.8,21.2,14.4,5.30%,0.90%,0.80%,10.30%
"Bass, Brandon DAL",81,0,19.4,20,112.8,108.3,0.571,0.496,41.3,1.2,9.5,17.2,13.4,4.30%,0.90%,2.60%,12.50%
"Outlaw, Travis POR",81,6,27.7,22,110.8,108.4,0.541,0.505,28.5,27.8,3.8,14.6,9.1,6.30%,1.20%,2.00%,8.90%
"Howard, Josh DAL",52,51,32,26.7,105.7,108.5,0.532,0.488,28.1,21.5,4.1,14,9.1,8.60%,1.70%,1.30%,9.20%
"Murray, Flip ATL",80,2,24.7,24.3,103.9,108.5,0.543,0.501,29.3,30.4,1.3,8.7,5,14.00%,2.40%,0.70%,12.50%
"Smith, J.R. DEN",81,18,27.7,24.2,111.1,108.6,0.576,0.541,28.6,47.7,2.3,12.8,7.7,17.30%,1.80%,0.50%,12.30%
"Deng, Luol CHI",49,46,34,20,106.4,108.7,0.511,0.455,32.3,3.4,5.5,14.7,10.1,9.00%,1.90%,1.10%,9.60%
"Sessions, Ramon MIL",79,39,27.5,22.4,110.9,108.8,0.525,0.449,45.7,4.4,3.3,11.7,7.3,34.60%,2.00%,0.30%,14.00%
"Granger, Danny IND",67,66,36.2,29.6,113.6,108.8,0.584,0.518,36,35.2,2.2,13.4,7.7,13.10%,1.40%,3.00%,10.00%
"O'Neal, Shaquille PHX",75,75,30,24.2,117.1,108.8,0.623,0.609,61.7,0.1,10.1,22.3,16.4,8.90%,1.10%,3.50%,13.60%
"Korver, Kyle UTA",78,2,24,16.9,110.1,108.9,0.572,0.529,22.7,47.7,2.2,14.2,8.2,11.10%,1.30%,1.30%,12.80%
"Young, Thaddeus PHI",75,71,34.4,20.5,109.8,108.9,0.549,0.524,19.7,17.1,6.4,11.2,8.8,5.80%,2.10%,0.70%,10.20%
"Durant, Kevin OKC",74,74,39,28.3,110.8,109,0.577,0.51,37.7,16.5,3,16.4,9.6,13.50%,1.70%,1.40%,12.20%
"Love, Kevin MIN",81,37,25.3,21,112.3,109.1,0.538,0.461,48.8,2.8,15.1,27.3,21,6.80%,0.90%,1.90%,12.40%
"Fernandez, Rudy POR",78,4,25.6,18.4,120,109.3,0.588,0.552,22.7,63.2,2.9,10.1,6.4,12.70%,1.90%,0.50%,11.00%
"Williams, Lou PHI",81,0,23.7,27.7,104.9,109.3,0.513,0.435,45.6,26.1,2.2,8.1,5.2,21.60%,2.40%,0.60%,13.00%
"Roy, Brandon POR",78,78,37.2,27.4,122.8,109.3,0.573,0.512,38.3,16.7,4.4,11.6,7.9,25.40%,1.70%,0.60%,9.00%
"Butler, Rasual NO",82,74,31.9,16.8,108.7,109.3,0.541,0.521,13.7,44.7,2.3,10.2,6.3,4.80%,1.10%,2.00%,6.50%
"Stojakovic, Peja NO",61,59,34.2,18.8,108.3,109.4,0.531,0.5,14.5,53.4,2.6,12.7,7.6,6.00%,1.40%,0.10%,6.30%
"Bibby, Mike ATL",79,79,34.7,20.6,112.6,109.4,0.544,0.518,17,42.6,1.6,10.3,6,24.20%,1.90%,0.30%,10.60%
"Gay, Rudy MEM",79,78,37.3,25.6,101.3,109.6,0.528,0.487,27.3,19.2,4.5,13.9,9.1,8.70%,1.80%,1.60%,12.60%
"Stuckey, Rodney DET",79,65,31.9,23,104.3,109.8,0.508,0.452,31.8,8.5,3.2,9.8,6.5,26.10%,1.70%,0.30%,14.30%
"Miller, Andre PHI",82,82,36.3,21.8,114.9,109.8,0.548,0.48,39.3,5.1,4.9,9.9,7.4,30.20%,2.00%,0.40%,14.00%
"Warrick, Hakim MEM",82,7,24.7,22,111,109.9,0.554,0.494,54,3.3,7.7,17,12.3,5.90%,1.30%,1.60%,10.30%
"Green, Jeff OKC",78,78,36.8,21.2,104.7,109.9,0.536,0.491,28.7,23.1,4.7,16.3,10.4,9.10%,1.40%,0.80%,12.60%
"Kleiza, Linas DEN",82,7,22.2,20,109.8,109.9,0.552,0.515,31.6,41.3,6,14.5,10.4,5.70%,0.90%,0.60%,10.00%
"Bargnani, Andrea TOR",78,59,31.4,22.7,105.4,109.9,0.559,0.512,27.8,30.4,3.4,16.4,10,6.40%,0.70%,3.10%,11.20%
"Jefferson, Richard MIL",82,82,35.8,24.6,109.9,110,0.554,0.487,42.4,23.9,2.2,13.3,7.5,11.70%,1.20%,0.40%,10.20%
"Prince, Tayshaun DET",82,82,37.3,19.2,110.3,110,0.516,0.477,23.8,13.8,4.9,13.7,9.2,13.80%,0.80%,1.30%,8.20%
"Daniels, Marquis IND",54,43,31.5,21.5,99.1,110,0.491,0.464,18.7,13.1,5.1,11,8,10.70%,1.80%,1.10%,11.20%
"Turiaf, Ronny GS",79,26,21.5,12.4,115.7,110,0.559,0.508,33.9,0.8,5.7,17.4,11.6,13.90%,1.00%,6.90%,14.30%
"Johnson, Joe ATL",79,79,39.5,26.6,109.9,110.2,0.534,0.489,25.5,29.2,2.4,10.5,6.5,26.40%,1.40%,0.50%,11.00%
"Miles, C.J. UTA",72,72,22.5,18.4,109.2,110.3,0.546,0.515,15.8,31.9,3.3,9,6.1,10.40%,1.50%,0.70%,9.60%
"Evans, Maurice ATL",80,25,23,14.2,115.2,110.3,0.558,0.533,15.1,51.5,5.6,9.9,7.7,4.60%,1.50%,0.40%,7.70%
"Blake, Steve POR",69,69,31.7,17,117.7,110.4,0.557,0.536,11.6,50.7,1.6,8.4,4.9,25.10%,1.70%,0.10%,13.70%
"Augustin, D.J. CHA",72,12,26.5,20.8,114.8,110.4,0.587,0.517,37.5,39.6,1.1,7.5,4.3,22.60%,1.20%,0.10%,14.10%
"Ford, T.J. IND",74,49,30.5,23.5,107.5,110.4,0.533,0.472,30.8,11.4,2.9,9.8,6.3,27.60%,2.00%,0.50%,14.80%
"Parker, Anthony TOR",80,71,33,16.3,105.2,110.5,0.524,0.488,19.2,32,2,12,7.1,15.70%,2.00%,0.40%,12.20%
"Chandler, Wilson NY",82,70,33.4,20.5,102.6,110.5,0.515,0.481,20.4,29.8,3.5,14.7,8.9,9.90%,1.30%,2.00%,10.80%
"Westbrook, Russell OKC",82,65,32.5,25.8,99.3,110.5,0.489,0.414,39.1,11.8,7.6,9.7,8.6,27.50%,2.10%,0.40%,17.60%
"Hill, Grant PHX",82,68,29.8,17.5,113.5,110.6,0.584,0.54,30.1,10.2,3.2,15.7,9.7,11.00%,1.80%,1.60%,13.00%
"Wright, Antoine DAL",65,53,23.9,15.6,101.6,110.6,0.501,0.468,22,34.6,2.3,7.7,5,7.40%,1.60%,1.30%,10.30%
"Williams, Deron UTA",68,68,36.8,24.7,115.9,110.7,0.573,0.506,39,23,1.1,8.1,4.6,47.80%,1.50%,0.60%,16.50%
"Terry, Jason DAL",74,11,33.7,25.5,114.7,110.7,0.571,0.535,19.3,39,1.8,6.3,4.1,17.60%,2.00%,0.60%,8.60%
"Conley, Mike MEM",82,61,30.6,17.9,109.2,110.7,0.548,0.503,27,29.7,1.2,12.5,6.8,23.70%,1.90%,0.30%,14.90%
"Stoudemire, Amar'e PHX",53,53,36.8,24.2,116.5,110.7,0.617,0.541,51.7,0.9,7.2,18.1,12.9,8.30%,1.30%,2.10%,14.00%
"Cook, Daequan MIA",75,4,24.4,18.2,104.3,111,0.512,0.494,8.7,61.2,1.2,11.2,6.2,6.20%,1.10%,0.40%,5.90%
"Rush, Brandon IND",75,19,24,16.4,97.5,111,0.505,0.49,11.5,36.3,2.1,12.3,7.1,5.40%,1.00%,1.50%,11.00%
"Bell, Charlie MIL",70,23,25.5,16,105.3,111.1,0.525,0.497,15.3,45.8,2,7.1,4.4,13.30%,1.50%,0.30%,12.00%
"Graham, Joey TOR",78,10,19.8,18.7,106.3,111.2,0.542,0.484,33.3,3.3,7.3,14.9,11.1,5.00%,1.20%,0.60%,11.90%
"Blatche, Andray WSH",71,36,24,21.9,100.7,111.3,0.508,0.475,25.7,3.3,8.5,17.9,13,11.80%,1.60%,3.50%,14.30%
"Robinson, Nate NY",74,11,29.9,25.6,112.6,111.3,0.549,0.498,28.8,37.5,4.7,9.8,7.2,22.90%,2.10%,0.20%,10.70%
"Jack, Jarrett IND",82,53,33.1,18.5,107.2,111.4,0.554,0.498,30.8,25.9,1.8,9.5,5.6,18.60%,1.60%,0.50%,16.00%
"Harris, Devin NJ",69,69,36.1,28.4,113.1,111.4,0.563,0.469,58.2,21.2,1.4,9.7,5.5,34.40%,2.40%,0.40%,14.00%
"Barnes, Matt PHX",77,40,27,18.3,106.8,111.5,0.537,0.51,20.2,50.6,4.6,18.5,11.8,14.20%,1.20%,0.90%,15.00%
"Davis, Baron LAC",65,60,34.6,25.2,97.2,111.5,0.46,0.422,21.9,34.2,2.3,10.2,6.1,38.10%,2.50%,1.20%,15.50%
"Green, Willie PHI",81,60,22.6,18.9,105.2,111.5,0.493,0.473,12.9,24.5,1.9,6.4,4.1,14.40%,1.50%,0.60%,8.40%
"Barea, J.J. DAL",79,15,20.3,20.2,105.6,111.6,0.516,0.491,16.7,27.6,2.6,10,6.4,26.40%,1.20%,0.20%,14.90%
"Hayes, Jarvis NJ",74,1,24.8,16.6,105.4,111.7,0.537,0.527,9,42.3,1.7,15.8,8.7,4.90%,1.50%,0.30%,7.60%
"Carter, Vince NJ",80,80,36.8,26.8,111.9,111.8,0.545,0.493,30.5,29.1,3,13.8,8.3,23.70%,1.50%,1.10%,9.80%
"Simmons, Bobby NJ",71,44,24.4,14.3,115.9,111.9,0.596,0.582,13.2,59.4,4.9,14.3,9.5,8.50%,1.50%,0.50%,11.70%
"Hamilton, Richard DET",67,51,34,27,108.3,111.9,0.529,0.48,25.2,18.2,2.3,8.6,5.4,23.90%,1.00%,0.10%,10.30%
"McGuire, Dominic WSH",79,57,26.2,10.1,102.8,111.9,0.483,0.435,31.5,1.2,6.2,18.4,12.1,13.80%,1.60%,2.90%,20.00%
"Richardson, Quentin NY",72,51,26.3,18.2,104.6,111.9,0.51,0.483,17.5,49.3,4,14.8,9.2,9.40%,1.20%,0.30%,9.30%
"Watson, Earl OKC",68,18,26.1,16.3,93.3,111.9,0.448,0.406,23.4,18.8,2.3,9.7,5.9,33.40%,1.40%,0.50%,23.80%
"Miller, Mike MIN",73,47,32.3,14.5,112.4,112,0.588,0.559,27.2,41.1,3.5,21.2,12,21.60%,0.70%,1.00%,19.10%
"Mayo, O.J. MEM",82,82,38,24.5,103.1,112,0.539,0.495,21.9,29.5,2.2,10.1,6.1,15.50%,1.60%,0.30%,13.80%
"Barbosa, Leandro PHX",70,11,24.4,24.2,117,112.1,0.588,0.542,25.6,31.6,2.4,9.7,6.2,14.90%,2.40%,0.30%,9.90%
"Gordon, Ben CHI",82,76,36.6,25,111.7,112.3,0.573,0.521,29,32.1,2,8.8,5.4,15.90%,1.20%,0.50%,11.90%
"Calderon, Jose TOR",68,68,34.3,16.9,123.1,112.3,0.613,0.561,23.9,31.4,0.8,8.9,4.9,41.00%,1.70%,0.20%,16.70%
"Hawes, Spencer SAC",77,51,29.3,20.2,98.1,112.5,0.509,0.491,17,14.4,7.6,20.9,14.2,11.30%,1.00%,3.10%,15.70%
"Rose, Derrick CHI",81,80,37,22.6,107.6,112.7,0.516,0.482,20.7,6,3.7,8.4,6.1,28.80%,1.10%,0.40%,13.30%
"Jamison, Antawn WSH",81,81,38.2,25.9,113.9,112.8,0.549,0.507,31.4,22.1,7.2,20.5,13.7,9.10%,1.60%,0.70%,7.10%
"Gomes, Ryan MIN",82,76,31.9,20.4,103.7,112.9,0.518,0.486,18.6,29.3,4.6,13.3,8.8,8.70%,1.30%,0.60%,10.80%
"Foye, Randy MIN",70,61,35.6,22.6,105.5,113.3,0.517,0.463,27.7,31.4,1.5,8.8,5,20.50%,1.50%,0.80%,12.00%
"Songaila, Darius WSH",77,29,19.8,17.1,111,113.4,0.57,0.532,19.7,0.2,5.6,12.1,8.8,10.30%,2.20%,1.10%,13.00%
"Dooling, Keyon NJ",77,18,26.9,17.4,112.3,113.4,0.562,0.519,25.8,39.3,1.4,7.6,4.5,21.30%,1.80%,0.30%,13.60%
"Butler, Caron WSH",67,67,38.6,25.9,108.1,113.5,0.552,0.482,37.1,19.4,5.2,13.8,9.4,19.70%,2.20%,0.60%,14.30%
"Thornton, Al LAC",71,67,37.4,22.6,100.2,113.7,0.502,0.456,29.8,7.5,5.2,11,8,6.90%,1.20%,1.70%,9.90%
"Thompson, Jason SAC",82,56,28.1,19.3,106.4,113.7,0.54,0.497,39.9,1.1,11.8,19,15.4,6.80%,1.00%,1.90%,14.80%
"Telfair, Sebastian MIN",75,43,27.9,19.6,99.7,113.8,0.481,0.435,23,30.3,1.7,5.5,3.5,26.10%,1.80%,0.40%,16.00%
"Mobley, Cuttino LAC",11,11,33.2,21.5,93.6,113.9,0.491,0.473,12.3,24,2.8,6.5,4.6,5.80%,2.10%,0.40%,10.50%
"Garcia, Francisco SAC",65,36,30.4,19.4,107,113.9,0.554,0.51,26.8,33.2,3.3,9.6,6.4,12.60%,2.10%,2.50%,13.10%
"Duhon, Chris NY",79,78,36.8,14.9,110.4,114,0.569,0.515,30.7,47.7,1.6,7.8,4.6,27.90%,1.20%,0.20%,22.20%
"Maggette, Corey GS",51,19,31.1,25.2,111.6,114,0.582,0.479,65.5,15,3.4,16,9.7,9.20%,1.40%,0.30%,12.80%
"Watson, C.J. GS",77,18,24.5,16.8,113.7,114.2,0.564,0.5,34.3,21.4,2.3,8.8,5.5,16.20%,2.50%,0.10%,12.50%
"Jackson, Stephen GS",59,59,39.6,25.2,103.8,114.5,0.53,0.466,35.7,30.6,3.3,10.8,7.1,25.60%,1.80%,0.90%,16.60%
"Kapono, Jason TOR",80,12,22.9,17.4,101.3,114.6,0.525,0.513,7,37.9,1.7,8.7,5.2,9.10%,0.60%,0.10%,10.10%
"Gordon, Eric LAC",78,65,34.3,20.7,111.6,114.7,0.593,0.529,38.8,37.4,1.9,6.9,4.3,13.60%,1.50%,1.00%,13.50%
"Nash, Steve PHX",74,74,33.6,21.1,118.9,115.1,0.615,0.566,24.7,28.9,0.9,9.2,5.2,42.40%,1.10%,0.30%,20.80%
"Azubuike, Kelenna GS",74,51,32.1,18.7,113.7,115.2,0.562,0.52,27.1,24.9,5.1,11.8,8.5,7.60%,1.20%,1.50%,9.10%
"Udrih, Beno SAC",73,72,31.1,18.2,103.5,116.1,0.525,0.486,21.6,16.2,2.4,9,5.7,24.70%,1.80%,0.40%,17.20%
"Martin, Kevin SAC",51,46,38.2,27.4,114.9,116.7,0.601,0.491,65,34.2,1.7,9.3,5.5,12.30%,1.60%,0.30%,12.30%
"Morrow, Anthony GS",67,17,22.6,17.7,119.2,116.8,0.588,0.558,17.2,34.5,5.6,8.7,7.1,8.20%,1.20%,0.50%,8.30%
"Young, Nick WSH",82,5,22.4,23.1,104.8,117.3,0.53,0.481,25.5,21.7,1.9,7.8,4.8,9.00%,1.10%,0.90%,9.90%
