ADVANCED,GP,GS,MPG,USG%,OFF RTG,DEF RTG,TS%,EFG%,FT RATE,3FG TEND,OFF REB%,DEF REB%,REB%,AST%,STL%,BLK%,TO%
"15 Boozer, Carlos UTA",78,78,34.3,24.8,112.5,101.9,0.599,0.562,35,0,8.2,29.9,19.4,15.80%,1.60%,1.10%,14.30%
"16 Bynum, Andrew LAL",65,65,30.4,20.8,117,102,0.608,0.57,37.9,0.1,10.1,20.4,15.3,5.80%,0.90%,3.60%,12.50%
"17 Wade, Dwyane MIA",77,77,36.3,34.9,113.3,102.5,0.562,0.5,46.5,16.1,4.5,11.1,7.8,36.40%,2.70%,2.40%,12.20%
"18 Beasley, Michael MIA",78,78,29.9,25.8,101.2,102.5,0.505,0.463,23.1,9.8,6.3,18.8,12.6,7.80%,1.80%,1.70%,10.30%
"19 Delfino, Carlos MIL",75,66,30.4,18,103.3,102.6,0.526,0.5,16.3,49.9,2.4,18,9.8,14.00%,1.80%,0.70%,13.20%
"20 O'Neal, Jermaine MIA",70,70,28.4,22.9,107.8,102.7,0.563,0.529,30.2,0.3,7.4,21.2,14.3,8.40%,0.70%,3.90%,12.90%
"21 Barnes, Matt ORL",81,58,25.9,16.2,111.2,102.8,0.576,0.546,26.2,37.2,6.1,18,12.3,10.10%,1.50%,1.10%,15.30%
"22 McDyess, Antonio SA",77,50,21,15.1,102.7,102.9,0.492,0.479,13.3,0.5,11,21.8,16.5,7.70%,1.40%,1.40%,14.80%
"23 Mbah a Moute, Luc Richard MIL",73,62,25.6,12.1,111.1,103,0.53,0.488,36,4.6,9.9,14.6,12.2,6.50%,1.70%,1.60%,14.10%
"24 Rondo, Rajon BOS",81,81,36.6,20.2,111,103,0.54,0.517,31.2,8.8,4.3,10.5,7.5,43.70%,3.30%,0.30%,19.30%
"25 Andersen, Chris DEN",76,0,22.3,10.8,125.6,103,0.631,0.566,94,1.2,10.1,22.7,16.4,2.80%,1.30%,6.30%,14.30%
"26 Kirilenko, Andrei UTA",58,35,29,17.7,117.3,103,0.588,0.533,48.5,18.5,5.5,12.9,9.3,14.00%,2.50%,3.40%,11.90%
"27 Gibson, Taj CHI",82,70,26.9,16.7,104.5,103.1,0.521,0.494,27.8,0,11.6,19.2,15.4,5.00%,1.20%,3.60%,13.90%
"28 Murphy, Troy IND",72,69,32.6,18.8,114.7,103.2,0.585,0.551,23.7,41,6,28.5,17.2,10.60%,1.50%,1.00%,10.00%
"29 Durant, Kevin OKC",82,82,39.5,32,117.8,103.4,0.607,0.514,50.4,21,3.8,17.9,11,13.50%,1.80%,1.90%,11.70%
"30 Millsap, Paul UTA",82,8,27.8,18.7,113.3,103.4,0.573,0.538,36.9,1.3,9.9,18.9,14.5,8.90%,1.40%,3.50%,12.20%
"31 Felton, Raymond CHA",80,80,33,19.2,106.7,103.5,0.525,0.494,20.4,18.4,2.5,10.5,6.6,29.50%,2.50%,0.70%,15.40%
"32 Haslem, Udonis MIA",78,0,27.9,17.1,111.4,103.8,0.538,0.494,30.5,0,9.1,24.8,17,3.90%,0.70%,0.90%,9.50%
"33 Ginobili, Manu SA",75,21,28.7,25.8,118.1,103.8,0.584,0.514,39.3,38.8,3.8,11.6,7.7,28.20%,2.50%,0.80%,12.70%
"34 Richardson, Quentin MIA",76,75,27.4,14.8,114.1,103.8,0.572,0.558,12.7,63.8,3.6,17.4,10.6,7.00%,1.80%,0.70%,9.50%
"35 Hickson, J.J. CLE",81,73,20.9,18.9,108.8,103.9,0.58,0.554,31.2,0.2,8.2,19.5,14.1,3.90%,1.10%,1.80%,13.40%
"36 Sefolosha, Thabo OKC",82,82,28.6,10.9,102.6,103.9,0.509,0.486,20.2,29.7,3.8,14.8,9.5,8.90%,2.10%,1.50%,15.80%
"37 Pietrus, Mickael ORL",75,24,22.5,18,105.8,104,0.555,0.54,20.2,56.8,2.8,11.6,7.4,4.70%,1.60%,1.40%,10.50%
"38 Lewis, Rashard ORL",72,72,32.9,19.4,110.7,104.1,0.573,0.539,22.4,52.5,3.1,12.1,7.8,7.40%,1.70%,0.90%,10.90%
"39 Jennings, Brandon MIL",82,82,32.6,26.1,99.7,104.2,0.475,0.431,22.5,31.9,2,10.4,6,29.60%,2.10%,0.50%,13.00%
"40 Harden, James OKC",76,0,22.9,20.4,108.8,104.3,0.551,0.484,41.5,42.9,3.2,12.7,8.1,12.30%,2.40%,0.90%,13.40%
"41 Martin, Kenyon DEN",58,58,34.2,17.5,101,104.4,0.481,0.463,26.9,4.7,8.3,23.3,15.8,8.50%,1.80%,2.30%,11.60%
"42 Bryant, Kobe LAL",73,73,38.8,32.3,109.1,104.4,0.545,0.488,34.5,19.2,3.1,12.2,7.7,23.80%,2.10%,0.50%,11.40%
"43 Collison, Nick OKC",75,5,20.8,12.1,120.4,104.4,0.616,0.591,34.6,1.3,11.5,16.7,14.2,3.70%,1.20%,2.30%,15.00%
"44 Kidd, Jason DAL",80,80,36,14.5,115.5,104.5,0.577,0.554,14.8,61.7,1.9,15.6,8.9,36.40%,2.60%,0.90%,21.40%
"45 Okur, Mehmet UTA",73,73,29.4,21,108.9,104.5,0.561,0.511,30.8,27.5,7.5,20.6,14.2,8.50%,0.90%,3.00%,12.60%
"46 Dalembert, Samuel PHI",82,80,25.9,15.1,110.1,104.6,0.573,0.545,25.4,0,13.1,30.7,21.8,4.70%,1.00%,5.60%,17.50%
"47 Horford, Al ATL",81,81,35.1,17.6,121.4,104.7,0.594,0.552,31.9,0.1,9.6,23.3,16.4,10.40%,1.10%,2.40%,11.20%
"48 Green, Jeff OKC",82,82,37.1,19.2,106.4,104.7,0.53,0.502,20.8,29.2,4.3,13.9,9.2,7.20%,1.80%,1.80%,10.40%
"49 Hayes, Chuck HOU",82,82,21.6,10.8,108,104.8,0.5,0.489,20.1,0,9.4,21.1,15,11.40%,2.10%,1.80%,17.10%
"50 Pierce, Paul BOS",71,71,34,23.8,114,104.8,0.613,0.535,49.9,30.3,2,13.4,7.9,15.10%,1.80%,1.00%,
"West, Delonte CLE",60,3,25,18.3,106.5,104.8,0.53,0.474,32.6,17.7,2.4,10.6,6.7,20.00%,1.90%,1.40%,15.30%
"Chalmers, Mario MIA",73,22,24.8,16.3,100.5,105,0.519,0.483,24.2,52,1.6,7.1,4.4,21.00%,2.70%,0.50%,19.70%
"World Peace, Metta LAL",77,77,33.8,16.2,106,105,0.514,0.484,25.1,40,4.3,9.9,7.1,13.30%,2.10%,0.60%,12.80%
"Hilario, Nene DEN",82,82,33.6,16.5,124.3,105.1,0.631,0.587,58,0.3,7,19.1,13.1,11.60%,2.10%,2.20%,12.20%
"Brown, Shannon LAL",82,7,20.7,18.8,105.3,105.1,0.517,0.48,20.4,31.9,2,10,6,9.90%,1.70%,1.40%,9.40%
"Carter, Vince ORL",75,74,30.8,25.2,112.1,105.3,0.541,0.486,30.1,31.9,1.7,12.6,7.3,17.80%,1.20%,0.60%,8.40%
"Diaw, Boris CHA",82,82,35.4,16.2,107.1,105.3,0.552,0.525,19,26.6,5.5,11.9,8.8,18.90%,1.10%,1.60%,17.50%
"Nowitzki, Dirk DAL",81,80,37.5,28.8,115.9,105.4,0.578,0.498,39.2,8.1,3.1,20.1,11.7,13.00%,1.20%,2.00%,7.80%
"Miller, Brad CHI",82,37,23.8,18.1,105.8,105.5,0.53,0.462,37.9,22.7,4.8,17.8,11.4,12.20%,1.20%,1.10%,13.60%
"Deng, Luol CHI",70,69,37.9,21.9,106.3,105.5,0.531,0.482,32.5,8.2,5.6,15.8,10.7,9.10%,1.30%,1.80%,10.40%
"Krstic, Nenad OKC",76,76,22.9,17.1,110.5,105.6,0.527,0.503,18.9,0.9,9.1,16,12.6,4.90%,0.90%,1.90%,8.70%
"Ridnour, Luke MIL",82,0,21.5,22,115.5,105.8,0.57,0.528,20.4,26.4,1.5,8.1,4.6,31.90%,1.60%,0.30%,12.40%
"Fisher, Derek LAL",82,82,27.2,14,105.4,105.9,0.499,0.45,23.7,40.1,1.3,7.2,4.3,12.90%,2.10%,0.30%,11.20%
"Hibbert, Roy IND",81,69,25.1,22.2,104.9,106,0.537,0.497,28.6,0.8,9.4,15.5,12.4,13.50%,0.70%,4.60%,14.10%
"Westbrook, Russell OKC",82,82,34.3,25.7,104.8,106,0.491,0.428,36.4,9,6,10.3,8.2,38.60%,2.00%,0.90%,16.60%
"Nelson, Jameer ORL",65,64,28.6,22.3,109.8,106.1,0.54,0.51,16.4,32,1.7,10.1,6,32.10%,1.30%,0.10%,15.50%
"Bogans, Keith SA",79,50,19.7,11,106.3,106.1,0.542,0.52,16.8,65.8,1.9,11.2,6.6,8.50%,1.50%,0.60%,14.20%
"Granger, Danny IND",62,62,36.7,28.7,108.3,106.2,0.564,0.498,37.6,38.5,3.2,13.3,8.2,13.60%,2.00%,1.60%,10.60%
"Williams, Jason ORL",82,18,20.8,14.5,114.6,106.2,0.555,0.542,9.6,51.9,0.5,7.8,4.3,26.90%,1.60%,0.10%,16.40%
"Marion, Shawn DAL",75,75,31.8,18.1,107.3,106.2,0.535,0.51,17.9,2.4,7.7,15.2,11.5,7.20%,1.50%,1.90%,10.60%
"Okafor, Emeka NO",82,82,28.9,17.1,109.6,106.2,0.547,0.53,41.8,0,12.2,24.7,18.4,3.50%,1.20%,4.10%,12.50%
"Jefferson, Richard SA",81,70,31.1,18.3,110,106.3,0.551,0.505,37,24.1,2.7,13.6,8.3,9.60%,0.90%,1.10%,10.40%
"Wallace, Ben DET",69,67,28.6,10,115.9,106.3,0.526,0.541,54.8,0.7,14.1,23.1,18.3,8.00%,2.40%,3.60%,15.00%
"Ariza, Trevor HOU",72,71,36.5,21.2,99.2,106.4,0.488,0.462,22.8,40.7,3.3,14.7,8.8,16.70%,2.40%,1.10%,12.80%
"Blatche, Andray WSH",81,36,27.9,25.8,101.2,106.5,0.519,0.485,23.4,4.4,7.9,18.2,13,13.80%,2.00%,2.40%,14.20%
"Hill, George SA",78,43,29.2,19,114.9,106.5,0.572,0.529,32.1,25.5,2.2,8.2,5.3,15.50%,1.60%,0.80%,10.70%
"Bell, Charlie MIL",71,39,22.7,14.8,100,106.5,0.486,0.464,15.1,45.1,2.1,7.5,4.7,9.80%,1.30%,0.60%,10.30%
"Aldridge, LaMarcus POR",78,78,37.5,22.9,113.2,106.7,0.535,0.497,26,1.4,8.1,18.6,13.3,9.90%,1.30%,1.30%,7.40%
"Parker, Anthony CLE",81,81,28.3,12,113.3,106.7,0.576,0.547,20,54.9,1.6,10,6,9.90%,1.40%,0.60%,12.10%
"Williams, Mo CLE",69,68,34.2,22,111.7,106.7,0.58,0.535,23.2,43.4,1.5,8.6,5.2,25.00%,1.60%,0.70%,15.50%
"Hinrich, Kirk CHI",74,53,33.5,16.6,103.7,106.8,0.501,0.478,15,37.2,1.1,10.4,5.8,20.50%,1.80%,0.70%,12.30%
"Scola, Luis HOU",82,82,32.6,22.7,108.4,106.9,0.55,0.514,24.5,0.5,7.2,23.6,15.1,11.10%,1.20%,0.70%,11.90%
"Mason, Roger SA",79,5,19.2,17.2,100.8,107,0.49,0.478,6.9,53.2,0.9,11.5,6.3,13.50%,1.00%,0.70%,10.40%
"Williams, Marvin ATL",81,81,30.5,15.5,112.9,107.3,0.54,0.485,32.4,19.9,5,14.8,9.8,5.60%,1.40%,1.40%,8.70%
"Williams, Deron UTA",76,76,36.9,23.8,115.8,107.4,0.574,0.515,39.7,24.6,2.2,10.4,6.4,44.50%,1.80%,0.50%,16.90%
"Gasol, Marc MEM",69,69,35.8,16.9,121.3,107.6,0.617,0.581,57.8,0.2,9.8,20.5,15.1,10.20%,1.40%,3.40%,14.20%
"Redick, J.J. ORL",82,9,22,18.3,123.2,107.6,0.606,0.54,40.1,49.5,1.1,8.5,5,13.90%,0.80%,0.20%,8.80%
"Allen, Ray BOS",80,80,35.2,20.2,114.6,107.7,0.601,0.551,26,41,2,8.8,5.5,12.30%,1.20%,0.70%,10.60%
"Webster, Martell POR",82,49,24.5,18.2,110.7,107.8,0.543,0.502,24.3,52,2.9,13.7,8.3,5.00%,1.20%,1.60%,7.80%
"Smith, J.R. DEN",75,0,27.8,26.9,100.9,107.8,0.515,0.491,19.5,45.2,1.6,11.3,6.5,15.00%,2.40%,0.70%,11.00%
"Frye, Channing PHX",81,41,27,16.7,119.6,107.9,0.598,0.573,17.2,55.8,3.6,17.6,11,7.40%,1.50%,2.40%,8.80%
"Watson, Earl IND",79,52,29.4,14.7,100.5,107.9,0.517,0.476,32.3,35.1,2.5,8.8,5.6,25.60%,2.20%,0.50%,22.60%
"Rush, Brandon IND",82,64,30.4,14.8,98.9,108,0.522,0.511,12.7,43,1.8,13.5,7.6,6.90%,1.10%,1.90%,11.10%
"Battier, Shane HOU",67,62,32.4,11.4,113.5,108.2,0.541,0.511,23.7,62.4,3.8,13.1,8.2,10.90%,1.20%,2.60%,11.50%
"Howard, Juwan POR",73,27,22.4,13.9,106.7,108.2,0.538,0.509,18.7,0.3,8.1,17.3,12.7,5.90%,0.90%,0.50%,15.10%
"Lee, David NY",81,81,37.3,23.8,115.9,108.2,0.584,0.545,26.2,0.6,8.4,27.6,17.9,17.50%,1.40%,1.00%,11.90%
"Matthews, Wesley UTA",82,48,24.7,16.5,112.7,108.3,0.592,0.539,34.2,29.2,3,8,5.6,9.00%,1.60%,0.60%,12.50%
"Arroyo, Carlos MIA",72,35,22,13.9,114.7,108.3,0.529,0.484,24,6.7,1.9,7.7,4.8,22.20%,1.20%,0.30%,11.50%
"Miller, Andre POR",82,66,30.5,23.8,111.3,108.3,0.53,0.454,43.2,8.8,4,9.2,6.6,30.30%,2.00%,0.30%,13.80%
"Jefferson, Al MIN",76,76,32.4,24.3,105.6,108.4,0.524,0.498,23.6,0.4,8,24.2,16,10.00%,1.30%,3.00%,9.90%
"Parker, Tony SA",56,50,30.9,25.8,106.4,108.5,0.542,0.494,34.4,4.7,0.5,8.5,4.6,30.90%,0.90%,0.30%,15.30%
"Kaman, Chris LAC",76,76,34.3,27.1,99.1,108.6,0.527,0.49,25.5,0.5,8.1,23.2,15.6,8.60%,0.70%,2.70%,14.30%
"Paul, Chris NO",45,45,38,22.2,121.9,108.7,0.584,0.534,29.8,19.9,1.3,11.9,6.5,45.40%,2.90%,0.40%,13.50%
"Love, Kevin MIN",60,22,28.6,22.4,113,108.7,0.549,0.478,42.7,16.4,14.5,28.6,21.5,12.90%,1.30%,1.00%,13.20%
"Anthony, Carmelo DEN",69,69,38.2,33.4,109.9,108.7,0.548,0.478,40.7,12.5,6.7,13.1,9.9,15.90%,1.70%,0.90%,10.60%
"Randolph, Zach MEM",81,81,37.7,24.6,114.6,108.9,0.546,0.494,34.8,3.9,12.6,23.8,18.2,8.20%,1.30%,0.80%,10.10%
"Stoudemire, Amar'e PHX",82,82,34.6,27.3,117.5,108.9,0.615,0.557,50,0.5,9.7,18.9,14.5,4.80%,0.90%,2.10%,12.10%
"Lowry, Kyle HOU",68,0,24.3,18.6,113.3,108.9,0.536,0.436,56,29.3,6.1,11.2,8.6,27.70%,1.90%,0.40%,16.70%
"Iguodala, Andre PHI",82,82,38.9,21.8,108.2,109,0.535,0.485,38.4,27.1,3,16.8,9.8,23.70%,2.30%,1.40%,14.30%
"Thompson, Jason SAC",75,58,31.4,19.6,105.8,109,0.518,0.473,35.3,1.3,10.8,20.3,15.5,8.30%,0.90%,2.30%,13.30%
"Rose, Derrick CHI",78,78,36.8,27.2,106.5,109.1,0.532,0.495,24.6,4.4,2.6,8.7,5.7,30.30%,1.00%,0.70%,12.50%
"Roy, Brandon POR",65,65,37.2,26.7,117.4,109.1,0.568,0.508,42.4,21.3,3.7,10.9,7.3,23.10%,1.40%,0.50%,9.50%
"Jones, Dahntay IND",76,26,24.9,20.1,99.6,109.1,0.527,0.464,41.3,5.1,2.7,10.5,6.6,12.90%,1.00%,1.50%,14.90%
"Hawes, Spencer SAC",72,59,26.4,19.6,101.1,109.1,0.507,0.488,15.9,13.1,8.6,17.7,13.1,13.20%,0.90%,3.20%,15.50%
"Johnson, Joe ATL",76,76,38,26.3,112.4,109.1,0.538,0.505,19.4,25.3,3,11.4,7.1,22.00%,1.50%,0.10%,8.80%
"Terry, Jason DAL",77,12,33,23,112,109.2,0.552,0.503,25.7,35.8,0.9,5.4,3.2,18.80%,1.90%,0.50%,8.60%
"Brand, Elton PHI",76,57,30.2,21.7,104.4,109.3,0.518,0.48,27.2,0.1,9,14.7,11.8,7.90%,1.90%,2.70%,12.00%
"Davis, Baron LAC",75,73,33.6,24.3,105.3,109.3,0.501,0.446,28.7,29.2,2.4,9.9,6.1,39.60%,2.60%,1.30%,15.60%
"Jianlian, Yi NJ",52,51,31.8,20.1,98.7,109.5,0.481,0.417,34.3,7.3,7.7,18.7,13,5.00%,1.20%,2.30%,10.60%
"Posey, James NO",77,2,22.5,11.4,107.7,109.5,0.525,0.483,23.2,70.1,2.1,20.5,11.2,9.30%,1.30%,0.80%,11.80%
"Evans, Tyreke SAC",72,72,37.2,26.2,106.6,109.6,0.529,0.473,39.9,12.1,2.8,13.6,8.1,26.10%,2.10%,0.70%,13.60%
"Lopez, Brook NJ",82,82,36.9,23.6,111.6,109.6,0.57,0.499,45.1,0.2,9.9,17.5,13.5,11.80%,1.00%,3.40%,13.10%
"Bibby, Mike ATL",80,80,27.4,16.1,112.9,109.6,0.538,0.514,12.3,50.3,1.1,8.8,4.9,20.80%,1.60%,0.10%,11.70%
"West, David NO",81,81,36.4,24,111.3,109.6,0.56,0.508,27.9,2.2,6.4,17.9,12,13.70%,1.30%,1.50%,11.20%
"Miller, Mike WSH",54,50,33.4,14.7,113.9,109.7,0.623,0.596,19.6,39.5,3.5,18.2,10.7,18.40%,1.10%,0.50%,19.60%
"Barea, J.J. DAL",78,18,19.8,19.9,104.5,109.7,0.526,0.493,17.1,29.8,1.3,9.5,5.4,26.10%,1.20%,0.30%,15.30%
"Villanueva, Charlie DET",78,16,23.7,23.9,107.7,109.9,0.526,0.499,15.7,34.1,5.2,19.6,12,5.20%,1.40%,2.50%,7.70%
"Hill, Grant PHX",81,81,30,16.8,114.2,109.9,0.561,0.503,35.7,11.4,3.6,16.3,10.3,11.20%,1.20%,1.00%,11.70%
"Gay, Rudy MEM",80,80,39.7,22.5,108.8,110,0.535,0.491,31.1,15.7,4.2,13.2,8.7,7.80%,1.90%,1.50%,10.30%
"Greene, Donte SAC",76,50,21.4,19.2,100.6,110.2,0.526,0.504,25.3,33.1,3.7,12.9,8.2,6.80%,1.30%,2.40%,13.10%
"Casspi, Omri SAC",77,31,25.1,19.4,104.2,110.3,0.529,0.502,25.9,30.2,4.4,16.5,10.4,7.70%,1.40%,0.60%,11.60%
"Williams, Terrence NJ",78,9,22.6,21.8,92.4,110.3,0.459,0.425,22.1,15.4,2.9,20.6,11.4,22.40%,1.30%,0.40%,14.80%
"Crawford, Jamal ATL",79,0,31.1,25.8,114.3,110.4,0.573,0.523,28.5,38.6,1.6,8,4.8,16.10%,1.30%,0.40%,9.90%
"Billups, Chauncey DEN",73,73,34.1,24.3,120,110.4,0.601,0.499,53.2,42.3,1.2,9.3,5.3,26.10%,1.70%,0.30%,13.00%
"Maxiell, Jason DET",76,29,20.4,16.4,108.7,110.4,0.531,0.511,37.3,0.2,11.8,20,15.7,4.10%,1.30%,2.10%,12.30%
"Richardson, Jason PHX",79,76,31.5,20.8,116.1,110.6,0.574,0.553,18.4,40.1,3.9,13.9,9.2,8.80%,1.30%,0.90%,7.90%
"Bosh, Chris TOR",70,70,36.1,28.7,117.4,110.6,0.592,0.522,50.9,1.9,9.9,25.2,17.7,11.50%,0.90%,2.10%,10.70%
"Jerebko, Jonas DET",80,73,27.9,15.7,112.8,110.6,0.545,0.511,29.2,19.1,9.9,16.5,13,4.20%,1.90%,1.10%,10.80%
"Dudley, Jared PHX",82,1,24.3,13.7,123.6,110.7,0.612,0.582,28.2,53.5,5.9,9.8,8,7.90%,2.00%,0.60%,11.00%
"Afflalo, Arron DEN",82,75,27.1,14,114.5,110.9,0.576,0.557,16.8,42.6,3.1,9.9,6.5,9.30%,1.00%,1.00%,10.50%
"Wilkins, Damien MIN",80,31,19.8,14.1,105.2,111,0.515,0.457,33.9,16,5,12.7,8.8,12.50%,2.10%,1.20%,14.80%
"Harrington, Al NY",72,15,30.5,26.8,105.7,111.3,0.546,0.503,30.8,39.7,4.5,16.7,10.5,8.60%,1.40%,0.90%,10.10%
"Holiday, Jrue PHI",73,51,24.2,18.4,99.7,111.3,0.526,0.502,16.5,30.6,3.7,9.1,6.4,24.40%,2.30%,0.80%,21.90%
"Brewer, Corey MIN",82,82,30.3,21.5,97.8,111.5,0.502,0.474,27,25,3.1,9.6,6.3,12.50%,2.40%,0.90%,13.40%
"Young, Thaddeus PHI",67,45,32,21.5,102.3,111.5,0.523,0.499,20.3,17,7,12.3,9.6,7.50%,2.00%,0.60%,12.50%
"Lee, Courtney NJ",71,66,33.5,17.7,106.3,111.5,0.525,0.485,19.7,29,2.8,9.7,6.1,9.00%,2.10%,0.60%,8.30%
"Curry, Stephen GS",80,77,36.2,21.8,106.7,111.5,0.568,0.535,17.5,33.2,1.8,12,6.8,24.60%,2.50%,0.50%,16.50%
"Williams, Lou PHI",64,38,29.9,21.1,115.9,111.6,0.576,0.521,34.4,30.4,1.5,10.1,5.8,22.90%,2.20%,0.60%,12.00%
"Brooks, Aaron HOU",82,82,35.6,25.7,107.8,111.7,0.549,0.511,22.4,39.4,2,6.6,4.2,25.60%,1.20%,0.30%,13.70%
"Gallinari, Danilo NY",81,74,33.9,19.3,112.7,111.7,0.575,0.523,33.1,52.6,2.6,14,8.2,7.60%,1.40%,1.60%,9.40%
"Udrih, Beno SAC",79,41,31.4,18.6,113.9,111.8,0.566,0.538,16.8,23.7,1.7,8.5,5.1,24.10%,1.80%,0.30%,13.10%
"Harris, Devin NJ",64,61,34.7,25.5,103.2,111.9,0.512,0.437,43.7,24.5,1.2,9.7,5.3,34.60%,1.90%,0.60%,14.70%
"Conley, Mike MEM",80,80,32.1,18.4,107.9,111.9,0.526,0.494,22.5,25.5,1.4,7.3,4.3,24.80%,2.20%,0.40%,15.70%
"Collison, Darren NO",76,37,27.8,23.1,105,111.9,0.546,0.506,22.1,14.6,2.2,8.6,5.3,32.90%,1.90%,0.10%,18.90%
"Douglas-Roberts, Chris NJ",67,38,25.8,19.6,98.1,111.9,0.512,0.457,27.4,9.4,2.9,10.7,6.6,9.50%,1.70%,0.80%,13.10%
"Stuckey, Rodney DET",73,67,34.2,26.4,102.6,112,0.479,0.413,32.4,7.1,3.1,11.1,6.8,24.70%,2.20%,0.40%,11.40%
"Watson, C.J. GS",65,15,27.5,16,111.5,112.1,0.555,0.51,31.4,27.5,1.7,8.9,5.3,14.30%,2.80%,0.30%,10.30%
"Thornton, Marcus NO",73,17,25.6,25.3,110.7,112.2,0.55,0.517,20,35.4,4.4,8.9,6.6,10.30%,1.60%,0.40%,7.30%
"Ellis, Monta GS",64,64,41.4,29.5,98.9,112.2,0.517,0.476,27.6,16.2,1.9,9,5.4,21.20%,2.60%,0.70%,13.40%
"Stojakovic, Peja NO",62,55,31.4,18.6,108.2,112.5,0.533,0.5,15.6,51.2,2.3,11.5,6.8,7.20%,1.30%,0.20%,7.10%
"Mayo, O.J. MEM",82,82,38,20.7,110.3,112.5,0.551,0.516,22.1,30,2.3,9.4,5.8,12.20%,1.60%,0.40%,11.90%
"Gomes, Ryan MIN",76,64,29.1,17.4,105.5,112.7,0.528,0.497,17.2,27.2,3.8,14,8.8,8.80%,1.40%,0.50%,10.80%
"Chandler, Wilson NY",65,64,35.7,20.2,105.6,112.8,0.534,0.502,18.6,17.4,4.5,12.7,8.5,9.80%,1.00%,1.60%,10.40%
"Foye, Randy WSH",70,38,23.8,21.1,106.4,113,0.516,0.464,23.4,29.4,1.1,8,4.5,22.60%,1.00%,0.50%,12.10%
"Gordon, Eric LAC",62,60,36,21.5,107.4,113,0.571,0.525,38.1,40.9,1.3,7.1,4.2,13.80%,1.60%,0.50%,13.60%
"Prince, Tayshaun DET",49,49,34,18.9,112.7,113.2,0.53,0.509,16.9,12.6,4.9,13.8,9,16.90%,1.10%,1.10%,8.80%
"Turkoglu, Hedo TOR",74,69,30.7,18.1,109.2,113.3,0.54,0.49,33.5,42.9,2.2,15.2,8.9,19.50%,1.20%,1.10%,13.90%
"Bynum, Will DET",63,20,26.5,20.1,105.2,113.3,0.513,0.455,33.3,10.3,1.6,9.2,5.2,28.20%,1.80%,0.40%,15.80%
"Butler, Rasual LAC",82,64,33,17,106,113.4,0.524,0.493,16.7,49.7,1.7,8.7,5.1,6.80%,0.70%,1.90%,7.80%
"Bargnani, Andrea TOR",80,80,35,22.3,108.3,113.5,0.552,0.523,20.5,28.4,4.6,15.9,10.4,5.40%,0.50%,3.00%,8.80%
"Sessions, Ramon MIN",82,1,21.1,19.9,101.5,113.5,0.513,0.457,42,2.7,3.7,10.3,6.9,23.30%,1.60%,0.20%,17.20%
"Maggette, Corey GS",70,49,29.7,26.7,116,113.6,0.615,0.523,62.2,5.6,4.9,15.2,10,13.20%,1.20%,0.10%,13.00%
"Nash, Steve PHX",81,81,32.8,22.9,120.8,113.8,0.615,0.57,22.8,29.5,1.5,9.4,5.7,50.90%,0.80%,0.30%,21.40%
