ADVANCED,GP,GS,MPG,USG_PCT,OFF_RTG,DEF_RTG,TS_PCT,EFG_PCT,FT_RATE,3FG_TEND,OFF_REB_PCT,DEF_REB_PCT,REB_PCT,AST_PCT,STL_PCT,BLK_PCT,TO_PCT
"20 Gasol, Pau LAL",82,82,37,21.8,123.3,102.9,0.589,0.53,38.4,0.3,10.3,20.5,15.6,15.10%,0.80%,3.30%,9.80%
"21 Lopez, Brook NJ",82,82,35.2,27.3,108.3,110.3,0.549,0.492,37.4,0.1,7.8,12.3,10,8.80%,0.90%,3.20%,10.40%
"22 Arthur, Darrell MEM",80,9,20.1,21.6,106.2,104.3,0.534,0.497,21.5,1,8.5,17,12.7,5.40%,1.70%,3.20%,11.40%
"23 Davis, Ed TOR",65,17,24.6,13.3,120.1,110.1,0.583,0.576,34.3,0,12.1,22.3,17.1,3.80%,1.30%,3.20%,10.10%
"24 Hawes, Spencer PHI",81,81,21.2,18.9,97.4,103.1,0.481,0.473,15.5,6.5,8.7,22.5,15.6,11.20%,0.90%,3.10%,13.80%
"25 Kirilenko, Andrei UTA",64,62,31.2,17.8,111.7,109,0.567,0.5,49.8,18.1,6,13.8,9.9,14.90%,2.10%,3.00%,15.00%
"26 Humphries, Kris NJ",74,44,27.9,17.3,110.8,105.1,0.555,0.527,32.8,0.2,12.5,32.2,22.1,7.00%,0.90%,3.00%,13.40%
"27 Chandler, Tyson DAL",74,74,27.8,14.2,131,101.5,0.697,0.654,72.5,0,12.2,26.6,19.7,2.40%,0.90%,3.00%,14.10%
"28 Brand, Elton PHI",81,81,34.7,19.7,114,102.9,0.553,0.512,27.8,0.1,9.7,18,13.9,7.10%,1.70%,2.90%,8.40%
"29 McRoberts, Josh IND",72,51,22.2,14.7,116.1,104.2,0.608,0.576,30.8,15.5,7.6,18.8,13.3,15.00%,1.50%,2.60%,17.50%
"30 Aldridge, LaMarcus POR",81,81,39.6,25.7,114.4,106.8,0.549,0.501,31.4,1.6,10.1,17.2,13.5,10.10%,1.40%,2.40%,8.70%
"31 Wade, Dwyane MIA",76,76,37.1,31.6,114,102,0.581,0.523,47.1,14.9,5.5,14.4,10.2,23.50%,2.10%,2.40%,12.40%
"32 Hilario, Nene DEN",75,75,30.5,18.8,123.4,104.5,0.657,0.615,61.5,0.8,7.5,20.8,14.4,10.40%,1.80%,2.40%,13.90%
"33 Frye, Channing PHX",77,64,33,16.9,109.8,109,0.557,0.535,12.9,53,3,20.4,11.7,5.70%,0.90%,2.30%,7.70%
"34 Horford, Al ATL",77,77,35.1,19.7,118.2,104.6,0.587,0.558,20.4,0.4,8.2,23.7,16,17.50%,1.20%,2.30%,10.60%
"35 Gay, Rudy MEM",54,54,39.9,23.3,107.8,104.9,0.548,0.503,27.7,16.6,4.5,14.2,9.3,11.60%,2.20%,2.20%,12.20%
"36 Millsap, Paul UTA",76,76,34.3,22.6,113.7,107.9,0.578,0.536,34.2,2.3,7.5,19.4,13.4,12.60%,2.10%,2.20%,11.30%
"37 Cousins, DeMarcus SAC",81,62,28.5,27.2,93.8,105.3,0.484,0.432,40,1.8,10.4,24.4,17.2,14.70%,1.90%,2.10%,18.50%
"38 West, David NO",70,70,35,25.8,110.6,104.4,0.558,0.509,31.4,0.9,7.6,18.7,13.1,12.70%,1.50%,2.10%,10.70%
"39 Bass, Brandon ORL",76,51,26.1,19.8,112.6,102.8,0.571,0.515,36.1,0.3,8.1,16.7,12.5,5.00%,0.70%,2.00%,11.50%
"40 Villanueva, Charlie DET",76,11,21.9,23.1,108.6,110.7,0.553,0.53,16.4,45.6,3.5,18.8,10.8,5.00%,1.40%,2.00%,8.00%
"41 Garnett, Kevin BOS",71,71,31.3,22.3,110.4,95,0.575,0.529,26.4,0.6,4.9,28.7,17.5,13.50%,2.30%,2.00%,11.10%
"42 Johnson, Wes MIN",79,63,26.2,16.8,100.8,112.4,0.491,0.473,13.5,42.4,2.7,10.4,6.4,11.00%,1.40%,2.00%,11.60%
"43 Brown, Kwame CHA",66,50,26,14.9,109.8,107.5,0.55,0.517,61.6,0,10.3,21.6,15.9,4.10%,0.80%,1.80%,12.60%
"44 Thompson, Jason SAC",75,39,23.3,17.9,106.1,108.8,0.533,0.507,37.5,0.6,9.1,20.7,14.8,7.90%,0.80%,1.80%,13.70%
"45 Durant, Kevin OKC",78,78,38.9,30.6,115.1,106.7,0.589,0.509,43.9,26.9,2.3,17.7,10.3,13.20%,1.50%,1.80%,10.60%
"46 Hickson, J.J. CLE",80,66,28.2,25.5,98,109.5,0.503,0.458,39.2,0.5,10.8,25,17.7,7.50%,1.10%,1.80%,13.60%
"47 Blatche, Andray WSH",64,63,33.9,25.5,99.5,107.8,0.497,0.447,29.6,1.9,9.3,18.7,13.8,11.70%,2.30%,1.80%,13.70%
"48 Odom, Lamar LAL",82,35,32.2,19.7,117.9,103.1,0.589,0.568,27.5,19.9,7.8,22.2,15.2,15.50%,0.90%,1.80%,12.20%
"49 Blair, DeJuan SA",81,65,21.4,20.1,105.7,100.3,0.524,0.501,23.5,0.3,14.8,22.9,18.9,7.10%,2.80%,1.70%,14.90%
"50 Marion, Shawn DAL",80,27,28.2,21.5,106.6,103.4,0.551,0.523,19.7,4,9.1,19.2,14.3,8.30%,1.60%,1.70%,12.50%
"Beasley, Michael MIN",73,73,32.3,28.3,100.4,112.2,0.51,0.474,23.4,13.2,5.4,14.1,9.6,12.30%,1.10%,1.70%,12.40%
"Granger, Danny IND",79,79,35,26.7,107.4,106.3,0.554,0.487,37,32.3,3.5,13.5,8.5,13.00%,1.60%,1.60%,12.30%
"Hayes, Chuck HOU",74,63,28.1,13,120,106.1,0.554,0.527,30.7,0.4,11.9,20.7,16.3,14.30%,1.90%,1.60%,14.10%
"Monroe, Greg DET",80,48,27.8,15.4,120.2,108.7,0.575,0.551,42.4,0.2,13,20.4,16.5,7.50%,2.30%,1.60%,11.00%
"McGrady, Tracy DET",72,39,23.4,18.6,103.9,110.4,0.503,0.471,25.1,17.1,3.4,15.4,9.1,23.60%,2.10%,1.60%,15.20%
"Batum, Nicolas POR",80,67,31.5,17.8,115.6,108.4,0.563,0.528,20.3,42.4,5.1,12.8,8.8,8.10%,1.50%,1.60%,8.60%
"Miles, C.J. UTA",78,19,25.2,25.1,103,110.5,0.507,0.468,21.8,37.7,3.3,12.4,7.8,11.70%,2.00%,1.60%,8.60%
"Henderson, Gerald CHA",68,30,24.4,19.9,103.6,108.8,0.509,0.461,28.6,6.3,3.5,11.6,7.5,10.70%,1.60%,1.60%,9.10%
"Wright, Dorell GS",82,82,38.4,19.3,109.8,111,0.539,0.508,19.9,45,3.1,12.6,7.8,11.60%,2.00%,1.50%,9.60%
"Collison, Nick OKC",71,2,21.5,9.8,120,107.7,0.6,0.566,30.2,0,9.5,14.6,12.1,6.70%,1.40%,1.50%,16.70%
"Bargnani, Andrea TOR",66,66,35.7,28.2,104.7,114.8,0.533,0.48,29.8,19,3.6,13.9,8.6,8.80%,0.70%,1.50%,10.30%
"Rush, Brandon IND",67,21,26.2,15.9,104.4,108,0.54,0.512,20.6,43.3,2.1,11.6,6.9,5.60%,1.20%,1.50%,10.90%
"Pierce, Paul BOS",80,80,34.7,24,115.5,100.5,0.62,0.551,44,29.1,1.6,16.6,9.5,16.10%,1.50%,1.40%,12.30%
"Nowitzki, Dirk DAL",73,73,34.3,28.2,118.4,104.8,0.612,0.545,37.6,14.2,2.4,20.8,12,14.20%,0.80%,1.40%,9.10%
"Bosh, Chris MIA",77,77,36.3,23.5,114.5,103.2,0.569,0.499,44.6,2.4,6.4,20,13.6,8.90%,1.10%,1.40%,9.80%
"Sefolosha, Thabo OKC",79,79,25.9,9.4,112.3,105.6,0.545,0.514,23.7,30.6,3.8,15.5,9.9,7.90%,2.50%,1.40%,13.00%
"Diaw, Boris CHA",82,82,33.9,16.8,107,108.8,0.558,0.543,15.9,29.2,4.5,13.6,9,20.60%,1.40%,1.30%,16.70%
"Dunleavy, Mike IND",61,44,27.6,16.9,114.8,106.7,0.593,0.56,24,48.8,1.9,16.2,9.1,10.10%,1.20%,1.30%,10.70%
"Prince, Tayshaun DET",78,78,32.8,21,108.1,114.7,0.511,0.49,16.8,9.8,3.6,12.6,7.9,14.40%,0.60%,1.30%,7.10%
"James, LeBron MIA",79,79,38.8,31.5,116.2,101.5,0.594,0.541,44.6,18.8,3.3,18.7,11.4,34.90%,2.10%,1.30%,13.80%
"Rose, Derrick CHI",81,81,37.4,32.2,112.8,102.7,0.55,0.485,34.8,24.1,3.2,9.4,6.4,38.70%,1.50%,1.30%,13.10%
"Scola, Luis HOU",74,74,32.6,25.7,107.8,108.1,0.538,0.504,25.7,0.3,6.9,21.6,14.2,13.70%,1.00%,1.30%,10.50%
"Ilyasova, Ersan MIL",60,34,25.1,19.1,105.1,100.9,0.516,0.471,20.5,23.9,7.9,20.7,14.1,6.60%,1.80%,1.30%,10.20%
"Jamison, Antawn CLE",56,38,32.9,26,104.2,111.1,0.516,0.479,26.7,30,5.2,18.5,11.7,9.60%,1.40%,1.20%,7.30%
"Young, Sam MEM",78,46,20.2,17.3,105.5,106.3,0.525,0.489,23.5,10.1,3,11.2,7.1,6.90%,2.30%,1.20%,10.10%
"Outlaw, Travis NJ",82,55,28.8,17.3,96.9,111.7,0.469,0.427,23.4,34.5,2.6,14,8.1,5.80%,0.80%,1.20%,8.10%
"Iguodala, Andre PHI",67,67,36.9,19.2,109.5,104.2,0.53,0.486,39.5,23.8,2.8,15.2,9,26.40%,2.10%,1.20%,13.40%
"Deng, Luol CHI",82,82,39.1,20.9,110.8,102.3,0.549,0.51,29.1,28.8,4.4,12.8,8.7,11.90%,1.30%,1.10%,10.70%
"World Peace, Metta LAL",82,82,29.4,15.3,104.1,104.8,0.485,0.46,20.7,35.4,4.9,7.6,6.3,10.70%,2.70%,1.10%,11.10%
"Mayo, O.J. MEM",71,17,26.3,21.8,101,107.5,0.499,0.471,17.5,35.3,2.2,8.7,5.4,12.10%,2.00%,1.10%,11.00%
"Griffin, Blake LAC",82,82,38,27.3,111.2,106.9,0.549,0.508,50.5,1.7,10.2,26.9,18.6,18.70%,1.00%,1.10%,11.70%
"Bledsoe, Eric LAC",81,25,22.7,17.9,92.6,108.6,0.499,0.457,27.4,23.9,4.4,9.8,7.1,24.20%,2.60%,1.10%,26.30%
"Hill, Grant PHX",80,80,30.1,20.1,109.4,111.4,0.563,0.511,31.2,13.8,3.7,12.5,8.1,13.00%,1.40%,1.10%,12.50%
"Foye, Randy LAC",63,24,24.6,19.9,103.4,111.7,0.516,0.455,28.1,40.9,1,6.7,3.9,17.50%,1.60%,1.10%,13.70%
"Mbah a Moute, Luc Richard MIL",79,52,26.5,13.1,107.2,102.8,0.518,0.463,43.9,1.6,9.2,14.3,11.7,5.30%,1.80%,1.10%,13.10%
"Evans, Tyreke SAC",57,53,37,25.3,98.2,109,0.482,0.432,28.5,15.9,2.4,12.7,7.4,24.90%,2.00%,1.00%,14.90%
"Wall, John WSH",69,64,37.8,23.8,99.6,109.9,0.494,0.427,40.4,11.8,1.5,12.8,6.9,36.00%,2.40%,1.00%,18.60%
"Davis, Glen BOS",78,13,29.5,20.9,100.8,100.3,0.499,0.449,33.1,1.9,5.7,16.4,11.4,6.60%,1.80%,1.00%,8.50%
"Afflalo, Arron DEN",69,69,33.7,14.8,122.8,110.9,0.62,0.581,26,39.6,2.3,9.9,6.2,10.90%,0.70%,1.00%,9.20%
"Ariza, Trevor NO",75,75,34.7,17.7,97,103.7,0.487,0.451,25.9,35.6,2.8,16.4,9.5,10.00%,2.50%,1.00%,12.20%
"Jefferson, Richard SA",81,81,30.4,15.4,116,108.6,0.612,0.579,30.4,47.8,2.6,11.8,7.3,6.50%,0.80%,1.00%,11.30%
"Jones, James MIA",81,8,19.1,12.1,127.6,106.7,0.629,0.6,20.8,82.9,1.9,9.9,6.1,4.10%,1.00%,1.00%,5.30%
"Jackson, Stephen CHA",67,67,35.9,27.4,98.3,108.6,0.52,0.468,28.8,33.9,2.6,12.7,7.7,18.40%,1.80%,0.90%,14.90%
"Williams, Marvin ATL",65,52,28.7,17.2,110.8,108.3,0.551,0.493,32.4,20.5,4.4,15.7,10.1,7.60%,1.00%,0.90%,9.20%
"Brewer, Ronnie CHI",81,1,22,13.9,110,98.3,0.518,0.487,31.1,6.3,3.7,13.2,8.6,12.10%,3.20%,0.90%,10.20%
"Korver, Kyle CHI",82,0,20.1,18.3,114.8,103.6,0.572,0.542,15.6,51.9,0.9,9.5,5.3,12.10%,1.10%,0.90%,9.20%
"Young, Thaddeus PHI",82,1,26,22.1,110.3,104.2,0.566,0.544,20.5,2.6,8.3,15.2,11.7,6.70%,2.20%,0.90%,9.70%
"Lee, David GS",73,73,36.1,21.2,110.6,109.7,0.549,0.508,27.3,0.3,9.1,21.9,15.4,14.00%,1.40%,0.90%,13.40%
"Watson, Earl UTA",80,13,19.6,13.4,99.8,111.6,0.5,0.469,26.7,34.9,4,10.1,7,25.70%,2.10%,0.90%,25.30%
"Salmons, John MIL",73,70,35,20.9,101.4,104.6,0.51,0.462,26.7,24.4,1.2,11.2,6.1,17.50%,1.50%,0.90%,12.00%
"Gibson, Daniel CLE",67,15,27.8,19.7,107.9,114,0.533,0.489,24.7,44.4,1.4,9.7,5.5,18.30%,1.30%,0.90%,9.90%
"Kidd, Jason DAL",80,80,33.2,14.3,107.9,103.5,0.5,0.472,12.9,65.6,1.6,13.4,7.7,35.40%,2.70%,0.80%,22.10%
"DeRozan, DeMar TOR",82,82,34.8,23.2,106.1,114.5,0.53,0.469,34.8,4.5,3,10.2,6.5,8.60%,1.50%,0.80%,9.80%
"Ginobili, Manu SA",80,79,30.3,26,116.1,104.8,0.581,0.509,40.3,43.3,2.1,11.8,7.1,26.40%,2.60%,0.80%,12.70%
"Love, Kevin MIN",73,73,35.8,22.9,123.1,108,0.593,0.513,48.6,20.6,13.7,34.2,23.6,11.80%,0.90%,0.80%,11.10%
"Harden, James OKC",82,5,26.7,19.5,118.9,107.9,0.598,0.518,50.1,47.4,2.3,11,6.8,12.80%,2.20%,0.80%,11.30%
"Brown, Shannon LAL",82,0,19.1,22.2,104.5,105.7,0.518,0.482,15.7,33,2.6,8.5,5.7,10.00%,2.30%,0.80%,9.80%
"Westbrook, Russell OKC",82,82,34.7,31.6,109.8,106.8,0.538,0.454,45.4,7.4,5.2,10.3,7.8,42.70%,2.80%,0.80%,15.90%
"Jennings, Brandon MIL",63,61,34.4,25.5,100.3,103.1,0.493,0.443,26.6,32.7,2.2,10.6,6.3,25.90%,2.30%,0.80%,12.40%
"Holiday, Jrue PHI",82,82,35.4,20.8,104.3,105.8,0.525,0.487,20.9,22.2,2.7,10.5,6.6,29.00%,2.20%,0.80%,16.70%
"Randolph, Zach MEM",75,74,36.3,25,115.2,104.6,0.552,0.507,33.3,3.6,14.2,26,20.1,10.20%,1.20%,0.70%,10.00%
"Williams, Lou PHI",75,0,23.3,27.8,110.9,108.2,0.54,0.462,44.8,31.8,2.1,7.7,4.9,24.10%,1.40%,0.70%,9.70%
"Boozer, Carlos CHI",59,59,31.9,26.9,105.2,98.6,0.542,0.51,28.9,0,8.3,26.3,17.6,14.30%,1.30%,0.70%,13.50%
"Lee, Courtney HOU",81,1,21.3,17.9,107.6,110.3,0.534,0.501,20.8,30.2,3.3,10.4,6.9,8.90%,1.70%,0.70%,9.80%
"Budinger, Chase HOU",78,22,22.3,19.9,110,110.1,0.534,0.493,21,41.8,3.4,15,9.2,11.50%,1.20%,0.70%,8.50%
"Hansbrough, Tyler IND",70,29,21.9,23.1,109,107.1,0.529,0.465,41.3,0.3,10.6,15.9,13.2,4.70%,1.20%,0.70%,9.50%
"Hill, George SA",76,5,28.3,18.2,116.1,107.8,0.588,0.514,42.7,32.2,1.3,9.2,5.4,13.60%,1.60%,0.70%,11.60%
"Dudley, Jared PHX",82,15,26.1,16.9,118.6,110.5,0.598,0.56,34.7,40.2,6,11.2,8.6,7.60%,2.10%,0.70%,9.60%
"Gordon, Eric LAC",56,56,37.7,26.5,111.6,111.7,0.566,0.506,36.7,30.7,2.5,6.6,4.5,20.70%,1.70%,0.70%,12.00%
"Green, Willie NO",77,13,21.7,20.5,100.2,108.4,0.515,0.488,16.4,25.5,1.6,10.2,5.9,7.60%,1.20%,0.60%,9.30%
"Fernandez, Rudy POR",78,3,23.3,18.7,108.5,107.6,0.522,0.471,25.4,62.8,2.4,9.5,5.8,16.90%,2.60%,0.60%,12.10%
"Young, Nick WSH",64,40,31.8,24.4,107.2,114.1,0.538,0.497,24.4,29,1.4,8.6,4.9,6.60%,1.10%,0.60%,8.00%
"Lowry, Kyle HOU",75,71,34.2,18.6,115.3,109.9,0.55,0.506,31,42.4,3.9,9.7,6.8,29.40%,2.00%,0.60%,14.70%
"Smith, J.R. DEN",79,6,24.9,22.2,109.1,106.1,0.55,0.514,28.2,40.6,2.7,15.8,9.4,14.20%,2.30%,0.60%,10.20%
"Curry, Stephen GS",74,74,33.6,24.4,113.1,111.6,0.595,0.551,21.6,32.5,2.3,10.9,6.5,28.10%,2.20%,0.60%,16.40%
"Gordon, Ben DET",82,27,26,21.5,103.7,114.6,0.548,0.51,20.8,34.5,2.2,9.3,5.6,13.20%,1.20%,0.60%,14.40%
"Turner, Evan PHI",78,14,23,17,98.9,105.6,0.484,0.439,23.6,8.3,2.7,16.9,9.8,13.40%,1.40%,0.60%,12.00%
"Casspi, Omri SAC",71,27,24,16.7,105.7,109.4,0.517,0.496,18.5,45.2,4.8,16,10.3,6.60%,1.60%,0.60%,10.30%
"Ellis, Monta GS",80,80,40.3,28.1,106.7,111.6,0.536,0.493,26.8,23.5,1.5,8.5,4.9,23.40%,2.60%,0.50%,12.30%
"Bell, Raja UTA",68,63,30.8,12.6,106.5,113.7,0.528,0.482,21.8,41.3,1.8,8.4,5.1,8.30%,1.40%,0.50%,11.00%
"Conley, Mike MEM",81,81,35.5,19.4,108.5,106.6,0.521,0.486,25.9,22.8,1.3,9,5.1,28.00%,2.60%,0.50%,14.20%
"Fields, Landry NY",82,81,31,13.5,115.2,109.9,0.598,0.568,24.4,36.4,4.7,18.9,11.7,9.00%,1.60%,0.50%,13.80%
"Crawford, Jamal ATL",76,0,30.2,23.4,104.8,110.7,0.545,0.489,29.7,39.9,1.2,5.6,3.4,17.70%,1.30%,0.50%,12.80%
"Harrington, Al DEN",73,3,22.8,22.3,101.4,108.3,0.527,0.503,17.3,48.6,5.4,17.2,11.5,9.60%,1.20%,0.50%,12.70%
"Gomes, Ryan LAC",76,62,27.6,12.7,106.7,111,0.504,0.481,16.8,41.8,3.4,10.7,7.1,8.50%,1.50%,0.40%,9.20%
"Collison, Darren IND",79,79,29.9,21.9,105.2,108.2,0.534,0.481,26.7,14.3,1.9,8.6,5.3,28.90%,1.90%,0.40%,16.60%
"Allen, Ray BOS",80,80,36.1,19.8,116.5,103.9,0.615,0.577,22.4,38.7,2.3,9,5.8,12.70%,1.40%,0.40%,9.80%
"Martin, Kevin HOU",80,80,32.5,29.6,117,111,0.601,0.506,52.8,36.2,1.2,10,5.6,13.00%,1.60%,0.40%,10.50%
"Delfino, Carlos MIL",49,40,32.4,17.7,104,102.2,0.517,0.492,14.6,55.4,1.7,13.2,7.3,12.10%,2.60%,0.40%,9.50%
"Terry, Jason DAL",82,10,31.3,24.7,106.3,107.6,0.545,0.509,19.6,32.2,1.1,5.7,3.5,22.20%,1.90%,0.40%,12.40%
"Miller, Andre POR",81,81,32.7,20.6,111.3,108.2,0.529,0.462,34.6,4.4,4.3,9.9,7,35.70%,2.30%,0.40%,16.80%
"Stuckey, Rodney DET",70,54,31.2,24.5,111.9,113.6,0.544,0.455,46.1,10.9,3.7,8.6,6,27.50%,1.90%,0.40%,13.50%
"Parker, Anthony CLE",72,65,29,14.6,103.5,113.5,0.505,0.476,17.2,41.1,1.8,10.5,6,16.70%,1.70%,0.40%,11.90%
"Ridnour, Luke MIN",71,66,30.4,17.8,111.9,112.7,0.567,0.528,20.1,27,1.9,8.6,5.1,28.10%,2.10%,0.40%,17.60%
"Chalmers, Mario MIA",70,28,22.6,15,103.3,103.9,0.538,0.506,16,59.5,1,9.5,5.5,16.80%,2.50%,0.30%,18.00%
"Rondo, Rajon BOS",68,68,37.2,18.3,104,99.9,0.495,0.482,19.7,6.4,4.5,9.7,7.2,47.10%,3.20%,0.30%,24.30%
"Bryant, Kobe LAL",82,82,33.9,35.1,110.6,105.2,0.548,0.487,35.6,21.7,3.5,13.3,8.5,26.70%,1.90%,0.30%,11.40%
"Morrow, Anthony NJ",58,47,32,18,112.9,114.1,0.573,0.539,17.3,41.9,2.3,8.8,5.5,6.30%,0.50%,0.30%,7.50%
"Sessions, Ramon CLE",81,38,26.3,24.2,110.5,113.7,0.559,0.468,54.5,1.9,2.4,11.6,6.9,35.00%,1.50%,0.30%,15.60%
"Matthews, Wesley POR",82,69,33.6,21.3,113.6,109,0.582,0.528,32.2,38.6,2,9.7,5.7,10.20%,2.00%,0.30%,11.00%
"Fisher, Derek LAL",82,82,28,12.8,105.4,106.7,0.486,0.449,19.5,30.1,0.7,6.6,3.7,14.00%,2.30%,0.30%,10.90%
"Farmar, Jordan NJ",73,18,24.6,21.6,102,111.1,0.504,0.475,15.4,46.7,1.5,10.1,5.7,34.90%,1.80%,0.30%,16.70%
"Belinelli, Marco NO",80,69,24.5,20,107.4,109.4,0.56,0.534,18.1,46.9,1.1,8.4,4.7,8.00%,1.10%,0.30%,9.40%
"Calderon, Jose TOR",68,55,30.9,16.8,111.9,114.1,0.522,0.487,17.3,26.2,1.7,9.9,5.7,43.00%,2.00%,0.30%,18.80%
"Udrih, Beno SAC",79,64,34.6,16.9,118.3,111,0.587,0.539,27.7,22.1,1.7,9.6,5.5,22.10%,1.70%,0.20%,13.20%
"Johnson, Joe ATL",72,72,35.5,26.3,104.9,110.2,0.517,0.481,20.9,25.8,2.8,10.9,6.9,24.00%,1.00%,0.20%,10.30%
"Dooling, Keyon MIL",80,22,22,17.3,103.1,106,0.509,0.475,18.1,45.1,0.8,7.1,3.9,23.40%,1.60%,0.20%,14.00%
"Neal, Gary SA",80,1,21.1,20.6,109.7,109.1,0.578,0.553,16.5,48.7,1.5,11.8,6.8,9.10%,0.80%,0.20%,10.30%
"Redick, J.J. ORL",59,5,25.6,17,117.2,106.1,0.589,0.538,28.6,49,0.5,8.1,4.4,11.00%,1.00%,0.20%,9.50%
"Douglas, Toney NY",81,9,24.3,20.1,111.2,110.9,0.534,0.511,14.2,50.7,3.7,10.5,7.1,19.50%,2.30%,0.10%,10.00%
"Meeks, Jodie PHI",74,64,27.9,15.7,116.4,108.1,0.6,0.546,29.8,61.1,1.2,8.4,4.8,5.70%,1.60%,0.10%,8.50%
"Paul, Chris NO",80,80,36,21.1,122.2,103.1,0.578,0.502,41.4,19.7,1.6,12.3,6.9,45.80%,3.50%,0.10%,13.90%
"Blake, Steve LAL",79,0,20,11.3,101.3,107.8,0.5,0.479,9.8,63.1,1.4,9.5,5.6,15.00%,1.30%,0.10%,18.60%
"Lawson, Ty DEN",80,31,26.3,19.6,118.2,109.7,0.593,0.553,32.7,24.9,3.8,7.6,5.7,28.30%,1.90%,0.10%,14.80%
"Williams, Reggie GS",80,9,20.3,18.7,118.1,114.4,0.585,0.558,23.4,42.1,3.1,12.2,7.5,11.40%,0.90%,0.10%,8.30%
"Nash, Steve PHX",75,75,33.3,21.4,118.1,113.7,0.601,0.542,30.7,25.3,1.8,10.2,6,53.10%,1.00%,0.10%,22.40%
"Nelson, Jameer ORL",76,76,30.5,22,109,104.2,0.548,0.517,19.3,35.4,1.9,9.3,5.7,33.70%,1.70%,0.10%,17.60%
"Augustin, D.J. CHA",82,82,33.6,21.2,112.3,112,0.541,0.474,31,34.8,1.7,8.3,4.9,31.10%,1.00%,0.10%,12.50%
"Parker, Tony SA",78,78,32.4,25.5,113.2,107.8,0.569,0.531,28.3,6.5,1.4,9.3,5.5,35.20%,1.90%,0.10%,14.30%
"Barea, J.J. DAL",81,2,20.6,23.9,106.1,109,0.535,0.49,24.2,29.1,2.1,8.8,5.6,31.20%,0.90%,0.00%,15.90%
