ADVANCED,GP,GS,MPG,USG_PCT,OFF_RTG,DEF_RTG,TS_PCT,EFG_PCT,FT_RATE,3FG_TEND,OFF_REB_PCT,DEF_REB_PCT,REB_PCT,AST_PCT,STL_PCT,BLK_PCT,TO_PCT
"1 Duncan, Tim SA",69,69,30.1,27.8,107.2,95,0.554,0.503,30.7,0.7,7.3,29.6,19.1,15.50%,1.20%,6.40%,11.70%
"2 Hibbert, Roy IND",79,79,28.7,22.5,101.4,96.7,0.489,0.449,26.1,0.5,14.8,17.4,16.1,8.90%,0.90%,6.70%,14.50%
"3 George, Paul IND",79,79,37.6,23.5,103.9,97,0.531,0.491,23.3,39.9,3.4,19,11.3,19.60%,2.60%,1.30%,15.20%
"4 Allen, Tony MEM",79,79,26.7,17.8,101.7,98.4,0.489,0.447,29.3,3.8,6.6,13.8,10.2,7.60%,3.10%,1.70%,11.50%
"5 West, David IND",73,73,33.4,24.4,109.7,98.5,0.545,0.5,31.2,1.9,6.8,18.8,12.9,16.80%,1.60%,2.10%,12.00%
"6 Gasol, Marc MEM",80,80,35,19.2,115.2,98.5,0.559,0.494,36.4,1.6,7.6,18.9,13.1,19.10%,1.60%,4.10%,13.50%
"7 Sanders, Larry MIL",71,55,27.3,16.9,108.6,98.5,0.523,0.506,22.5,0.3,12,25.8,18.6,6.80%,1.40%,7.60%,11.60%
"8 Noah, Joakim CHI",66,64,36.8,17.2,106.9,98.6,0.534,0.481,37.6,0.8,12.2,22.6,17.3,17.60%,1.70%,4.40%,19.30%
"9 Garnett, Kevin BOS",68,68,29.7,24.5,103.5,98.8,0.535,0.498,23.6,1.9,4.5,25.8,15.5,14.40%,2.00%,2.40%,10.50%
"10 Odom, Lamar LAC",82,2,19.7,13.3,95.4,99,0.429,0.423,11.5,24.6,8.8,26.3,17.7,12.40%,2.20%,3.00%,18.30%
"11 Leonard, Kawhi SA",58,57,31.2,16.4,114.4,99.4,0.592,0.556,24,33.1,4.3,17.1,11.1,7.70%,2.70%,1.30%,9.60%
"12 Okafor, Emeka WSH",79,77,26,19.5,100.3,99.4,0.496,0.477,27.8,0,10.7,26.8,18.7,7.90%,1.10%,3.00%,12.20%
"13 Randolph, Zach MEM",76,75,34.3,23.1,106.1,99.5,0.506,0.461,29.3,2.2,13.8,25.1,19.3,7.30%,1.30%,1.00%,11.50%
"14 Evans, Reggie BKN",80,56,24.6,11,102.4,99.6,0.506,0.479,85.1,0,15.5,38,26.7,3.20%,2.00%,0.50%,23.60%
"15 Howard, Dwight LAL",76,76,35.8,22.2,105,100,0.573,0.579,88.7,0.7,10.4,27.4,19.1,6.60%,1.60%,4.90%,16.60%
"16 Splitter, Tiago SA",81,58,24.7,18.2,118.2,100,0.609,0.56,50.6,0.4,8.8,20.3,14.9,10.00%,1.60%,2.30%,12.70%
"17 Conley, Mike MEM",80,80,34.5,21,111.4,100.2,0.549,0.497,30,31.2,1.8,7.9,4.8,29.50%,3.40%,0.70%,15.10%
"18 Durant, Kevin OKC",81,81,38.5,29.8,122.2,100.3,0.647,0.559,52.3,23.3,1.8,20.3,11.8,21.70%,1.90%,2.60%,13.70%
"19 Boozer, Carlos CHI",79,79,32.2,25.8,101,100.5,0.51,0.477,23.2,0.2,7.8,27.2,17.4,13.40%,1.40%,0.80%,12.30%
"20 Smith, Josh ATL",76,76,35.3,26.7,96.7,100.6,0.501,0.491,27.2,17,5.8,21.3,13.6,20.90%,1.80%,3.90%,14.60%
"21 Bledsoe, Eric LAC",76,12,20.4,22.5,102.5,100.7,0.513,0.473,23.6,13.7,6.1,11.1,8.6,23.50%,3.70%,3.00%,17.90%
"22 Hilario, Nene WSH",61,49,27.2,23.4,102.7,100.8,0.538,0.48,45.3,0.2,6.7,20.6,13.6,19.00%,1.70%,1.80%,16.30%
"23 Ibaka, Serge OKC",80,80,31.1,18.1,117.3,100.9,0.612,0.586,24.6,7.3,11.1,17,14.2,2.80%,0.60%,7.40%,12.70%
"24 James, LeBron MIA",76,76,37.9,30.2,124.6,100.9,0.64,0.603,39.5,18.8,4.4,20.8,13.1,36.40%,2.40%,1.90%,12.40%
"25 Blatche, Andray BKN",82,8,19,26.5,107.2,101.1,0.547,0.514,32,3.3,12.2,19.6,15.8,10.50%,3.00%,2.70%,13.80%
"26 Stephenson, Lance IND",78,72,29.2,15.2,106,101.2,0.53,0.512,19.2,31.4,2.3,12.3,7.4,16.20%,1.90%,0.50%,14.40%
"27 Favors, Derrick UTA",77,8,23.2,20.6,103.9,101.2,0.533,0.482,45.8,0.9,11.9,24,17.9,6.80%,2.00%,5.70%,15.90%
"28 Jordan, DeAndre LAC",82,82,24.5,15.9,112.8,101.3,0.606,0.643,51,0,12.7,22.4,17.6,2.20%,1.30%,4.70%,14.30%
"29 Perkins, Kendrick OKC",78,78,25.1,10.6,94,101.7,0.479,0.457,23,0.3,7,19.5,13.7,7.90%,1.10%,3.20%,24.00%
"30 Rubio, Ricky MIN",57,47,29.7,21.2,99.2,101.9,0.482,0.386,51.4,17.9,2.9,12.9,7.7,38.80%,4.20%,0.20%,21.40%
"31 Faried, Kenneth DEN",80,80,28.1,17.7,115.5,102,0.573,0.552,38.6,0,13.2,23.2,18.3,5.10%,1.80%,2.90%,12.30%
"32 Horford, Al ATL",74,74,37.2,21.8,110.3,102.1,0.56,0.545,19.6,0.6,8.2,23,15.7,15.30%,1.50%,2.20%,11.30%
"33 Griffin, Blake LAC",80,80,32.5,25.4,114.1,102.2,0.572,0.541,39.7,2.6,8.7,21.5,15.2,19.90%,2.00%,1.60%,12.80%
"34 Green, Danny SA",80,80,27.5,16.6,109.8,102.3,0.6,0.581,11.9,62.3,2,10.3,6.4,9.50%,2.10%,1.80%,11.90%
"35 Brand, Elton DAL",72,18,21.2,17.2,104.6,102.4,0.499,0.473,19.5,0.2,9.7,21.5,15.7,7.10%,1.70%,4.60%,9.90%
"36 Hill, George IND",76,76,34.5,18.8,117,102.4,0.558,0.518,24.5,40.5,2,9.9,6,23.40%,1.60%,0.70%,10.70%
"37 Paul, Chris LAC",70,70,33.4,22.6,127,102.4,0.594,0.526,37.7,27.1,2.8,10.5,6.7,46.50%,3.80%,0.40%,13.70%
"38 Pierce, Paul BOS",77,77,33.4,27.4,105.6,102.4,0.559,0.502,38.7,35,2.1,19.7,11.2,25.10%,1.70%,0.90%,14.30%
"39 Wade, Dwyane MIA",69,69,34.7,29.5,111.7,102.5,0.571,0.528,38.9,6,4.7,12.6,8.9,26.60%,2.80%,1.90%,13.20%
"40 Asik, Omer HOU",82,82,30,16.3,105.3,102.7,0.558,0.541,48.7,0.2,12.8,31,22,4.60%,0.90%,2.70%,18.80%
"41 Sefolosha, Thabo OKC",81,81,27.5,11.4,121.4,102.7,0.617,0.597,14.8,55.4,3.2,12.4,8.2,8.20%,2.40%,1.50%,11.40%
