ADVANCED,GP,GS,MPG,USG%,OFF RTG,DEF RTG,TS%,EFG%,FT RATE,3FG TEND,OFF REB%,DEF REB%,REB%,AST%,STL%,BLK%,TO%
"21 Pachulia, Zaza ATL",58,44,28.3,14,111.1,99.4,0.557,0.499,46.6,0,11.1,21.5,16.4,7.40%,1.80%,1.40%,16.50%
"22 Deng, Luol CHI",54,54,39.4,19.8,105.4,99.4,0.5,0.464,21.9,28.5,4.1,14,9.2,11.70%,1.40%,1.20%,10.40%
"23 George, Paul IND",66,66,29.7,19.3,108.4,99.6,0.555,0.51,28.5,36.6,3.2,17.9,10.6,13.60%,2.90%,1.50%,14.00%
"24 Anthony, Joel MIA",64,51,21.1,7.8,113.4,99.6,0.598,0.559,46.7,0,9.2,12.8,11.1,1.00%,1.40%,5.10%,19.70%
"25 Bosh, Chris MIA",57,57,35.2,24.2,108.8,99.7,0.551,0.493,34.6,4.3,5.8,20.5,13.5,9.10%,1.30%,1.80%,11.20%
"26 Young, Thaddeus PHI",63,1,27.9,21.5,111.3,99.8,0.538,0.507,21,0.6,8.6,12,10.3,7.30%,2.00%,1.80%,6.80%
"27 Allen, Tony MEM",58,57,26.3,18.4,105.9,99.8,0.541,0.478,39.1,5.8,7.4,10.6,8.9,8.30%,3.60%,1.80%,15.20%
"28 Johnson, James TOR",62,40,25.2,20.2,96.6,99.9,0.498,0.468,22.2,11.6,5.6,16.2,11,13.90%,2.40%,4.40%,15.10%
"29 Dalembert, Samuel HOU",65,45,22.2,16.6,108.2,100,0.551,0.506,28.6,0.3,12.6,24.1,18.3,3.60%,1.30%,5.70%,15.60%
"30 Bynum, Andrew LAL",60,60,35.2,23.8,112,100.4,0.594,0.558,42.5,0.6,10.6,26.1,18.7,7.40%,0.70%,4.00%,13.90%
"31 Hibbert, Roy IND",65,65,29.8,21.1,108.7,100.5,0.539,0.497,35.8,0.1,12.5,20.7,16.6,9.90%,0.90%,5.20%,14.20%
"32 Kidd, Jason DAL",48,48,28.7,12.7,103.3,100.5,0.524,0.507,10.3,81.7,1.2,14.8,8.1,28.40%,3.10%,0.60%,24.20%
"33 Leonard, Kawhi SA",64,39,24,14.5,118.9,100.5,0.573,0.543,21.8,27,7.9,16.4,12.2,6.60%,2.90%,1.10%,9.00%
"34 Chalmers, Mario MIA",64,64,28.5,17.4,103.7,100.7,0.578,0.549,20.3,52.2,1.1,9.8,5.6,19.00%,2.80%,0.50%,20.70%
"35 Stoudemire, Amar'e NY",47,47,32.8,25.4,103.9,100.7,0.541,0.487,37.2,3.2,7.9,19.8,13.7,6.30%,1.30%,2.30%,12.80%
"36 Holiday, Jrue PHI",65,65,33.8,21.8,99.4,100.8,0.496,0.471,14.4,20.5,2.9,7.9,5.4,21.60%,2.50%,0.60%,13.20%
"37 Davis, Ed TOR",66,9,23.2,13.8,107.9,101,0.544,0.513,31.6,0.3,10.4,23,16.7,6.50%,1.40%,3.40%,14.90%
"38 Shumpert, Iman NY",59,35,28.9,18.2,95.8,101.1,0.484,0.446,20.4,29.4,2.8,9.9,6.3,15.60%,3.10%,0.40%,16.00%
"39 Durant, Kevin OKC",66,66,38.6,31.3,114.3,101.1,0.61,0.547,38.6,26.5,1.9,20.4,11.8,17.50%,1.80%,2.20%,14.00%
"40 Rose, Derrick CHI",39,39,35.3,30.5,111.8,101.2,0.532,0.473,34.4,24.9,2.1,8.4,5.3,40.30%,1.40%,1.40%,12.90%
"41 Korver, Kyle CHI",65,7,22.6,15.3,120.1,101.3,0.6,0.575,16,65.8,2,9.9,6,11.70%,1.30%,0.70%,10.70%
"42 Allen, Ray BOS",46,42,34,18.6,110.8,101.4,0.607,0.566,21.5,47.5,1.1,9.2,5.3,11.80%,1.70%,0.40%,11.20%
"43 Williams, Marvin ATL",57,37,26.3,18,113.3,101.4,0.542,0.494,31.1,31.7,6,16.9,11.5,7.70%,1.70%,0.90%,6.80%
"44 Marion, Shawn DAL",63,63,30.5,19,100.5,101.5,0.488,0.461,14.4,10.5,8.6,18.6,13.6,11.50%,1.80%,1.50%,12.50%
"45 Battier, Shane MIA",65,10,23.1,10.7,108,101.7,0.504,0.493,12.7,62.7,4.6,7.7,6.2,8.00%,2.20%,1.80%,10.70%
"46 Millsap, Paul UTA",64,62,32.8,23.2,112.8,101.7,0.545,0.499,29.6,3.6,9.7,21.2,15.4,12.40%,2.90%,2.00%,10.30%
"47 Anthony, Carmelo NY",55,55,34.1,31.8,106.5,101.8,0.525,0.463,35.8,19.8,5.4,15.9,10.6,21.00%,1.70%,1.00%,10.80%
"48 Kaman, Chris NO",47,33,29.2,26.6,90.8,101.8,0.478,0.446,17.9,0,7.9,23.5,15.8,14.00%,1.00%,4.70%,16.70%
"49 Fields, Landry NY",66,62,28.7,16,100.3,101.9,0.506,0.49,26.7,23.6,3.6,13.5,8.5,14.50%,2.10%,0.70%,15.10%
"50 Bradley, Avery BOS",64,28,21.4,17.9,100,102,0.555,0.525,19.4,13.4,3.1,6.7,5,10.80%,1.70%,0.70%,14.70%
"Teague, Jeff ATL",66,66,33.1,19.1,107.7,102,0.552,0.515,27.6,22.2,1.1,7.4,4.3,24.30%,2.60%,1.30%,15.10%
"Gay, Rudy MEM",65,65,37.3,25.1,103.9,102.1,0.521,0.48,24.6,16.2,6.1,14.1,10.1,10.80%,2.10%,1.80%,12.00%
"Blair, DeJuan SA",64,62,21.3,21.7,108.1,102.1,0.549,0.534,23.6,0.2,13.2,16.3,14.8,9.20%,2.20%,0.60%,14.20%
"Jordan, DeAndre LAC",66,66,27.2,11.9,119.3,102.3,0.626,0.632,43.3,0.3,13.2,23,18.1,1.50%,0.90%,6.20%,16.00%
"Johnson, Amir TOR",64,43,24.3,14.3,109.5,102.3,0.6,0.579,24.7,1.5,11.4,19.4,15.4,8.70%,1.10%,3.60%,20.00%
"Williams, Lou PHI",64,0,26.3,27.4,110.3,102.3,0.525,0.46,37.3,29.3,2,8.3,5.1,22.40%,1.70%,0.80%,7.20%
"Conley, Mike MEM",62,61,35.1,18.3,110.1,102.4,0.523,0.477,23.1,23.2,1.2,7.4,4.2,29.80%,3.30%,0.40%,14.20%
"Speights, Marreese MEM",60,54,22.4,20.5,101.8,102.5,0.491,0.453,22.3,0.6,11.3,21.4,16.2,6.00%,0.80%,1.80%,12.10%
"West, David IND",66,66,29.2,20.9,110.1,102.5,0.531,0.489,24.6,1.3,6.9,18.3,12.6,13.10%,1.40%,1.90%,10.50%
"Green, Danny SA",66,38,23.1,17.6,112.2,102.5,0.579,0.549,21,49.1,4.2,12.9,8.6,8.30%,2.00%,2.20%,11.40%
"Gortat, Marcin PHX",66,66,32,20.8,114.7,102.5,0.578,0.555,32.6,0.3,10,25,17.6,4.80%,1.20%,3.40%,9.30%
"Monroe, Greg DET",66,66,31.5,23.6,109.9,102.6,0.563,0.521,34.8,0.1,13.3,23.6,18.3,14.00%,2.10%,1.70%,15.20%
"Gasol, Pau LAL",65,65,37.4,22.1,111.9,102.6,0.547,0.504,28.5,2.9,8.8,21.8,15.6,17.20%,0.80%,2.60%,12.10%
"Barnes, Matt LAL",63,16,22.9,16.4,112.4,102.7,0.554,0.512,33.1,35.7,7.9,18.3,13.3,13.80%,1.30%,2.40%,14.10%
"Ariza, Trevor NO",41,41,32.9,18.4,99.6,102.8,0.496,0.453,25.3,21.6,3.7,15.1,9.5,16.80%,2.80%,1.50%,14.50%
"Nowitzki, Dirk DAL",62,62,33.5,29.2,110.5,103,0.564,0.495,34.3,20.5,2.5,20,11.3,12.60%,1.10%,1.20%,9.00%
"Mayo, O.J. MEM",66,0,26.8,23.9,101.4,103,0.513,0.476,23.4,37.4,1.9,12.1,6.9,16.10%,2.10%,1.10%,13.30%
"Jefferson, Al UTA",61,61,34,25.7,112.1,103.1,0.52,0.493,16.9,0.4,7.3,25.3,16.2,12.10%,1.20%,3.90%,5.20%
"Aminu, Al-Farouq NO",66,21,22.4,16.2,93.5,103.2,0.481,0.429,31.2,12.9,7.8,16.9,12.4,7.20%,2.20%,1.90%,18.00%
"Meeks, Jodie PHI",66,50,24.9,15.2,111.3,103.2,0.551,0.513,18.2,57,1.1,9.8,5.4,5.00%,1.30%,0.10%,5.40%
"Perkins, Kendrick OKC",65,65,26.8,11.1,95.9,103.2,0.528,0.489,42.7,0,8.4,18.8,13.9,6.40%,0.70%,3.00%,27.50%
"Carter, Vince DAL",61,40,25.3,20.4,101.7,103.3,0.519,0.48,21.2,37.8,2.3,12.5,7.5,15.00%,1.90%,1.30%,12.40%
"Favors, Derrick UTA",65,9,21.2,20.7,103.8,103.3,0.537,0.499,43.6,0,13,22.5,17.7,5.00%,1.40%,3.80%,16.30%
"Ilyasova, Ersan MIL",60,41,27.6,20.1,117.8,103.4,0.577,0.535,30.7,18.8,12.7,22.8,17.6,7.00%,1.30%,2.00%,10.10%
"Davis, Glen ORL",61,13,23.4,22.4,96.3,103.4,0.466,0.423,31.3,2.6,8.5,18.4,13.4,5.90%,1.60%,1.00%,11.00%
"Hansbrough, Tyler IND",66,0,21.8,20.9,108.3,103.7,0.511,0.405,58,0.2,8.9,13.7,11.3,3.50%,2.00%,0.50%,9.80%
"Morris, Markieff PHX",63,7,19.5,20.4,96.9,103.7,0.484,0.448,24.3,28.4,6.4,19.1,12.8,8.20%,1.70%,2.50%,12.70%
"Frye, Channing PHX",64,59,26.1,19.3,105.7,103.8,0.519,0.49,13.4,42.9,4.8,20.6,12.8,8.30%,1.30%,3.00%,8.80%
"Cousins, DeMarcus SAC",64,62,30.5,29.7,102,104,0.499,0.449,37.3,1.4,14.2,25.9,19.8,9.50%,2.40%,2.80%,12.80%
"Cole, Norris MIA",65,2,19.4,21.8,88,104,0.452,0.417,18.9,16.9,2.1,6.4,4.3,17.00%,1.80%,0.10%,17.70%
"Booker, Trevor WSH",50,32,25.2,15.6,108.8,104.1,0.549,0.532,27.3,0.6,10.6,18.6,14.5,5.10%,2.00%,2.60%,13.20%
"Hinrich, Kirk ATL",48,31,25.8,13.9,100.1,104.1,0.511,0.493,10.8,46.1,1.1,8.5,4.8,16.30%,1.60%,0.70%,15.80%
"Griffin, Blake LAC",66,66,36.2,26.6,112.9,104.1,0.557,0.55,45.8,1.6,10.7,25.1,17.8,16.60%,1.20%,1.70%,10.90%
"Love, Kevin MIN",55,55,39,28.8,116.8,104.2,0.568,0.497,43.4,26.6,11.6,26.4,19,10.00%,1.10%,0.90%,9.20%
"Rubio, Ricky MIN",41,31,34.2,18.7,99.2,104.2,0.476,0.398,40.4,24.2,1.6,11.9,6.7,37.40%,3.30%,0.40%,22.20%
"Lowry, Kyle HOU",47,38,32.1,22,111.4,104.3,0.558,0.486,38.6,41.1,2.8,13.7,8.2,32.30%,2.50%,0.70%,17.80%
"Granger, Danny IND",62,62,33.3,25.9,110.7,104.4,0.542,0.481,30.9,34.3,4.3,12.3,8.4,9.70%,1.60%,1.50%,9.30%
"Delfino, Carlos MIL",54,53,28.5,15.5,101.7,104.5,0.515,0.497,10.6,52.8,1.4,13.9,7.5,11.90%,2.60%,0.50%,12.20%
"Gooden, Drew MIL",56,46,26.2,25.7,104.8,104.5,0.512,0.449,31.7,8.4,9.5,18,13.6,16.50%,1.60%,1.70%,12.70%
"Paul, Chris LAC",60,60,36.4,24.3,126.1,104.5,0.581,0.522,33.9,23.9,2.3,9.4,5.8,43.80%,3.80%,0.20%,10.80%
"Westbrook, Russell OKC",66,66,35.3,32.7,108,104.6,0.538,0.481,32.6,15.5,5,9.4,7.4,29.80%,2.50%,0.70%,14.20%
"Singleton, Chris WSH",66,51,21.7,11.5,96.8,104.6,0.462,0.442,14.1,40.7,3.4,15.1,9.2,5.00%,2.50%,1.60%,10.30%
"Parsons, Chandler HOU",63,57,28.6,16.7,104.7,104.8,0.513,0.506,14.2,32.4,5.7,13.6,9.6,11.70%,2.10%,1.20%,12.20%
"World Peace, Metta LAL",64,45,26.9,15.6,101.8,105,0.478,0.454,24.7,40.6,4.8,9.1,7.1,12.50%,2.10%,1.10%,11.80%
"Richardson, Jason ORL",54,54,29.5,20.2,102.6,105,0.502,0.493,11.6,46.5,2.6,11.6,7,12.00%,1.80%,1.10%,8.70%
"Hill, George IND",50,9,25.5,17.2,116.6,105,0.557,0.513,30.8,38.7,2.8,10.5,6.7,18.80%,1.70%,1.10%,10.80%
"Anderson, Ryan ORL",61,61,32.2,21.2,124.3,105,0.589,0.548,22.6,55.7,13,14.7,13.8,5.10%,1.40%,1.00%,6.40%
"Johnson, Joe ATL",60,60,35.5,25,109.9,105.1,0.557,0.521,20,34.5,2.9,9.2,6.1,19.70%,1.20%,0.50%,10.30%
"Collison, Nick OKC",63,0,20.7,10,120.8,105.2,0.622,0.597,30.8,0.5,11.1,12.7,12,9.30%,1.30%,1.60%,21.10%
"Harden, James OKC",62,2,31.4,21.6,125.4,105.5,0.66,0.582,58.7,46.4,1.9,12.2,7.4,19.30%,1.60%,0.60%,14.80%
"Harrington, Al DEN",64,1,27.5,24.4,102.8,105.5,0.535,0.512,22.8,39.2,4.9,20.4,12.9,8.20%,1.70%,0.50%,11.60%
"Terry, Jason DAL",63,1,31.7,23.3,103.5,105.6,0.54,0.513,13.4,44,0.9,7.4,4.2,19.90%,1.90%,0.40%,12.60%
"Bonner, Matt SA",65,2,20.4,12.8,124.3,105.6,0.597,0.59,6,71.4,2.6,15.7,9.3,6.50%,0.60%,1.10%,3.80%
"Turkoglu, Hedo ORL",53,53,31.2,19.5,99,105.6,0.528,0.505,18.8,51.2,1.7,12.4,7,24.10%,1.50%,0.80%,20.60%
"Bryant, Kobe LAL",58,58,38.5,35.7,105.1,105.7,0.527,0.462,33.8,21.5,3.5,11.8,7.8,23.70%,1.60%,0.60%,11.70%
"Maxiell, Jason DET",65,42,22.6,15.8,99.1,105.7,0.493,0.478,27.7,0.5,9.9,17.4,13.6,4.70%,1.20%,2.70%,14.20%
"Brewer, Corey DEN",59,17,21.8,20,103.8,105.7,0.505,0.47,28.1,27.4,4,9.4,6.8,10.60%,2.90%,1.00%,9.70%
"Jerebko, Jonas DET",64,13,22.9,18.1,108.8,106,0.548,0.503,27.4,23.4,7.6,17.8,12.5,5.10%,1.50%,1.10%,11.50%
"Dragic, Goran HOU",66,28,26.5,21.8,110.5,106.1,0.567,0.518,31.7,33.7,3.5,7.7,5.6,32.50%,2.50%,0.40%,18.70%
"Williams, Derrick MIN",66,15,21.5,20.7,99.5,106.2,0.499,0.449,39.2,27.7,6,18.4,12.2,4.50%,1.10%,1.60%,11.70%
"Parker, Tony SA",60,60,32.1,27.7,112.3,106.3,0.539,0.488,31.9,6.9,1.3,8.7,5.1,40.30%,1.50%,0.20%,13.10%
"Humphries, Kris NJ",62,62,34.9,19.3,109.7,106.5,0.539,0.481,41.4,0,12.2,24.8,18.3,7.40%,1.20%,2.60%,13.00%
"Aldridge, LaMarcus POR",55,55,36.3,27,113.1,106.5,0.56,0.513,29.1,1.2,8.6,17.5,12.9,13.20%,1.30%,1.70%,9.50%
"Scola, Luis HOU",66,66,31.3,24.8,102.1,106.5,0.526,0.491,22.3,0.3,6.8,17.3,12,12.00%,0.90%,0.90%,13.60%
"Williams, Shelden NJ",58,35,22,11.2,107,106.5,0.543,0.478,51.7,0,12.5,19.6,15.9,4.30%,2.00%,2.30%,21.10%
"Collison, Darren IND",60,56,31.3,17,107.5,106.6,0.526,0.472,29.3,18,1.8,9.3,5.6,24.90%,1.40%,0.60%,16.20%
"Lee, Courtney HOU",58,26,30.3,17.6,106.3,106.6,0.534,0.508,14.8,37.4,1.7,8.9,5.2,7.90%,2.00%,0.90%,9.40%
"Batum, Nicolas POR",59,34,30.4,20.5,111.6,106.6,0.575,0.534,24.8,42.7,5.2,12.6,8.8,7.90%,1.70%,2.60%,11.20%
"Wall, John WSH",66,66,36.2,24.9,100.5,106.7,0.502,0.424,45,4.7,2.2,12,7.1,36.90%,2.10%,1.80%,19.20%
"Budinger, Chase HOU",58,9,22.4,19.5,109.9,106.7,0.556,0.535,14.9,46.5,3.4,16.2,9.7,9.30%,1.20%,0.40%,9.90%
"Patterson, Patrick HOU",64,1,23.2,17.9,99.2,106.8,0.457,0.44,11.2,0.6,8.7,13.7,11.2,5.70%,1.00%,1.80%,8.40%
"Duhon, Chris ORL",63,9,19.5,11.2,100.1,106.8,0.558,0.542,10.3,58.6,1.3,8.4,4.8,19.10%,1.50%,0.60%,27.60%
"Jennings, Brandon MIL",66,66,35.3,25.9,106.5,106.8,0.514,0.476,21.3,34.6,2.3,8.6,5.3,26.70%,2.30%,0.70%,10.60%
"Gallinari, Danilo DEN",43,40,31.4,20.7,113.9,106.9,0.563,0.479,44.8,39.3,2.5,14.6,8.7,13.00%,1.60%,1.30%,10.90%
"Biyombo, Bismack CHA",63,41,23.1,13.1,91.8,106.9,0.48,0.464,51.4,0,8.6,20.8,14.5,3.10%,0.70%,5.90%,17.20%
"Vasquez, Greivis NO",66,26,25.8,20,100.7,106.9,0.513,0.471,22.4,25.8,1.6,10.3,6,35.70%,1.90%,0.40%,20.50%
"Pekovic, Nikola MIN",47,35,26.9,21.9,116.7,107,0.607,0.564,41.2,0,15.8,14.6,15.2,4.60%,1.20%,1.80%,14.00%
"Nelson, Jameer ORL",57,57,29.9,21.4,105.9,107.2,0.524,0.499,14.5,38.1,1.9,10.4,6.1,34.00%,1.20%,0.20%,17.30%
"Johnson, Wes MIN",65,64,22.6,14.3,93.1,107.3,0.477,0.465,8.6,42.6,1.8,11.6,6.7,6.40%,1.20%,2.30%,12.70%
"Hill, Grant PHX",49,46,28.1,18.6,100.3,107.4,0.5,0.461,24.2,11.8,2.4,11.5,7,12.10%,1.50%,1.50%,11.50%
"Calderon, Jose TOR",53,53,33.9,16,115.6,107.6,0.547,0.519,14.3,33.3,1.3,9.1,5.2,44.20%,1.40%,0.10%,17.00%
"Blake, Steve LAL",53,5,23.3,13,98.4,107.7,0.493,0.476,10.1,59,0.9,6.6,3.8,21.00%,1.70%,0.10%,20.50%
"DeRozan, DeMar TOR",63,63,35,25,99.5,107.7,0.503,0.435,36.7,10.2,2.1,9,5.6,10.80%,1.20%,0.60%,10.50%
"Gee, Alonzo CLE",63,31,29,18.7,102,107.7,0.516,0.452,38.5,24.9,6.1,14.3,10,10.60%,2.40%,0.70%,15.00%
"Matthews, Wesley POR",66,53,33.8,18.7,110.2,107.9,0.539,0.496,22.4,44.2,2.9,9,5.9,8.30%,2.30%,0.50%,8.00%
"Thompson, Tristan CLE",60,25,23.7,19.2,97.8,108,0.469,0.439,43.4,0.5,14.4,16.8,15.5,3.30%,1.00%,3.30%,13.30%
"Dunleavy, Mike MIL",55,3,26.3,19,118,108.1,0.597,0.557,28.4,41.3,2.2,13.7,7.8,13.00%,1.00%,0.40%,9.30%
"Jack, Jarrett NO",45,39,34,23.3,109.1,108.2,0.54,0.49,25.4,19.2,1.8,11.7,6.8,34.00%,1.10%,0.50%,14.10%
"Miller, Andre DEN",66,7,27.4,19.8,104,108.3,0.51,0.455,30.6,15,3.5,10.5,7.1,36.50%,1.80%,0.40%,22.00%
"Butler, Caron LAC",63,63,29.7,20.4,101.9,108.4,0.501,0.472,15.2,36.5,2.8,12,7.3,6.80%,1.50%,0.40%,9.30%
"Lawson, Ty DEN",61,61,34.8,21.2,116.1,108.4,0.579,0.535,28.2,26.1,3.1,9.2,6.2,30.20%,2.00%,0.20%,14.70%
"Brown, Shannon PHX",59,19,23.7,22.8,100.5,108.5,0.507,0.477,16.6,31.4,3.1,9.5,6.3,8.10%,1.60%,0.80%,9.10%
"Redick, J.J. ORL",65,22,27.2,19.2,117.2,108.5,0.575,0.521,26.9,45.9,1.2,8.8,4.9,16.20%,0.80%,0.30%,9.40%
"Lee, David GS",57,57,37.2,26,107.6,108.6,0.549,0.503,30.4,0.5,9.2,19.9,14.6,13.60%,1.30%,0.80%,12.50%
"Felton, Raymond POR",60,56,31.8,20.8,98.7,108.6,0.491,0.455,19.3,31.6,1.6,7.6,4.6,33.30%,2.20%,0.40%,19.60%
"Dudley, Jared PHX",65,60,31.1,17.7,115.1,108.7,0.575,0.547,25.5,32.5,5.4,11.4,8.4,8.80%,1.30%,0.70%,9.10%
"Belinelli, Marco NO",66,55,29.8,19.5,104.8,108.7,0.525,0.495,18.8,41.4,1.2,9.1,5.2,8.90%,1.30%,0.20%,8.50%
"Hayward, Gordon UTA",66,58,30.5,17.8,113.4,108.8,0.568,0.503,39.6,27.1,3.3,9.9,6.6,15.90%,1.40%,1.60%,13.70%
"Ridnour, Luke MIN",53,53,33,17.8,108.5,108.9,0.53,0.485,21.6,27.6,1.2,7.8,4.5,24.00%,1.60%,0.70%,13.70%
"Wright, Dorell GS",61,61,27,17.3,111.4,109,0.553,0.522,18.6,55.5,4.1,14.9,9.6,8.80%,1.80%,1.20%,8.20%
"Thompson, Jason SAC",64,47,25.9,15.5,115.2,109,0.558,0.535,40.9,0.5,10.5,19.3,14.7,7.50%,1.30%,1.90%,11.50%
"Foye, Randy LAC",65,48,25.9,20.7,108,109.1,0.522,0.496,13.2,51.1,1.7,8.1,4.9,14.20%,1.50%,1.20%,9.70%
"Martin, Kevin HOU",40,40,31.6,24.7,111,109.1,0.554,0.486,33.3,41.9,1.2,8.6,4.9,14.50%,1.20%,0.20%,10.20%
"Jamison, Antawn CLE",65,65,33.1,26.2,102.6,109.2,0.481,0.447,26,25.6,6.3,15.7,10.8,11.90%,1.20%,1.50%,7.20%
"Harris, Devin UTA",63,63,27.6,19.5,111.6,109.2,0.564,0.516,38.6,39.3,0.8,6.7,3.7,28.30%,1.90%,0.60%,16.10%
"Gordon, Ben DET",52,21,26.9,23.3,101.5,109.2,0.549,0.501,25.7,27.7,1.2,9.5,5.2,16.50%,1.30%,0.60%,16.30%
"Crawford, Jamal POR",60,6,26.9,26.6,102.3,109.3,0.506,0.438,28,35.3,1.1,7.5,4.3,20.50%,1.80%,0.70%,11.80%
"Casspi, Omri CLE",65,35,20.6,17.6,100.6,109.3,0.499,0.467,26.2,40.8,5.1,14.5,9.7,8.40%,1.50%,1.20%,12.20%
"Knight, Brandon DET",66,60,32.3,21.7,97.3,109.3,0.511,0.483,17.8,35.9,1.8,10.3,5.9,20.80%,1.20%,0.40%,17.10%
"Williams, Mo LAC",52,1,28.3,22.9,107.1,109.4,0.53,0.502,13.1,39.1,1.8,6.2,4,18.50%,1.90%,0.40%,11.70%
"Prince, Tayshaun DET",63,63,33.1,20.4,100.8,109.4,0.47,0.444,14.4,13,4,12.4,8,13.20%,0.70%,1.20%,8.00%
"Stuckey, Rodney DET",55,48,29.9,23.7,111.7,109.5,0.55,0.456,53.6,17.4,2.7,7.8,5.2,22.70%,1.40%,0.50%,12.60%
"Irving, Kyrie CLE",51,51,30.5,28.7,108.5,109.7,0.566,0.517,26.2,24.5,3.1,11.2,7,36.50%,1.80%,1.00%,16.10%
"Crawford, Jordan WSH",64,32,27.4,28.1,97.4,109.7,0.488,0.446,23.3,31.3,2.8,8.1,5.4,19.30%,1.70%,0.20%,12.80%
"Mullens, Byron CHA",65,25,22.5,22.5,94.4,109.8,0.473,0.435,19,8.6,7.3,18.8,12.8,7.50%,0.80%,2.60%,10.40%
"Rush, Brandon GS",65,1,26.4,15.4,115.1,110.1,0.628,0.607,17.5,46.7,2.2,14.3,8.3,7.90%,1.10%,2.60%,11.90%
"Nash, Steve PHX",62,62,31.6,19.6,114.8,110.3,0.625,0.581,25.6,25.4,1.5,9.1,5.3,53.10%,1.00%,0.30%,27.10%
"Parker, Anthony CLE",51,51,25.1,14.1,105.4,110.5,0.523,0.509,17.2,42.3,0.9,11.8,6.1,15.70%,1.60%,0.40%,12.50%
"Evans, Tyreke SAC",63,61,34.3,23.8,102.5,110.5,0.512,0.464,28.7,11,3.1,12,7.3,22.10%,2.00%,1.00%,14.40%
"Walker, Kemba CHA",66,25,27.2,25.2,95.5,110.6,0.464,0.411,27.8,29.5,1.9,13.5,7.5,30.20%,1.80%,0.80%,12.10%
"Afflalo, Arron DEN",62,62,33.6,19.1,116.5,110.8,0.584,0.534,35.3,31.6,2.3,8.5,5.5,11.10%,0.90%,0.50%,9.50%
"Williams, Deron NJ",55,55,36.3,30.1,105.7,111.2,0.527,0.467,31.7,35.6,1.3,9.6,5.3,46.60%,1.80%,0.80%,16.70%
