ADVANCED,GP,GS,MPG,USG_PCT,OFF_RTG,DEF_RTG,TS_PCT,EFG_PCT,FT_RATE,3FG_TEND,OFF_REB_PCT,DEF_REB_PCT,REB_PCT,AST_PCT,STL_PCT,BLK_PCT,TO_PCT
"24 Martin, Kenyon DEN",70,67,32.5,23.4,102.8,101.5,0.521,0.49,34,1.3,7.4,18.4,13,13.00%,2.30%,2.60%,12.50%
"25 Foster, Jeff IND",61,43,26.1,13.3,117.9,101.6,0.551,0.519,43.8,1.5,15.6,25.4,20.6,4.80%,1.60%,0.60%,12.50%
"26 Gasol, Pau MEM",56,53,32,26.2,112,101.9,0.582,0.514,52.8,0.9,8.7,18.7,13.7,14.70%,1.10%,4.10%,13.80%
"27 Curry, Eddy CHI",63,60,28.7,25.5,103.4,101.9,0.583,0.538,43,0,7.2,13.6,10.5,4.10%,0.60%,2.40%,15.80%
"28 Sura, Bob HOU",61,59,31.5,18,105.6,102,0.533,0.481,37.3,30.8,4.9,15.3,10.2,27.30%,1.80%,0.30%,20.00%
"29 Duhon, Chris CHI",82,73,26.5,13.1,101.6,102,0.471,0.449,13.7,54.3,1.2,9.7,5.5,28.60%,2.00%,0.10%,18.70%
"30 Barry, Brent SA",81,8,21.5,15.6,118.7,102.1,0.58,0.532,29.4,61,1.9,10.8,6.4,16.30%,1.20%,0.80%,11.00%
"31 Bowen, Bruce SA",82,82,32,12.5,108.8,102.2,0.521,0.505,18.7,42.3,2.2,10.5,6.3,7.50%,1.10%,1.10%,8.10%
"32 Gooden, Drew CLE",82,80,30.8,21.7,112.1,102.2,0.548,0.495,32.9,3,9.5,26.1,17.6,9.10%,1.60%,2.20%,11.00%
"33 Haslem, Udonis MIA",80,80,33.4,14.9,118.3,102.2,0.588,0.54,35.1,0.6,10.9,20.4,15.8,6.30%,1.20%,1.10%,13.20%
"34 Iguodala, Andre PHI",82,82,32.8,12.8,109.7,102.5,0.58,0.536,38.5,26,3.7,15.9,9.7,14.30%,2.60%,1.40%,17.90%
"35 Cato, Kelvin ORL",62,50,24.6,12.1,116,102.6,0.6,0.539,48.1,0,7.6,22.7,15.3,3.90%,1.80%,3.80%,15.10%
"36 Collins, Jason NJ",80,80,31.8,11.7,98.5,102.6,0.471,0.415,46.3,1.3,7.1,16.1,11.5,6.70%,1.50%,2.30%,14.40%
"37 Przybilla, Joel POR",76,50,24.4,12.6,110.6,102.7,0.596,0.598,52.3,0,11.5,24.5,18.3,6.40%,0.70%,6.20%,19.30%
"38 Wade, Dwyane MIA",77,77,38.6,30.9,109.3,102.7,0.561,0.483,57.8,3.4,4.5,10.8,7.8,31.00%,2.20%,2.00%,16.30%
"39 Dampier, Erick DAL",59,56,27.3,15.8,111.2,102.9,0.58,0.55,62.1,0.8,13,21.7,17.4,4.90%,0.50%,3.70%,17.90%
"40 Howard, Josh DAL",76,76,32.2,18.6,108.4,103,0.535,0.497,29.3,14.5,7.9,14.1,11.1,7.20%,2.50%,1.50%,12.00%
"41 Gordon, Ben CHI",82,3,24.4,30.4,99.8,103.3,0.526,0.474,25.6,31.3,3.1,8.9,6,16.30%,1.40%,0.40%,13.70%
"42 James, LeBron CLE",80,80,42.4,29.7,113.5,103.4,0.554,0.504,37.8,18.3,3.8,17,10.2,32.90%,2.80%,1.10%,11.80%
"43 Battier, Shane MEM",80,72,31.5,14.8,116.9,103.4,0.555,0.499,37.2,28.9,7.6,12.1,9.8,8.30%,2.00%,2.40%,9.50%
"44 Jones, Eddie MIA",80,80,35.5,16.6,112.7,103.5,0.556,0.515,26.3,46.6,1.6,14.5,8.3,11.50%,1.60%,1.00%,9.80%
"45 Howard, Juwan HOU",61,47,26.6,19.5,102.8,103.6,0.494,0.451,21.3,0.2,9.3,15.4,12.4,10.20%,1.10%,0.20%,11.80%
"46 Hughes, Larry WSH",61,61,38.7,26.6,109.7,103.6,0.523,0.457,41.7,19.2,3.4,15.2,9.1,21.90%,3.80%,0.60%,10.60%
"47 Prince, Tayshaun DET",82,82,37.1,18.8,113.5,103.7,0.556,0.511,28.5,14.3,5.2,11.5,8.4,14.50%,1.00%,1.80%,11.10%
"48 Gadzuric, Dan MIL",81,81,22,15.8,113.2,103.7,0.551,0.539,44.1,0,17,27.4,22.2,2.70%,1.40%,4.40%,13.10%
"49 Howard, Dwight ORL",82,82,32.6,16.7,110.9,103.8,0.571,0.52,61,0.3,12.2,22.2,17.3,4.40%,1.50%,3.60%,16.10%
"50 Krstic, Nenad NJ",75,57,26.2,19,105.8,104,0.547,0.493,44.7,0.4,9.7,14.9,12.3,7.10%,0.90%,2.60%,14.10%
"Foyle, Adonal GS",78,50,21.8,10.4,108.3,104.1,0.514,0.502,23.2,0,10.1,17.7,13.7,4.90%,0.80%,6.70%,14.50%
"Ilgauskas, Zydrunas CLE",78,78,33.5,24.1,110.2,104.2,0.55,0.469,51.4,0.7,13.2,17.2,15.2,6.60%,1.10%,4.70%,13.70%
"Wallace, Gerald CHA",70,68,30.7,19.1,96.7,104.3,0.51,0.462,45.4,9.7,6,15.1,10.3,10.40%,2.80%,3.20%,17.20%
"Billups, Chauncey DET",80,80,35.8,20.7,121,104.5,0.609,0.533,41.8,42.4,2,9,5.5,28.20%,1.60%,0.20%,14.30%
"Brand, Elton LAC",81,81,37,25.4,112.6,104.5,0.554,0.503,38.7,0.2,12.2,18.4,15.4,13.30%,1.10%,4.30%,11.10%
"Evans, Reggie SEA",79,79,23.8,11.8,107,104.5,0.512,0.476,85.1,0.7,16.6,31.2,23.9,4.70%,1.70%,0.60%,21.60%
"Watson, Earl MEM",80,14,22.6,20.4,98.1,104.5,0.5,0.473,24.9,29.4,2.3,8.5,5.4,34.20%,2.50%,0.80%,21.40%
"Korver, Kyle PHI",82,57,32.5,15.1,111.9,104.5,0.588,0.567,12.6,73.5,1.7,14.5,8,11.00%,2.00%,1.00%,11.70%
"Croshere, Austin IND",73,22,25,18.7,106.4,104.6,0.531,0.424,51.5,35,6.8,17.5,12.2,9.50%,1.40%,0.70%,14.60%
"Pierce, Paul BOS",82,82,36.1,26.6,113.9,104.6,0.583,0.499,54.6,23.9,3.1,17.8,10.6,20.30%,2.30%,1.00%,13.20%
"Hamilton, Richard DET",76,76,38.5,25.1,106.3,104.7,0.528,0.455,37,10.2,3,8.8,5.9,23.50%,1.40%,0.30%,13.90%
"Okafor, Emeka CHA",73,73,35.6,21.8,100.3,104.8,0.479,0.447,34.2,0.1,11.5,24.1,17.5,4.30%,1.20%,3.60%,9.80%
"Miles, Darius POR",63,22,27,25.7,94.7,104.8,0.511,0.488,30.8,3.3,5,14.9,10.2,14.20%,2.40%,3.30%,16.60%
"Buckner, Greg DEN",70,41,21.7,11.4,125.6,104.8,0.638,0.609,26.7,39.9,5,10.7,7.9,13.20%,2.50%,0.30%,12.60%
"LaFrentz, Raef BOS",80,80,27.5,16.9,120,104.8,0.587,0.555,21.5,32.7,8.4,20.8,14.7,7.30%,1.00%,3.40%,8.50%
"Iverson, Allen PHI",75,75,42.3,35,105.4,104.9,0.532,0.453,43.2,18.6,1.8,8.9,5.3,37.60%,2.90%,0.20%,13.70%
"Kaman, Chris LAC",63,50,25.9,18.8,98.4,105,0.522,0.497,24.4,0.2,10.2,20.5,15.6,7.70%,0.90%,3.10%,17.30%
"Jackson, Stephen IND",51,49,35.4,27.7,101,105,0.518,0.466,28,34.9,3,13.4,8.3,13.50%,2.00%,0.60%,11.80%
"Thomas, Kurt NY",80,80,35.7,16.6,104,105,0.488,0.472,9.3,0.4,6.9,27.4,17.1,9.30%,1.30%,2.10%,9.50%
"Marshall, Donyell TOR",65,2,25.3,18.7,120.5,105,0.591,0.57,15.4,61.3,6.4,23.3,14.7,8.40%,1.80%,2.00%,6.20%
"Stoudemire, Amar'e PHX",80,80,36.1,28.3,121.2,105,0.617,0.56,59.5,1.2,8.5,17.4,13.2,7.70%,1.30%,3.00%,10.10%
"Murphy, Troy GS",70,69,33.9,22.2,105.8,105.2,0.495,0.445,33.7,15.6,11,24.2,17.3,6.90%,1.10%,1.00%,9.00%
"Miller, Mike MEM",76,51,30,19.8,114.4,105.3,0.614,0.597,19.6,42.2,1.9,13.8,7.9,17.80%,1.30%,0.80%,13.20%
"Miller, Brad SAC",56,56,37.3,17.4,125.1,105.3,0.596,0.528,47.1,3.1,7.4,20.4,13.9,16.10%,1.70%,2.30%,10.00%
"Haywood, Brendan WSH",68,68,27.4,14.9,115.4,105.6,0.588,0.56,61.1,0,11.8,16.4,14,4.90%,1.40%,4.50%,15.10%
"Miller, Andre DEN",82,82,34.8,19.5,108.9,106.1,0.541,0.48,33.7,4.4,4.1,9.6,6.8,32.20%,2.20%,0.20%,17.60%
"Brown, P.J. NO",82,78,34.4,15.9,111.7,106.1,0.512,0.446,32.1,0,10.7,20.6,15.5,11.20%,1.40%,1.40%,10.50%
"Battie, Tony ORL",81,32,23.4,11,98.1,106.1,0.498,0.46,26.6,1.7,6.5,20,13.4,3.20%,0.80%,3.00%,17.00%
"Jaric, Marko LAC",50,41,33.1,16.5,103.8,106.3,0.5,0.475,17.9,33,1.5,9.9,5.8,29.70%,2.70%,0.80%,16.60%
"Johnson, Anthony IND",63,36,27.7,16.5,109.4,106.3,0.526,0.49,24.8,23.7,2.2,9.9,6.1,31.20%,1.90%,0.70%,16.00%
"Anthony, Carmelo DEN",75,75,34.8,29.2,102.8,106.5,0.526,0.448,46.6,12.8,6.3,12.5,9.4,13.10%,1.30%,0.90%,13.10%
"Ratliff, Theo POR",63,45,27.5,9.6,102.8,106.5,0.5,0.447,41.6,0,7.7,14.1,11,2.90%,0.70%,6.50%,15.60%
"Terry, Jason DAL",80,57,30,18,119.9,106.5,0.606,0.57,23.3,33,1.8,6.8,4.4,28.80%,2.40%,0.50%,15.20%
"Bosh, Chris TOR",81,81,37.2,21.7,107.3,106.6,0.547,0.472,53.9,1,7.1,20,13.5,8.60%,1.30%,2.70%,13.10%
"Jones, Fred IND",77,14,29.5,18,108.2,106.6,0.551,0.492,32,35.4,1.8,10.8,6.4,15.70%,1.50%,1.00%,13.40%
"Knight, Brevin CHA",66,61,29.5,18.7,107.9,106.6,0.495,0.425,33.4,3.4,1.2,9.3,5,49.30%,3.50%,0.20%,17.90%
"Williams, Jason MEM",71,68,27.5,19.8,107.5,106.7,0.522,0.496,15.7,51.2,1.2,6.3,3.7,35.60%,2.10%,0.20%,15.90%
"Stackhouse, Jerry DAL",56,7,28.9,24.9,105.8,106.8,0.525,0.438,45,18.1,2.7,9.8,6.3,13.00%,1.70%,0.50%,11.80%
"Simmons, Bobby LAC",75,74,37.3,21,109.8,106.9,0.54,0.491,26.8,11.3,5.7,13.2,9.6,13.10%,2.00%,0.40%,10.60%
"Randolph, Zach POR",46,37,34.8,27.7,103.9,106.9,0.511,0.448,34.3,0.8,10.7,20.8,15.9,10.20%,1.10%,0.80%,11.60%
"Richardson, Quentin PHX",79,78,35.9,18.9,108.4,107.3,0.522,0.498,17.6,60.4,3.6,13.9,9,7.90%,1.70%,0.60%,8.30%
"Hart, Jason CHA",74,27,25.5,17.9,111.8,107.3,0.534,0.479,34.9,16.6,1,11.8,6.1,32.00%,2.70%,0.60%,13.40%
"Jones, Damon MIA",82,66,31.4,15.6,124.1,107.3,0.625,0.611,11.8,71.8,0.7,9.5,5.2,21.00%,0.90%,0.10%,11.40%
"Maggette, Corey LAC",66,60,36.9,27.9,112.5,107.3,0.574,0.457,66.6,17,3.6,15.5,9.7,16.60%,1.50%,0.20%,13.30%
"Richardson, Jason GS",72,72,37.8,27.1,105.2,107.4,0.518,0.492,22.6,27,4.8,12.5,8.5,19.20%,2.00%,0.80%,10.10%
"Smith, Josh ATL",74,59,27.7,18.4,100.1,107.5,0.506,0.458,39.4,3.8,7.9,18.6,13,10.20%,1.50%,5.40%,16.00%
"Dunleavy, Mike GS",79,79,32.5,19.1,106.8,107.5,0.539,0.51,19,30.5,3.9,15,9.2,13.10%,1.60%,0.70%,11.90%
"Jackson, Marc PHI",81,23,24.4,22.7,108.4,107.7,0.548,0.465,47.7,0.3,10.4,12.8,11.6,7.20%,0.80%,0.70%,12.90%
"Brunson, Rick LAC",80,39,24.3,14.3,99.2,107.7,0.46,0.43,16.7,29.4,1.5,9.8,5.8,32.70%,2.30%,0.30%,20.80%
"Patterson, Ruben POR",70,36,28,20.4,104.8,107.8,0.558,0.532,46.9,4.2,7.7,8.3,8.1,12.40%,2.90%,0.80%,16.50%
"Hill, Grant ORL",67,67,34.9,24.8,111.4,107.9,0.565,0.511,33.6,1.3,3.7,11.4,7.6,17.10%,2.10%,0.90%,12.10%
"Boykins, Earl DEN",82,5,26.4,22.2,112,107.9,0.53,0.447,36.8,20.1,2,5.6,3.8,28.10%,1.90%,0.40%,11.20%
"Abdur-Rahim, Shareef POR",54,49,34.6,22.1,113.4,108,0.581,0.514,37.9,5.8,7.9,16,12.1,10.70%,1.40%,1.00%,13.00%
"Nelson, Jameer ORL",79,21,20.4,21.4,103.2,108,0.51,0.49,17,22.5,3.7,9.7,6.7,24.80%,2.50%,0.10%,14.80%
"Finley, Michael DAL",64,64,36.8,19.5,111.4,108.1,0.519,0.491,15,31.4,2.2,10.1,6.2,11.70%,1.10%,0.60%,5.80%
"Francis, Steve ORL",78,78,38.2,28,104.9,108.1,0.521,0.438,45.6,9.5,4.8,12,8.5,31.60%,1.90%,0.70%,16.60%
"Ross, Quinton LAC",78,19,21.3,13.3,100.7,108.1,0.471,0.433,29.5,1.1,4.4,10.6,7.6,10.40%,1.70%,1.00%,11.40%
"Odom, Lamar LAL",64,64,36.3,20.8,107.4,108.2,0.539,0.496,38.5,15.1,6.6,25,15.9,17.90%,1.00%,2.10%,15.10%
"Snow, Eric CLE",81,15,22.8,11.1,101.1,108.2,0.445,0.402,24.5,13.8,2.3,7.7,5,25.10%,1.90%,0.60%,19.70%
"Boozer, Carlos UTA",51,51,34.7,24.6,108,108.2,0.56,0.521,38.7,0.1,9.6,22.7,16,15.90%,1.30%,1.10%,14.50%
"Okur, Mehmet UTA",82,25,28.1,21.3,115,108.2,0.569,0.479,51.2,8.3,10.2,23.4,16.6,12.80%,0.80%,2.50%,13.20%
"Jeffries, Jared WSH",77,71,26.1,13.6,103.8,108.4,0.513,0.486,39.9,11.8,8.2,12.9,10.5,11.60%,1.70%,1.30%,18.30%
"Blount, Mark BOS",82,57,26,17.9,102.6,108.4,0.559,0.529,26.5,0.2,8,13.6,10.9,9.90%,0.80%,2.30%,18.60%
"Songaila, Darius SAC",81,21,20.6,16.2,116,108.4,0.566,0.527,22.7,0.6,8.4,14.7,11.5,10.50%,1.60%,0.80%,11.50%
"Sweetney, Michael NY",77,28,19.6,19.9,112,108.5,0.592,0.531,52.7,0.2,13,19.5,16.3,4.90%,0.90%,1.40%,16.40%
"Ely, Melvin CHA",79,17,20.9,19.7,92.3,108.6,0.465,0.432,40.3,0,9.3,13.5,11.3,7.60%,1.00%,3.10%,15.70%
"Miller, Reggie IND",66,66,31.9,20.8,117.9,108.7,0.582,0.503,37.3,41.4,1,7.7,4.4,13.30%,1.30%,0.20%,8.40%
"Arenas, Gilbert WSH",80,80,40.9,27.3,114.8,108.7,0.565,0.498,42,36.9,2.8,10.5,6.5,22.90%,2.20%,0.50%,11.80%
"Newble, Ira CLE",74,69,24.8,12.7,102,108.8,0.482,0.452,16.3,12.5,4.9,9.4,7.1,7.60%,1.50%,0.70%,11.80%
"Hayes, Jarvis WSH",54,22,28.9,18,101.2,108.9,0.475,0.428,22.3,23.2,2.9,13.9,8.2,9.30%,1.60%,0.40%,9.60%
"Radmanovic, Vladimir SEA",63,0,29.5,19.3,109.5,108.9,0.533,0.508,15.8,50.6,3.4,15.6,9.5,7.90%,1.70%,1.30%,10.30%
"Cassell, Sam MIN",59,38,25.8,26.4,108.7,109.1,0.529,0.484,22.6,15,2,9.5,5.9,35.20%,1.30%,0.70%,12.60%
"Peterson, Morris TOR",82,61,30.6,18.9,110,109.2,0.543,0.496,26.7,39.5,3.1,12.4,7.7,11.20%,1.90%,0.50%,8.90%
"Jamison, Antawn WSH",68,68,38.3,24.1,108,109.3,0.506,0.466,24.9,17.5,6.7,16.1,11.2,10.70%,1.10%,0.50%,8.20%
"Brezec, Primoz CHA",72,72,31.6,18.7,111.1,109.4,0.55,0.512,29.1,0,10.8,16.2,13.3,6.60%,0.80%,1.80%,11.10%
"Alston, Rafer TOR",80,78,34,21.2,108,109.4,0.522,0.485,26.5,39.9,1.7,10.1,5.8,31.70%,2.20%,0.20%,13.50%
"Fisher, Derek GS",74,32,30,19.4,106.3,109.4,0.519,0.465,26.9,38.5,1.8,9.2,5.3,21.60%,1.80%,0.10%,13.30%
"Payton, Gary BOS",77,77,33,17,111.1,109.4,0.537,0.497,27.7,17.8,2.3,8.5,5.4,29.20%,1.80%,0.40%,15.40%
"Smith, Joe MIL",74,73,30.6,16.1,115.9,109.4,0.564,0.514,36.7,0.2,9.2,18.9,14,4.90%,1.00%,1.20%,9.90%
"Bibby, Mike SAC",80,80,38.6,23.8,112.2,109.5,0.543,0.495,32.7,28.8,2.8,9.2,6,28.10%,2.10%,0.70%,12.30%
"Davis, Ricky BOS",82,11,32.9,23.4,104.3,109.5,0.547,0.491,33.7,17.3,2.9,7.8,5.4,15.50%,1.70%,0.80%,14.60%
"Bogans, Keith CHA",74,42,24.2,22,93.2,109.5,0.465,0.422,26.6,25.1,4.6,10.1,7.2,12.60%,2.00%,0.30%,13.70%
"Bonner, Matt TOR",82,0,18.9,15.7,120.4,109.7,0.596,0.576,15.3,19.9,7.7,13.1,10.4,5.30%,1.30%,0.90%,7.50%
"Sprewell, Latrell MIN",80,79,30.6,22.2,99.2,109.9,0.489,0.45,19.6,22,3.2,8.4,5.9,12.00%,1.20%,0.60%,10.80%
"Lewis, Rashard SEA",71,71,38,24,116.5,109.9,0.571,0.537,24.6,37.5,5,12.6,8.8,6.50%,1.50%,1.80%,8.80%
"Turkoglu, Hedo ORL",67,11,26.2,24.8,107,110,0.532,0.479,28.8,31.3,4,10.7,7.4,14.90%,1.20%,0.70%,11.90%
"Mihm, Chris LAL",75,75,24.9,18.8,109.3,110,0.552,0.507,46.7,0.4,12,18.3,15.1,4.60%,0.40%,4.20%,14.20%
"Johnson, Joe PHX",82,82,39.5,19,113.5,110.1,0.556,0.536,15.3,31.4,4.2,9.5,7,13.20%,1.20%,0.50%,10.50%
"Szczerbiak, Wally MIN",81,37,31.6,21.5,116,110.3,0.595,0.54,33.1,18.4,3.8,9.5,6.8,12.70%,0.80%,0.50%,11.10%
"Stoudamire, Damon POR",81,70,34.1,23.6,108.3,110.3,0.51,0.47,17.1,42.1,2.4,10.2,6.5,29.20%,1.70%,0.10%,11.60%
"Stojakovic, Peja SAC",66,66,38.4,21.7,117,110.5,0.584,0.53,27.1,42.6,2.7,9.8,6.3,8.70%,1.60%,0.30%,8.20%
"Smith, J.R. NO",76,56,24.5,23.2,94.9,110.6,0.478,0.449,21.5,37.6,2.4,7.5,4.8,14.60%,1.60%,0.50%,11.70%
"Nash, Steve PHX",75,75,34.3,20.5,123.4,110.6,0.606,0.557,27.8,25.4,2.5,7.6,5.2,49.20%,1.40%,0.20%,20.30%
"Hassell, Trenton MIN",82,51,25.2,13.2,107.8,110.6,0.515,0.475,24,2.3,4.6,7.4,6,9.40%,0.80%,1.00%,10.90%
"Harpring, Matt UTA",78,55,33.1,20.1,111.2,110.7,0.549,0.494,36.8,5,9.2,14,11.5,9.90%,1.50%,0.50%,11.80%
"Jones, Jumaine LAL",76,23,24.1,14,116.3,110.7,0.556,0.537,15.4,53.7,6.6,17.8,12.3,5.80%,1.30%,1.00%,8.60%
"Nailon, Lee NO",68,51,29.7,24.2,102.1,110.9,0.511,0.478,19,0.2,7.2,10.4,8.7,11.30%,1.00%,0.60%,10.50%
"Palacio, Milt TOR",80,4,19.2,16.8,103.7,111,0.507,0.449,39.5,3.1,1.9,8.1,4.9,28.80%,1.60%,0.60%,18.40%
"Van Exel, Nick POR",53,34,30.5,19.5,102.5,111,0.494,0.471,13.2,45.8,1.5,9.7,5.7,23.30%,1.50%,0.00%,13.40%
"Butler, Caron LAL",77,77,35.7,20.7,109.9,111,0.528,0.464,32.2,12.6,6,12.4,9.2,9.30%,2.10%,0.60%,9.90%
"Williams, Mo MIL",80,80,28.2,20.3,101.6,111.1,0.504,0.46,21.7,13.4,2.6,10.2,6.4,35.40%,1.70%,0.40%,19.50%
"Thomas, Tim NY",71,68,27.3,21.3,103.3,111.1,0.536,0.498,24.1,29,2.7,11.7,7.2,9.70%,1.10%,0.70%,12.50%
"McInnis, Jeff CLE",76,69,34.9,18.8,107.6,111.1,0.495,0.462,17.5,28.9,1.4,5.7,3.5,24.10%,1.10%,0.00%,10.60%
"Giricek, Gordan UTA",81,44,20.5,21.7,103,111.1,0.516,0.478,21.7,16.6,1.8,12.1,6.8,15.20%,1.50%,0.60%,11.50%
"Crawford, Jamal NY",70,67,38.4,22.8,106.1,111.2,0.521,0.483,19.7,46.7,1.4,7.5,4.4,19.20%,1.80%,0.50%,11.00%
"Marbury, Stephon NY",82,82,40,24.8,117.7,111.2,0.575,0.506,42,24.8,1.8,7.1,4.4,36.00%,2.00%,0.10%,13.10%
"Childress, Josh ATL",80,44,29.7,16,113,111.3,0.543,0.481,36,8.7,9.1,14.8,11.8,10.40%,1.60%,1.10%,12.50%
"Ridnour, Luke SEA",82,82,31.4,17.4,112.4,111.3,0.504,0.45,24.4,24.1,2.6,7.1,4.9,30.60%,2.00%,0.70%,15.40%
"Harrington, Al ATL",66,66,38.6,23.6,99.2,111.4,0.508,0.468,35.6,7.5,6.3,15.2,10.5,14.50%,1.80%,0.50%,15.20%
"Bryant, Kobe LAL",66,66,40.7,31.7,111.3,111.4,0.563,0.482,50.2,29.2,4,12.4,8.2,28.50%,1.70%,1.40%,14.30%
"Rose, Jalen TOR",81,65,33.5,25.5,107.1,111.6,0.562,0.501,33.6,23.6,1.8,9.9,5.8,14.00%,1.20%,0.30%,11.90%
"Allen, Ray SEA",78,78,39.3,28,117.1,111.7,0.555,0.498,28.6,37.2,3.2,10.7,6.9,18.10%,1.50%,0.10%,9.20%
"Hudson, Troy MIN",79,32,21.9,21.9,100.8,111.8,0.491,0.468,13.6,38.9,1.3,5.4,3.5,26.50%,0.80%,0.20%,13.80%
"Bell, Raja UTA",63,32,28.4,20.9,105.4,111.9,0.527,0.495,22.5,20.1,3.2,10.9,7,9.30%,1.30%,0.40%,9.70%
"Daniels, Antonio SEA",75,2,27,19,123.7,112.6,0.557,0.478,48.8,26.5,1.2,9,5.1,25.60%,1.40%,0.10%,9.30%
"Redd, Michael MIL",75,75,38,27.8,110,112.6,0.536,0.477,30.5,20.7,2.9,10,6.4,11.40%,1.20%,0.20%,7.60%
"Mason, Desmond MIL",80,71,36.2,23.2,106.7,112.6,0.526,0.443,48.6,0.7,3.4,9.3,6.3,12.80%,1.10%,0.70%,11.10%
"Atkins, Chucky LAL",82,82,35.4,17.9,112.5,115.2,0.558,0.523,22.3,50,1.2,6.4,3.8,20.60%,1.30%,0.10%,13.10%
