ADVANCED,GP,GS,MPG,USG_PCT,OFF_RTG,DEF_RTG,TS_PCT,EFG_PCT,FT_RATE,3FG_TEND,OFF_REB_PCT,DEF_REB_PCT,REB_PCT,AST_PCT,STL_PCT,BLK_PCT,TO_PCT
"Carter-Williams, Michael PHI",70,70,34.5,25.6,96.1,107.9,0.48,0.431,34.8,19.7,4.3,15.6,9.8,30.20%,2.60%,1.40%,16.90%
"Nowitzki, Dirk DAL",80,80,32.9,26.8,119.8,107.9,0.603,0.549,29.5,25.8,1.8,20,10.9,14.20%,1.40%,1.40%,7.50%
"Monroe, Greg DET",82,82,32.8,21.2,108.5,108.1,0.531,0.497,36.2,0.1,9.9,21.6,15.4,10.30%,1.70%,1.40%,12.40%
"Dunleavy, Mike CHI",82,61,31.5,16.9,107.6,101.8,0.549,0.51,21.2,41.9,2.1,13,7.6,12.30%,1.30%,1.40%,11.30%
"Lamb, Jeremy OKC",78,0,19.7,20,106.2,105.1,0.522,0.504,10.5,40.6,2.1,11.3,6.9,11.80%,1.80%,1.40%,8.70%
"Green, Gerald PHX",82,48,28.4,23.5,111.6,108.2,0.585,0.547,22.9,50.7,2.3,10.9,6.6,8.60%,1.50%,1.40%,11.60%
"Griffin, Blake LAC",80,80,35.8,28.9,114.4,103.1,0.583,0.533,49.6,3.2,7.7,21.2,14.7,19.20%,1.60%,1.40%,11.90%
"Batum, Nicolas POR",82,82,36,16.4,113.3,106.4,0.589,0.554,24.8,49.1,4.3,17.8,11.1,20.90%,1.30%,1.30%,18.60%
"Livingston, Shaun BKN",76,54,26,16,111.1,107.5,0.551,0.484,39.2,1.2,4.1,10.8,7.5,20.10%,2.50%,1.30%,15.50%
"Singler, Kyle DET",82,36,28.5,13.9,117.2,112.4,0.574,0.525,30.6,40.9,5.2,9.2,7.1,4.70%,1.30%,1.30%,10.40%
"Green, Jeff BOS",82,82,34.2,23.4,101.7,109,0.52,0.469,30.4,33.8,2.1,13.6,7.7,8.40%,1.00%,1.30%,11.10%
"Marion, Shawn DAL",76,76,31.7,15.6,107.6,107.7,0.537,0.523,9.2,22.9,6.4,17.4,11.9,7.60%,1.90%,1.30%,11.40%
"Pierce, Paul BKN",75,68,28,22.3,108.5,106,0.595,0.529,43.5,42.1,1.5,18.3,9.9,14.50%,2.10%,1.20%,15.30%
"Barnes, Matt LAC",63,40,27.5,16.5,106.7,105.4,0.552,0.53,17.1,53.7,4,14.4,9.3,10.60%,1.60%,1.20%,13.00%
"Felton, Raymond NY",65,65,31,18.1,102.7,110.4,0.476,0.446,20.1,32.1,3.1,8.6,5.7,28.10%,2.10%,1.20%,16.30%
"Chandler, Wilson DEN",62,55,31.1,19.4,106.7,109.7,0.526,0.499,20.6,47.6,3.2,13.3,8.2,9.30%,1.20%,1.20%,8.90%
"Diaw, Boris SA",79,24,25,16.9,109.3,104.1,0.578,0.559,15.9,19.3,4.4,13.8,9.3,16.30%,1.10%,1.20%,16.30%
"Oladipo, Victor ORL",80,44,31.1,24.2,94.3,105.8,0.514,0.458,34,24.1,1.9,13.1,7.5,21.90%,2.60%,1.20%,19.20%
"Foye, Randy DEN",81,78,30.7,18.7,110.2,110.8,0.558,0.521,21.1,56.9,1.6,8.5,5,17.70%,1.30%,1.20%,13.20%
"Thompson, Tristan CLE",82,82,31.6,17.4,110.3,107.5,0.528,0.477,44.5,0.1,11.4,21.5,16.3,4.50%,0.80%,1.10%,10.60%
"Hayward, Gordon UTA",77,77,36.4,22.9,103.6,110.7,0.52,0.454,36.9,27.1,2.5,14,8,24.10%,2.10%,1.10%,15.00%
"Wall, John WSH",82,82,36.3,27.2,105.8,104,0.524,0.473,29.5,23,1.5,11.7,6.5,40.50%,2.60%,1.10%,16.30%
"Butler, Jimmy CHI",67,67,38.7,16.7,107.5,100.1,0.522,0.446,48.8,34.6,3.9,10.5,7.2,11.10%,2.60%,1.10%,10.80%
"Young, Thaddeus PHI",79,78,34.4,24,101.3,108.2,0.512,0.489,17.8,22.8,6.3,12.8,9.5,11.80%,3.00%,1.10%,10.70%
"Pekovic, Nikola MIN",54,54,30.8,22.8,117.3,107.5,0.582,0.541,35.5,0,13.1,17.6,15.3,5.20%,0.90%,1.10%,9.40%
"Henderson, Gerald CHA",77,77,32,22,100.8,105.6,0.507,0.455,33.2,12.4,1.4,12.9,7.1,13.90%,1.10%,1.00%,9.60%
"Harris, Tobias ORL",61,36,30.3,22.1,108.1,107.2,0.542,0.486,34.1,17.6,5.4,20.6,13,7.70%,1.10%,1.00%,8.70%
"Ross, Terrence TOR",81,62,26.7,18.4,107.1,106.3,0.553,0.531,13,54.3,2.3,11.3,6.8,6.10%,1.50%,1.00%,10.00%
"Lin, Jeremy HOU",71,33,28.9,20.2,109.1,108.6,0.572,0.508,40,34.6,2,7.8,5.1,22.30%,1.60%,1.00%,18.40%
"Beverley, Patrick HOU",56,55,31.3,14.7,115.1,107.5,0.545,0.509,21.2,53,4.9,7.4,6.2,12.80%,2.20%,1.00%,11.20%
"Thompson, Klay GS",81,81,35.4,22.6,107.7,105.8,0.555,0.533,14.7,42.5,1.5,7.9,4.7,10.20%,1.30%,1.00%,9.20%
"Anderson, James PHI",80,62,28.9,15.9,102.4,111.7,0.53,0.511,14.8,49,2.7,11.7,7,9.90%,1.50%,1.00%,12.20%
"Walker, Kemba CHA",73,73,35.8,25.6,102.5,104.6,0.499,0.441,29.5,28.6,1.7,11.6,6.6,29.70%,1.70%,1.00%,11.60%
"Hinrich, Kirk CHI",73,61,29,17.1,100.1,101.9,0.494,0.461,20.2,39.1,1.7,8.5,5.2,22.50%,2.00%,1.00%,15.10%
"Love, Kevin MIN",77,77,36.3,28.7,120,104.2,0.591,0.524,44.5,35.5,8.5,29.5,18.7,21.40%,1.00%,1.00%,10.30%
"Brewer, Corey MIN",81,81,32.2,16.4,107.9,106.4,0.55,0.517,28.1,26.1,2.6,6.2,4.3,7.90%,2.80%,0.90%,10.40%
"Sefolosha, Thabo OKC",61,61,26,11.8,106.2,104,0.517,0.485,20.3,44.7,3.7,11.5,7.8,8.30%,2.50%,0.90%,12.90%
"Evans, Tyreke NO",72,22,28.2,26.9,103.4,109.7,0.504,0.448,34.6,10.6,4.3,15.4,9.8,30.40%,2.10%,0.90%,14.50%
"Lee, David GS",69,67,33.2,24.2,110.7,102.4,0.566,0.523,30.2,0.1,8.8,21.6,15.3,10.90%,1.00%,0.90%,12.00%
"Jack, Jarrett CLE",80,31,28.2,17.6,101.9,109.8,0.498,0.455,21.3,26.5,1.1,10.3,5.6,22.70%,1.30%,0.80%,14.80%
"Prince, Tayshaun MEM",76,76,25.6,13.2,96.6,107.4,0.438,0.427,12.2,14,1.9,12.3,7.1,8.90%,1.10%,0.80%,7.30%
"Boozer, Carlos CHI",76,76,28.2,26,95.2,98.1,0.489,0.456,19.7,0.2,7.4,25.9,16.8,10.90%,1.30%,0.80%,12.60%
"Ginobili, Manu SA",68,3,22.8,24.7,112.1,102.4,0.59,0.541,30,41.1,2.3,12,7.3,29.00%,2.30%,0.80%,16.40%
"Korver, Kyle ATL",71,71,33.9,14.1,117.6,108.1,0.653,0.626,15.4,64.4,1.1,12.4,6.8,13.30%,1.50%,0.80%,13.60%
"James, LeBron MIA",77,77,37.7,30.8,120.7,104.6,0.649,0.61,43.2,22.6,3.6,18.9,11.5,32.00%,2.20%,0.80%,14.40%
"Harden, James HOU",73,73,38,27.6,119.8,107,0.618,0.529,55.2,40.1,2.6,10.7,6.9,27.30%,2.10%,0.80%,15.00%
"Parsons, Chandler HOU",74,74,37.6,19.2,114,107.4,0.565,0.538,22.4,35.6,2.9,12.8,8.2,17.30%,1.60%,0.80%,11.70%
"Irving, Kyrie CLE",71,71,35.2,28,108.9,108,0.533,0.48,27.3,27.8,2.3,9.5,5.8,31.60%,2.20%,0.80%,12.10%
"Morris, Marcus PHX",82,1,22,19.8,109.2,106.6,0.552,0.518,24.4,39.9,5.2,14.6,9.9,7.60%,2.00%,0.80%,11.60%
"DeRozan, DeMar TOR",79,79,38.2,27.8,110,106.7,0.532,0.452,44.8,14.9,2,11.3,6.6,18.90%,1.50%,0.70%,9.50%
"Smith, J.R. NY",74,37,32.7,21.5,106.2,110.8,0.527,0.514,14.5,50.3,1.7,13.1,7.2,15.10%,1.40%,0.70%,9.60%
"Wroten, Tony PHI",72,16,24.5,27.6,92.1,111,0.493,0.452,40.3,23.3,4.1,10.1,7,20.90%,2.10%,0.70%,17.70%
"Hill, George IND",76,76,32,14.7,115.2,101.4,0.563,0.519,28.6,42.2,2.6,10.1,6.5,17.20%,1.60%,0.70%,11.70%
"Randolph, Zach MEM",79,79,34.2,25.9,104.8,104.4,0.51,0.468,28.1,1.7,11.6,23.3,17.4,12.70%,1.10%,0.70%,12.00%
"Carroll, DeMarre ATL",73,73,32.1,15.1,113,105.7,0.575,0.546,22,41.7,5.3,14.5,10,8.90%,2.30%,0.70%,10.10%
"Tucker, P.J. PHX",81,81,30.7,14.2,112.8,105.6,0.54,0.491,32.7,31.1,7.3,16.6,11.9,8.10%,2.20%,0.70%,12.70%
"Waiters, Dion CLE",70,24,29.6,26.7,99,109.6,0.508,0.479,23.7,25.2,1.7,9,5.3,18.20%,1.60%,0.70%,12.30%
"Barnes, Harrison GS",78,24,28.3,16.8,99.9,104.5,0.486,0.448,26.7,28,3.3,11.9,7.7,7.60%,1.50%,0.70%,10.00%
"Moore, E'Twaun ORL",79,3,19.1,16.3,102.5,108.9,0.513,0.49,14.9,35.3,2.2,8.1,5.1,11.80%,2.00%,0.70%,10.20%
"McLemore, Ben SAC",82,55,26.7,16.8,97.5,111.6,0.485,0.446,21.1,43.7,2.7,9.5,6.1,5.80%,1.00%,0.70%,11.50%
"Iguodala, Andre GS",63,63,32.4,13.3,113.3,102.5,0.57,0.548,28.8,38.2,2.9,12.6,7.8,18.20%,2.30%,0.70%,16.20%
"Middleton, Khris MIL",82,64,30,18.9,105.3,112.3,0.541,0.511,16,34,2.7,12,7.2,11.70%,1.80%,0.70%,11.90%
"Chalmers, Mario MIA",73,73,29.8,17.3,107.7,105.7,0.567,0.531,29.1,40.4,2.5,9.6,6.2,24.30%,2.90%,0.60%,20.40%
"Ellis, Monta DAL",82,82,36.9,25.9,104,109.3,0.532,0.478,33.6,16.4,1.5,9.8,5.6,24.80%,2.40%,0.60%,15.20%
"Dragic, Goran PHX",76,75,35.1,24.4,118.7,108.9,0.604,0.561,38.1,27.4,2.9,7.4,5.2,28.10%,1.90%,0.60%,14.30%
"Caldwell-Pope, Kentavious DET",80,41,19.8,13.8,106.2,110.7,0.483,0.46,13.3,40.2,2.5,8.6,5.4,5.00%,2.40%,0.60%,5.40%
"Ariza, Trevor WSH",77,77,35.4,17.7,113,103.6,0.59,0.562,22.6,51.8,4.1,16.3,10.1,10.80%,2.40%,0.60%,12.30%
"Shumpert, Iman NY",74,58,26.5,14,100.2,108.2,0.48,0.457,14.7,47.1,4.7,14,9.2,9.80%,2.50%,0.60%,13.30%
"Beal, Bradley WSH",73,73,34.7,24.2,102.8,107.3,0.507,0.479,16.4,29.9,2.4,10.2,6.3,16.00%,1.40%,0.60%,9.40%
"Knight, Brandon MIL",72,69,33.3,26.6,104.3,113.6,0.523,0.473,29.6,31,2.1,10.3,6.1,26.60%,1.50%,0.60%,13.20%
"George, Paul IND",80,80,36.2,28.1,107.3,96.8,0.555,0.49,34.1,36.7,2.6,17.7,10.5,17.90%,2.70%,0.60%,12.50%
"Webster, Martell WSH",78,13,27.7,14.6,116.5,108.3,0.591,0.557,21.3,63.4,2,10.1,6,6.70%,1.00%,0.60%,8.30%
"Collison, Darren LAC",80,35,25.9,19.6,113.3,106.8,0.575,0.518,32.3,27.2,2.6,7.3,5,21.90%,2.20%,0.60%,14.30%
"Thompson, Hollis PHI",77,41,22.6,11.2,109.8,112.2,0.57,0.55,19.6,44.9,4.4,11.2,7.7,6.10%,1.50%,0.50%,12.90%
"Williams, Deron BKN",64,58,32.2,21.6,111.7,108.8,0.564,0.518,30.2,37.4,0.9,8.9,4.9,32.80%,2.40%,0.50%,15.00%
"Teague, Jeff ATL",79,79,32.2,25.5,106.2,108.9,0.541,0.474,36.2,21.6,1.6,7.9,4.7,35.10%,1.80%,0.50%,16.10%
"Anderson, Alan BKN",78,26,22.7,15.8,103.3,110.8,0.525,0.487,24.3,51.1,2.7,9.1,5.9,7.30%,1.40%,0.50%,10.40%
"Lillard, Damian POR",82,82,35.8,24.9,115.8,109.9,0.568,0.508,32.7,42.5,1.3,9.2,5.3,25.10%,1.10%,0.50%,11.50%
"Burks, Alec UTA",78,12,28.1,23.7,106.5,112.8,0.547,0.487,44.9,17.2,3,10.7,6.8,16.90%,1.60%,0.50%,13.00%
"Jefferson, Richard UTA",82,78,27,16.8,108.8,113.5,0.573,0.544,24.8,46,0.9,10.8,5.7,9.60%,1.30%,0.50%,11.50%
"Gordon, Eric NO",64,64,32.1,23,105.2,112.7,0.54,0.498,27.3,31.6,1.7,7.7,4.7,16.60%,1.90%,0.50%,12.80%
"Young, Nick LAL",64,9,28.3,26.7,106.5,114,0.564,0.511,32.1,39.4,1.7,8.1,4.9,9.00%,1.20%,0.50%,8.60%
"Bradley, Avery BOS",60,58,30.9,23,99.8,108.7,0.51,0.485,13.6,24.2,2.9,11.2,6.9,8.10%,1.70%,0.50%,9.90%
"Dudley, Jared LAC",74,43,23.4,13.4,106.9,109,0.541,0.529,13,50.3,2.4,7.7,5.1,8.60%,1.20%,0.40%,10.60%
"Conley, Mike MEM",73,73,33.5,24.4,113.1,105.8,0.545,0.5,26.8,28.3,2,8.4,5.2,30.10%,2.40%,0.40%,11.50%
"Crawford, Jamal LAC",69,24,30.3,27,109.8,109.1,0.556,0.496,31.8,44.1,1.9,6.4,4.2,17.40%,1.40%,0.40%,10.50%
"Mills, Patty SA",81,2,18.9,22.6,115.4,103.5,0.588,0.565,12.3,47.7,2.6,9.6,6.2,15.30%,2.20%,0.40%,8.20%
"Lowry, Kyle TOR",79,79,36.2,22.8,118.2,105.3,0.567,0.511,35.6,46.3,3.6,11.5,7.5,34.70%,2.20%,0.40%,13.40%
"Stuckey, Rodney DET",73,5,26.7,24.1,104.6,113.3,0.516,0.45,34.2,10.3,2.1,7.7,4.7,12.70%,1.40%,0.40%,11.30%
"Williams, Mo POR",74,0,24.8,20.4,102.4,109.9,0.507,0.478,13.2,33.5,2.5,6.4,4.5,26.70%,1.50%,0.40%,17.30%
"Curry, Stephen GS",78,78,36.5,28.2,116.7,103.4,0.61,0.566,25.2,44.5,1.8,10.9,6.4,39.90%,2.20%,0.40%,16.10%
"Calderon, Jose DAL",81,81,30.5,16.1,120.2,112.2,0.596,0.584,8.4,56.8,1.4,7.6,4.5,22.40%,1.40%,0.40%,11.70%
"Allen, Ray MIA",73,9,26.5,16.7,111.5,108.5,0.59,0.549,21.4,56.9,1.6,11.4,6.7,11.10%,1.50%,0.40%,12.40%
"Roberts, Brian NO",72,42,23.2,19.9,107.8,113.7,0.529,0.475,22.9,30.6,1.2,8.4,4.7,22.10%,1.30%,0.40%,12.90%
"Matthews, Wesley POR",82,82,33.9,19.6,118.4,109.5,0.588,0.541,29.8,50.6,2,9.1,5.6,10.90%,1.40%,0.40%,8.80%
"Fournier, Evan DEN",76,4,19.8,19.6,101.5,110.7,0.533,0.501,22.6,43.6,2.4,12.1,7.2,11.50%,1.10%,0.30%,14.30%
"Lawson, Ty DEN",62,61,35.8,22.6,113,109.6,0.554,0.475,50.4,25.1,1.9,8.5,5.2,38.20%,2.20%,0.30%,16.90%
"Hardaway Jr., Tim NY",81,1,23.1,19.5,111.6,113.3,0.554,0.523,18.6,52.1,1.2,6.6,3.8,5.80%,1.20%,0.30%,5.90%
"Johnson, Joe BKN",79,79,32.6,22.2,109.7,111.7,0.564,0.533,19.2,39.7,2.2,10.3,6.3,15.00%,1.00%,0.30%,9.80%
"Parker, Tony SA",68,68,29.4,26.4,110.3,107.1,0.555,0.513,26.6,7.3,1,7.5,4.4,31.70%,0.90%,0.30%,12.90%
"Jackson, Reggie OKC",80,36,28.5,22.5,105.5,105.4,0.527,0.485,19.3,26.7,2.2,12.8,7.8,23.10%,1.90%,0.30%,14.50%
"Rubio, Ricky MIN",82,82,32.2,16.3,105.5,103.7,0.491,0.413,42.2,19.9,2.5,11.9,7.1,37.80%,3.60%,0.30%,21.80%
"Thomas, Isaiah SAC",72,54,34.7,26.1,114,110.7,0.574,0.51,37.1,33.2,2.1,7.5,4.7,32.20%,1.90%,0.30%,14.30%
"Belinelli, Marco SA",80,25,25.2,18.9,114.1,105.4,0.605,0.576,18.8,42.2,1,11.2,6.3,13.20%,1.30%,0.30%,11.20%
"Miller, Mike MEM",82,4,20.8,14.6,115.5,108.3,0.619,0.602,12.6,52.6,2.1,12.3,7.2,11.50%,0.80%,0.20%,14.10%
"Jennings, Brandon DET",80,79,34.1,23.3,105.6,112.4,0.486,0.441,28.3,40.3,2.2,7.8,4.9,34.40%,1.90%,0.20%,14.40%
"Cole, Norris MIA",82,6,24.6,15.5,95.9,108.2,0.497,0.474,13.6,34.8,1.1,8.6,5,17.90%,2.00%,0.20%,19.30%
"Martin, Kevin MIN",68,68,32,24.9,110.5,109.2,0.553,0.486,33.2,29,1.7,8.7,5.1,9.20%,1.50%,0.20%,8.30%
"Burke, Trey UTA",70,68,32.3,21.7,101.3,115,0.473,0.442,12.6,37.5,1.8,9,5.3,29.40%,1.00%,0.20%,12.20%
"Stephenson, Lance IND",78,78,35.3,19.3,106.1,100.6,0.564,0.54,22.6,28,4.1,18.1,11.4,22.10%,1.00%,0.20%,18.00%
"Marshall, Kendall LAL",54,45,29,16.3,101.4,113.3,0.494,0.49,8.6,42.5,1,9.6,5.3,44.30%,1.50%,0.20%,25.60%
"Nelson, Jameer ORL",68,68,32,20,103.8,110.4,0.515,0.485,15,52.3,1.5,10.5,6,35.10%,1.20%,0.20%,17.30%
