ADVANCED,GP,GS,MPG,USG%,OFF RTG,DEF RTG,TS%,EFG%,FT RATE,3FG TEND,OFF REB%,DEF REB%,REB%,AST%,STL%,BLK%,TO%
"22 Jefferson, Al CHA",65,61,30.6,26.4,101.2,100.6,0.5,0.482,16.3,0.5,5.3,25.5,15.1,11.40%,1.20%,3.30%,5.90%
"22 Curry, Stephen GS",80,80,32.7,28.9,122,100.6,0.638,0.594,25.1,48.2,2.4,11.4,7,38.40%,3.00%,0.50%,14.30%
"24 Scola, Luis IND",81,16,20.5,22.8,104.3,100.7,0.515,0.471,35.2,3.1,9.3,25.6,17.5,11.10%,1.50%,0.80%,11.30%
"25 Antetokounmpo, Giannis MIL",81,71,31.4,19.6,104.6,100.9,0.552,0.496,44.5,5.6,4.5,19.7,12.2,13.10%,1.50%,2.80%,15.60%
"26 Horford, Al ATL",76,76,30.5,22.2,113.8,101.1,0.563,0.544,14.6,3.7,6.7,19.8,13.4,18.50%,1.50%,3.50%,8.90%
"27 West, David IND",66,66,28.7,20.9,102.6,101.3,0.508,0.474,23.5,2.9,6.4,19.7,13.1,19.80%,1.30%,2.00%,13.70%
"27 Aldridge, LaMarcus POR",71,71,35.4,30.2,108.8,101.3,0.528,0.479,25.6,7.4,7.7,22.9,15.5,9.10%,1.00%,1.90%,7.20%
"29 Wall, John WSH",79,79,35.9,26,104.5,101.4,0.523,0.473,31,18.6,1.5,12.8,7.3,46.20%,2.50%,1.30%,18.70%
"30 Ibaka, Serge OKC",64,64,33.1,19.1,108.8,101.6,0.549,0.525,14,26.1,7,18.1,12.6,4.20%,0.70%,5.80%,10.40%
"31 Hilario, Nene WSH",67,58,25.3,21.7,99.4,101.8,0.534,0.512,33.6,0.8,5.7,17,11.5,12.10%,2.00%,1.00%,15.20%
"31 Ginobili, Manu SA",70,0,22.7,23.8,103.1,101.8,0.544,0.502,34.6,43.8,2,12.8,7.5,28.40%,2.20%,0.90%,18.50%
"33 Favors, Derrick UTA",74,74,30.8,23.9,112.5,101.9,0.558,0.526,36.2,0.7,10,20.7,15.4,9.40%,1.40%,4.30%,10.20%
"34 Noah, Joakim CHI",67,67,30.6,13.7,109.2,102,0.482,0.445,40.7,0.5,11.9,22.1,17.1,23.10%,1.20%,2.60%,19.60%
"34 Middleton, Khris MIL",79,58,30.1,19.9,108.9,102,0.563,0.53,18,30.8,2.3,14.3,8.4,12.70%,2.60%,0.40%,10.80%
"36 Harden, James HOU",81,81,36.8,31.3,118.5,102.2,0.605,0.511,56.1,37.8,2.8,14.2,8.5,34.60%,2.60%,1.60%,14.90%
"37 Chandler, Tyson DAL",75,75,30.5,12.8,133.6,102.3,0.697,0.666,58.4,0,14.1,27.4,20.7,5.30%,0.90%,3.20%,16.00%
"38 Len, Alex PHX",69,44,22,13.6,107.1,102.4,0.542,0.508,29.5,0.8,10.2,22.7,16.4,3.00%,1.10%,5.30%,15.70%
"39 Williams, Marvin CHA",78,37,26.1,13.3,106.4,102.5,0.541,0.52,17.6,53.5,3.1,18.2,10.4,7.80%,1.70%,1.40%,10.10%
"39 Batum, Nicolas POR",71,71,33.5,14.6,106,102.5,0.516,0.483,16.3,51.5,2.8,15.6,9.4,20.40%,1.70%,1.20%,17.00%
"41 Iguodala, Andre GS",77,0,26.9,13.4,110.4,102.6,0.553,0.54,23,42.7,2.4,10.8,6.7,14.70%,2.10%,0.90%,13.90%
"42 Carter-Williams, Michael MIL",66,63,32.6,26.6,91.4,102.7,0.461,0.416,31.7,16.6,-,-,-,37.60%,-,-,19.50%
"43 Smith, Josh HOU",83,35,27.7,24.6,93.9,102.9,0.467,0.456,25.8,23.1,-,-,-,20.40%,-,-,15.80%
"43 Westbrook, Russell OKC",67,67,34.4,37.9,111.3,102.9,0.536,0.455,44.5,19.6,5.9,16.7,11.4,45.30%,3.00%,0.50%,14.30%
"45 Ariza, Trevor HOU",82,82,35.7,16.4,106.5,103,0.539,0.509,15.7,61,2.9,14.4,8.6,11.10%,2.60%,0.50%,12.70%
"46 Carroll, DeMarre ATL",70,69,31.3,16.9,116.8,103.1,0.603,0.579,27.7,46.6,5.3,13.8,9.7,8.30%,2.20%,0.70%,9.30%
"46 Matthews, Wesley POR",60,60,33.7,19.8,114.1,103.1,0.586,0.563,19.3,59.2,2.1,9.5,5.9,11.10%,1.90%,0.40%,9.00%
"46 Plumlee, Mason BKN",82,45,21.3,19.3,109,103.1,0.57,0.573,64.8,0.6,11.3,21.6,16.5,7.00%,1.90%,2.90%,14.40%
"49 Thompson, Klay GS",77,77,31.9,27.6,112.4,103.2,0.591,0.555,19.7,42,1.2,9.4,5.4,14.50%,1.70%,1.80%,9.50%
"50 Barnes, Harrison GS",82,82,28.3,14.9,115.5,103.3,0.573,0.548,22.9,32.8,5.6,15.1,10.5,6.90%,1.30%,0.60%,
"Gibson, Taj CHI",62,17,27.3,17.6,112.2,103.4,0.545,0.502,36.4,0,10.7,14.6,12.7,6.80%,1.10%,3.20%,11.60%
"Sullinger, Jared BOS",58,49,27,23.5,105.8,103.4,0.503,0.476,18.2,26,10.1,20.9,15.4,14.00%,1.40%,2.10%,9.30%
"Adams, Steven OKC",70,67,25.3,14.3,108.5,103.4,0.549,0.544,51.4,0.5,12.2,19.3,15.8,5.50%,1.10%,3.80%,16.80%
"Dudley, Jared MIL",72,22,23.8,13.5,111.5,103.5,0.572,0.556,15.8,45.4,3,11.6,7.3,11.40%,2.10%,0.50%,12.10%
"Monroe, Greg DET",69,57,31,23.7,110.1,103.5,0.549,0.496,39.4,0,11.2,25.1,17.9,11.70%,1.90%,1.30%,13.00%
"Covington, Robert PHI",70,49,27.9,21.9,103.9,103.5,0.554,0.506,28.7,59,3.4,14.6,8.8,9.80%,2.50%,1.30%,13.10%
"Turner, Evan BOS",82,57,27.6,19.5,96.1,103.7,0.482,0.451,18.9,16,1.9,18.5,10.1,30.10%,1.80%,0.70%,19.70%
"Booker, Trevor UTA",79,5,19.8,18.1,107,103.7,0.536,0.518,31.9,18.1,10.3,19,14.7,9.00%,1.50%,2.10%,14.30%
"Smart, Marcus BOS",67,38,27,15.1,101.4,103.7,0.491,0.462,26.6,57,3.6,9.9,6.7,16.50%,2.70%,0.80%,14.40%
"James, LeBron CLE",69,69,36.1,32.4,112.7,103.8,0.577,0.535,41.3,26.5,2.4,16.6,9.6,37.50%,2.30%,1.60%,15.30%
"Love, Kevin CLE",75,75,33.8,21.7,115,103.8,0.562,0.509,33.7,41.2,6.5,26.3,16.6,10.70%,1.00%,1.20%,10.00%
"Butler, Jimmy CHI",65,65,38.7,21.6,122.6,103.8,0.583,0.502,50.8,21.2,5.1,11.2,8.2,14.30%,2.30%,1.00%,7.70%
"Teague, Jeff ATL",73,72,30.5,25.2,111.1,103.9,0.566,0.5,36,23.3,1.6,7.7,4.7,37.90%,2.90%,1.20%,16.60%
"Knight, Brandon PHX",63,61,32.3,25.8,103.5,104,0.543,0.493,25.1,36.1,-,-,-,27.20%,-,-,16.10%
"Diaw, Boris SA",81,15,24.5,18.3,103,104.1,0.526,0.503,14.7,26.7,4.5,15.2,10,17.90%,0.90%,0.90%,15.80%
"Miles, C.J. IND",70,40,26.3,23.8,102.1,104.1,0.525,0.491,19.5,53.9,1.1,11.7,6.4,7.10%,1.70%,1.10%,7.50%
"Stuckey, Rodney IND",71,36,26.4,23.4,104,104.1,0.528,0.477,28.6,18.7,2.1,12.4,7.3,20.10%,1.50%,0.40%,12.20%
"Mayo, O.J. MIL",71,15,23.9,23.7,100.7,104.1,0.529,0.493,19.8,39.5,2,10.5,6.3,19.30%,1.70%,0.90%,14.40%
"Asik, Omer NO",76,76,26.1,14,112.2,104.2,0.545,0.517,54.6,0,14,28.8,21.4,5.40%,0.80%,2.10%,15.70%
"Motiejunas, Donatas HOU",71,62,28.7,19,107.3,104.2,0.553,0.539,23.7,19,7.4,15.4,11.4,10.80%,1.40%,1.30%,13.70%
"Conley, Mike MEM",70,70,31.8,23.7,109.7,104.3,0.558,0.506,28.2,31.4,1.5,9.2,5.4,28.00%,2.10%,0.50%,13.60%
"Bayless, Jerryd MIL",77,4,22.3,18.5,98.8,104.3,0.519,0.462,26.6,23.3,1.5,12.5,7,20.90%,1.70%,0.60%,18.80%
"Mozgov, Timofey CLE",81,80,25.3,16.7,114.1,104.3,0.594,0.557,38.2,1.1,-,-,-,4.20%,-,-,14.90%
"Rondo, Rajon DAL",68,68,29.7,19.4,94.5,104.4,0.448,0.447,12.1,13.3,-,-,-,39.30%,-,-,23.60%
"Tucker, P.J. PHX",78,63,30.6,13.9,108.1,104.4,0.541,0.511,24,42.3,5.2,18,11.5,7.50%,2.20%,0.70%,12.70%
"Lopez, Robin POR",59,59,27.8,15.5,117.2,104.5,0.574,0.535,29.1,0.2,12.7,13.1,12.9,5.00%,0.50%,3.70%,12.90%
"Beal, Bradley WSH",63,59,33.4,22.6,102.1,104.5,0.521,0.489,19.5,30.4,3.1,9.6,6.4,14.80%,1.80%,0.70%,11.70%
"McDaniels, K.J. HOU",62,15,21.8,19.3,91.3,104.5,0.494,0.446,30.6,34.6,-,-,-,9.20%,-,-,17.60%
"Zeller, Tyler BOS",82,59,21.1,19.7,119,104.6,0.594,0.549,30,0,9.1,20.5,14.7,10.80%,0.50%,2.30%,9.80%
"Lillard, Damian POR",82,82,35.7,26.9,112.2,104.6,0.56,0.506,29.3,42.1,1.8,11.8,6.9,29.00%,1.70%,0.50%,12.60%
"Valanciunas, Jonas TOR",80,80,26.2,19,121,104.6,0.623,0.572,42.3,0.2,11.8,26.3,19.1,3.10%,0.80%,3.60%,12.40%
"Paul, Chris LAC",82,82,34.8,23.7,125.6,104.7,0.596,0.545,27.4,29.8,2.1,12.5,7.4,47.30%,2.80%,0.40%,12.70%
"Pierce, Paul WSH",73,73,26.2,19.9,112,104.8,0.58,0.537,32,46.2,2.7,14.3,8.7,11.90%,1.20%,1.00%,10.90%
"Stephenson, Lance LAC",61,25,25.8,21.1,84.1,104.8,0.419,0.393,20,19.1,2.7,17.1,9.7,25.30%,1.20%,0.40%,17.60%
"Korver, Kyle ATL",75,75,32.2,14.4,122.1,104.9,0.699,0.671,19.7,74.8,0.7,13.3,7.2,12.00%,1.10%,1.50%,14.10%
"Hayward, Gordon UTA",76,76,34.4,26.3,111.4,104.9,0.567,0.5,42.5,30.4,2.4,14,8.2,21.70%,2.20%,0.90%,13.80%
"Hill, Solomon IND",82,78,29,15.9,101.2,104.9,0.507,0.45,30.4,32.8,3.3,11.2,7.3,11.90%,1.40%,0.60%,13.80%
"Morris, Markieff PHX",82,82,31.5,23.3,102.4,105,0.523,0.491,21.1,16.3,4.6,17,10.7,12.40%,1.90%,1.20%,12.40%
"Lopez, Brook BKN",72,44,29.2,26.2,112,105.1,0.558,0.513,27.8,1,11.5,17.1,14.3,4.50%,1.10%,4.80%,8.60%
"Mbah a Moute, Luc Richard PHI",67,61,28.6,18.5,92.6,105.2,0.466,0.443,25.6,31.8,4.4,14.6,9.3,9.70%,2.10%,0.90%,12.30%
"Dunleavy, Mike CHI",63,63,29.2,14.2,112.6,105.3,0.573,0.546,18.1,54.7,1.7,12.7,7.3,9.70%,1.10%,0.80%,10.40%
"Butler, Rasual WSH",75,1,20.1,17.9,104.1,105.5,0.531,0.51,13,45.5,2.1,12.4,7.4,6.50%,1.00%,1.20%,8.10%
"Green, Jeff MEM",78,70,31.5,21.9,106.1,105.5,0.534,0.48,29.7,30.2,-,-,-,8.80%,-,-,9.00%
"Bledsoe, Eric PHX",81,81,34.6,23.8,106.9,105.5,0.555,0.489,42.2,26,2.8,13.9,8.3,27.80%,2.30%,1.20%,18.10%
"Faried, Kenneth DEN",75,71,27.8,20.4,110.9,105.5,0.548,0.507,39.1,1.1,12.1,22.9,17.3,7.10%,1.50%,2.10%,12.00%
"Griffin, Blake LAC",67,67,35.2,28.5,113.7,105.6,0.551,0.506,37.3,2.2,6.1,17.9,12.1,26.20%,1.40%,1.20%,10.20%
"Walker, Kemba CHA",62,58,34.2,25.9,103.3,105.6,0.486,0.429,28.8,28.5,1.8,9.9,5.7,27.30%,2.20%,1.20%,8.30%
"Vucevic, Nikola ORL",74,74,34.2,26,108.6,105.6,0.548,0.524,18.1,0.5,10.4,26,18.1,11.00%,1.10%,1.70%,10.20%
"Bass, Brandon BOS",82,43,23.5,19.5,112.4,105.9,0.557,0.51,31.3,4.7,7.8,14.9,11.3,8.60%,1.10%,1.30%,9.60%
"Beverley, Patrick HOU",56,55,30.8,16.1,106.7,105.9,0.509,0.492,11.3,60.7,4.3,10.8,7.6,17.10%,1.70%,1.00%,
"Schroder, Dennis ATL",77,10,19.7,26.9,101.5,105.9,0.516,0.466,26.9,22.3,2.3,9.9,6.2,34.90%,1.60%,0.20%,16.80%
"Ingles, Joe UTA",79,32,21.2,12.9,100.9,105.9,0.533,0.517,11.3,57.1,1.5,10.5,6,16.80%,2.30%,0.50%,20.90%
"Terry, Jason HOU",77,18,21.3,14.3,111.7,106,0.579,0.563,10.8,72.4,1,7.1,4.1,13.80%,2.00%,0.90%,13.70%
"Henderson, Gerald CHA",80,72,28.9,20.7,101.7,106,0.514,0.463,25.6,16.1,1.7,11.6,6.5,15.50%,1.10%,0.70%,10.50%
"Thompson, Tristan CLE",82,15,26.8,14,120.6,106.1,0.58,0.547,50.8,0,14.5,19.7,17.2,2.70%,0.80%,2.20%,12.20%
"Morris, Marcus PHX",81,35,25.2,19,106.6,106.1,0.52,0.507,14.8,41,3.9,16.9,10.3,10.20%,1.50%,0.60%,8.20%
"Rose, Derrick CHI",51,51,30,31.2,98.3,106.2,0.493,0.45,22.4,32.5,2.6,8.7,5.7,30.20%,1.20%,0.80%,14.90%
"Davis, Ed LAL",79,24,23.3,14.7,123.5,106.2,0.594,0.601,40.3,0,13.3,23.1,18,8.30%,1.40%,4.30%,9.50%
"Lee, Courtney MEM",77,74,30.6,15.1,109,106.3,0.555,0.518,20.1,34.8,1,7.6,4.3,9.70%,1.70%,0.40%,10.00%
"Parker, Tony SA",68,68,28.7,24.4,105.4,106.4,0.539,0.508,20,10.7,0.9,6.5,3.7,28.30%,1.20%,0.10%,13.90%
"Blake, Steve POR",81,0,18.9,13.1,102.6,106.4,0.507,0.491,12.5,67,1.1,8.3,4.8,26.20%,1.40%,0.20%,23.20%
"Payton, Elfrid ORL",82,63,30.4,18.3,97.2,106.4,0.456,0.433,30.2,5.9,4.8,11.2,7.9,32.50%,2.90%,0.70%,20.20%
"Brewer, Corey HOU",80,17,26.1,21.4,101,106.5,0.507,0.465,28.1,29.2,-,-,-,13.40%,-,-,12.70%
"Nowitzki, Dirk DAL",77,77,29.6,24.9,113.4,106.6,0.56,0.508,27.2,25.8,2.1,19.9,11,10.30%,0.90%,1.20%,6.50%
"Lowry, Kyle TOR",70,70,34.5,25.1,110.5,106.6,0.527,0.476,29.9,37.5,2.6,13.1,7.8,32.30%,2.30%,0.40%,12.80%
"Jackson, Reggie DET",77,40,29.5,24.9,106,106.6,0.511,0.47,21.9,24.2,-,-,-,34.30%,-,-,14.60%
"Barnes, Matt CHA",76,74,29.9,14.9,108.5,106.7,0.574,0.553,15.2,60.3,2.6,12.2,7.5,7.20%,1.50%,1.80%,11.60%
"Bradley, Avery BOS",77,77,31.5,21,98.4,106.7,0.507,0.49,9.9,34.7,2,8.9,5.4,8.90%,1.70%,0.50%,9.30%
"Ellis, Monta DAL",80,80,33.7,27.9,100.4,106.8,0.509,0.475,22.4,21,1.4,6.4,3.9,20.40%,2.80%,0.80%,11.70%
"Brooks, Aaron CHI",82,21,23,25,103.2,106.8,0.534,0.495,21.3,38.3,1.9,7.5,4.8,24.20%,1.50%,0.60%,14.90%
"Chalmers, Mario MIA",80,37,29.6,18.9,99.8,106.9,0.521,0.458,40.1,37.4,1.2,9,5.2,21.00%,2.70%,0.40%,18.20%
"Harris, Tobias ORL",68,63,34.8,22.6,106.9,107.1,0.551,0.512,25.8,25.2,3.4,17.3,10.3,8.90%,1.50%,1.20%,9.80%
"Bosh, Chris MIA",44,44,35.4,29.1,105.2,107.2,0.548,0.503,31.1,22.6,3.6,20,12,12.40%,1.40%,1.40%,10.10%
"Johnson, Amir TOR",75,72,26.4,15.7,114.7,107.2,0.603,0.592,24.9,8.9,9.3,17.3,13.3,9.30%,1.10%,2.40%,16.00%
"Evans, Tyreke NO",79,76,34.1,26,102.5,107.2,0.508,0.477,25,19.5,3.5,14.1,8.8,32.80%,1.90%,1.00%,16.00%
"Dieng, Gorgui MIN",73,49,30,14.9,113.2,107.3,0.573,0.507,47.7,1.2,11.3,20.8,15.9,10.40%,1.60%,4.50%,16.90%
"Harris, Devin DAL",76,3,22.2,18,112.7,107.4,0.559,0.509,30.9,50.8,0.8,8,4.4,20.40%,2.30%,0.70%,12.50%
"Patterson, Patrick TOR",81,4,26.6,13.1,122,107.5,0.568,0.547,15,52.9,6.8,16.3,11.6,10.70%,1.40%,1.60%,8.70%
"Morrow, Anthony OKC",74,0,24.4,16.4,124,107.6,0.604,0.578,14.5,52.8,2.4,9.1,5.8,5.10%,1.50%,0.50%,5.50%
"Thompson, Jason SAC",81,63,24.6,12.7,102.6,107.7,0.5,0.47,33.4,0.2,8.2,21.5,15.1,6.50%,0.80%,2.30%,14.60%
"DeRozan, DeMar TOR",60,60,35,28.5,104.3,107.7,0.51,0.426,43.8,8.9,2.3,12.9,7.6,17.50%,1.80%,0.40%,10.40%
"Parsons, Chandler DAL",66,66,33.1,20.6,111.9,107.7,0.567,0.542,23.3,41.9,3.2,13,8.1,11.30%,1.60%,0.70%,9.50%
"Oladipo, Victor ORL",72,71,35.7,25.2,101.1,107.7,0.527,0.474,29.5,22.8,2.2,11.2,6.6,19.30%,2.40%,0.60%,14.30%
"Thompson, Hollis PHI",71,23,25,15.9,104.7,107.7,0.538,0.518,16.4,52.9,3.1,9.3,6,8.30%,1.60%,1.20%,10.20%
"Frye, Channing ORL",75,51,24.9,14.2,101.2,107.8,0.546,0.532,7.2,71,1.6,16.4,8.9,7.50%,1.30%,1.70%,13.40%
"Hinrich, Kirk CHI",66,22,24.4,13.3,95.2,107.9,0.468,0.449,13.1,44.1,1.4,6.6,4.1,13.80%,1.50%,0.60%,15.30%
"Irving, Kyrie CLE",75,75,36.4,26.2,116.9,107.9,0.583,0.532,29.6,30.6,2.3,7.5,5,24.60%,2.20%,0.60%,11.80%
"Cunningham, Dante NO",66,27,25,11,101.5,108,0.473,0.459,13.9,2.9,4.8,12.8,8.8,4.40%,1.50%,1.70%,8.90%
"Wade, Dwyane MIA",62,62,31.8,34.6,102.8,108.1,0.534,0.483,34.1,9.4,3.6,9.6,6.7,31.60%,1.90%,0.90%,14.40%
"Williams, Deron BKN",68,55,31.1,22.2,105.2,108.1,0.504,0.443,31.3,30.7,1.5,11,6.3,33.60%,1.60%,0.60%,14.90%
"Young, Thaddeus BKN",76,68,32,21.3,103.2,108.1,0.507,0.486,20.7,11.9,-,-,-,12.00%,-,-,10.00%
"Hill, Jordan LAL",70,57,26.8,22.7,101.2,108.2,0.494,0.461,21.6,1.4,9.9,23.4,16.4,9.50%,0.90%,2.30%,11.10%
"Caldwell-Pope, Kentavious DET",82,82,31.5,19.4,100.9,108.3,0.501,0.48,16.3,45.7,1.9,9.1,5.4,6.80%,1.90%,0.50%,8.30%
"Burke, Trey UTA",76,43,30.1,24,99.5,108.3,0.455,0.43,14.4,38.8,1.6,8.7,5.2,25.00%,1.50%,0.50%,10.40%
"Waiters, Dion OKC",80,23,27.6,22.4,95.1,108.5,0.46,0.435,18.2,26,-,-,-,11.60%,-,-,10.00%
"Crawford, Jamal LAC",64,4,26.6,27.5,106.4,108.6,0.532,0.467,30,43.4,1.2,6.9,4.1,14.80%,1.80%,0.70%,8.80%
"Butler, Caron MIL",78,21,20.8,12.9,108.3,108.6,0.544,0.511,15.4,55.3,1.4,12.2,6.6,7.30%,1.40%,0.20%,10.40%
"Anderson, Alan BKN",74,19,23.6,14.3,108.5,108.6,0.563,0.526,23,47.7,2,11.1,6.6,7.20%,1.70%,0.20%,11.00%
"Thomas, Isaiah BOS",67,1,25.8,27.8,114.7,108.6,0.58,0.502,43.7,43.5,-,-,-,26.70%,-,-,13.10%
"Boozer, Carlos LAL",71,26,23.8,23.7,102.5,108.7,0.517,0.499,20.2,0,7,25.2,15.7,10.30%,1.20%,0.60%,
"Deng, Luol MIA",72,72,33.6,19.5,110.7,108.7,0.561,0.518,31.9,28,5.2,13.3,9.3,9.80%,1.40%,0.80%,10.70%
"Chandler, Wilson DEN",78,75,31.7,20,104.6,108.7,0.523,0.5,14.6,41.6,4.1,17.2,10.4,8.90%,1.20%,0.90%,9.60%
"Jack, Jarrett BKN",80,27,28,22.6,100.8,108.8,0.522,0.463,27.8,17.9,1,11.3,6.1,27.40%,1.70%,0.50%,17.20%
"Collison, Darren SAC",45,45,34.8,21,112.3,108.9,0.575,0.527,33.5,29.3,1.4,8.7,5.2,27.70%,2.10%,0.70%,15.10%
"Cole, Norris NO",75,25,24.4,17.9,98.5,109,0.483,0.461,14.5,31.5,-,-,-,22.70%,-,-,14.30%
"Kanter, Enes OKC",75,74,28.5,24.3,111.9,109.1,0.564,0.528,25.2,4.8,-,-,-,4.60%,-,-,12.30%
"Singler, Kyle OKC",80,58,21.8,13,104.2,109.1,0.512,0.493,11.7,54,-,-,-,7.10%,-,-,10.50%
"Rivers, Austin LAC",76,5,20.6,17.7,100.7,109.1,0.481,0.449,25.4,26.4,-,-,-,14.40%,-,-,10.50%
"Johnson, Joe BKN",80,80,34.9,20.3,104.9,109.2,0.523,0.494,17.2,32.9,2.1,13.3,7.7,17.10%,1.10%,0.40%,11.10%
"Gay, Rudy SAC",68,67,35.4,26.7,110.1,109.2,0.556,0.491,35.2,19.7,4.8,13.7,9.4,19.00%,1.50%,1.30%,12.40%
"Exum, Dante UTA",82,41,22.2,13.8,90.1,109.3,0.457,0.448,7.7,63.5,1.7,6.6,4.2,16.60%,1.20%,0.60%,21.50%
"Williams, Lou TOR",80,0,25.2,27,114.7,109.5,0.564,0.486,42.6,48.2,1.4,7.3,4.3,13.60%,2.20%,0.40%,8.40%
"Dragic, Goran MIA",78,78,33.8,21.5,113.3,109.5,0.577,0.546,23.4,25.8,-,-,-,21.60%,-,-,13.50%
"Lin, Jeremy LAL",74,30,25.8,21.9,104.1,109.7,0.539,0.473,41,26.9,1.4,10.2,5.7,28.60%,2.20%,1.40%,17.70%
"Nelson, Jameer DEN",63,29,22.3,19.8,100.3,109.8,0.503,0.495,7.1,51.2,-,-,-,27.80%,-,-,17.30%
"Larkin, Shane NY",76,22,24.5,13.6,102.6,109.8,0.504,0.473,18.1,26.9,1.7,9.4,5.4,19.50%,2.60%,0.40%,15.10%
"Redick, J.J. LAC",78,78,30.9,21,117.6,109.9,0.622,0.583,21.6,48.8,1,6.6,3.9,9.00%,0.80%,0.30%,8.50%
"Ross, Terrence TOR",82,61,25.5,18.3,103.3,109.9,0.519,0.507,7.4,51.8,1.8,10.7,6.2,6.50%,1.30%,1.00%,8.10%
"Gordon, Eric NO",61,60,33.1,19.9,106.1,110.3,0.544,0.512,19.2,45.4,1.6,7.4,4.5,17.70%,1.30%,0.50%,14.00%
"Vasquez, Greivis TOR",82,29,24.3,19.9,104.8,110.3,0.514,0.5,9.1,48.4,1.3,11.2,6.3,23.90%,1.20%,0.40%,13.60%
"Fournier, Evan ORL",58,32,28.6,20,104.7,110.3,0.546,0.514,25.6,39.1,1.9,8.7,5.2,11.70%,1.20%,0.10%,11.40%
"Anderson, Ryan NO",61,5,27.5,23.1,109.6,110.5,0.524,0.483,20.7,49.2,7.3,12.7,10,5.30%,1.00%,0.90%,7.20%
"Smith, Jason NY",82,31,21.8,19.7,99.5,110.6,0.497,0.447,25.8,7.1,6.2,15,10.5,13.50%,0.90%,2.10%,13.60%
"Afflalo, Arron POR",78,72,32.1,19.1,103.4,110.9,0.533,0.491,22.4,37.7,-,-,-,8.00%,-,-,10.70%
"Lawson, Ty DEN",75,75,35.5,20.6,113.4,110.9,0.526,0.474,39.2,22.1,1.6,8.1,4.7,42.70%,1.70%,0.30%,14.60%
