ADVANCED,GP,GS,MPG,USG%,OFF RTG,DEF RTG,TS%,EFG%,FT RATE,3FG TEND,OFF REB%,DEF REB%,REB%,AST%,STL%,BLK%,TO%
"Deng, Luol CHI",63,59,33.8,23.6,107.2,108.6,0.528,0.483,29.6,2.5,7,14.2,10.4,13.20%,1.40%,1.10%,10.60%
"Pierce, Paul BOS",80,80,35.9,24.8,114.8,99.7,0.599,0.529,44.2,33.2,2.3,14,8.5,21.80%,1.90%,1.00%,14.40%
"Webster, Martell POR",75,70,28.4,18,107.3,109.6,0.548,0.516,25.3,48.3,3,13.3,8.2,7.00%,1.10%,1.00%,10.20%
"Carter, Anthony DEN",70,67,28,13.8,107.7,106.7,0.531,0.505,17.9,27.1,1.5,9.4,5.5,27.40%,2.70%,1.00%,19.50%
"Anthony, Carmelo DEN",77,77,36.4,30.2,109.4,107.2,0.568,0.511,39.8,11.1,7,14.9,11,16.10%,1.70%,1.00%,12.70%
"Nachbar, Bostjan NJ",75,1,22.1,21.5,103.7,109.9,0.531,0.479,32.2,43,3.9,14.3,9.1,9.30%,1.40%,1.00%,10.90%
"Okur, Mehmet UTA",72,72,33.2,19.6,113.6,106.6,0.556,0.512,27.3,35,6.8,21.5,14.2,9.00%,1.20%,1.00%,9.90%
"Davis, Baron GS",82,82,39,25.6,110.6,108.8,0.523,0.483,27.8,34.4,3.1,10.1,6.4,29.70%,2.90%,1.00%,11.90%
"Prince, Tayshaun DET",82,82,32.9,19.9,112.3,106.1,0.516,0.476,25.6,15.5,4.8,12.9,8.8,16.50%,0.90%,1.00%,8.00%
"Lee, David NY",81,29,29.1,15.6,123,109.7,0.606,0.552,38.3,0.3,11.3,24.1,17.5,6.70%,1.20%,1.00%,11.80%
"Salmons, John SAC",81,41,31.1,19.2,105.7,110.4,0.556,0.501,32.5,15,3.6,12.6,8.2,13.40%,1.90%,1.00%,15.70%
"Rush, Kareem IND",71,15,21.2,18.7,97.8,109.5,0.5,0.49,7.4,46,1.3,11,6.1,9.30%,1.40%,1.00%,9.50%
"Mobley, Cuttino LAC",77,38,35.1,18.5,100.3,111,0.514,0.472,22.9,22.1,2.1,9.7,5.9,13.10%,1.50%,0.90%,11.40%
"Jamison, Antawn WSH",79,79,38.7,25.9,112,107.4,0.525,0.478,30.9,25,8,23.3,15.4,7.20%,1.90%,0.90%,6.60%
"Oberto, Fabricio SA",82,64,20,10.9,125.5,101.4,0.615,0.608,20.6,0.3,11.1,19.6,15.4,9.10%,1.20%,0.90%,13.60%
"Bryant, Kobe LAL",82,82,38.9,31.4,115,104.8,0.576,0.503,43.9,24.6,3.4,14.1,9,23.90%,2.40%,0.90%,11.30%
"Lewis, Rashard ORL",81,81,38,20.7,115.5,106.1,0.591,0.554,22.9,48.7,3.8,12.2,8.2,10.50%,1.70%,0.90%,10.10%
"McGrady, Tracy HOU",66,62,37,30.4,103.5,103,0.487,0.452,27.4,22.6,2,13.5,7.8,29.60%,1.50%,0.90%,9.80%
