ADVANCED,GP,GS,MPG,USG%,OFF RTG,DEF RTG,TS%,EFG%,FT RATE,3FG TEND,OFF REB%,DEF REB%,REB%,AST%,STL%,BLK%,TO%
"Caruso, Alex TXA&M",33,33,31.5,19,101.5,93.5,0.558,0.52,40.2,31,2.8,14.1,7.7,34.80%,4.20%,0.30%,27.10%
"Davis, Stacy PEPP",32,26,32,27.8,106.6,93.5,0.577,0.494,55.3,14.9,9,19.2,13,14.80%,1.90%,3.60%,16.70%
"Lammert, Connor TEXAS",34,26,22.1,14,108,93.5,0.514,0.486,29.7,59.5,7.1,19.6,12.5,11.50%,1.40%,2.10%,14.80%
"Loveridge, Jordan UTAH",28,27,26.3,21,109,93.5,0.588,0.542,25.7,57.9,2.2,15.1,8.5,7.90%,1.50%,0.90%,13.80%
"Maldunas, Gabas DART",29,28,28.1,25.8,97.2,93.5,0.521,0.492,49.6,0.4,9.7,20.7,14,13.60%,2.80%,8.90%,18.30%
"Andujar, Emmy MANH",32,31,31.8,29.9,101.5,93.6,0.569,0.517,51.2,4.3,10.1,19.2,13.3,29.00%,3.80%,0.80%,22.20%
"Thornton, Marcus UGA",31,31,29.2,23.2,108.8,93.6,0.551,0.496,53,10.7,7.1,20.5,13,8.80%,1.60%,4.30%,11.70%
"Holton, Jonathan WVU",35,35,21.5,19.2,106.6,93.7,0.517,0.482,34.4,29,13.7,18.7,14.5,11.20%,3.20%,4.90%,16.70%
"Avila, J.J. CSU",31,31,32.1,27.5,112.1,93.7,0.588,0.564,41,9.9,10.4,16.4,12.3,21.80%,3.90%,1.30%,16.00%
"Garrett, Jarvis URI",33,18,25.8,16.6,96.5,93.7,0.467,0.403,48.9,46.8,1.3,9.1,4.8,21.30%,2.20%,0.10%,16.60%
"Heath, Josiah CANIS",33,33,25.8,21.2,109.8,93.7,0.532,0.513,37.6,1.9,11.7,18.9,13.8,11.40%,2.20%,5.10%,10.80%
"Draper, Daviyon FIU",31,22,27,21,92.5,93.7,0.514,0.464,37.8,11.1,4.9,16.6,10.1,9.50%,3.60%,3.10%,19.40%
"Geffrard, Clide SFA",33,3,15.9,27.8,107,93.7,0.6,0.562,47.9,32,9.1,14,10.5,11.60%,2.30%,3.50%,18.70%
"Mitchell, Deon UNI",35,35,20.7,26.6,99.9,93.7,0.53,0.481,40.7,31.6,1.7,10.9,6.1,27.80%,3.40%,0.40%,19.80%
"Strong, Maurice ALST",29,29,27.3,19.6,94,93.7,0.458,0.436,38.9,0.4,8.8,21.9,13.9,7.50%,1.20%,3.10%,14.60%
"Cousins, Isaiah OU",35,35,30.8,21.7,101.3,93.7,0.531,0.513,20.1,39.5,3.5,12.2,7.5,14.60%,2.40%,1.30%,15.70%
"Davis, Kyle DAYTON",36,36,29.2,14.6,107.3,93.7,0.574,0.506,67.8,45,0.5,10.9,5.5,17.20%,3.20%,1.80%,17.80%
"Pointer, Sir'Dominic SJU",33,32,34.6,21,112.4,93.7,0.573,0.527,41.3,7.5,6.3,17.2,10.9,18.00%,3.30%,7.40%,14.30%
"Obekpa, Chris SJU",30,24,27.3,13.5,100,93.8,0.487,0.462,56.6,0.7,9.8,17.4,12.5,3.60%,2.20%,12.20%,16.00%
"Wiltjer, Kyle GONZ",38,37,27.6,27.6,129,93.8,0.643,0.616,24.3,32.6,6.5,18.4,11.9,14.10%,1.10%,2.40%,8.00%
"Olaseni, Gabriel IOWA",34,1,18.6,22.2,116.9,93.8,0.596,0.52,67.8,0,13.5,15.9,13.5,5.20%,1.00%,9.70%,14.20%
"Ridley, Cameron TEXAS",34,31,21.4,20.5,109.1,93.8,0.591,0.557,72.4,0,13.4,14.7,12.8,4.00%,0.80%,8.60%,17.90%
"Dodd, Damonte MD",35,31,15.9,14.4,112,93.8,0.632,0.607,70.2,0,11,16.5,12.9,8.60%,0.80%,10.20%,24.10%
"Hield, Buddy OU",35,35,32.4,28.1,110.4,93.9,0.549,0.505,26.1,52,5.6,12.1,8.4,13.20%,2.50%,0.70%,10.90%
"Hart, Josh NOVA",36,2,25.5,18.9,126.6,93.9,0.643,0.622,40.2,46.5,9,12.1,9.6,11.60%,2.70%,1.70%,11.80%
"Martin, Jarell LSU",33,32,35.1,24.6,108.7,93.9,0.574,0.526,51.1,13.1,9.7,18.1,13.1,10.50%,1.90%,1.80%,15.90%
"Hopkins, Mikael GTOWN",33,23,22.2,16.6,95.7,93.9,0.511,0.438,83.5,0,12.8,18.7,14.5,10.90%,2.80%,8.60%,27.60%
"Peters, Alec VALPO",34,34,30.6,25.6,125.7,93.9,0.633,0.593,29.3,44.6,7.5,17.8,11.6,9.50%,1.50%,1.30%,9.80%
"Henderson, Dakarai SHSU",35,0,21.1,23.7,102.9,93.9,0.49,0.454,23,61.2,3.5,8.3,5.5,6.20%,1.50%,0.40%,8.30%
"Nephawe, Tshilidzi NMSU",22,20,26.5,23.2,104.4,93.9,0.567,0.523,71.2,0,13.1,22.6,16.5,8.70%,0.70%,2.40%,20.60%
"Goodwin, Shaq MEM",31,24,25.9,20.1,109.1,93.9,0.589,0.556,52.9,8.7,11.6,19.7,14.6,12.70%,1.50%,4.70%,19.40%
"Horford, Jon FLA",31,28,20,17.4,114.9,94,0.561,0.525,25.5,31.7,9.4,20.5,13.6,3.60%,1.00%,5.10%,9.10%
"Jekiri, Tonye MIA",37,37,30.3,16.9,112.8,94,0.55,0.502,39,0.4,12.8,25.7,17.4,8.20%,1.20%,5.00%,15.00%
"York, Gabe ARIZ",37,13,23.1,19.1,118.5,94,0.617,0.576,30.5,67.9,0.9,9.9,5.1,9.80%,1.60%,1.70%,11.80%
"Chatkevicius, Laimonas SCAR",33,26,22.8,21.1,102.6,94,0.544,0.515,23.2,11.4,7.9,18.7,12.1,7.00%,0.90%,7.10%,14.70%
"Nazione, Brandon EMU",35,13,15.4,16,93.4,94,0.471,0.405,48.6,13.5,8.7,16.6,11.5,6.10%,2.10%,2.70%,19.20%
"Dunn, Kris PROV",33,33,34,27.9,103.9,94,0.553,0.509,44.1,19.7,2.9,16.1,8.6,50.00%,5.00%,1.10%,22.90%
"Sykes, Keifer UWGB",33,33,35,28.3,112,94,0.557,0.501,38.6,31.4,2.6,12.3,6.7,25.90%,3.00%,0.50%,11.40%
"Meikle, Dwight HAMPTN",29,28,27.8,25.4,97.8,94,0.561,0.532,31.5,9.2,8.2,21.4,13.5,6.20%,1.70%,5.60%,19.00%
"Onuorah, David CORN",30,29,18.9,10.1,80.7,94,0.446,0.446,50,0,10.6,10.8,9.8,3.80%,1.70%,9.80%,34.50%
"Russell, D'Angelo OSU",35,35,33.9,30.2,113.9,94,0.578,0.541,30.3,44.9,3.6,15.4,9,30.10%,2.80%,1.10%,14.90%
"Lee, Paris ILLST",34,34,29.8,14.3,104.2,94.1,0.547,0.505,33.7,38.6,1.4,8.3,4.3,23.60%,5.10%,0.20%,23.50%
"Carrera, Michael SCAR",30,21,21.2,19.4,105.9,94.1,0.52,0.455,52.7,23.4,11.7,19.7,14.3,4.20%,1.20%,3.80%,13.50%
"Caupain, Troy CIN",34,33,31.3,19.1,109.2,94.1,0.57,0.508,43.2,31.5,2.1,11.6,6.6,25.20%,2.60%,0.60%,20.10%
"Smith, Quincy HAW",35,2,16.5,16.8,91,94.1,0.5,0.458,68.3,20.8,3.7,14.8,8.3,9.50%,4.30%,0.60%,20.80%
"Boyd, Marcel HOWARD",31,29,17.8,11.2,84.3,94.1,0.464,0.431,55.4,0,12.3,17.8,13.7,3.70%,0.90%,7.30%,31.40%
"Hickey Jr., Anthony OKST",32,31,29.8,19.9,106.1,94.2,0.531,0.534,10.2,53,2.4,14.2,7.8,25.90%,4.20%,0.70%,14.50%
"Cummings, Will TEMPLE",36,35,34,24.2,110.6,94.2,0.532,0.432,59.1,26.5,2.8,10.2,5.9,28.60%,3.40%,0.60%,12.50%
"Woodard, Jordan OU",35,35,31.9,18.2,101.3,94.2,0.515,0.396,61.8,26.9,1.5,9.9,5.5,21.90%,3.00%,0.40%,20.40%
"McKay, Jameel IOWAST",25,12,27.2,19.2,120.1,94.2,0.608,0.583,78.6,0,11.9,19.2,14.6,3.80%,1.60%,8.70%,11.70%
"Farr, James XAVIER",37,26,15.6,18.9,90.9,94.2,0.475,0.47,21.3,30,11,30.5,19.6,4.90%,1.40%,5.90%,19.20%
"Page, Luther ALST",29,2,20.7,18.5,100.2,94.2,0.568,0.54,93.5,0,12.2,16.7,13.1,6.10%,2.00%,2.40%,23.60%
"Wesley, Byron GONZ",38,38,26.7,21.6,114.8,94.2,0.578,0.532,56.8,11.5,6.3,13.6,9.4,15.10%,2.30%,1.20%,14.70%
"Taylor, Brandon UTAH",35,35,30.2,18.8,118.4,94.3,0.627,0.596,20.6,68.8,0.9,9,4.9,22.60%,2.80%,0.00%,16.40%
"Adekoya, Jubril VALPO",32,4,19.8,14.8,104.2,94.3,0.514,0.483,58.1,2.6,9.7,15.1,11.2,6.30%,1.70%,1.50%,16.50%
"Shepherd, Karviar TCU",33,32,23.8,17.1,94.7,94.3,0.46,0.428,39.6,1.6,8.6,18.7,12.5,7.20%,1.40%,3.60%,15.70%
"Upshaw Jr., Reggie MIDTN",36,24,29.1,22.1,100.5,94.3,0.507,0.465,41.9,17.4,7.9,23,14,13.60%,2.20%,4.10%,15.60%
"Pierre, Dyshawn DAYTON",36,36,33.4,22.9,108.4,94.3,0.552,0.516,38.4,29.4,8.3,21.4,14,20.20%,1.20%,1.40%,14.80%
"Roberson, Justin LAMON",38,28,27.9,22.6,92.9,94.3,0.454,0.408,27.3,12.9,4,12.3,7.6,20.90%,2.70%,0.90%,16.20%
"Williams, Kenrich TCU",33,17,27.8,16.8,114.4,94.4,0.537,0.502,52.3,14.5,11.4,16.1,12.6,10.40%,2.00%,3.60%,12.00%
"Taylor, Deion RICH",35,29,23.5,10.1,88.3,94.4,0.381,0.337,67.4,46.1,5.3,14.6,9.5,10.40%,2.80%,3.30%,19.00%
"Smith, Rashad TULSA",34,34,28.3,18.6,97.3,94.4,0.49,0.474,34,15.4,6.7,17.1,10.9,6.00%,1.10%,2.00%,12.60%
"Steidl, Kurt UVM",34,31,27.3,16.9,106.7,94.4,0.572,0.53,28.2,70.4,2.9,12.8,7.6,8.50%,1.60%,1.60%,14.10%
"Walker, Darien VALPO",34,29,27.2,24.5,99.8,94.4,0.493,0.467,24.9,44.1,4.1,15.2,8.9,13.70%,1.80%,1.30%,13.20%
"Fairell, Jonathan MURRST",35,35,21.3,15.5,106.4,94.4,0.538,0.545,53.1,0,16.5,21,17.5,6.80%,2.60%,4.10%,22.10%
"Brown, Sterling SMU",34,17,23.9,11.2,126,94.5,0.64,0.607,30.3,36.9,8.2,14.4,10.6,16.20%,2.30%,1.40%,18.30%
"Delaney, Deshawn UNM",30,29,29,23.4,107.8,94.5,0.555,0.524,35.9,15.8,6.8,15.9,10.4,17.60%,2.90%,2.80%,13.90%
"Weatherspoon, JaMarcus TEXST",31,15,19.7,20.2,90.8,94.5,0.481,0.417,54.3,8.6,6.5,12.6,8.5,7.00%,1.90%,1.80%,17.30%
"Skara, David VALPO",34,1,19.8,16.3,106.8,94.6,0.573,0.521,33.6,34.3,5.1,13.5,8.5,17.30%,1.90%,1.80%,22.30%
"Fant, George WKU",32,32,28.8,25.4,109.9,94.6,0.561,0.53,50.8,0,12.6,19.9,15.1,12.70%,1.90%,2.50%,14.40%
"Greenwood, Hugh UNM",31,31,35.3,21.9,99,94.6,0.485,0.455,18,61.2,2.1,16.6,8.6,21.20%,2.80%,2.60%,13.50%
"Holmes, Jonathan TEXAS",32,31,26.1,23,108.4,94.6,0.526,0.469,36.7,48.1,10.5,15.8,12.1,9.00%,1.30%,4.10%,13.00%
"Larson, Cody SDAKST",35,35,28.5,26.2,112.7,94.6,0.566,0.501,55.2,2.6,8.6,20,13.3,14.50%,1.30%,4.00%,13.10%
"Johnson, Brice UNC",38,37,24.7,24.4,115.3,94.6,0.59,0.566,31.4,0,11,22.7,15.6,7.50%,1.60%,4.80%,12.20%
"Sibert, Jordan DAYTON",36,36,33.8,24.9,113.2,94.6,0.617,0.559,47.4,59,0.9,10.8,5.6,14.10%,3.20%,0.50%,12.20%
"Naylor, Cameron TEXST",30,16,24.1,23.1,90.2,94.6,0.474,0.426,29.1,2.6,7.3,18,11.2,5.00%,0.90%,1.50%,15.10%
"Jones, Jalen TXA&M",31,31,28.8,26.7,107.8,94.7,0.532,0.468,49.2,12.2,8,19.1,12.4,6.40%,2.10%,2.50%,10.10%
"Cobbins, Michael OKST",29,29,27.3,13.8,110.6,94.7,0.595,0.582,53.7,0,7.7,18,12,4.30%,1.60%,7.60%,16.60%
"Reynolds, Jamal CANIS",33,33,25.1,14.6,121.6,94.7,0.587,0.503,74.7,2,9.7,21.3,13.9,13.50%,2.00%,1.80%,13.80%
"Brimah, Amida UCONN",35,35,26.3,16.4,125.9,94.8,0.687,0.674,55.1,0,9.6,10.8,9.2,1.80%,0.50%,15.00%,13.40%
"Baker, Jordan ODU",34,33,21.2,12.5,100.6,94.8,0.473,0.462,16.7,78,3,10,5.9,12.20%,2.70%,0.40%,14.50%
"Mashour, Karam MOREHD",34,27,22,25.2,111.3,94.8,0.566,0.528,36.9,25.2,8.2,25.3,15,9.80%,2.70%,2.10%,12.10%
"Denny, Zack BGSU",33,21,27.2,18.9,109.3,94.8,0.554,0.516,21,50.4,5.5,17,10.3,7.40%,3.80%,0.70%,12.10%
"Aget, Obij UNM",31,31,24.7,16.1,105,94.8,0.593,0.559,53.1,0,9.9,17.4,12.5,2.40%,1.40%,7.40%,19.40%
"Garino, Patricio GWU",35,35,31.6,21.4,109.6,94.8,0.611,0.559,52.4,18.8,8.1,11.4,9.1,10.50%,3.40%,2.80%,20.10%
"Waters, Jamel ALST",29,29,32.4,23.5,108.4,94.8,0.527,0.484,29.7,32.6,2.6,10.1,5.8,32.60%,3.60%,0.50%,15.60%
"Love, Carrington UWGB",33,32,31.2,20.2,98.5,94.9,0.496,0.447,38.7,44.4,2.7,9.2,5.4,18.80%,3.10%,0.80%,16.10%
"Okolie, Agunwa HARV",28,27,24.8,11.6,98.3,94.9,0.528,0.525,33,9,5.8,13.1,8.7,8.20%,1.90%,2.20%,20.20%
"Mays, Greg UWGB",33,33,28.1,24,101.5,94.9,0.552,0.518,36.5,17.1,5.5,14,8.8,6.60%,0.90%,5.70%,14.70%
"Lewis, Wendell ALST",29,27,22.6,24.2,99.8,94.9,0.535,0.502,34,0.4,8.7,15.3,10.9,9.40%,1.50%,4.20%,17.40%
"Rowley, Sam ALBANY",33,33,33.2,25.2,108.2,94.9,0.577,0.506,45.2,1.2,9.6,19.6,13.1,13.60%,2.40%,3.30%,18.10%
"Hunter, R.J. GSU",35,35,37,29.5,113.5,95,0.559,0.473,44.7,51,2.8,12.5,7.3,20.30%,3.70%,3.60%,11.10%
"Emelogu, Ben SMU",34,4,15.2,15.8,80.2,95,0.386,0.348,19.6,53.6,1.8,12,6.7,12.00%,2.50%,1.90%,19.20%
"Cobb, Farad CIN",34,9,24.1,21.9,106.6,95,0.516,0.485,18.5,61.4,2.9,9.6,5.9,13.90%,2.70%,0.60%,11.70%
"Holiday, Daquan NJIT",33,32,18.7,15.7,118.2,95,0.642,0.634,57.7,0,9.6,18.7,13.1,9.30%,2.40%,9.00%,17.20%
"Cotton, Armani YALE",32,32,26,15.2,107.5,95,0.541,0.515,28.1,60.8,7.5,19.2,12.4,9.40%,1.60%,1.10%,16.50%
"Dranginis, Kyle GONZ",38,0,17.2,13.2,120.8,95,0.603,0.542,45.8,43.9,6.9,10.3,7.9,15.20%,2.20%,2.30%,19.90%
"Williams, Devin WVU",34,34,24.9,25,104.7,95,0.528,0.446,69.5,0.4,10.9,30,17.2,11.30%,1.80%,1.40%,16.80%
"Okafor, Jahlil DUKE",38,38,30.1,27.5,119.1,95,0.65,0.664,46.2,0,14.8,18.2,15.5,9.40%,1.60%,4.50%,15.80%
"Nyama, Roland STNBRK",35,35,24.5,17.5,105,95,0.534,0.5,30.8,49.8,5.1,11.7,7.7,12.50%,2.10%,2.70%,17.00%
"Wessel, Evan WICHST",32,31,23.6,10.2,116.7,95.1,0.526,0.521,14.2,71.7,7.5,11.3,8.4,5.30%,2.20%,0.80%,9.90%
"Brown, Josh TEMPLE",37,2,21.9,16.3,106.6,95.1,0.532,0.454,39.2,30.1,2.4,12.8,6.9,15.00%,2.20%,1.30%,13.80%
"Meeks, Kennedy UNC",37,32,23.3,23.3,114.6,95.1,0.589,0.562,43.8,0.3,12.8,21.2,15.7,8.60%,1.60%,5.80%,14.00%
"Mays, Kevin CSUB",32,32,27.8,21.3,104.9,95.1,0.53,0.477,39.4,2.1,14.3,22.4,16.7,9.50%,2.70%,0.60%,16.80%
"Bleeker, Kevin CANIS",33,10,17.6,16.3,99,95.1,0.541,0.496,32.8,37.7,8.7,17.6,11.8,11.50%,1.50%,6.40%,22.70%
"Drinnon, Ronnie STFRPA",29,27,29.5,19,99.5,95.2,0.458,0.429,30.7,8.9,12.4,20,15,9.80%,3.10%,1.80%,12.70%
"Lawson, Ben WKU",32,8,18.8,11.3,105.5,95.2,0.578,0.583,60.7,0,6.5,12.5,8.9,6.60%,1.40%,9.70%,20.20%
"Taylor, Ryan MAR",32,32,28.8,27.7,99.6,95.2,0.519,0.462,47.1,28.4,6.8,24.3,14.4,23.90%,1.70%,2.80%,16.90%
"Werner, Dexter NDSU",33,3,19.9,25.5,110.3,95.2,0.554,0.512,45.5,0,13.1,20.5,15.7,9.30%,1.90%,6.00%,13.50%
"Sampson, Robert GT",31,14,21.4,17.5,92.5,95.2,0.457,0.431,36.9,32.5,10.9,25.4,16.2,5.30%,1.80%,4.30%,17.70%
"Bell-Haynes, Trae UVM",34,29,26.3,20.9,102.2,95.3,0.643,0.542,89.2,14.4,2.6,9.4,5.7,26.90%,2.20%,0.50%,31.10%
"Costello, Matt MSU",39,6,20.4,17.5,121.7,95.3,0.607,0.579,41.6,2.1,12.2,17.8,13.9,7.40%,1.30%,7.00%,12.10%
"Worsham, Raeford JACKSN",19,19,32.5,25.9,98.6,95.3,0.472,0.423,52.7,19.5,11,17.7,12.6,16.50%,2.70%,1.10%,14.00%
"Greene, Ty USCU",35,35,34,28.1,122.6,95.3,0.586,0.543,36.2,48.5,2.8,7.2,4.6,13.60%,3.90%,0.70%,6.90%
"Crider, Markus GSU",35,35,31.5,16.6,114.4,95.3,0.619,0.595,36.3,0.8,6.9,17.7,11.6,11.40%,2.50%,1.50%,17.40%
"Maten, Yante UGA",32,2,18.2,18.2,97.2,95.3,0.476,0.416,51.8,0.7,11.6,14.7,12.1,3.00%,1.10%,8.60%,15.10%
"White, RJ UNCGRN",33,21,23.8,24.4,114.8,95.3,0.599,0.59,37.4,15.8,9.4,25.4,15.7,11.20%,3.30%,7.70%,12.90%
"Woodbury, Adam IOWA",34,33,20.5,19.8,100.6,95.3,0.518,0.489,47.8,0,11.3,17.4,13.2,9.10%,1.70%,2.10%,17.90%
"Bembry, DeAndre' STJOES",31,31,38.6,27.7,100.6,95.3,0.518,0.486,34.7,33.2,4.6,18.7,10.5,24.40%,3.20%,2.70%,14.30%
"Smith, Joshua GTOWN",33,32,20.5,26.9,115.2,95.3,0.647,0.621,68.2,0,15.5,18.5,15.6,14.30%,3.20%,3.90%,19.60%
"McCree, Erik LATECH",36,36,24.4,24.5,105,95.3,0.562,0.527,33.4,32.8,6.5,19.4,11.7,5.00%,1.80%,1.80%,13.10%
"Ibarra, Josh HOUBAP",27,9,16.6,17.7,114.8,95.3,0.633,0.635,30.4,0,15.8,29.2,20.7,7.40%,1.40%,12.80%,19.70%
"Woodard, James TULSA",34,34,34.5,22.4,108.9,95.3,0.556,0.521,32.5,61.3,1.7,14.3,7.3,7.70%,1.60%,0.80%,9.40%
"Bramanti, Joe UNH",25,19,25.2,12.8,97.1,95.4,0.517,0.468,87.3,29.1,2.9,12.6,7.2,18.30%,1.90%,0.00%,25.80%
"Graham, Brandon ALST",29,2,17.6,16.3,99.8,95.4,0.505,0.458,49.2,39,6.3,12.6,8.6,7.00%,1.60%,4.60%,16.30%
"Arrington, Brent MOREHD",34,34,28.1,22.4,105.7,95.4,0.527,0.458,45.5,33.1,5.3,11.5,7.6,16.20%,4.10%,3.90%,15.30%
"Bobbitt, Roderick HAW",35,35,33,17,101.2,95.4,0.514,0.439,53.5,43.7,3.1,8.8,5.4,29.00%,5.00%,0.70%,24.10%
"Gomis, Daniel OREST",30,25,21.4,14.6,92.5,95.4,0.509,0.458,72.9,0,9.2,13.1,10.2,5.40%,1.40%,9.00%,23.50%
"Collette, David USU",31,31,25.5,26.4,114.9,95.4,0.607,0.594,42,2.2,7.6,14.9,10.6,12.70%,2.00%,7.70%,9.90%
"Ennis, Dylan NOVA",36,36,28.1,21,108.2,95.5,0.536,0.515,28.5,54.2,4.1,11.3,7.1,24.40%,2.20%,1.70%,16.20%
"Davis, Keith SOUTHN",35,17,21,18.4,93.3,95.5,0.53,0.512,47.6,0,8.2,13.2,9.6,3.90%,1.20%,5.60%,20.80%
"Baker, Ian NMSU",34,33,29.1,17.5,111.4,95.5,0.635,0.596,38,59.6,1.2,9.2,4.8,19.20%,3.30%,0.10%,22.90%
"Washington, Curtis GSU",35,21,17.1,16.4,116.2,95.5,0.612,0.56,43.2,0,13.2,17,14,2.20%,1.20%,9.80%,16.80%
"Major, Jeremy PEPP",32,29,29,20.7,93.9,95.5,0.487,0.449,36.7,42.4,2.7,10.8,6.2,27.50%,3.40%,0.80%,19.10%
"Bell, Jordan ORE",35,20,23.7,11.5,115.4,95.5,0.597,0.597,15.1,0,9.6,19.3,13.5,9.80%,2.00%,11.50%,20.00%
"Akoon-Purcell, DeVaughn ILLST",28,18,26.2,27.4,107.6,95.5,0.541,0.478,42.4,32.4,8,17.9,11.7,11.50%,2.40%,0.80%,14.10%
"Newby, Martavious MISS",34,27,20.4,12.6,102.6,95.6,0.512,0.447,39.8,42.5,8.2,20.9,13.2,12.70%,3.60%,1.40%,23.10%
"Reynolds, Jalen XAVIER",37,3,20.3,23.7,117.2,95.6,0.638,0.618,38.6,0.4,11.9,24.6,17.2,4.00%,1.70%,5.60%,13.30%
"Thornwell, Sindarius SCAR",33,33,30.6,24,94.6,95.6,0.462,0.397,42.1,42.4,5.7,12.9,8.4,16.30%,2.70%,1.30%,15.20%
"Diaz, Adrian FIU",33,33,31.3,22.7,108.6,95.6,0.614,0.603,64.7,0,12.7,13.2,11.9,10.60%,1.70%,11.30%,19.60%
"Dominique, Marvin STPTR",34,34,32.2,24.3,111.3,95.6,0.56,0.512,37.3,28.2,9.4,18.7,12.8,4.40%,1.80%,2.60%,10.80%
"Brown, Ke'Ron HAMPTN",30,19,22,16.4,77.3,95.6,0.384,0.347,44.2,28.6,3.4,10.8,6.4,13.20%,4.10%,1.30%,19.70%
"Roberson, Tyler SYR",28,19,28.7,17.6,104,95.6,0.48,0.443,33.3,1.4,11.1,17.4,12.9,11.30%,1.90%,2.60%,12.10%
"Ray, Rashad TULSA",34,7,26.9,17.2,105.9,95.6,0.507,0.429,43.4,52.8,1.1,10.7,5.4,22.60%,2.30%,0.10%,13.70%
"Wright, Jerrell LSALLE",33,32,27.9,25.5,103.6,95.6,0.552,0.524,49.3,0,12.4,15.1,12.6,13.90%,1.60%,2.80%,17.00%
"Thomas, Shaq CIN",34,22,22.5,19.8,93.3,95.6,0.5,0.473,37.2,9.6,6.8,10.1,7.9,5.60%,1.80%,2.50%,18.30%
"Gill, Malik DART",29,0,18.5,21.6,101.5,95.6,0.559,0.484,56.5,46.8,2.5,12.2,6.7,37.10%,5.20%,0.50%,26.60%
"Davis, Trey RICH",35,35,30.6,10.8,94.6,95.6,0.499,0.504,43.1,16.3,4,15.5,9.3,14.30%,2.60%,0.90%,25.80%
"Enanga, Michel COCAR",34,0,15.6,12.1,95.9,95.6,0.48,0.462,39.2,41.8,9.2,16.9,12,10.50%,2.20%,1.90%,26.30%
"Jackson, Keaton SIUED",28,27,20.3,21.7,105.8,95.7,0.577,0.558,41.1,0,15.5,18.5,15.6,5.40%,0.90%,11.00%,18.90%
"King, Nick MEM",28,7,18.9,23.7,100.4,95.7,0.466,0.421,40.4,13.1,11.3,17.6,13.4,11.00%,1.90%,1.80%,11.90%
"Johnson, Justin WKU",31,1,15.5,17.6,106.7,95.7,0.502,0.504,56.3,2.5,10.7,18.4,13.5,9.40%,1.60%,3.20%,10.80%
"Diamond, Curtis GEOSOU",31,7,24.8,21,91.1,95.7,0.447,0.423,31,57.7,3,10.9,6.3,8.40%,1.50%,0.80%,12.60%
"Gbinije, Michael SYR",30,24,35,20,106.1,95.7,0.555,0.542,32.7,41.7,3.7,12.3,7.3,21.30%,3.30%,1.10%,15.70%
"Collins, Damon HOWARD",30,28,30.7,11.2,80.7,95.7,0.482,0.435,52.3,15,5.2,13.5,8.6,8.90%,2.50%,1.20%,33.10%
"Walker, Tevonn VALPO",34,33,27.1,21.5,108.7,95.7,0.546,0.494,43.7,29.5,4.9,9.6,6.6,12.80%,2.60%,0.40%,14.00%
"Jefferson, Amile DUKE",39,26,21.3,14.5,122.7,95.8,0.631,0.631,61.7,0,13.8,18,15,6.80%,1.60%,3.00%,17.80%
"Smotrycz, Evan MD",27,2,19.7,17.4,95.2,95.8,0.459,0.397,34.7,51.2,5.9,17.8,11.4,13.30%,1.70%,2.10%,17.20%
"Cooks, Xavier WINTHR",32,27,25.8,17.3,105.8,95.8,0.57,0.544,45.9,8.8,8.5,18.2,12.3,11.70%,1.80%,6.10%,20.80%
"Tucker, Dakarai UTAH",31,3,20.2,18.9,112.8,95.8,0.596,0.557,26.3,66.5,3.1,10.8,6.7,5.90%,1.20%,1.60%,11.80%
"Lowe, Kenneth UWGB",33,13,19.3,11.8,90.1,95.8,0.496,0.522,48.9,0,5.4,10.1,7,6.80%,1.80%,3.30%,21.70%
"Smith, Thaddeus UMKC",30,21,17.4,10.8,88,95.8,0.462,0.453,45.3,0,13.3,17.7,14,1.20%,2.30%,10.30%,28.10%
"Nickerson, E. Victor VALPO",33,17,19,23,91.2,95.8,0.507,0.45,44.1,25.3,3.5,9.6,6,20.30%,2.30%,1.00%,25.10%
"Tuoyo, Justin UTCHAT",32,31,28.8,18.4,114.8,95.8,0.581,0.543,61.1,3.6,12,14.4,11.8,5.70%,1.70%,11.70%,14.40%
"Lynch, Tre SOUTHN",30,1,22,30.2,106.9,95.8,0.53,0.482,25.6,48.7,4.8,13.2,8.1,12.40%,2.30%,0.80%,9.40%
"Pankey, Ashton MANH",33,32,27.5,25.3,108.8,95.9,0.597,0.529,79.2,0,10.2,19.6,13.5,8.40%,1.50%,5.70%,17.10%
"Taylor, Derell JACKSN",26,23,22.8,17,114.1,95.9,0.589,0.519,58.6,0,10.4,14.4,10.9,6.30%,2.80%,1.10%,15.60%
"Kacinas, Mindaugas SCAR",33,0,21.5,14,118.4,95.9,0.633,0.595,44.7,22,12.4,15,12.5,5.60%,1.80%,2.40%,17.70%
"Nwakamma, Mark HARTFD",28,28,26,29.4,97.1,95.9,0.542,0.518,33.5,7.4,7.5,19.7,12.2,21.70%,2.90%,1.40%,18.50%
"Johnson, Isaiah AKRON",34,9,18.4,18.5,98.4,95.9,0.517,0.481,68.9,0,8.9,16.5,11.5,10.30%,1.40%,6.30%,20.40%
"Frazier II, Michael FLA",26,19,29.2,22.5,109.7,95.9,0.591,0.538,29.8,63.8,3.7,14,8,10.90%,2.60%,0.30%,14.80%
"Kuakumensah, Cedric BROWN",30,29,28.1,22.7,101,95.9,0.54,0.5,41.3,28.4,7.7,21.4,13.8,7.20%,1.10%,9.00%,15.70%
