ADVANCED,GP,GS,MPG,USG%,OFF RTG,DEF RTG,TS%,EFG%,FT RATE,3FG TEND,OFF REB%,DEF REB%,REB%,AST%,STL%,BLK%,TO%
"Stephens, ShunQuez USCU",35,32,22.1,18.7,106,90.6,0.512,0.474,26.8,37.6,8.9,21.8,14,10.90%,2.20%,1.30%,15.30%
"Kell, Trey SDSU",35,15,20.3,20.5,92.6,90.7,0.436,0.374,48.9,36.6,3.1,13.7,7.5,17.10%,1.90%,0.50%,14.40%
"Saunders, Wesley HARV",30,29,34.4,28.2,111.9,90.7,0.565,0.496,50,20.2,6.3,15.6,10.1,31.70%,3.50%,1.30%,15.00%
"Jones, Chris LOU",26,24,31,26.5,103.8,90.7,0.502,0.444,40.5,38.2,4,10.3,6.7,25.10%,4.10%,0.10%,14.50%
"Nolte, Evan UVA",33,11,17.9,12,98.5,90.8,0.476,0.46,16.2,76.8,1.8,8.7,4.9,7.40%,2.20%,1.10%,12.40%
"Arledge, Jonathan ODU",35,35,20.1,27.6,98.5,90.8,0.498,0.466,37.1,22.7,10.4,19.1,13.3,6.90%,1.90%,3.70%,13.80%
"Moreira, Yanick SMU",34,34,24.4,25,110.1,90.8,0.583,0.55,53.1,0,12.6,18.9,14.8,9.10%,1.80%,6.60%,15.70%
"Sears, Justin YALE",31,30,32.6,25.6,108,90.8,0.575,0.515,64.5,2,11.9,16.7,13.2,11.40%,2.20%,8.30%,18.00%
"Sabonis, Domantas GONZ",38,1,21.6,21.5,122.9,90.9,0.685,0.668,54.8,0,13.3,23.7,17.3,7.50%,1.30%,1.50%,18.00%
"VanVleet, Fred WICHST",35,35,31.5,23.9,120.8,90.9,0.56,0.487,47.6,31.9,4.4,13,7.7,35.00%,3.90%,0.40%,12.20%
"Harold, Hector UVM",31,31,22.4,23.8,90.9,90.9,0.51,0.484,24.9,43.9,2.9,17.4,9.9,10.80%,1.70%,3.30%,17.50%
"Davis, Wes TEXST",29,29,28.8,18,94.2,90.9,0.484,0.449,26.7,38.3,3.2,10.6,6.1,16.00%,4.20%,0.70%,16.00%
"Cunningham, Cannen SMU",34,5,16.1,21.7,106.8,91,0.591,0.551,35,4.5,8.4,17.5,12.3,7.30%,2.20%,5.30%,17.30%
"Reyes, Chris UTAH",35,33,15.7,17.9,101.8,91,0.497,0.472,47.2,2.4,10.3,18.2,13.3,5.80%,1.10%,4.30%,14.20%
"Spangler, Ryan OU",35,35,31.1,14.8,122.2,91.1,0.631,0.603,33.8,14.1,9,19,13.3,8.40%,1.30%,3.70%,14.60%
"Quinn, Aqeel SDSU",33,27,26.3,23.6,107.3,91.1,0.535,0.507,23.8,49.7,2.7,10.1,5.7,14.40%,2.50%,0.10%,11.60%
"Shrigley, Matt SDSU",30,17,21.1,16.1,96.3,91.2,0.482,0.471,3.8,80.8,1.1,8.4,4.2,10.50%,2.50%,1.60%,14.10%
"McRoberts, Zach UVM",27,3,20,12.5,112.5,91.2,0.55,0.523,46.5,19.8,9.2,17.4,12.6,8.70%,2.00%,1.80%,14.80%
"Upshaw, Robert WASH",19,4,24.9,22.8,109.8,91.3,0.573,0.593,57.2,0.7,12,24.9,17.1,4.40%,0.90%,17.40%,11.70%
"Morgan, Jeremy UNI",35,35,23.5,14.5,118.1,91.3,0.566,0.526,34.4,61.6,4.9,12.5,8.3,7.80%,3.40%,3.10%,8.90%
"Buchanan, Michael USCU",36,20,18.9,22.9,109.7,91.3,0.571,0.556,40.9,0.5,15.1,18.9,15.5,7.10%,1.60%,5.80%,16.50%
"Walker, Maurice MINN",33,31,24.2,24.5,109.9,91.4,0.617,0.576,45.5,0,10.6,22.1,14.8,5.70%,3.60%,6.50%,17.50%
"Miller, Fred USCU",34,33,31.9,23.8,100.4,91.4,0.515,0.475,24.7,39.3,1.7,15.5,7.9,25.70%,3.60%,0.80%,19.40%
"Prince, Taurean BAYLOR",33,6,26.3,27.9,110.8,91.4,0.576,0.556,28.5,42.9,8.1,16.1,11.3,12.10%,3.70%,3.90%,14.40%
"Taylor, Denzell ODU",35,9,24.2,8.9,109.5,91.4,0.542,0.55,42.5,0,17.1,12.3,13.6,10.00%,2.90%,3.70%,31.70%
"Carlton, James HOWARD",31,31,31.6,28.6,103.5,91.5,0.55,0.497,38.5,20.6,7.6,21.4,13.3,9.00%,2.00%,4.10%,15.80%
"Fall, Amdy STFRNY",29,7,23.3,14.9,109.5,91.5,0.575,0.483,93.1,0,8.8,15.8,11.1,5.50%,2.00%,12.40%,18.90%
"Terrell, Jared URI",33,32,27.1,22.2,90.8,91.6,0.472,0.424,32.2,33.2,2,8.3,4.7,11.70%,3.10%,0.60%,15.20%
"Biruta, Gilvydas URI",33,33,20.8,20.1,113.6,91.6,0.603,0.565,47.3,6,11.7,14,11.6,11.00%,1.50%,2.30%,16.20%
"Carter, Darius WICHST",35,35,21.4,28.4,112.6,91.6,0.561,0.53,41.3,2.3,10.4,20.4,13.7,6.30%,1.30%,3.30%,9.40%
"Booker, Devin UK",38,0,21.5,22.8,119.7,91.6,0.604,0.571,22.3,49.1,2.6,7.8,5,10.90%,1.30%,0.30%,10.50%
"Nelson-Ododa, Alonzo RICH",27,7,23.1,17.5,108.5,91.7,0.574,0.492,54,29.4,6.1,21,12.9,9.80%,1.70%,7.90%,16.60%
"Siakam, Pascal NMSU",34,27,30.8,21.2,121.1,91.8,0.622,0.572,47.2,0.7,13.5,17.8,14.4,10.00%,1.70%,5.90%,15.40%
"Washpun, Wes UNI",35,0,21.9,23.9,105.4,91.8,0.583,0.528,65.5,21.5,1.6,13.1,7.2,27.30%,3.10%,2.90%,22.20%
"Smith, Jaleen UNH",32,32,31.8,20.8,102.9,91.8,0.543,0.474,42.6,35.8,3.1,16,8.9,19.10%,2.70%,1.30%,18.60%
"Moore, Ben SMU",34,30,22.4,20.7,103.4,92,0.509,0.439,60.4,0,11.3,14,11.8,16.70%,2.60%,5.40%,18.90%
"Hamilton, Daniel UCONN",35,35,31.4,24.7,95.6,92,0.472,0.443,23,36.6,4.3,24.1,13.2,26.30%,2.00%,1.30%,16.70%
"Barlow, Alex BUTLER",34,34,33.9,15.3,106,92,0.563,0.521,25.1,63,1.6,12.9,6.4,15.10%,4.10%,0.20%,19.20%
"Marks, Derrick BSU",32,32,31.2,33.5,115.8,92,0.597,0.566,25.2,33.3,2.1,12.9,7,26.10%,3.90%,1.70%,11.60%
"Long, Shawn UL-Laf",34,34,28,27,116,92,0.609,0.579,48.1,20.4,12.3,27.7,18.6,11.50%,1.30%,5.80%,14.60%
"Tarczewski, Kaleb ARIZ",38,37,26,17.7,115.7,92,0.625,0.572,71.2,0,8,16.6,11.5,2.40%,1.10%,2.50%,15.80%
"Baxter, Paul SHSU",35,34,27.2,19,97.6,92,0.509,0.464,39.3,38.1,1.8,9,5.1,19.60%,2.00%,0.60%,19.70%
"Ashley, Brandon ARIZ",38,38,27.8,22.5,114.5,92.1,0.583,0.533,53.3,11.1,8.4,14.5,10.6,4.70%,1.30%,2.70%,12.10%
"Nichols, Austin MEM",27,26,29.5,24.5,105.8,92.1,0.522,0.5,29.3,3,7.9,15.7,11,7.60%,1.60%,12.50%,10.00%
"Rice, Rayvonte ILL",24,20,30,26.3,122.8,92.2,0.607,0.551,41.3,36.6,5.1,20.9,11.8,14.90%,3.70%,1.10%,8.70%
"Hilliard, Nimrod NCCU",31,31,35.4,20.2,115.7,92.2,0.608,0.546,37.6,30,1.9,8,4.7,35.90%,2.10%,1.70%,22.50%
"Hilliard, Darrun NOVA",35,35,28.8,25.3,116.2,92.2,0.581,0.543,26.7,52.8,2,10.7,5.9,15.90%,3.90%,1.30%,8.90%
"Baker, Ron WICHST",35,35,32.7,23.2,120.1,92.2,0.574,0.534,31.4,52.9,3.2,13.7,7.4,16.70%,2.60%,2.80%,8.00%
"Christmas, Rakeem SYR",31,31,34.3,25.6,112.2,92.2,0.6,0.552,51.9,0.3,10.2,19.6,13.5,10.50%,1.70%,8.50%,14.70%
"Hammons, A.J. PUR",34,23,24.3,26.8,105.6,92.3,0.577,0.54,46.7,2.4,12.2,19.7,14.5,9.10%,1.30%,12.30%,17.20%
"Kaminsky, Frank WIS",39,39,33.6,28.5,128.3,92.3,0.635,0.59,41,20.7,6,25.7,14.9,18.40%,1.70%,4.50%,9.90%
"Gilder-Tilbury, Kavin TEXST",31,22,23,22.8,94.4,92.3,0.501,0.432,43.7,35,6.1,12.7,8.4,12.70%,3.10%,1.00%,17.70%
"Ward, Karrington EMU",35,34,31.3,20.9,111.8,92.4,0.518,0.48,31,39.6,6,16.8,10.4,4.30%,2.60%,5.10%,5.20%
"Oubre Jr., Kelly KAN",36,27,21,23,110.3,92.4,0.562,0.512,44.4,38.3,6.4,19.2,12.2,8.10%,3.30%,1.80%,12.70%
"Walden, Corey EKU",32,32,34.6,25.7,126,92.4,0.673,0.617,49.7,38.7,3.3,12.2,7.2,25.40%,5.50%,0.60%,13.90%
"Deng, Majok LAMON",38,37,30.7,19.6,109.8,92.5,0.549,0.505,31.3,36.5,8.5,18.9,12.6,7.70%,1.20%,4.90%,12.70%
"Winslow, Justise DUKE",39,39,29.1,22.8,113.8,92.5,0.579,0.551,43.8,30.9,5.4,19.8,12.2,13.20%,2.80%,2.90%,14.30%
"Uthoff, Jarrod IOWA",34,34,30.3,22,113.5,92.5,0.532,0.504,20.9,39.9,6.7,17.2,11,12.80%,2.30%,6.20%,8.10%
"Holmes, Richaun BGSU",31,31,28.8,25.4,118.5,92.5,0.634,0.594,52.2,14.7,11.6,20.9,14.9,7.20%,1.60%,11.20%,14.30%
"Okoloji, Anali EMU",35,24,16.8,20.5,98.8,92.5,0.48,0.416,38.4,22.1,8.7,15.9,11.2,8.20%,3.20%,2.30%,14.10%
"Allen, Terry RICH",35,34,31.2,24.4,107.6,92.5,0.584,0.538,39.6,19.9,6.8,19.7,12.6,10.10%,2.90%,2.30%,14.70%
"Matias, Angel GEOSOU",27,27,26,18.6,107,92.6,0.537,0.505,29.7,7.7,10.1,13.9,10.9,15.50%,2.00%,1.90%,17.90%
"Perrantes, London UVA",32,32,33.3,14.3,104.6,92.6,0.484,0.434,28.6,50.3,0.9,8.6,4.5,26.50%,1.60%,0.80%,18.70%
"Thomas, TaShawn OU",35,35,29.7,21.2,107.5,92.7,0.559,0.519,39.9,1,8.5,14.9,11,10.40%,1.30%,5.30%,15.80%
"Karnowski, Przemek GONZ",38,37,24.5,23.4,112.5,92.7,0.616,0.623,39.2,0.3,10,16.9,12.5,10.50%,1.30%,4.30%,16.80%
"Hughes, Mike GEOSOU",31,31,30.3,14.3,111.3,92.7,0.549,0.514,36.8,51.9,5.7,12.1,8.1,14.90%,2.70%,0.90%,16.70%
"Chapman, Brekkott UTAH",35,2,15,21.7,107.8,92.7,0.59,0.545,37.7,29.5,8.1,10.5,8.6,5.20%,2.10%,3.10%,16.70%
"Leissner, Tanner UNH",29,27,31,23,106,92.8,0.557,0.498,51.7,28.4,8,19.3,12.6,7.80%,1.40%,2.50%,15.30%
"Ndoye, Youssou SBU",30,30,31.9,22,101.9,92.9,0.558,0.47,79.2,0.4,11.8,24.5,16.4,6.00%,1.30%,9.30%,21.10%
"Cotton, Tekele WICHST",34,34,31.8,18.9,106.1,92.9,0.503,0.468,26.4,38.5,2.6,12.7,6.7,18.30%,2.80%,1.20%,12.00%
"Pollard, Kendall DAYTON",35,27,29.1,25.9,99.7,92.9,0.582,0.557,73.6,3.1,5,17.3,10.6,9.00%,1.90%,3.60%,18.20%
"Samuel, Jamaal LAMON",38,18,19.3,22.9,95.2,93,0.486,0.477,12.5,39.9,5.1,16.9,10.2,5.50%,1.10%,6.00%,11.50%
"Finney-Smith, Dorian FLA",28,24,27.9,26.4,108.4,93,0.568,0.557,25.9,39.7,11.3,16.3,12.6,14.00%,2.60%,3.60%,14.30%
"Freeman, Trey ODU",35,35,32.3,30,110.4,93,0.524,0.487,27.9,26.3,2,14.5,7.4,27.80%,2.70%,0.50%,9.50%
"Wiedeman, Trent GEOSOU",31,31,29,22.6,105.5,93.1,0.534,0.498,31.4,7.1,8.2,13.3,9.8,8.40%,1.50%,4.10%,13.60%
"Minnis, Biggie URI",33,17,19.8,14.4,86.5,93.1,0.445,0.426,43.5,20,2.4,11.6,6.4,21.40%,1.70%,1.00%,24.30%
"Parker, Jacob SFA",34,34,27.1,22.8,125.8,93.1,0.654,0.601,40.1,40.7,7.9,17.7,11.6,12.00%,2.40%,1.70%,13.20%
"Walkup, Thomas SFA",34,34,27.7,26,127.1,93.1,0.64,0.584,61,12.9,11.1,18.2,13.4,28.40%,2.50%,0.70%,15.00%
"Pinkston, JayVaughn NOVA",36,36,25.9,21.2,111.9,93.2,0.569,0.453,83.6,2.7,9.5,15.3,11.3,8.40%,1.90%,3.40%,16.30%
"Wood, Christian UNLV",33,32,32.7,26.4,108.8,93.2,0.58,0.531,43.4,23.4,10.4,22.8,15.6,9.20%,0.60%,8.20%,15.00%
"McKinnie, Alfonzo UWGB",33,20,21.6,22.6,95.6,93.2,0.507,0.498,28,27.6,10.8,18,13,1.80%,1.40%,2.50%,15.00%
"Willms, Matt UTEP",27,9,18.6,15.8,108.3,93.3,0.581,0.551,52,0,8.2,18.8,12.8,9.30%,1.60%,6.40%,18.30%
"Duren, Javier YALE",32,32,31.4,26.7,108.7,93.3,0.557,0.482,50.9,43.6,3.3,18,10,28.70%,2.70%,1.00%,17.80%
"White, Aaron IOWA",34,34,31.5,23.2,132.1,93.3,0.645,0.553,72.6,18,7.7,18.5,12.1,10.20%,2.60%,1.70%,8.70%
"Carter, Keith VALPO",24,17,27.6,17.5,111.2,93.4,0.575,0.559,19.3,53.4,2.2,12.4,6.7,26.80%,2.90%,1.10%,19.80%
"Matthews, E.C. URI",32,31,32.9,30.3,96.5,93.4,0.544,0.49,42.1,49.8,3.9,12.2,7.3,14.20%,1.40%,1.70%,18.80%
"Charles, Ty SFA",34,21,22,18.7,123.9,93.4,0.615,0.56,42.7,38.7,10,18.8,13.1,14.70%,2.30%,0.80%,14.80%
"Kyser, Michale LATECH",36,35,28.4,14.1,122.3,93.4,0.619,0.605,44.8,0,8.7,17.3,11.8,2.80%,1.30%,10.00%,10.30%
"Shepherd, Kasey UL-Laf",36,11,19.8,24.8,108,93.4,0.579,0.537,25.5,54.2,3.2,11.3,6.7,22.80%,5.00%,0.80%,18.40%
"Blackshear, Wayne LOU",36,36,31.4,19.3,113.4,93.4,0.539,0.485,35.3,54.2,3.3,11.9,7.2,7.60%,2.00%,2.00%,8.70%
"McGrew, Rayshaun STNBRK",35,35,26.6,19.8,100.7,93.4,0.488,0.448,34.1,0.8,11.5,22.4,15.5,8.50%,1.50%,0.30%,15.70%
"Diagne, Badou COCAR",34,34,27.5,18.9,106.1,93.4,0.582,0.552,42.5,28.8,8.2,21.8,13.8,5.20%,1.70%,4.40%,19.50%
"Tarpey, Terry W&M",32,32,31.3,19.6,124.2,93.5,0.635,0.578,43,27.9,5.6,26.1,15.5,20.60%,3.60%,4.70%,14.80%
"Tate, Jae'Sean OSU",35,16,22,20.4,111.8,93.5,0.595,0.596,47.7,8.9,10.5,15.9,12.3,3.00%,2.50%,3.10%,14.00%
"Enechionyia, Obi TEMPLE",34,4,18.7,15.1,113,93.5,0.54,0.49,32,29.3,7.4,13.7,9.6,4.80%,1.10%,7.70%,9.20%
