ADVANCED,GP,GS,MPG,USG_PCT,OFF_RTG,DEF_RTG,TS_PCT,EFG_PCT,FT_RATE,3FG_TEND,OFF_REB_PCT,DEF_REB_PCT,REB_PCT,AST_PCT,STL_PCT,BLK_PCT,TO_PCT
"12 Ibekwe, Ekene MD",33,32,25.2,22.6,98.7,85.7,0.542,0.494,60.2,0.4,13.1,19.1,15.1,5.80%,2.10%,10.10%,21.10%
"13 Hamilton, Vernon CLEM",36,36,31.5,22.3,99.3,85.9,0.521,0.517,26.3,31.8,2.5,9.6,5.4,19.70%,3.30%,1.50%,18.30%
"14 Jackson, Darnell KAN",38,3,15.4,17.8,114.6,86.1,0.601,0.55,79.1,0,15.6,20.8,17,3.70%,1.60%,4.10%,18.30%
"15 Crawford, Chaz DREXEL",31,31,29.4,13.4,116.6,86.2,0.569,0.537,57.8,0.7,15.5,23.1,17.7,11.40%,1.80%,11.20%,18.60%
"16 Falker, Randal SIU",36,36,29.5,24.6,106.1,86.2,0.601,0.596,81.3,0,11.7,24.7,16.4,10.80%,1.70%,9.70%,19.80%
"17 Horford, Al FLA",38,36,27.8,22.5,125.3,86.3,0.636,0.608,66,1,12.3,27.1,18.9,14.80%,1.60%,6.70%,14.70%
"18 McLean, Jamel TULSA",31,7,16.9,19.2,102.7,86.4,0.583,0.567,73.3,4.2,11.5,20.3,14.6,6.10%,2.00%,7.40%,20.90%
"19 Rivers, K.C. CLEM",36,10,29,21.9,121.6,86.5,0.592,0.573,17.2,56.3,6,12.6,8.3,11.80%,2.30%,2.70%,9.40%
"20 Jones, Joseph TXA&M",34,34,27.3,23.6,123.3,86.6,0.635,0.573,55.6,10.4,12.1,17.5,13.7,9.40%,2.60%,3.30%,13.10%
"21 Hammonds, Cliff CLEM",36,36,33.4,16.7,119.2,86.6,0.591,0.58,18,60.6,1.8,10.1,5.2,21.10%,2.70%,2.80%,14.30%
"22 Mbah a Moute, Luc Richard UCLA",35,35,29.9,17,104.6,86.8,0.53,0.513,33.5,12.7,10.5,21,14.5,11.40%,3.50%,3.00%,19.40%
"23 Alexander, Ronald MVSU",34,6,17.3,17.5,89.5,86.8,0.484,0.469,49.6,1.6,11.1,22.4,15.2,5.20%,0.90%,10.90%,20.70%
"24 McCullough, Taj WINTHR",32,2,18.3,21.7,111.9,87,0.604,0.596,35.2,24.7,8.3,15.6,10.9,11.10%,4.30%,2.20%,16.00%
"25 Thabeet, Hasheem UCONN",31,31,24.6,13.7,99.8,87.1,0.562,0.554,95,0,10,16.8,12.1,3.00%,0.50%,15.20%,22.20%
"26 Herndon, Boomer BELM",33,7,16.5,32.4,105.5,87.1,0.614,0.61,39.8,0,13.8,21.3,16.5,7.60%,1.60%,8.50%,17.20%
"27 Wood, Jeremiah AKRON",32,30,24,23.4,111.9,87.2,0.588,0.572,52,0,13.9,24.5,17.8,13.90%,2.40%,1.80%,18.50%
"28 Oden, Greg OSU",32,31,28.9,26,119.9,87.4,0.637,0.616,63.8,0,15,23.4,17.8,5.00%,1.20%,12.70%,14.00%
"29 Dozier, Robert MEM",37,36,25.5,20.1,105.3,87.5,0.533,0.493,48.6,14.9,11.1,15.4,12.2,7.50%,2.10%,6.30%,17.30%
"30 Gray, Marquise MSU",35,22,18.7,21.7,101.8,87.7,0.594,0.578,47,0,14.6,22.2,17,6.80%,2.00%,4.30%,22.20%
"31 Byrd, William UAPB",31,31,31.8,21.7,102.9,87.7,0.564,0.534,25.5,10.2,6.3,18.8,11.4,12.50%,2.40%,8.30%,16.90%
"32 Butch, Brian WIS",30,29,19.5,25.7,108.6,87.9,0.54,0.515,46.1,23,12,25.2,17.2,7.50%,1.10%,2.70%,11.90%
"33 Randle, Brian ILL",24,23,25.7,17.7,96.8,88,0.557,0.538,44.4,23.3,6.9,17.2,10.7,9.30%,2.40%,2.20%,22.40%
"34 Lasme, Stephane UMASS",33,33,30.6,20.1,115.7,88.3,0.634,0.611,69.6,0,14.4,19.8,15.6,5.20%,1.60%,16.00%,18.30%
"35 Bright, Ryan SHSU",31,29,29.3,25.5,106.1,88.4,0.575,0.568,45.9,28.2,9.7,20.7,14,20.60%,3.40%,5.10%,17.50%
"36 McClure, David DUKE",33,11,21.7,12.3,98.1,88.4,0.537,0.509,38.2,6.4,9.3,18.3,12.8,4.70%,3.30%,3.30%,24.20%
"37 Thomas, Torey HC",34,34,37.6,24.4,98.4,88.4,0.532,0.444,57.6,34.1,2.3,14.8,7.8,28.90%,4.80%,0.00%,23.60%
"38 Meister, Eric HC",34,0,15.3,13.3,101.9,88.5,0.553,0.562,33.7,0,10.1,21.5,14.4,6.60%,2.80%,3.80%,19.70%
"39 Nuckles, Brad ETNST",34,34,30.8,18.2,108.3,88.5,0.579,0.528,49.2,10.5,9.6,18.4,13.1,8.00%,2.50%,5.80%,17.60%
"40 Robinson, Russell KAN",37,36,28.3,14.5,112.4,88.6,0.552,0.505,55.9,40,4.2,7.7,5.6,24.10%,4.00%,2.00%,21.60%
"41 Gist, James MD",34,33,27.8,21.2,112.5,88.8,0.585,0.549,37,6.6,9.2,17.7,12.7,8.90%,1.70%,7.20%,14.40%
"42 McRoberts, Josh DUKE",33,32,35.3,21,110.3,88.8,0.55,0.509,44.6,7,7.6,19.4,12.6,20.60%,2.00%,6.90%,17.00%
"43 Kaun, Sasha KAN",35,28,17.4,17.9,107.2,88.8,0.535,0.53,37.3,0,10.8,13.3,11.2,4.90%,1.10%,8.90%,13.40%
"44 Brady, Jordan UVU",29,29,20,19.3,111.5,88.8,0.591,0.573,41,6.3,11.7,21.4,15.5,7.70%,3.70%,3.60%,16.70%
"45 Adrien, Jeff UCONN",31,31,33.1,21.2,102.5,88.9,0.528,0.497,51.6,0.3,11.8,18.4,13.6,6.20%,1.60%,4.20%,16.50%
"46 Nelson, Marcus ARMY",31,19,18.3,16.6,78.4,88.9,0.433,0.433,35.1,17.5,5.1,15,9.4,29.90%,4.20%,3.00%,35.30%
"47 Thomas, Eryk ETNST",34,32,26.6,13.9,113.9,89.1,0.665,0.635,37.9,6.9,8.6,14.6,10.8,7.70%,3.20%,4.80%,21.60%
"48 Flowers, Michael WIS",36,36,29.2,14.4,113.2,89.1,0.566,0.513,45.3,45.3,4.3,12,7.6,19.20%,3.50%,1.00%,18.60%
"49 Brown, Donald BUCK",24,21,31.4,23.5,106.1,89.2,0.599,0.563,48.2,0,8.4,21.6,14.2,19.80%,3.50%,2.30%,21.00%
"50 Carter, Warren ILL",34,34,30.8,25.3,105.5,89.3,0.573,0.531,41.3,21.5,7,17.8,11.1,16.10%,1.50%,3.80%,18.10%
"Smith, Andre NDSU",28,28,31.7,28.1,109.6,89.4,0.572,0.546,31.1,7.1,13.3,20.7,15.8,11.20%,3.00%,4.30%,16.80%
"Simpson, Diamon STMARY",32,32,28.4,27.2,104.1,89.4,0.546,0.492,65.7,9.3,13.1,17.4,13.9,7.20%,2.80%,8.20%,16.90%
"Hosley, Quinton FRESNST",32,32,33.3,23.8,99.7,89.4,0.532,0.475,56.4,35.2,8.5,17.8,12.4,10.20%,2.30%,1.80%,17.10%
"Burtschi, Jacob AFA",35,35,32,22.5,126.3,89.4,0.623,0.591,28.8,47.2,6.6,19,12.4,16.50%,3.30%,0.40%,8.40%
"Anderson, Antonio MEM",36,35,28,16.3,109.2,89.4,0.478,0.44,35.9,40.9,4.7,11.3,7.3,21.90%,3.30%,0.90%,14.30%
"Simmons, Keith HC",34,34,35.6,23.8,122.9,89.5,0.619,0.564,49.5,38.2,8.8,13.2,10,13.80%,4.10%,2.50%,11.80%
"Johnson, Marcus UCONN",31,19,16.7,19.3,94.3,89.5,0.504,0.493,38.4,10.3,7.6,10.9,8.3,10.60%,3.50%,2.80%,19.40%
"Kavaliauskas, Antanas TXA&M",34,34,28.4,22.2,112.5,89.5,0.589,0.564,37.5,5.4,8.8,17.3,12.3,11.80%,1.40%,2.80%,14.40%
"Weaver, Kyle WSU",34,33,33.9,21.6,108.3,89.5,0.572,0.504,50.9,13.9,6.6,14.4,9.7,28.60%,4.20%,4.20%,21.80%
"Graham, Louis GEOSOU",31,31,26.4,28.5,100.1,89.7,0.556,0.53,33.6,4,9.6,25.5,15.8,4.80%,2.00%,6.00%,16.60%
"Meno, Boris DAVDSN",33,33,26.3,21.8,102.9,89.7,0.529,0.478,34.7,16.5,10.7,22.7,15.4,5.20%,2.20%,4.40%,16.80%
"Mitchell, Deven MOST",33,2,20.1,27.6,111.1,89.7,0.607,0.528,57.9,4.7,10.5,19.9,13.9,8.70%,4.40%,3.10%,17.00%
"Krabbenhoft, Joe WIS",36,1,20.1,13.8,116.5,89.9,0.588,0.534,57.6,21.2,9.2,20,13.5,15.40%,1.80%,0.50%,20.00%
"Uzoh, Ben TULSA",31,30,25.9,21.9,101.5,89.9,0.542,0.474,48.1,31.8,7,14.3,9.8,12.90%,2.60%,3.60%,19.60%
"King, Shawn ORU",34,33,19.4,17.4,120.2,89.9,0.637,0.644,37.4,0,13.1,21.6,16,8.20%,0.80%,12.50%,14.80%
"Hunt, Jeremy MEM",37,1,23.9,26.6,117.7,89.9,0.574,0.532,39.4,60.4,3,10.3,6.1,11.10%,3.20%,1.50%,9.90%
"Bain, Gjio SMISS",31,17,19.8,9.9,107.4,89.9,0.552,0.57,64.6,0,10.5,19,13.3,0.30%,0.60%,10.00%,17.20%
"McNeal, Jerel MARQ",29,29,30.2,30.4,94.6,90,0.5,0.458,35,26,6.4,11.8,8.3,27.90%,5.20%,2.00%,21.70%
"Green, Dewayne SMISS",31,21,20.6,10.6,86.9,90,0.515,0.493,49.3,19.4,0.7,13.1,6.2,28.20%,4.10%,0.40%,40.30%
"Lovedale, Andrew DAVDSN",34,2,18.1,16.4,94.1,90,0.483,0.467,31.1,7.9,11.5,23.3,16,6.20%,2.10%,3.10%,21.80%
"Bryant, John SCU",31,29,23.2,24.7,103.9,90,0.559,0.528,37.8,0,9.9,24.1,16.1,5.90%,1.20%,8.00%,16.10%
"Frazier, Chester ILL",33,28,31.5,16.9,98.5,90.1,0.481,0.438,49.8,52.2,5.8,12.1,8,29.00%,3.00%,0.70%,24.70%
"Reed, Andrew ETNST",34,26,21.9,20.3,108.1,90.1,0.594,0.571,26.6,6,10.1,14,11.2,7.00%,2.70%,5.60%,16.40%
"Griffin, Taylor OU",31,22,23.4,19.2,91.6,90.1,0.465,0.406,46.3,12,9.2,17.3,12.2,11.50%,2.10%,4.60%,21.30%
"Landry, Marcus WIS",36,6,19.2,17.8,104.7,90.3,0.573,0.561,41,23.1,8.2,12.4,9.4,9.00%,1.80%,5.00%,19.30%
"Linhart, Nate AKRON",31,25,21.7,15.4,111.5,90.3,0.54,0.519,17.7,41.8,6.5,13.8,9.5,10.30%,3.50%,1.70%,14.50%
"Vealy, Marchello ORU",32,1,21.9,19,109.4,90.4,0.56,0.529,33,30.9,10.7,21.5,15,7.30%,2.80%,4.10%,15.10%
"Brewer, Corey FLA",37,37,28.7,25,111.3,90.4,0.578,0.531,43.5,33.4,5.1,13.6,9,18.90%,3.90%,1.40%,18.00%
"Dansby, Shane BELM",33,0,16.5,18.9,99.5,90.4,0.517,0.471,33.6,42.1,7.3,21.7,13.9,15.30%,1.60%,1.30%,21.10%
"Harris, Paul SYR",35,1,21.7,22.4,103,90.4,0.521,0.435,76.5,9.2,10.8,21.1,14.8,14.50%,2.10%,2.80%,18.50%
"Suton, Goran MSU",35,21,26.9,23.1,99,90.4,0.536,0.509,30.5,1.9,11.6,19.7,14.5,21.00%,1.60%,3.50%,22.80%
"Pruitt, Shaun ILL",35,35,26.5,24.5,102.1,90.4,0.556,0.549,51.2,0,13.7,21.2,15.6,1.90%,0.70%,2.10%,15.90%
"Gonzales, Quentin MCNEES",22,2,22.3,35,79.1,90.5,0.387,0.363,24.3,19.5,6.6,23.6,13.5,17.80%,3.30%,4.10%,15.20%
"Watkins, Darryl SYR",33,32,29.1,14,110.5,90.5,0.578,0.544,64.4,0,11.1,14.7,11.7,4.80%,2.40%,11.80%,18.10%
"Travis, Romeo AKRON",32,27,28.3,27.6,114.5,90.5,0.57,0.528,49.7,2.3,10.7,14,11.4,12.30%,2.30%,7.50%,12.70%
"Naymick, Drew MSU",35,11,21.3,11.1,106.4,90.6,0.546,0.48,46.9,0,11.3,12,10.6,4.70%,1.90%,9.50%,21.30%
"Allen, Andre MEM",36,0,20.4,18.1,92.2,90.6,0.425,0.394,44.1,40.4,2.9,7.7,4.9,24.50%,3.60%,0.10%,21.10%
"Robinson, Stanley UCONN",31,13,17.2,18.2,93.7,90.8,0.48,0.432,40.3,30.2,8.7,17.5,11.8,9.50%,1.20%,3.10%,20.40%
"Johnson, Brandon ODU",33,23,28.2,19.8,98.6,90.9,0.494,0.459,29.9,33.2,5.3,13.5,8.7,27.30%,4.60%,0.90%,21.60%
"Ramsdell, Charles TULSA",31,20,18.9,20.1,100.9,90.9,0.507,0.446,30.3,44.6,6.5,18.1,11.4,9.00%,0.90%,4.40%,15.70%
"Gueye, Ahmet HAW",30,30,30.8,21.9,101,90.9,0.548,0.509,49.5,0,13,17.2,14.1,12.90%,1.50%,6.70%,21.10%
"Brock, Calvin ILL",35,9,19.2,17.3,101.7,90.9,0.489,0.472,22.2,18.5,10.4,13,10.5,18.40%,2.30%,1.10%,18.40%
"Slack, Anthony ILLST",31,13,22.6,23.1,104,91,0.611,0.589,66.5,4.9,11.9,19.9,14.6,6.80%,3.80%,5.30%,21.40%
"Godbold, David OU",31,13,27.9,16.8,102.5,91,0.472,0.445,17.7,56.6,6.1,13.8,9.1,12.30%,3.00%,2.50%,12.90%
"Mata-Real, Lorenzo UCLA",36,36,23.1,14.7,114.1,91,0.596,0.642,59.1,0,10.2,19.8,13.8,2.70%,1.00%,5.50%,13.00%
"Hibbert, Roy GTOWN",37,37,26.4,22.6,134.5,91.1,0.693,0.671,55.2,0,15,18.3,15.3,9.30%,1.20%,11.40%,11.80%
"Longar, Longar OU",29,22,26.2,23,100.7,91.1,0.566,0.553,37.7,0,12.1,20.1,14.8,9.40%,0.80%,6.20%,20.80%
"Gibson, Matt HAW",31,30,27.5,20.9,99.5,91.1,0.577,0.535,32,50.6,3.9,14,8.6,23.80%,3.50%,0.40%,25.70%
"Pigram, Courtney ETNST",34,34,33.6,29.9,99.2,91.2,0.516,0.488,25.2,44.5,3,9.8,6,24.00%,4.40%,0.30%,15.50%
"McCandies, Philip COLCH",33,33,26.4,15.1,105.5,91.2,0.6,0.589,22.9,26.3,11.5,18.6,14.2,9.90%,2.40%,4.10%,24.60%
"Pilgrim, Matt HAMPTN",21,19,24,27.7,87.1,91.3,0.522,0.516,42.8,28.9,10.1,16,11.6,8.70%,3.30%,3.70%,24.00%
"Elegar, Frank DREXEL",31,30,29.4,30.2,104.6,91.3,0.573,0.528,61.6,0,8.8,18.8,12.7,6.70%,1.90%,4.40%,15.40%
"Stephens, Andre SMISS",29,12,17.9,15.7,98.3,91.3,0.467,0.438,57.1,0,10.8,17.5,12.7,2.70%,2.10%,2.00%,14.10%
"Gordon, Jamon VT",34,33,31.6,22.4,104,91.3,0.512,0.483,31.9,16.9,4.2,12.8,7.9,28.50%,5.40%,2.00%,16.90%
"Clark, Ivory WSU",34,23,24.1,21.9,102.9,91.3,0.536,0.506,31.3,6.9,8.3,16.5,11.4,9.00%,2.10%,7.90%,14.00%
"Preston, Andrew BELM",33,27,18.1,23,117.3,91.4,0.637,0.622,56.1,3.9,14,16.1,14,13.40%,1.60%,5.00%,17.30%
"Terry, Reyshawn UNC",38,36,21.5,20.9,112.6,91.4,0.613,0.58,33.5,39.2,6.7,20.2,12.7,12.50%,1.80%,2.90%,18.60%
"Petway, Brent MICH",35,32,23.1,16.1,110.4,91.4,0.626,0.604,53.2,0,11.4,19.9,14.5,9.60%,1.70%,7.30%,21.80%
"Wright, Brandan UNC",37,37,27.4,21.9,121.6,91.4,0.646,0.646,44.5,0,8.8,15.8,11.5,6.60%,2.00%,6.30%,12.30%
"Speech, Stanford MVSU",31,21,29.8,26.3,93.2,91.6,0.501,0.439,36.2,34.7,3.7,15.3,8.7,17.70%,3.00%,0.10%,18.40%
"Fazekas, Nick NEV",32,32,30.3,29.8,127.7,91.6,0.648,0.6,34.6,14.9,12.4,28.4,19.7,13.30%,1.50%,4.70%,11.30%
"Dyson, Jerome UCONN",31,30,30.4,25.3,101.9,91.6,0.489,0.421,47.1,37.2,3.9,8.4,5.6,14.60%,3.60%,1.10%,13.10%
"Gibson, Taj USC",37,37,32.4,21.5,103.7,91.7,0.586,0.558,53.5,0,11,19.9,14.7,9.50%,1.00%,6.30%,21.70%
"Shaw, Matt SIU",35,34,30.8,20.9,111.6,91.7,0.601,0.545,40.7,43.9,7.9,18,11.7,9.80%,2.00%,2.00%,16.90%
"Palacios, Juan LOU",28,21,23.8,19.9,109.2,91.7,0.563,0.519,46.4,26.2,8.4,17.7,12.1,9.90%,2.70%,2.80%,16.00%
"Udoh, Ekpe MICH",35,7,20.3,15.7,103.9,91.8,0.489,0.469,25.3,1.9,10.8,13.5,11.2,8.60%,2.10%,10.70%,13.50%
"Douglas-Roberts, Chris MEM",35,35,26.6,25.3,119.3,91.8,0.617,0.57,50.1,16.2,4.3,9.8,6.4,13.60%,2.40%,1.80%,13.20%
"Hill, Steven ARK",35,31,23.5,13.6,104.1,91.8,0.629,0.641,44.1,0.7,7.2,14.5,10.1,3.30%,2.70%,12.70%,21.70%
"Bradshaw, Craig WINTHR",32,31,28.3,25.7,105.9,91.8,0.563,0.539,44.1,31.4,8.3,17.8,11.9,10.30%,1.20%,5.00%,16.00%
"Walls, Calvin TULSA",31,13,19.1,20.4,91.1,91.8,0.47,0.434,52.5,4.4,9.6,14.5,11,9.80%,1.50%,3.40%,19.50%
"Holm, Chris UVM",33,33,31.3,19.8,104.4,91.8,0.514,0.498,48,2.5,17.5,25.7,20,5.90%,1.00%,3.40%,16.90%
"Dahi, Arnaud ODU",32,27,25.1,23.5,99.6,91.8,0.486,0.413,41.1,25.9,9,20,13.4,8.20%,2.50%,2.40%,14.10%
"Obiajunwa, Josh SAVST",30,30,29.8,23.8,93.5,91.9,0.5,0.442,38.9,8,10.5,22.2,14.7,19.90%,2.40%,3.80%,21.10%
"Gray, Aaron PITT",36,35,28.2,25.7,116.2,91.9,0.575,0.565,46,0,14.8,25.4,18.3,13.70%,0.90%,6.90%,11.20%
"Miller, Antuane SFA",26,3,18,33,103,91.9,0.541,0.495,44.3,1.9,9.2,19.7,13.2,8.20%,2.80%,0.80%,12.70%
"Strawberry, D.J. MD",34,34,31.9,22.6,111.8,92,0.559,0.522,38.6,26.4,4.8,9.6,6.8,20.30%,3.50%,1.20%,14.10%
"Collison, Darren UCLA",35,35,33,21.3,113.9,92,0.61,0.559,37.2,36.5,1.2,7.5,4,32.70%,4.20%,0.30%,21.90%
"Anderson, Tim AFA",35,35,32.4,16.1,124.9,92,0.625,0.557,45.3,43.4,5.2,9.5,7.1,18.10%,3.70%,1.50%,15.30%
"Earls, Rod TULSA",31,30,26.6,22.1,109.8,92,0.566,0.513,27.7,61.7,3.1,11.5,6.8,17.20%,2.80%,0.80%,15.60%
"Crow, Darold TULSA",31,4,19.4,22.6,99.2,92.1,0.495,0.442,37.1,31.5,8.8,12.6,9.8,10.80%,1.50%,4.60%,15.80%
"Clifford, Tim HC",34,34,29,25,99,92.1,0.552,0.505,28.1,10.9,9.9,11.8,9.9,11.30%,1.80%,8.60%,20.40%
"Wiggins, Doug UCONN",31,2,17.7,21.8,100.1,92.1,0.509,0.464,31.1,46.4,4,8.2,5.5,19.00%,3.50%,0.40%,17.80%
"White, DJ IND",32,32,31.8,23.9,109.9,92.2,0.555,0.512,44,0,9.3,19.1,13,8.90%,1.70%,8.30%,13.50%
"Cook, Daequan OSU",39,1,19.7,27.5,103.7,92.2,0.552,0.53,20.8,41,4.5,20.3,11.7,11.00%,2.30%,1.40%,13.90%
"Kina, Kaleo NAVY",30,27,25.7,25.9,87,92.2,0.538,0.498,32.1,35.7,4.2,12,7.5,27.70%,4.20%,0.50%,28.70%
"Clark, Earl LOU",32,5,16,19.7,108.9,92.3,0.539,0.514,41.9,18.2,9.6,17.1,12.4,4.90%,2.50%,3.10%,12.00%
"Minter, Donte APP",25,0,20.1,26.3,113.6,92.4,0.651,0.642,37.4,0,6.2,23.5,13.6,13.50%,2.00%,7.00%,16.60%
"Aboya, Alfred UCLA",35,1,17.7,13.7,109.1,92.5,0.527,0.5,48.2,0,13.9,16.3,13.9,2.00%,1.90%,1.60%,15.60%
"Reid, Arizona 'AZ' HIGHPT",32,32,33.2,31.8,106.5,92.5,0.546,0.527,22,10.4,10.7,20.6,14.4,13.40%,2.00%,1.40%,12.90%
"Richards, Drew MOST",33,32,19.2,22.5,101.5,92.5,0.528,0.54,55,0,10.1,19,13.3,8.00%,2.10%,8.00%,13.90%
"Moore, Chris TEXSOU",28,27,31.1,24.5,99.6,92.5,0.519,0.472,40.3,2.5,10,23.8,15.5,14.10%,2.00%,1.50%,16.80%
"Gaynor, Chris WINTHR",31,31,28.2,14.8,120.4,92.5,0.57,0.535,31.2,59.1,2.4,10.6,6,26.50%,3.20%,1.10%,16.90%
"Nelson, DeMarcus DUKE",33,31,31.9,24.6,105.1,92.5,0.556,0.538,33.8,33.2,5.5,14.8,9.5,13.90%,2.60%,1.60%,16.40%
"Sloan, Donald TXA&M",34,0,17.8,17.3,103.8,92.5,0.566,0.54,30.7,30.7,2.9,9.4,5.9,17.90%,2.40%,0.40%,20.90%
"Johnson, Will SFA",29,6,20.4,11.4,106.9,92.6,0.551,0.467,64,25.3,3,13.2,7.4,20.40%,3.80%,0.20%,24.40%
"Williamson, Drew ODU",33,33,31.2,19.7,114.7,92.6,0.542,0.502,32.5,47.9,4.1,9.4,6.2,29.20%,4.50%,1.60%,13.90%
"Sims, Courtney MICH",35,29,24.6,24.7,109,92.6,0.625,0.57,63.3,0,10.1,21.1,14.5,5.50%,1.30%,6.00%,19.10%
"Stith, Donnie TULANE",29,4,21.7,18.2,94.1,92.6,0.547,0.528,85,14.2,8.2,17.5,12.1,9.90%,2.10%,7.80%,23.60%
"Mattis, McHugh USF",30,30,32.9,23,96.1,92.6,0.578,0.553,50.2,0.4,9.2,15.4,11.8,12.50%,2.50%,11.70%,24.10%
"Carter, Josh TXA&M",34,34,29.3,17.8,131.1,92.7,0.68,0.655,27.3,65.2,3.9,12,7.6,15.30%,1.50%,1.90%,11.10%
"Durant, Kevin TEXAS",35,35,35.9,33.1,118.1,92.7,0.594,0.536,39.6,31.4,9.2,23.6,15.2,8.60%,3.10%,5.50%,11.50%
"Williams, Doug ARMY",29,10,17.2,12.6,98.9,92.7,0.61,0.587,38.7,0,8.9,22,14.4,0.90%,1.40%,1.70%,24.20%
"Martin, Torrell WINTHR",27,26,28.1,24.4,118.7,92.7,0.598,0.587,22.1,49,8.9,14.8,10.8,11.20%,2.40%,0.80%,10.40%
"Morris, Randolph UK",34,32,27.6,27.7,116,92.7,0.631,0.592,61,0,9.2,22.3,15,9.10%,1.70%,8.00%,14.60%
"Lekavicius, Linas AMER",30,27,17.8,22.7,88.4,92.7,0.465,0.435,21.9,9.7,6.8,12.2,8.7,28.00%,3.70%,0.20%,23.80%
"Clayton, Jeremy APP",33,32,27.2,18.7,112.3,92.8,0.604,0.603,36.3,4.2,10.9,20.1,14.2,11.00%,2.50%,6.90%,18.20%
"Kirk, Dominique TXA&M",34,34,30.4,12.7,116.4,92.8,0.591,0.564,32,65.2,1,11.1,6,16.90%,1.80%,0.90%,15.90%
"Young, Tony SIU",36,36,27,23.9,98.4,92.8,0.538,0.492,24.7,51.2,2.5,9,5.2,18.30%,3.10%,1.00%,19.20%
"Hillesland, Zach ND",32,4,19.6,16.4,104.8,92.9,0.596,0.579,62.8,0,7.5,19,12.4,19.90%,3.00%,2.10%,27.60%
"Adams, De'Andre WINTHR",34,3,15.1,11.8,95.9,92.9,0.441,0.347,83.1,28.8,0.9,7.7,4,29.00%,3.50%,0.70%,32.60%
"Green, Caleb ORU",34,34,34.8,30.9,111.9,92.9,0.608,0.508,88.6,4.1,10.4,21.2,14.7,17.20%,2.40%,1.00%,19.00%
"Curry, Stephen DAVDSN",34,33,30.9,30,118,92.9,0.622,0.579,27.7,57.2,3.2,13,7.4,18.80%,3.30%,0.60%,13.90%
"Rush, Brandon KAN",38,38,32.5,21.8,109.4,92.9,0.558,0.532,27.6,41.4,5.6,13,8.8,10.80%,0.70%,3.10%,14.20%
"Coleman, Damitrius BETHCO",26,24,25.2,14.3,80,93,0.466,0.429,69,6,3.6,13.2,7.5,31.60%,5.80%,1.40%,36.50%
"Billbe, Brayden AMER",30,28,23.9,20.7,93.2,93,0.482,0.46,32,0.5,9.9,19.6,13.6,7.60%,1.20%,4.10%,16.50%
"Ginyard, Marcus UNC",37,2,16.9,13.1,110.6,93.1,0.558,0.487,47.3,9.8,10,10.8,9.6,13.00%,3.40%,0.80%,23.70%
"Law IV, Acie TXA&M",34,34,33.9,27.8,116.3,93.1,0.598,0.544,42.8,19.2,0.9,10.1,5.4,30.80%,2.10%,0.10%,14.60%
"Conley, Mike OSU",39,39,31.6,19.6,119.2,93.1,0.592,0.552,46.6,22.3,2.7,9.8,5.9,36.60%,4.40%,0.90%,18.80%
"Crocker, Tony OU",31,25,23.3,21.6,102,93.1,0.567,0.533,27.5,46.4,5.5,13.3,8.6,16.30%,2.30%,1.60%,21.00%
"Little, Ernest SOALA",22,19,28.6,25.1,103.1,93.1,0.55,0.533,50.5,0,10.7,27.7,17.3,5.10%,1.70%,6.10%,14.80%
"Davis, Glen LSU",29,28,35,27.4,111.5,93.2,0.564,0.507,53,13.3,13.4,20.8,15.9,14.60%,2.00%,2.90%,15.30%
