ADVANCED,GP,GS,MPG,USG_PCT,OFF_RTG,DEF_RTG,TS_PCT,EFG_PCT,FT_RATE,3FG_TEND,OFF_REB_PCT,DEF_REB_PCT,REB_PCT,AST_PCT,STL_PCT,BLK_PCT,TO_PCT
"31 Rafferty, Matt FURMAN",33,33,26.3,18.3,135.2,91.3,0.651,0.624,36.2,15.9,9.8,21.3,14.5,19.40%,3.60%,2.70%,10.40%
"32 Holyfield, TJ SFA",35,35,27.3,22.3,108.9,91.4,0.631,0.593,39,22.3,10.3,17.3,12.5,5.80%,2.30%,6.00%,21.00%
"33 Colson, Bonzie ND",21,21,32.4,30,115.3,91.5,0.575,0.53,34.9,18.6,8.2,26.6,16.5,6.70%,3.10%,7.40%,8.20%
"34 Gregory, Jamall JSU",36,32,23.1,22.6,95.5,91.6,0.53,0.5,32.3,32.7,2.7,13.6,7.6,24.50%,3.80%,5.00%,22.90%
"35 Spencer, Horace AUB",34,13,17.3,14,109.7,91.7,0.58,0.523,55,0.9,9,22.3,14.3,8.40%,3.60%,8.40%,21.20%
"36 Childs, Elijah BRAD",33,11,20.9,23.1,102.7,91.7,0.53,0.518,36.4,11.1,13.1,21.2,15.9,7.30%,2.10%,8.50%,14.70%
"37 Hall, Devon UVA",34,34,32.1,19.4,123.3,91.8,0.604,0.552,29.2,45.4,1.4,14.9,7.7,19.60%,1.80%,0.60%,9.60%
"38 McDonald, Drew NKY",32,32,30.6,27.8,111.3,91.8,0.572,0.53,28.7,38.6,7.6,27.3,16.7,14.70%,0.90%,1.80%,12.80%
"39 Wagner, Moritz MICH",39,39,27.6,25.8,116.4,91.9,0.624,0.605,26.4,39.1,6.5,24.9,14.7,6.70%,2.20%,2.00%,10.90%
"40 Bradford, Desonta ETNST",33,33,32.6,24,112.6,91.9,0.573,0.529,37.4,35.5,2.9,16.5,9.4,21.00%,3.30%,1.70%,14.00%
"41 Chuha, Eli NMSU",33,1,18.5,23.4,107.7,92,0.548,0.524,43.3,15.2,10.9,17.3,13.3,9.50%,1.30%,1.30%,15.00%
"42 Broome, Cane CIN",34,3,20.5,20.6,111.4,92.1,0.574,0.541,31.7,40,2.7,5.7,3.8,26.20%,2.70%,0.30%,17.90%
"43 Spalding, Ray LOU",36,34,27.6,22.9,113.7,92.2,0.573,0.55,33.8,5.6,13.3,20.9,16.5,9.60%,3.20%,6.30%,13.60%
"44 Porter, Trey ODU",32,31,23.6,25.5,122.6,92.2,0.632,0.588,76.7,0.4,11.6,17.8,13.4,4.60%,1.20%,7.20%,11.00%
"45 Gilmore III, Leon SFA",35,33,23.2,19.7,106.8,92.3,0.569,0.531,52.2,13.6,6.5,19,11.5,9.90%,2.40%,2.50%,17.40%
"46 Chatkevicius, Dainius EVNSVL",32,19,19,15,101.5,92.3,0.574,0.569,35.3,0,10.7,23.6,15.9,1.80%,0.80%,8.50%,19.80%
"47 Canete, Ivan SFA",33,33,23.7,20,111.7,92.4,0.592,0.549,32.9,50.4,3.5,11.1,6.6,21.40%,3.70%,1.10%,19.30%
"48 McLemore, Anfernee AUB",27,21,19.4,16.5,122.7,92.4,0.628,0.597,34.5,33.1,10,19.7,13.6,5.10%,2.10%,16.00%,13.00%
"49 Martin, Gerard GRCNYN",34,0,16.7,12.1,96.1,92.4,0.501,0.5,27.3,64.6,3.4,14.9,8.4,14.30%,1.90%,1.10%,20.70%
"50 Sumbry, AJ WAGNER",33,32,19.4,19.5,99.8,92.4,0.502,0.459,75.8,0,15.2,21.9,16.6,4.50%,1.10%,10.70%,18.70%
"McCall, Tahjere TENNST",27,27,32.1,27.4,100.2,91.1,0.512,0.45,66.1,12.7,5.6,12.5,8.3,34.50%,5.20%,2.10%,20.80%
"Vernon, Keonta GRCNYN",31,25,24.4,19,111.6,91.1,0.572,0.564,45,0,10.8,20.6,14.5,8.40%,2.60%,2.10%,13.40%
"Lammers, Ben GT",37,37,35.4,20.9,110.9,91.1,0.556,0.517,32,0.5,9.9,18.7,13.4,13.30%,1.90%,10.10%,11.90%
"Boykins, Jacobi LATECH",32,32,30.2,21,124.3,91.1,0.628,0.593,27.9,65.5,3,13.9,8,13.70%,3.80%,1.90%,8.60%
"Clark, Gary CIN",36,35,28.6,18.5,125.9,91.1,0.592,0.554,43.1,17.8,12.3,19.5,14.6,14.00%,2.20%,4.70%,11.10%
"Brown, Sterling SMU",35,34,32.7,21.7,117.9,91.3,0.588,0.546,31.3,38.7,6,16.9,10.8,17.90%,2.80%,2.20%,14.50%
"Moneke, Chima UCD",36,33,27.3,28.5,103.5,91.3,0.571,0.527,60.4,0,11,29,18.4,7.30%,1.90%,5.70%,16.90%
"Dama, Muusa EIU",28,27,27.4,17.9,102.9,91.4,0.552,0.503,43.5,0,10.7,27.8,17.7,4.00%,1.40%,8.60%,18.70%
"Taylor, Jimmie ALA",34,14,18.2,15.4,102.1,91.5,0.574,0.577,51.2,0,7.5,15.3,10.4,6.90%,1.50%,8.60%,20.10%
"Lewis, Chris HARV",28,23,18.7,19.8,117.3,91.5,0.67,0.652,46.7,0.7,10.8,18.5,13.6,10.90%,2.70%,7.50%,19.30%
"Hervey, Kevin UTA",35,28,27.8,29,114,91.5,0.575,0.534,33.1,43.7,5.6,27,15.2,15.80%,2.50%,1.80%,11.10%
"Martin, Hassan URI",30,30,26.1,24,118.6,91.5,0.619,0.595,42.1,1.4,9.2,19.9,13.3,6.40%,1.60%,10.00%,11.30%
"Camara, Iba UNH",31,27,24.8,22,101.5,91.5,0.559,0.564,52.1,0,11.1,32.2,19.9,8.70%,1.30%,2.30%,19.30%
"Brooks, Doug VCU",35,20,20.4,17.1,98.5,91.6,0.475,0.434,32,65.2,2.9,13.6,7.5,16.20%,4.60%,0.60%,14.80%
"Boucher, Chris ORE",31,12,23.5,23.5,116.7,91.6,0.597,0.591,31.6,38.3,9.2,20.1,13.8,3.50%,1.00%,11.80%,9.50%
"Butler, Torry SHSU",34,26,19.5,17.6,110.6,91.6,0.554,0.535,30.3,16,9.6,27.2,16.5,9.50%,2.40%,4.60%,12.70%
"Washington, Andre ECU",33,33,24.9,15.9,103.1,91.7,0.557,0.565,74.7,0.6,11.4,18.9,14,7.80%,1.00%,11.80%,19.30%
"Foulland, Nana BUCK",34,34,27.6,25.8,115.1,91.8,0.632,0.63,58.1,0,10.2,22.3,15.4,9.60%,1.60%,7.80%,14.90%
"Mathews, Jordan GONZ",39,39,28,18.2,117,91.8,0.568,0.535,27.6,66.6,2.9,8.9,5.8,8.50%,1.80%,0.40%,8.00%
"Hawkins, Deontae ILLST",35,35,27.3,26.1,112.3,91.8,0.579,0.558,15.9,39.9,7.3,19.1,12.3,9.90%,1.70%,3.10%,10.60%
"Pollard, Kendall DAYTON",26,24,25.9,27.6,108.7,91.8,0.583,0.538,71.4,9.7,4.8,17.3,10.3,12.50%,3.40%,3.20%,13.10%
"Pope, Malik SDSU",24,21,25.9,23.1,108.5,91.8,0.54,0.5,34.9,24.1,7.7,18.8,12.2,13.30%,1.80%,4.20%,12.20%
"Shayok, Marial UVA",34,14,20.6,27.6,98.9,91.9,0.514,0.48,19.9,21.3,2.2,12.6,6.8,10.80%,2.90%,2.00%,10.90%
"Salt, Jack UVA",34,34,18.4,12.5,111.9,91.9,0.559,0.559,48.4,0,11.1,17.2,12.9,3.90%,1.20%,4.90%,15.70%
"Meeks, Kennedy UNC",40,40,24.3,22.6,122.7,92,0.577,0.555,38.5,0,16.5,25.1,19.1,7.60%,2.20%,5.40%,10.00%
"Moore, Ben SMU",35,35,32.3,18.7,119.4,92,0.586,0.562,45.1,1.8,10.1,18,13.1,14.50%,1.70%,4.50%,14.30%
"Spalding, Ray LOU",34,8,19.2,16,110.4,92.2,0.596,0.59,57.5,2.2,11,20.8,14.8,7.20%,2.00%,5.00%,20.40%
"Cole, Patrick NCCU",33,32,35.3,32,102.6,92.2,0.509,0.446,41,36.7,3.8,16.8,9.6,31.90%,1.60%,0.70%,16.60%
"Basile, Dedrick CSUB",35,35,29.8,22.5,105.4,92.2,0.544,0.525,18.1,44.7,2.5,9.2,5.5,21.70%,3.10%,0.40%,15.20%
"Fayne, Phil ILLST",35,34,24.6,18.5,117.4,92.3,0.597,0.59,53.5,0,11.9,16.9,13.3,4.00%,1.40%,5.50%,11.50%
"Swanigan, Caleb PUR",35,35,32.5,28,115.2,92.3,0.629,0.572,49.9,20.2,10.7,32.7,20.9,18.90%,0.80%,2.50%,18.70%
"Melson, Silas GONZ",39,4,23.8,14.5,117.1,92.3,0.584,0.546,23,50.7,2.4,7.9,5.1,9.90%,1.60%,0.70%,11.50%
"Wills, Dre UVM",35,3,19.5,17.6,114.6,92.4,0.594,0.614,54.2,2.6,7.5,15.1,10.5,13.40%,2.90%,3.30%,15.20%
"Murphy, Jordan MINN",34,34,27.5,21.7,105.1,92.4,0.544,0.509,51.6,11.1,9.6,23.5,15.2,6.40%,1.40%,3.70%,13.70%
"Thompson, Trevor OSU",32,20,23,22.1,118.6,92.5,0.62,0.571,57.1,0,13.7,29.6,20.5,4.00%,1.00%,7.50%,14.10%
"Lee, Paris ILLST",35,35,30.9,23.5,110.8,92.5,0.574,0.535,27.4,54.8,1.2,11.8,6.1,34.10%,3.70%,0.40%,17.80%
"Cook, Steven PRIN",30,30,30.2,22.9,116.1,92.5,0.599,0.575,35.4,41.5,5.8,14.6,9.4,11.90%,3.20%,1.10%,11.00%
"Washington, Kyle CIN",36,35,24.7,27,111.9,92.6,0.564,0.53,31.6,11.6,10.3,21.3,14.6,7.60%,0.90%,5.50%,11.40%
"Weisz, Spencer PRIN",30,30,33.1,19.5,107.5,92.6,0.514,0.495,16,60.1,2.9,16.6,9,23.80%,2.90%,1.10%,13.50%
"McConnell, Matty RMU",33,27,25.9,17.4,93.3,92.6,0.465,0.44,16.1,66.5,2.8,16.8,8.7,12.60%,3.70%,1.30%,13.40%
"Acox, Kris FURMAN",35,35,28.7,22.5,114.6,92.7,0.629,0.628,32.2,0,9.7,22.1,14.8,10.60%,2.90%,3.10%,15.60%
"Russo, Cullen FRESNST",26,18,25.4,20.5,93.4,92.8,0.469,0.43,53.1,27.9,4.5,20.5,11.8,18.30%,3.70%,3.10%,17.60%
"Banyard, Nick UCF",36,22,28.4,14.4,94.1,92.8,0.536,0.521,25.5,36.2,5.6,16.5,10.6,11.80%,1.00%,1.00%,25.90%
"Perkins, Josh GONZ",38,35,28.9,15.3,106.1,92.8,0.586,0.554,30.2,68.1,1,6.8,3.9,16.70%,1.70%,0.50%,22.20%
"Patterson, Chazz STPTR",36,36,27.5,11.8,103.8,92.9,0.551,0.486,40.1,64.1,1.8,14,7.3,12.50%,3.70%,1.10%,19.70%
"Chiozza, Chris FLA",36,0,22.2,18.2,111.2,92.9,0.546,0.485,39.6,47.5,2.1,14.6,7.6,30.70%,3.50%,0.00%,19.10%
"Prijovic, Nedeljko TEXST",36,0,17.3,15.2,102.7,92.9,0.498,0.454,35.9,32.8,6.1,19.5,11.8,11.40%,2.20%,4.40%,13.70%
"McIntosh, MiKyle ILLST",30,29,26.7,28,100.1,93.1,0.532,0.464,46.1,31.4,6.8,16.3,10.7,14.20%,1.50%,3.80%,17.40%
"Kell, Trey SDSU",33,32,31.8,24.6,101.7,93.1,0.489,0.425,38.1,37.3,1.8,15.4,7.9,20.10%,2.60%,1.50%,11.40%
"Robinson, Devin FLA",36,35,26.4,19.9,117.1,93.1,0.582,0.547,33.8,36.8,7.3,18.5,11.8,4.80%,1.90%,3.10%,10.20%
"Brantley, Jarrell COLCH",35,35,32,25.8,102.6,93.1,0.56,0.501,44.6,22.7,6.5,23.3,14,9.10%,2.10%,2.50%,16.90%
"Bridges, Mikal NOVA",36,33,29.8,15.3,128.8,93.1,0.681,0.644,24,48.1,5.3,13.4,8.8,12.00%,3.50%,3.50%,15.10%
"Carter, Jason OHIO",31,15,20.7,23.6,111.6,93.1,0.569,0.529,43.4,19.5,10.6,22.9,15.7,5.70%,1.80%,3.10%,12.10%
"Willis, Derek UK",38,15,21.8,13.8,121.6,93.2,0.609,0.598,15.6,63.4,5.2,21.1,12.2,6.60%,1.60%,4.70%,11.00%
"Allen, Dakarai SDSU",33,33,28.2,15.7,107.9,93.2,0.589,0.559,44.3,24.2,5.1,11.5,7.6,10.50%,2.90%,3.40%,18.30%
"Sherman, Omar LATECH",33,33,20.6,23.1,107.7,93.2,0.601,0.585,29.5,7.7,9.1,17.9,12.7,7.80%,1.20%,5.50%,16.40%
"Brown, Zach WICHST",36,30,21,18.4,112.9,93.2,0.551,0.502,46.8,54.7,6.2,10.3,7.5,12.80%,1.90%,1.10%,13.60%
"Isaac, Jonathan FSU",32,32,26.2,20.3,120.5,93.2,0.622,0.568,46.1,34.8,7.7,25,15.3,7.50%,2.50%,6.20%,13.50%
"Morgan, Jeremy UNI",29,29,34.8,25.7,102.1,93.3,0.546,0.49,36.9,49.9,1.7,19.2,9.5,20.80%,3.20%,4.00%,13.80%
"Amin, Ehab TXAMCC",36,36,33.7,27.1,105.7,93.4,0.545,0.506,33.3,30.6,6.9,15.9,10.5,17.90%,5.90%,1.30%,15.10%
"Schenck, Hayden UVU",32,8,17.9,12.3,105.9,93.4,0.58,0.548,79.5,33.7,3.7,13.8,8.5,17.20%,3.00%,1.30%,23.80%
"Iverson, Kuran URI",35,35,26,20.8,105,93.4,0.54,0.519,37.6,30.5,9.4,21.7,14.2,13.10%,1.40%,5.30%,17.10%
"Gilder-Tilbury, Kavin TEXST",36,36,30.6,26.8,110.6,93.5,0.601,0.58,33.7,45.1,4.1,17.8,10.2,14.20%,2.40%,3.80%,12.60%
"Thompson, Darius UVA",33,15,20.8,19.1,105.9,93.5,0.539,0.523,25,43,1.1,8.9,4.6,21.50%,2.70%,2.40%,14.70%
"Adrian, Nathan WVU",37,37,30.3,16.7,113.8,93.5,0.522,0.478,35.3,36.9,9.2,13.4,10.3,16.30%,2.40%,1.90%,14.50%
"Frayer, Oscar GRCNYN",31,25,24.6,19,94.5,93.6,0.484,0.457,21.6,47,6,13.9,9.2,6.20%,2.50%,3.40%,14.20%
"Miles Jr., Daxter WVU",33,26,21,19.9,116.6,93.6,0.544,0.528,29.2,49.6,6.3,6.9,6.1,14.10%,3.80%,0.50%,9.20%
"Burke, Dachon RMU",33,17,22.9,20.6,90.9,93.6,0.494,0.451,28.3,19.5,7,12.3,8.7,7.50%,3.90%,1.60%,18.60%
"Mitchell, Donovan LOU",34,33,32.3,24.6,114.1,93.7,0.538,0.498,24.3,50.9,3.7,12.9,7.7,16.00%,3.80%,1.70%,10.20%
"Baker, Cavon STPTR",36,1,15.9,24.6,101.4,93.7,0.549,0.523,20.7,25.8,4.6,15.8,9.4,11.60%,2.80%,1.80%,13.90%
"Teague, Tahjai BALLST",33,1,19,20.4,102.6,93.7,0.569,0.549,37.4,21.4,8.9,23.7,15.3,8.50%,3.50%,4.70%,19.10%
"Thibodeaux, Travin UNO",32,31,28.8,18.1,100.2,93.8,0.565,0.517,47.3,2,8.9,21.3,14.2,21.50%,3.00%,1.90%,27.50%
"Kempton, Tim LEHIGH",32,32,31.6,31.5,111.3,93.8,0.629,0.575,52.4,13.3,8,30.5,18.5,8.20%,1.60%,4.50%,16.00%
"Ahmad, Esa WVU",34,32,23.8,23.9,107.5,93.8,0.563,0.507,60.2,14.1,8.2,12.6,9.4,13.40%,2.20%,3.10%,17.50%
"Renfro, Nate USFCA",33,33,23.1,15.1,97.9,93.9,0.492,0.497,39.6,25.5,8.4,14.8,10.8,15.30%,2.80%,4.10%,22.60%
"Lual-Acuil Jr., Jo BAYLOR",35,35,26.1,18.1,112.1,93.9,0.564,0.564,38.3,9.9,11,19.1,13.9,2.60%,0.80%,10.50%,12.10%
"McCree, Erik LATECH",33,33,31.7,27.6,108,94,0.589,0.54,38.9,35.1,5.8,25,14.6,8.50%,0.80%,1.50%,14.50%
"Stephens, Quinton GT",37,37,33.3,19,95,94,0.495,0.461,26.8,54.8,4.7,20,11.8,12.80%,2.10%,2.30%,15.70%
"Mathiang, Mangok LOU",33,19,20.8,19.3,115.2,94,0.564,0.531,38.8,0,13.7,18.2,14.8,6.40%,1.50%,6.10%,14.20%
"Chartouny, Joseph FORDM",29,26,33.1,22.5,100.9,94,0.548,0.507,29.2,47.9,1.5,15.3,7.2,33.60%,5.90%,0.60%,20.80%
"Hart, Josh NOVA",36,35,33.2,27.6,123.3,94.1,0.626,0.59,36.7,39.5,5.9,17.5,11.1,18.80%,2.90%,1.00%,11.70%
"Kotsar, Maik SCAR",37,33,24.2,14.5,96.6,94.2,0.486,0.49,26.8,0,8.9,13.7,10.2,5.80%,1.80%,1.80%,16.60%
"Macon, Elijah WVU",35,27,16,18.3,116.1,94.2,0.58,0.553,44,0,11.2,18.7,13.5,7.20%,0.80%,3.00%,13.30%
"Davis, Kyle DAYTON",30,21,27.7,13,128.5,94.2,0.664,0.642,52.7,40.5,2.2,13.6,7.4,17.60%,3.40%,1.40%,12.90%
"Holyfield, TJ SFA",32,32,27.5,21.6,107.7,94.2,0.61,0.565,38.5,22.5,10.2,21.8,14.4,9.20%,2.00%,5.20%,20.30%
"Martin, Wayne TENNST",30,29,31.9,22.2,111.6,94.2,0.62,0.593,40.1,8.8,10.6,23,15.5,5.60%,1.50%,4.20%,17.90%
"Hall, Devon UVA",34,34,27.4,19.4,105.8,94.3,0.517,0.473,27.3,35.1,3.1,17.3,9.4,13.90%,1.30%,0.60%,11.30%
"Izundu, Valentine SDSU",30,9,16.9,8.2,114.2,94.3,0.583,0.615,57.7,0,11.6,10.5,10.1,1.50%,0.60%,11.80%,19.70%
"Omogbo, Emmanuel CSU",36,36,30.4,23.3,113.2,94.3,0.567,0.525,49.6,25.1,10.2,26.4,17.2,12.50%,2.10%,2.40%,13.80%
"Wills, Tony ILLST",35,32,26.9,13.9,102.9,94.3,0.507,0.488,18.8,66.8,1.7,9.3,5.2,11.10%,2.70%,3.10%,12.40%
"Hoetzel, Max SDSU",29,10,19.2,21.4,107.5,94.3,0.54,0.503,22.5,80.2,6.3,16,10.3,4.60%,1.90%,1.40%,10.80%
"Williams, JaCorey MIDTN",36,36,29.7,30,112.4,94.3,0.565,0.535,30.6,3.1,7.4,22.5,14.1,11.40%,1.80%,1.90%,9.90%
"Galbreath Jr., Christopher SHSU",34,9,19.1,28.3,99.4,94.4,0.524,0.488,32.1,4.2,13.1,24,16.7,5.90%,1.60%,4.40%,15.00%
"Hayes, Jalen OAK",34,34,30.1,23.9,115.6,94.4,0.588,0.553,35.8,3.3,9.1,18.6,13,11.10%,2.10%,2.30%,10.70%
"Trapps, Ron NCCU",34,2,16.6,18.7,98.3,94.5,0.472,0.45,13.4,67,4,11.4,7.2,7.00%,1.90%,0.40%,10.40%
"Hopkins, Jaron FRESNST",33,27,29.7,27.1,96.4,94.5,0.511,0.492,28.6,9.8,5.3,16.2,10.2,27.20%,4.20%,1.00%,19.20%
"Rutherford, Tommy UCI",36,0,17.8,17.7,113.4,94.5,0.623,0.599,48.3,0,13.2,19.2,15,4.70%,0.70%,5.40%,19.10%
"Oliver, Cameron NEV",35,33,31.9,25.4,106.6,94.5,0.57,0.541,30,39.6,5.7,23.8,13.8,11.90%,1.50%,8.30%,14.50%
"Adenrele, J.T. UCD",34,33,20.3,16.5,97.8,94.5,0.533,0.497,40.5,0,10,19.5,13.6,5.00%,2.40%,4.00%,20.30%
"Upshaw, Reggie MIDTN",36,36,32,22.4,121.3,94.7,0.601,0.569,33.5,27.4,8.6,17.3,12.1,14.00%,2.10%,3.20%,11.20%
"Shamet, Landry WICHST",36,36,26.7,18.8,129.5,94.7,0.635,0.598,30.1,57.3,2.6,8.7,5.2,22.20%,1.60%,0.90%,10.70%
"Chuha, Eli NMSU",34,32,26.1,20.9,126.2,94.7,0.645,0.612,67.3,2,15.9,21.6,17.6,8.60%,1.20%,1.40%,14.50%
"Boyce, Ronnie USFCA",33,9,18.9,39.5,100.1,94.8,0.54,0.507,26.7,37.7,5.1,18.6,11.1,19.40%,2.60%,1.30%,14.10%
"Tillman, Justin VCU",33,23,25.5,22.1,119.9,94.8,0.605,0.592,31,0.3,13.2,26.5,18.1,3.10%,0.60%,2.20%,9.20%
"Steidl, Kurt UVM",35,34,28.7,13.7,120.9,94.8,0.59,0.552,24.8,70,2,16,8.6,7.30%,1.90%,2.20%,8.60%
"Thomas, Zach BUCK",35,34,29.7,27.7,110.6,94.9,0.61,0.547,45,35.9,4.6,20.5,12.1,23.10%,2.20%,1.70%,19.10%
"Thomas, Rashawn TXAMCC",34,33,33.7,33.5,109.9,94.9,0.596,0.538,58.3,7.2,8.1,23.1,14.3,18.50%,2.70%,7.50%,16.40%
"Taylor, Denzell ODU",31,31,29.5,8.7,104.3,94.9,0.548,0.582,82.3,0,12.9,16.1,13.2,8.90%,2.10%,2.40%,29.00%
"Taylor, B.J. UCF",29,28,36.4,26.6,107.9,94.9,0.529,0.474,43.9,35.3,1.3,9.9,5.5,23.10%,1.80%,0.10%,11.90%
"Brady, Chris MONM",34,34,21.2,18.9,118.4,94.9,0.609,0.586,30.6,4.1,10.7,21.2,14.8,3.60%,1.00%,8.50%,12.50%
"Potts, Giddy MIDTN",36,35,30.5,23.9,121,94.9,0.61,0.575,25.6,48.6,3.8,17.4,10,12.50%,2.60%,0.90%,9.40%
"Williams, Xeyrius DAYTON",32,9,22.8,17.5,116.6,95,0.616,0.586,24.5,49,8.6,15.9,11.3,8.30%,1.60%,5.90%,13.80%
"Martin, Gerard GRCNYN",31,24,29.2,11.9,91.3,95,0.456,0.432,26.6,75.3,2.6,12.7,7.1,15.00%,2.60%,1.20%,21.50%
"Lawson, Dedric MEM",32,32,34.5,28.3,111.8,95,0.549,0.493,43.7,23.7,9.1,22.8,14.7,20.50%,2.20%,6.90%,12.00%
"Holloway, Rashaan UMASS",33,28,19,26.3,105,95,0.631,0.623,65.1,0.5,11.5,21.5,15.4,9.60%,1.70%,6.90%,20.40%
"Burton, Deonte IOWAST",35,35,29.5,28.2,100.1,95,0.531,0.503,26.3,25.2,4.4,18.6,11,11.40%,3.30%,4.80%,13.90%
"Airington, Jaylin CSUB",35,35,31.7,23.3,109.6,95,0.541,0.472,43.3,30.9,5.3,10.9,7.5,13.30%,1.50%,0.30%,12.30%
"Nelson, Dominic SELOU",32,22,22.6,11.4,89.6,95.1,0.486,0.485,59.8,0,11.7,21.5,15.2,2.50%,0.60%,9.50%,26.40%
"Glass, Tevin ETNST",35,34,22.4,19.6,113.5,95.1,0.599,0.547,51.6,7,9.8,22.7,15.3,7.40%,2.00%,2.90%,16.30%
