ADVANCED,GP,GS,MPG,USG_PCT,OFF_RTG,DEF_RTG,TS_PCT,EFG_PCT,FT_RATE,3FG_TEND,OFF_REB_PCT,DEF_REB_PCT,REB_PCT,AST_PCT,STL_PCT,BLK_PCT,TO_PCT
"33 Horford, Al FLA",32,25,22.8,14.1,112,87.2,0.526,0.48,77.2,0,12.3,20.9,15.3,6.70%,2.10%,7.60%,15.40%
"34 Lee, David FLA",32,32,28,26.4,109.7,87.3,0.579,0.525,52.8,1.3,10.8,26.1,17.1,16.40%,2.30%,2.90%,18.40%
"35 Cipriano, Peter SOUTHN",29,27,29.1,17.7,104.9,87.3,0.571,0.57,34.7,2.3,11.9,23.1,15.9,12.90%,2.00%,3.60%,19.00%
"36 Green, Devin HAMPTN",30,30,32.5,24,103.3,87.7,0.544,0.494,42.2,20.8,8.2,18.9,12.2,15.70%,3.40%,1.90%,17.60%
"37 Zoller, Mark PENN",29,18,22.1,23.6,101.8,87.8,0.557,0.533,33.5,14,10.1,23.3,15.1,11.30%,2.10%,0.90%,18.00%
"38 Nelson, Spencer USU",32,32,29.4,27.3,131,87.8,0.681,0.617,67.9,12.8,11.7,22.2,16.2,34.10%,2.60%,2.10%,17.30%
"39 Myles, Ellis LOU",37,37,30.4,20,107.2,87.8,0.549,0.506,98.8,2.1,13.6,19.9,15.8,19.90%,2.60%,3.20%,24.30%
"40 Zimmerman, Thurman SCARST",31,30,29,27.1,111,87.9,0.59,0.508,70.3,11.1,9.1,20.5,13.8,17.30%,2.80%,0.70%,18.20%
"41 Pinkney, Kevinn NEV",31,31,29.2,20.8,116.4,88,0.599,0.548,46.5,5.2,10.4,18.7,13.4,9.30%,2.60%,2.70%,13.10%
"42 Simmons, Keith HC",32,0,26.1,21.8,122.4,88.2,0.643,0.602,34.1,45.6,7.1,12.4,8.9,10.00%,3.80%,2.50%,12.80%
"43 Heath, Demeco SCARST",28,18,27.1,21.5,99.8,88.2,0.554,0.51,43.9,30.8,9.8,18.6,13.1,20.70%,2.90%,1.50%,25.50%
"44 Auguste, Wilder SHSU",30,26,23.4,22.9,99.7,88.2,0.548,0.507,65.3,0.5,8.8,17.9,12.6,8.90%,2.20%,4.60%,18.00%
"45 Jones, Dwayne STJOES",36,36,34.8,18,105.3,88.4,0.54,0.507,109.3,0,15.6,24.1,18.3,5.70%,0.70%,9.30%,18.20%
"46 Collins, Chris AAMU",31,12,21.2,15.6,76.9,88.5,0.43,0.341,76,0,3.5,17.5,9.3,2.90%,1.20%,7.30%,21.40%
"47 Wynn, Shaun BU",29,29,30,16.5,94,88.5,0.413,0.375,32.3,37.5,6,9.4,7.2,23.40%,3.90%,0.30%,16.70%
"48 Owens, Larry ORU",33,15,26.2,19.1,108,88.6,0.559,0.566,37.6,9.8,11.5,20.9,15,17.90%,3.90%,3.50%,19.00%
"49 Augustine, James ILL",39,39,26.6,17.2,131.5,88.7,0.672,0.621,64.8,0,12.2,22.4,16.1,7.40%,2.20%,4.80%,13.60%
"50 Bell, Rashad BU",29,28,32.1,25.8,112.6,88.7,0.589,0.536,58.5,0.7,7.5,12.8,9.4,6.60%,1.80%,5.80%,12.30%
"Matthews, Andre AAMU",31,26,22.1,15.2,91,88.9,0.498,0.524,60.1,2.1,6.4,17.8,10.8,8.80%,2.10%,1.40%,18.80%
"Roberts, Lawrence MSST",32,32,32,28.2,108.5,88.9,0.533,0.463,75.4,10.7,12,25.1,17.2,12.60%,2.90%,2.70%,14.60%
"Fraser, Jason NOVA",28,4,21.2,15.8,112.4,89,0.644,0.622,127.8,0,15.6,20.5,16.1,3.80%,1.00%,12.80%,24.70%
"Villanueva, Charlie UCONN",31,31,25.8,25.5,109.3,89.1,0.574,0.531,46.2,3.9,11.4,20.3,14.6,10.20%,1.40%,6.60%,16.00%
"Gray, Taj OU",33,32,27.7,26.7,113.4,89.3,0.591,0.557,55.4,0,15.2,20.3,16.3,11.00%,2.60%,6.50%,16.40%
"Graham, Louis GEOSOU",31,13,17.1,22.2,108.3,89.3,0.537,0.528,42.7,0,16.8,24.5,18.6,1.50%,2.10%,8.90%,11.90%
"Williams, Marvin UNC",36,0,22.2,21,122.7,89.4,0.638,0.545,66,17.8,9.5,21.8,14.8,5.40%,2.60%,2.20%,14.90%
"Randolph, Shavlik DUKE",29,20,18.9,15.3,98.1,89.4,0.443,0.406,51.3,11.1,11.5,12.9,11.2,8.80%,3.20%,6.70%,17.30%
"Mopa Njila, Germain UVM",32,32,27.2,14.1,99.2,89.4,0.518,0.488,24.8,22.4,7.9,21.9,13.7,14.60%,3.50%,0.40%,25.10%
"Lee, Charles BUCK",33,33,31.3,24.6,99.9,89.5,0.559,0.508,38.4,34.6,6.7,18.6,12,12.90%,3.00%,1.20%,19.80%
"Brooks, Darren SIU",35,35,33.2,26.2,109.1,89.5,0.532,0.497,21.6,20.9,6.9,12.3,8.7,28.30%,4.90%,2.00%,14.70%
"Fairley, Thomas LAMAR",27,7,22,20,102.1,89.6,0.49,0.488,34.4,0,10.6,22.9,15.4,4.90%,2.30%,5.60%,10.10%
"Badmus, Abe BUCK",31,27,26.1,14.3,101.9,89.6,0.56,0.509,61.2,41.4,4.2,10.6,7,28.10%,4.60%,1.60%,30.00%
"Lufkin, Nate HC",29,29,26.2,17.6,99.4,89.8,0.497,0.446,53,2.4,10.2,13.1,10.7,9.40%,1.70%,8.10%,18.20%
"Brewer, Ronnie ARK",30,29,31.8,25.9,115,89.9,0.562,0.525,45.8,25.3,6.5,11.5,8.3,22.90%,4.80%,1.70%,12.40%
"Maxiell, Jason CIN",33,33,31.4,22.7,117.3,90,0.599,0.546,90.4,1.7,11.3,13.9,11.5,5.70%,1.90%,8.60%,13.20%
"Danley, Steve PENN",29,28,25.5,20.1,105.6,90,0.544,0.492,64.1,8.3,7.5,14.8,10.1,14.30%,2.10%,3.80%,16.60%
"Bright, Ryan SHSU",30,1,17.6,22.5,108.6,90,0.578,0.577,33,44.7,9.6,17.1,12.6,17.40%,2.10%,2.20%,15.30%
"Reed, Kevin MAINE",29,28,32.1,22.5,101,90.1,0.522,0.502,16.9,62.2,4.4,19.4,11,12.30%,4.00%,0.50%,14.40%
"Mason, Brian SCARST",31,23,25.5,22.9,100,90.1,0.561,0.515,45.3,12.8,7,14.5,10,8.00%,2.60%,2.50%,20.20%
"Walker, Jonathan SELOU",33,2,19.8,18.7,94.8,90.1,0.512,0.45,62.4,2.1,8.4,13.3,9.9,5.40%,2.00%,4.80%,20.00%
"Long, Casey UTCHAT",31,31,24.8,20.8,104,90.2,0.586,0.51,54.9,53.4,2.8,14.7,8.4,21.70%,3.50%,1.80%,24.70%
"Falker, Randal SIU",35,0,15.6,15.5,104,90.3,0.574,0.577,43.3,0,13,17.5,13.9,6.70%,2.40%,6.20%,22.50%
"Morris, Randolph UK",34,33,19.8,22.3,113.8,90.3,0.569,0.528,71.9,0,9.1,15.5,11.4,6.90%,2.40%,5.40%,11.50%
"Cowgill, Robbie WSU",28,19,23.9,18.3,88.3,90.3,0.453,0.434,39.6,2.5,5,12.9,8.1,8.10%,2.20%,4.90%,13.00%
"Katelynas, Mindaugas UTCHAT",31,31,26.8,21.3,111,90.4,0.608,0.585,49.8,18.2,11.5,24.9,17.3,11.30%,1.60%,1.60%,19.10%
"Vasylius, Valdas ODU",34,5,20.6,22.6,112.6,90.4,0.59,0.541,81.1,20.9,9.8,12,10.1,8.10%,3.20%,1.60%,14.50%
"Schenscher, Luke GT",32,32,26,20,107.1,90.5,0.567,0.541,36.3,1.6,11.3,18.5,13.7,9.60%,1.50%,7.00%,17.40%
"Williams II, Michael BETHCO",30,30,26.8,23.7,96.9,90.6,0.539,0.522,46.6,0,9.6,19.1,12.9,13.20%,4.10%,2.00%,19.00%
"Lamkin, Corey TXAMCC",28,25,26.9,21.8,121.8,90.6,0.657,0.609,58.4,0.9,13.6,20.2,15.2,7.80%,2.30%,3.70%,15.80%
"Crawford, Chaz DREXEL",29,26,24.4,14.2,106.3,90.6,0.562,0.561,56.9,0,11.6,20.4,14.7,5.90%,1.70%,12.20%,19.40%
"Williamson, Drew ODU",34,34,26.5,13.4,116.6,90.7,0.529,0.506,31.3,42,3.6,8.8,5.8,30.60%,4.00%,1.00%,16.00%
"Hagen, Jeff MINN",32,30,27.1,22.7,106.9,90.8,0.596,0.53,61,0,10.9,16.5,12.6,17.70%,1.70%,10.20%,22.50%
"Kinsey, Greg HC",32,32,20.6,16.5,98.5,90.8,0.478,0.475,19,33.1,5.7,11.4,7.8,12.50%,3.20%,0.90%,14.50%
"Maclin, Tamarr MOST",32,30,23.2,24.2,104.5,90.8,0.639,0.613,83.9,0,15.8,23.7,18.1,7.50%,3.00%,7.00%,25.40%
"Garcia, Francisco LOU",38,38,31.9,24.5,117.1,90.9,0.591,0.52,40,45.3,4.4,9.9,6.8,24.00%,3.10%,5.30%,17.10%
"Gaynor, Chris WINTHR",33,33,30.3,15.2,97.6,90.9,0.488,0.462,22.3,60.9,2,9.9,5.4,30.10%,4.40%,0.30%,24.70%
"White, Charlie JACKSN",29,20,25.8,20.3,90.9,91,0.488,0.432,46,16.9,3.9,11.3,6.6,24.80%,4.90%,1.20%,21.90%
"Wallace, Judson PRIN",28,27,24.5,33.5,108.9,91.1,0.61,0.519,68.4,37.2,9.7,21.1,14.3,24.10%,3.10%,5.90%,19.30%
"Washington, Jermaine NEV",31,20,24.7,15.5,104.3,91.1,0.562,0.535,43.9,4.5,10.6,13,10.7,12.40%,1.90%,4.50%,21.30%
"Tucker, Rico MINN",32,4,17.1,23.4,88,91.2,0.486,0.444,27.1,48.8,2.9,7.5,4.8,22.10%,5.00%,2.00%,24.60%
"Hicks, Eric CIN",32,28,31.4,21.5,112.7,91.2,0.555,0.526,60.3,5.1,12.7,16.6,13.4,5.10%,0.90%,7.10%,11.80%
"Brown, Calvin NORFST",27,27,28.2,17.7,111,91.2,0.647,0.631,68.2,0,12.2,13.7,11.6,12.10%,2.60%,2.50%,22.70%
"Michalec, Mickey ORU",33,24,17.5,22.5,104.9,91.2,0.529,0.505,13.6,0.5,12.7,25.3,17.7,9.40%,1.30%,5.20%,14.70%
"Elliott, Carl GWU",30,30,29,18.4,92.4,91.2,0.519,0.505,30.6,19.6,2.4,12.6,6.9,27.40%,5.20%,0.70%,28.80%
"Mott, Alvin SOUTHN",29,9,20.9,19.7,83.6,91.2,0.472,0.421,30.4,43.3,5.6,15.2,9.4,8.60%,1.90%,2.40%,23.30%
"Boone, Josh UCONN",31,31,29.5,18.7,117.1,91.3,0.637,0.609,53.9,0,13.5,15,12.9,7.50%,1.20%,9.10%,18.00%
"Knight, Joe LEHIGH",28,28,30.1,28.2,99.1,91.3,0.513,0.443,46.1,49.4,2.6,13,6.8,37.20%,3.50%,0.00%,16.60%
"Jones, Joseph TXA&M",31,31,26.6,23.8,115,91.3,0.611,0.579,70.7,1.2,12.1,19.9,14.9,6.80%,1.70%,5.70%,14.60%
"Saunders, Deon SOUTHN",22,10,22.6,25.9,88.3,91.3,0.515,0.47,62.7,6.6,6.8,17.4,11,11.90%,1.70%,1.30%,22.60%
"Martin, Joe AAMU",31,27,28.7,25.1,100.2,91.3,0.507,0.493,43.3,18.2,12.1,15,12.2,8.90%,1.80%,1.20%,12.70%
"Spicer, Kevin ALST",30,30,28.2,20.5,102.1,91.4,0.553,0.507,59.3,8.3,11.9,19.4,14.7,7.00%,2.00%,2.40%,18.30%
"Wolff, Matt BU",29,1,16.9,14.7,105.8,91.4,0.597,0.555,36.3,47.3,2.9,11.2,6.6,10.70%,2.10%,0.20%,19.80%
"Vaughn, Jarvis SOUTHN",29,19,19.7,16.6,94.5,91.4,0.495,0.449,42.6,2.9,7.5,9.5,7.7,11.50%,3.10%,1.80%,19.40%
"Byrd, William UAPB",28,28,29,19,91.1,91.4,0.462,0.426,27.7,15.7,8,18.1,11.9,11.30%,2.60%,8.20%,15.80%
"Teichmann, Guilherme TULSA",29,28,22.2,16,102.2,91.4,0.556,0.549,38.2,30.6,6.8,23.6,14.2,12.00%,3.00%,7.50%,19.20%
"Patton, Jonathan SELOU",33,33,27.8,23.3,110.6,91.4,0.569,0.548,16.5,56.5,4.7,10.5,6.9,11.00%,2.90%,0.70%,12.00%
"Bryant, Terry SELOU",33,33,31.6,18.2,93.8,91.4,0.498,0.452,28.2,24.2,1.3,9,4.7,14.20%,3.20%,0.60%,18.70%
"Muhammad, Isma'il GT",29,22,23.3,22.4,92.4,91.5,0.486,0.473,53.7,3.9,9.1,13.7,10.4,15.40%,3.30%,1.50%,20.30%
"Owen, LaMar SIU",35,20,20.1,18.2,112.4,91.5,0.538,0.513,19.1,1,10.8,13.4,11,7.60%,3.50%,2.60%,10.80%
"Palacios, Juan LOU",38,30,27,18.7,111.6,91.6,0.562,0.532,38.1,23.1,11.5,15.3,12.5,6.80%,2.30%,1.90%,16.10%
"Clark, Rahshon IOWAST",31,20,23.2,16,109.6,91.6,0.621,0.599,28.6,29.2,9.7,10.5,9.3,8.30%,4.20%,3.50%,20.20%
"Tompkins, Hilton JACKSN",32,19,20.3,24.9,85.9,91.6,0.46,0.451,12.4,26.9,6,15.5,9.4,13.10%,3.40%,3.50%,17.40%
"Wilkinson, Mike WIS",34,34,31.8,23.8,116.9,91.6,0.587,0.552,42.4,20.9,9.4,18.8,13.1,13.90%,2.20%,3.20%,11.90%
"Morrison, Marcus MIDTN",31,15,26.2,21.4,110.1,91.6,0.563,0.552,35.1,37.5,7.2,18.5,11.6,12.20%,3.10%,1.80%,14.60%
"Kelati, Thomas WSU",28,28,36.2,23.1,104.5,91.6,0.584,0.559,21,61.5,3.2,11.7,6.7,20.90%,2.80%,1.20%,16.50%
"Mensah-Bonsu, Pops GWU",30,22,24.3,25.2,108.2,91.6,0.589,0.571,68.8,0,10.3,20.6,14.3,6.60%,2.00%,7.20%,15.90%
"Hardman, Richard UALR",28,28,24.7,25.7,105.4,91.6,0.526,0.481,25.3,18.8,12.6,23.3,16.6,9.50%,2.80%,2.20%,12.90%
"Draper, Dontaye COLCH",28,7,25.5,24.3,105.6,91.7,0.568,0.5,46.7,45.9,0.9,11.6,5.6,21.80%,4.20%,1.80%,17.10%
"Weaver, Kyle WSU",25,10,19.6,21.9,80.4,91.7,0.43,0.395,41.2,18.5,6.4,13.8,9.1,24.80%,2.00%,2.30%,25.10%
"Simien, Wayne KAN",26,26,34.3,27.4,121.2,91.8,0.625,0.558,50.3,4,11.6,23.8,16.8,9.10%,1.00%,2.00%,12.40%
"Curtis, Aaron TCU",35,2,19.3,23.4,94.4,91.8,0.499,0.447,49.3,23.3,6.6,17,10.6,12.50%,3.70%,1.80%,17.90%
"Hurley, John HC",32,32,30.3,16.8,100.5,91.8,0.489,0.477,41.1,2.3,12.5,12.1,11.3,7.70%,2.00%,3.50%,16.20%
"Travis, Romeo AKRON",29,21,28.4,22.8,109.3,91.9,0.568,0.538,49.8,4.8,12.8,17.1,13.6,15.80%,2.60%,5.90%,17.00%
"Harris, Nate USU",32,31,30.9,20.3,126.9,91.9,0.673,0.655,38.3,3.4,7.8,16.6,11.8,12.30%,1.90%,2.50%,13.20%
"O'Bryant, Patrick BRAD",27,26,23.1,21.5,108.2,91.9,0.592,0.557,39.7,0,11.1,24.7,16.8,6.10%,2.20%,13.30%,17.40%
"Davis, Paul MSU",32,29,26.9,23.8,112.4,91.9,0.575,0.543,39.7,2.8,13.1,23.2,17,11.60%,2.40%,2.70%,15.80%
"Begley, Tim PENN",29,29,36.1,21,107.5,91.9,0.574,0.543,28.6,63.3,3.3,14,7.8,28.70%,2.20%,1.10%,20.10%
"Lee, Chris SELOU",33,2,16.1,15.9,80.3,92,0.438,0.399,29.8,41.3,2.9,10.5,6.1,10.60%,2.50%,0.20%,23.90%
"Doherty, Pat HC",32,9,15.6,18.8,97.4,92,0.509,0.475,25.4,56.6,2.2,6.6,4,27.80%,3.70%,0.00%,23.60%
"Brown, Donald BUCK",32,6,15.6,15.3,88.1,92,0.549,0.531,55,7.5,7,16.5,11.1,6.30%,2.00%,2.00%,28.20%
"Foye, Randy NOVA",32,32,32.1,26.8,109.9,92.1,0.52,0.481,26.4,35.7,6.2,11.5,7.9,21.50%,4.00%,1.50%,12.90%
"Shuler, James WINTHR",32,31,28.9,23.3,110.9,92.1,0.57,0.475,67.9,23.3,3.5,14.4,8.1,23.30%,2.70%,1.30%,16.40%
"Jones, Marcus AAMU",32,0,19.6,22.4,94.3,92.1,0.539,0.44,80.4,31,1.5,6.1,3.4,26.00%,3.60%,0.30%,24.30%
"Ibekwe, Ekene MD",30,18,21.5,23.1,88.1,92.1,0.458,0.416,56.8,8.6,10.2,18.3,13.1,5.50%,2.20%,8.00%,18.90%
"Sheridan, Will NOVA",32,29,26,10.9,111.7,92.1,0.552,0.496,43.9,0,10.6,14.6,11.2,3.70%,2.50%,4.80%,18.80%
"Wright, James UWM",32,5,19.8,11.6,105.6,92.1,0.543,0.534,77.3,0,10,13.8,10.7,5.00%,2.50%,3.30%,20.30%
"Alexander, Ronald MVSU",28,25,28.1,9.6,126.8,92.1,0.662,0.667,44.4,0,11,18.8,13.5,2.90%,1.50%,11.80%,15.70%
"Monserez, Nick LEHIGH",29,29,28.9,16.4,106,92.1,0.557,0.515,37.6,59.3,3.7,15.6,8.5,8.50%,2.20%,1.60%,12.10%
"Morley, Zach WIS",33,17,22.7,19.2,105.1,92.2,0.579,0.551,40.4,31.5,4.7,20.6,11.8,16.50%,2.30%,0.70%,20.20%
"Quaintance, Haminn JKSNVL",27,26,31.9,24.4,97.5,92.2,0.558,0.531,60.4,11.5,9.3,20.8,14.3,22.00%,3.70%,7.80%,24.40%
"Sullinger, J.J. OSU",32,32,26.4,18.5,117.3,92.2,0.607,0.588,39.2,25.8,6.2,18.3,11.5,11.90%,2.90%,2.00%,12.70%
"Granger, Jeff HAMPTN",30,28,26.9,23,94.6,92.3,0.461,0.385,41.6,52.9,4.1,9.4,6.1,10.30%,3.40%,0.10%,13.60%
"Burtschi, Jacob AFA",30,30,27.3,17.9,114.6,92.3,0.574,0.555,19.3,54.2,6.4,18.7,11.1,9.60%,4.30%,0.70%,10.30%
"Nurse, Earl LEHIGH",29,29,28,11.6,89.7,92.3,0.484,0.425,50,4,8.6,14.7,10.3,14.80%,1.80%,3.20%,30.70%
"Harris, Mike RICE",31,31,32.5,27.5,127,92.4,0.668,0.616,48.1,7.3,13.9,25.9,18.8,9.00%,2.40%,3.50%,12.40%
"Frazier, Joseph CSUN",17,14,27.9,23.2,103.6,92.4,0.563,0.493,40.7,28,5.6,11,7.6,18.00%,5.00%,2.00%,20.30%
"Colter, Henry COPPIN",28,25,22.7,14.6,94.4,92.4,0.465,0.397,55.2,0.9,10.5,15.8,11.9,8.20%,2.20%,8.30%,19.10%
"McNaughton, Chris BUCK",33,32,24.7,27.6,105.7,92.4,0.625,0.596,46.9,0.7,7.1,16.5,11.1,9.60%,1.40%,4.30%,18.60%
"Tigert, Adrian UWM",32,32,30.6,13.8,124.8,92.5,0.671,0.646,36,37.6,7.9,17.1,11.3,14.40%,2.00%,2.20%,19.50%
"Hill, Steven ARK",30,18,15.7,9.5,93.8,92.5,0.511,0.509,45.6,0,7.9,9.5,8,2.20%,1.80%,12.90%,23.50%
"Stinson, Curtis IOWAST",31,29,35.6,28.9,99.1,92.5,0.504,0.461,34.1,17.8,4.5,13,8,28.50%,3.90%,0.40%,15.90%
"Williams, Jason USU",27,9,20,16.5,104.7,92.5,0.534,0.521,28.6,33.6,5.5,16,10.5,8.60%,1.90%,1.90%,15.20%
"Brown, Chris UTCHAT",31,30,28.3,20.8,110.6,92.5,0.562,0.527,31.4,32.1,9.8,15.2,11.9,16.80%,2.30%,2.60%,17.20%
"Buckman, Brad TEXAS",31,30,25.5,23.7,115.5,92.5,0.611,0.567,63.2,16.6,12.3,22.4,16.1,8.00%,1.80%,6.70%,17.10%
"Nelson, DeMarcus DUKE",33,2,19.2,19.9,97.3,92.6,0.482,0.445,67.3,28.5,10.6,14.5,11.6,7.90%,2.60%,1.20%,18.00%
"Campbell, Joe MAINE",29,29,30.4,17.5,106.1,92.6,0.544,0.469,39.8,23.2,9.6,17,12.2,13.00%,2.60%,3.20%,19.00%
"Brown, Bruce HAMPTN",30,30,29.1,24.6,101.2,92.6,0.632,0.662,59.5,0,8.5,18.5,12.1,5.20%,0.50%,4.90%,21.30%
"Ingram, Jack ILL",39,0,15.1,15.9,117.5,92.6,0.535,0.503,19.3,15.3,11,11.3,10.3,5.00%,2.70%,3.70%,8.40%
"Roberts, Terrence SYR",33,7,18.5,20.3,107,92.6,0.585,0.575,49.7,4.2,11.9,12,10.7,6.10%,3.60%,5.30%,18.40%
"Williams, Phillip WINTHR",33,22,21.2,16.7,120.1,92.6,0.646,0.614,51.3,27.9,7.4,17.4,11.2,6.90%,1.40%,2.60%,14.10%
"Andrews, Aaron MORGST",28,27,27.8,20.4,109.4,92.7,0.604,0.625,38.8,0,12.1,21.9,15.4,14.50%,2.40%,2.60%,17.60%
"Ogunride, Karandick NORFST",27,27,33.1,18.1,98.9,92.7,0.472,0.432,46.2,1.3,8.8,15.5,11,4.80%,1.00%,5.30%,11.30%
"Brewer, Corey FLA",32,32,24.7,16.8,110.4,92.7,0.583,0.565,50.9,23.1,7.7,8.6,7.4,14.60%,3.50%,1.80%,20.10%
"Forth, Craig SYR",34,34,19.5,12.1,117.6,92.7,0.57,0.547,41.9,0,11.7,17.5,13.2,4.60%,2.00%,6.30%,14.20%
"Stamper, J'son MINN",32,4,17.2,19.1,91.8,92.8,0.515,0.458,64.4,0.8,14,19.8,15.6,8.00%,2.00%,0.80%,26.60%
"Konare, Issa HIGHPT",31,16,16.5,14,94.9,92.8,0.517,0.471,42.2,10.8,8.5,16,11,4.20%,2.50%,6.40%,21.90%
"Uter, Adrian HOFSTR",30,16,19.1,16,114.9,92.8,0.609,0.631,55.7,0,13.2,17.4,13.9,4.20%,1.60%,11.50%,16.00%
"Butler, Hosea MVSU",28,27,35.1,21.4,106.7,92.8,0.5,0.451,27,46.3,3.1,9.8,5.8,28.50%,5.50%,0.50%,14.50%
"Stehle, Matt HARV",27,27,31.1,23.5,105.5,92.8,0.593,0.531,52,16.1,9.4,23.8,15.1,19.40%,3.10%,3.00%,22.20%
