ADVANCED,GP,GS,MPG,USG%,OFF RTG,DEF RTG,TS%,EFG%,FT RATE,3FG TEND,OFF REB%,DEF REB%,REB%,AST%,STL%,BLK%,TO%
"Nelson, Marcus ARMY",30,30,26.2,13.2,93.1,92.2,0.505,0.5,38.5,9,4.1,11.7,7.2,21.10%,2.20%,5.60%,24.00%
"Dierkers, Tyler MIA-OH",30,30,36.4,15.9,107.5,92.2,0.558,0.514,38.7,4.7,9.9,15.7,11.8,13.20%,3.00%,2.10%,19.50%
"Holmes, Mike SCAR",31,29,27.5,21.1,102,92.3,0.486,0.48,40.1,1,11.6,19.1,13.9,2.60%,2.60%,4.10%,11.10%
"Hargrove, Lucas AUB",36,14,25.1,17.7,103.5,92.3,0.551,0.525,39.7,33.5,6.7,16.5,10.5,13.20%,2.60%,2.70%,19.10%
"Smith, John AAMU",27,23,21,15.8,96.5,92.3,0.526,0.547,62.4,0,13.4,23.2,16.5,6.70%,1.40%,7.00%,21.20%
"McClure, David DUKE",36,3,15.8,6.7,119.3,92.4,0.526,0.528,40.7,11.1,7,18.3,11.6,11.10%,2.80%,3.00%,18.00%
"Finney, Ben ODU",35,33,29.2,19.8,107.2,92.4,0.536,0.511,44.6,40.9,9.6,14.7,11.2,14.20%,3.80%,0.90%,16.60%
"Bouldin, Matt GONZ",34,33,31.7,20.5,121.1,92.4,0.618,0.577,40.6,40.9,2.9,10.9,6.6,19.00%,2.80%,0.50%,13.40%
"Young, Demetrius STNBRK",27,3,19.3,20,135.3,92.4,0.7,0.674,30.3,9.7,12.7,14.9,12.4,8.00%,2.30%,3.30%,10.70%
"Alawoya, P.J. MCNEES",29,29,26.2,16.9,100.2,92.4,0.501,0.476,32.1,0.5,9.3,20.4,13.8,9.90%,2.10%,1.50%,16.10%
"James, Damion TEXAS",35,35,29.5,27.7,107.8,92.4,0.538,0.5,35.7,19.8,11.1,23.3,15.8,10.00%,2.00%,3.00%,13.60%
"Wilson, Nicholas NCAT",32,1,24.7,23,97.5,92.4,0.53,0.507,18.4,54.9,7,12.4,8.7,7.70%,2.90%,2.60%,17.70%
"Knowles, Preston LOU",37,4,16.7,18,113.4,92.4,0.564,0.563,9.9,57.8,5.3,8.2,6.3,10.80%,3.30%,0.50%,11.10%
"Patterson, Patrick UK",34,34,33.7,23.3,125.2,92.5,0.645,0.603,42.2,0.3,10.6,20.3,14.7,13.10%,1.10%,6.30%,12.10%
"Johnson, Chris LSU",35,35,25.2,18.3,101.5,92.5,0.504,0.456,31.8,2.1,10.2,21.3,14.6,8.50%,1.10%,10.80%,17.50%
"Gibson, Taj USC",35,35,33.7,20.9,120.1,92.5,0.631,0.601,57.6,0,13.4,19,14.9,8.20%,1.80%,9.50%,15.40%
"Borden, Frank AMER",32,32,19.9,16,86.5,92.5,0.423,0.359,39.3,24.8,6.5,12.2,8.7,14.20%,3.20%,2.20%,23.90%
"Spain, Kyle SDSU",36,33,27.2,28.4,111.4,92.5,0.566,0.492,44,45.8,7.6,16.2,10.8,11.90%,3.00%,1.30%,14.30%
"Moore, E'Twaun PUR",37,36,33,25.7,98.1,92.5,0.521,0.485,23.6,37.3,3.9,12.1,7.4,19.90%,2.00%,1.40%,16.50%
"Nevill, Luke UTAH",34,34,31.9,25.6,120.8,92.5,0.671,0.607,65,0,8.7,24.6,16.2,9.80%,0.90%,8.50%,16.20%
"Tiller, J.T. MIZZOU",38,38,24.8,18.1,110.5,92.6,0.527,0.475,39.1,21.3,4.9,10.1,6.9,23.70%,4.00%,0.90%,16.30%
"Richard, Cleveland ARMY",30,30,32.7,21.5,100.1,92.6,0.573,0.54,22.4,28.3,3,9.8,5.8,17.90%,3.20%,1.40%,17.80%
"Miller, Josh ARMY",30,24,28.2,22.5,92.2,92.6,0.512,0.452,39,34.6,1.5,13.1,6.7,27.30%,2.60%,0.60%,21.20%
"Penn, Kleon MCNEES",29,29,25.1,16.1,112.9,92.6,0.654,0.643,49.4,0.6,8.7,15.1,11,4.80%,0.40%,14.30%,19.00%
"Brockman, Jon WASH",34,34,30.5,23,116.9,92.6,0.565,0.526,54.6,0.3,15.6,25.7,19,7.50%,1.70%,0.30%,12.70%
"Morgan II, Kwame HAMPTN",32,17,20.3,23.5,88,92.6,0.443,0.398,37.7,40.5,6.8,10.9,8,8.20%,2.30%,0.40%,14.90%
"Coleman, Aubrey HOU",32,32,32.8,32.2,105.4,92.6,0.506,0.436,44.5,9.4,8.5,18.2,12.3,16.20%,4.20%,0.00%,11.40%
"Buczak, Pawel PRIN",27,27,23.6,21.8,102.1,92.7,0.6,0.579,32.5,16.6,7.1,15,10.4,23.60%,2.70%,3.20%,24.80%
"Colbert, Clif NAVY",30,1,20.9,16.8,102.4,92.7,0.554,0.496,43.3,24.1,10.1,17.4,12.5,6.40%,2.70%,0.50%,20.00%
"Hamlin, Greg ETNST",33,30,23.5,12.2,102.7,92.7,0.528,0.493,35.3,0.7,8.2,14.6,10.6,8.60%,2.40%,7.80%,21.50%
"Robinson, Andy BUFF",30,1,22.3,21.4,98.1,92.8,0.483,0.447,36.1,38.5,6.5,9.8,7.3,11.30%,4.10%,2.20%,14.50%
"Rolle, Magnum LATECH",30,30,28.2,24.6,105.8,92.8,0.57,0.532,49.2,0.8,11.6,19.8,14.2,9.40%,2.10%,7.40%,17.50%
"Parks, Brandon KENT",34,19,17,18.5,109.6,92.8,0.543,0.54,34.2,0.6,11.1,20.7,14.3,3.70%,1.20%,3.40%,10.60%
"Hubbard, Mo BALLST",30,6,17.1,15.9,79.1,92.8,0.434,0.44,24,0,6.6,16.8,10.7,11.30%,2.40%,1.30%,24.60%
"Brown, Todd WRIGHT",33,26,30,23.3,105.6,92.8,0.53,0.483,33.6,41.8,4.2,15.4,9.1,12.60%,1.50%,1.70%,10.50%
"Bryan-Amaning, Matthew WASH",32,1,16.7,20.6,98.2,92.9,0.49,0.451,47.5,0,10.3,16.2,12.2,7.20%,2.10%,5.70%,17.30%
"Anderson, Dwayne NOVA",31,28,26.2,17.7,112.9,92.9,0.559,0.513,26,45.3,9.9,16.4,11.9,10.10%,3.60%,2.10%,15.00%
"Joshua, Dwane NCAT",30,0,16.3,24.6,94.1,92.9,0.534,0.494,31.3,56.8,3.8,12.9,7.5,10.60%,2.90%,0.20%,20.30%
"Hitchens, Humpty AKRON",35,30,22.5,25.8,91,92.9,0.51,0.474,23.4,50.9,1.4,6.1,3.4,23.10%,3.50%,0.20%,22.20%
"Martin, Chris STNBRK",27,0,19.1,29.7,93.2,92.9,0.496,0.422,49.2,18.7,3.3,13.3,7.3,20.50%,2.80%,0.50%,18.70%
"Singleton, Chris FSU",35,34,26.9,18.6,95.7,92.9,0.515,0.483,40.9,44,8.4,12.1,9.5,8.20%,3.40%,5.60%,20.40%
"Ballard, Antonio MIA-OH",23,16,24.2,17.7,101.4,93,0.536,0.512,29.7,38.3,5.9,20.9,12.4,12.80%,1.90%,0.40%,17.20%
"Cunningham, Colin HC",31,31,28.5,18.4,102.2,93,0.531,0.466,42.5,42.5,5.5,15.7,9.4,25.90%,3.90%,1.50%,22.90%
"McKnight, Brett AKRON",36,2,21.3,31.4,99.3,93,0.517,0.476,35.6,26.1,7.6,12.6,9.1,14.40%,1.70%,1.00%,14.90%
"Mack, Doneal MEM",37,32,25.1,18.7,106.4,93,0.494,0.485,17.9,63.9,3.1,6.2,4.3,9.00%,1.70%,2.20%,8.20%
"Singler, Kyle DUKE",37,36,32.2,26.2,112.7,93,0.555,0.514,36.9,38.1,10.6,16.7,12.5,15.60%,2.80%,3.10%,14.40%
"Townsend, Tremaine CSUN",30,29,28.7,20.8,102.9,93,0.526,0.507,30.7,7.9,11.5,22,15.4,7.90%,2.60%,4.10%,16.50%
"Roe, Delvon MSU",38,31,17.9,17.1,106.8,93,0.554,0.566,78.3,0,13.3,20.4,15.3,10.00%,1.40%,5.00%,17.90%
"Alabi, Solomon FSU",35,35,22.3,20.6,104.1,93.1,0.569,0.54,33.2,0.4,11.8,16.7,13.1,3.60%,1.40%,10.50%,17.80%
"Smith, Jerry LOU",37,35,21.2,16.4,121,93.1,0.646,0.631,33.3,67.2,3,8,5.2,11.10%,3.10%,0.40%,13.90%
"Graham, Will WRIGHT",33,30,28.3,16.9,82.1,93.2,0.424,0.379,48.3,34.5,2.6,11.8,6.7,21.90%,2.40%,1.00%,24.10%
"Lawal, Gani GT",31,30,29.6,24.9,104.5,93.2,0.571,0.556,53.5,0.3,13.1,21.1,15.6,4.60%,1.90%,5.10%,16.20%
"Miller, Jason COL",28,27,28.2,20.4,101.6,93.2,0.555,0.533,56.3,0,10.7,16.9,12.4,10.70%,1.90%,3.20%,18.80%
"Turner, Phil MSST",36,27,24,17.4,114.6,93.2,0.605,0.564,33.2,55.5,6.4,16.7,10.9,13.50%,3.10%,1.90%,16.80%
"Anderson, Phil LEHIGH",27,26,25.6,16.1,102,93.2,0.521,0.494,28,45.1,8.9,14.7,10.7,6.30%,1.10%,3.50%,15.20%
"Stevenson, Perry UK",36,34,28.1,15.5,101.9,93.2,0.586,0.548,46,5.1,8.5,15.3,11.3,9.50%,1.70%,6.90%,24.40%
"Samuels, Samardo LOU",37,37,25.1,23.1,111.1,93.2,0.615,0.578,58.5,0.4,11.4,10.1,10.1,7.60%,1.40%,5.40%,18.20%
"Brown, Derrick XAVIER",35,35,29.5,22.7,120.7,93.2,0.604,0.562,40.1,26.7,9.8,13.3,10.8,15.00%,1.50%,3.00%,13.30%
"Gaffney, Tony UMASS",30,30,33.9,16.7,116.8,93.3,0.59,0.564,39.8,13.3,10.4,22.8,15.3,10.00%,3.50%,10.50%,14.10%
"Linton, Chris SAVST",29,29,29.1,21.7,93.1,93.3,0.488,0.469,31.7,20.8,6.9,16.1,10.3,12.10%,1.90%,1.40%,16.20%
"Brown, Jay LAMAR",29,22,27,24.8,103.8,93.4,0.551,0.514,34.5,17.9,9.9,27.5,17.5,8.90%,1.80%,9.00%,15.90%
"Anderson, Ron K-STATE",34,0,18.8,14.6,111.9,93.4,0.538,0.522,103.5,0.9,13.6,18.3,14.4,10.20%,2.20%,2.70%,16.70%
"McFarland, Chas WAKE",31,29,20.4,20.5,109.6,93.4,0.588,0.522,64.6,1.1,12.5,17.4,14.1,4.60%,1.60%,4.40%,19.10%
"Faris, Daniel UNM",34,32,26.1,24.4,108.9,93.4,0.585,0.525,60.4,0,8.7,21.1,13.5,6.00%,1.60%,7.60%,14.80%
"Samuels, Jamar K-STATE",34,2,20.5,19.8,114.2,93.4,0.555,0.517,95.5,3.9,11,15.2,11.8,10.30%,2.20%,5.20%,13.00%
"Dagunduro, Ade NEB",31,31,25.8,28.1,109,93.4,0.587,0.54,52.7,11.6,9.1,12.8,10.1,14.80%,3.10%,2.40%,14.60%
"Woodhouse, Alex COLG",23,22,28.1,16.8,97,93.4,0.572,0.529,47.1,0.8,7.7,19.2,12.4,12.40%,1.70%,9.70%,24.70%
"Sampay, Brandon ILLST",34,2,21.3,19.3,109.7,93.5,0.553,0.505,33.7,1.6,11,19.6,14.2,6.60%,1.90%,3.90%,15.00%
"Sutton, Dominique K-STATE",34,32,22.9,17.5,105.5,93.5,0.54,0.498,41,10.5,9.8,16.8,11.9,8.40%,2.80%,0.90%,18.30%
"Simpson, Vincent HAMPTN",32,22,25.2,30.6,89.4,93.5,0.476,0.462,21.4,56.8,2.8,9.3,5.4,25.90%,2.50%,0.10%,17.10%
"Singletary, Chris KENT",32,32,26.8,28.3,96.7,93.5,0.511,0.461,51.5,21.4,6.3,11,7.8,23.90%,3.50%,0.90%,19.40%
"Renfroe, Alex BELM",33,30,30.3,26.4,114.9,93.5,0.632,0.596,61.7,25.9,7.8,18.6,12.1,35.90%,3.90%,1.80%,22.10%
"McCamey, Demetri ILL",34,32,30.6,24.2,100,93.5,0.525,0.493,21.1,52.5,1.4,8.7,4.8,30.50%,2.00%,0.70%,18.20%
"Turner, Evan OSU",33,33,36.4,28.4,109.9,93.5,0.594,0.517,57.8,6.5,6.6,17.2,11.4,25.80%,3.10%,2.80%,19.50%
"Jackson, Rick SYR",38,27,22.1,18.2,109.1,93.5,0.613,0.623,34.5,0.4,11,16.7,12.9,7.90%,2.30%,7.30%,18.90%
"Hassan, Rashad SAVST",28,25,21.9,21.1,103.5,93.6,0.615,0.58,29.9,0.6,7.4,12.8,9,11.90%,2.00%,3.20%,20.90%
"Kinnard, Lawrence UAB",34,34,33.8,23.1,107.2,93.6,0.519,0.501,24.9,35.5,8.8,23,14.6,7.60%,1.90%,1.90%,9.30%
"Nolen, Al MINN",33,31,26.5,17.2,101.8,93.6,0.468,0.389,48.9,35.8,3.2,11.1,6.4,31.60%,4.60%,0.90%,19.80%
"Sullivan, Patrick SELOU",30,28,27.1,23,107.9,93.6,0.601,0.575,37.1,0,9.8,19.2,13.6,11.00%,1.20%,8.00%,18.60%
"Uzoh, Ben TULSA",36,36,35.8,22.5,107.2,93.6,0.552,0.49,40.9,31.6,2.8,12.4,7.1,22.10%,2.60%,1.50%,17.00%
"Pargo, Jeremy GONZ",34,34,30,20,107.6,93.6,0.546,0.519,24.3,22.2,3.3,9.1,5.9,28.70%,2.70%,0.50%,20.30%
"Foote, Jeff CORN",31,30,28.5,22.9,110.7,93.6,0.566,0.531,53.8,0,8.9,20.2,13.6,15.90%,0.80%,7.50%,15.80%
"Pearson, Ryan GMU",32,1,17.1,23.4,108.5,93.7,0.538,0.488,59,0.6,8.7,15.6,11.1,9.10%,2.10%,1.70%,12.20%
"Northern, Daniel TNTECH",29,25,28.4,22.1,105,93.7,0.558,0.5,70.3,1.2,9.9,23.5,14.9,3.50%,2.00%,8.70%,16.20%
"Alston, Tavarus NCAT",32,32,27.8,24.8,93.5,93.7,0.496,0.468,35.2,30.6,2.9,9.1,5.4,32.00%,3.60%,0.40%,22.20%
"Ford, Kevin ORU",23,22,26.1,20.7,103.8,93.7,0.53,0.479,47.9,0.6,13.3,19.8,15.1,7.90%,2.00%,4.10%,17.70%
"White, Billy SDSU",33,30,22.6,18.6,120.3,93.7,0.676,0.663,35.3,0.5,8.6,12.1,9.5,8.10%,2.70%,4.10%,16.60%
"Dotzler, Josh CREIGH",35,35,21.1,10.4,105.5,93.7,0.469,0.426,45.7,24.5,1.1,7.4,3.9,29.20%,5.70%,0.50%,23.70%
"Smith, Wellington WVU",35,35,21.4,15.1,105.8,93.7,0.476,0.436,37.6,30.9,10.1,9.9,9.1,11.30%,1.60%,7.80%,15.00%
"Flowers, John WVU",35,3,16.9,15,106.3,93.7,0.497,0.496,33.8,15,9.4,12.7,9.9,11.00%,1.80%,4.90%,14.10%
"Nichols, Jordan AMER",32,23,27,10.9,115.8,93.8,0.65,0.658,27.2,0,11,13.4,11.2,6.50%,1.90%,4.70%,22.90%
"Anderson, C.J. XAVIER",35,35,27.2,22.9,101.3,93.8,0.501,0.452,64.3,1.9,10.1,12.7,10.6,19.20%,1.70%,1.80%,18.80%
"Holmes, Reggie MORGST",35,27,31.3,27.6,112.4,93.8,0.527,0.475,37.2,55.9,6.5,13.2,8.7,3.90%,2.40%,1.00%,7.80%
"Joyner, Dallis STNBRK",30,30,23.5,20.5,80.7,93.8,0.425,0.41,31.8,0,6.6,12.2,8.4,4.80%,2.10%,3.20%,18.40%
"Archie, Dominique SCAR",31,31,29.4,17.8,110.1,93.8,0.578,0.551,42.3,26.4,9,14.6,10.7,5.10%,2.80%,3.80%,16.80%
"Meacham, Trent ILL",34,34,30.8,17.5,115.1,93.9,0.585,0.55,21.5,60.7,1,8.3,4.5,17.00%,1.90%,0.40%,10.90%
"VanderMeer, Scott UIC",31,31,31.5,21.4,97.5,93.9,0.441,0.401,28.3,0,10.8,20.9,14.3,8.90%,1.60%,9.50%,11.10%
"Gardner, John David WRIGHT",21,19,27,20.1,106,93.9,0.549,0.493,39.4,27.5,2.6,8,4.9,29.10%,3.10%,0.50%,17.40%
"Washington, Leonard USC",30,13,17.9,19.2,108.3,93.9,0.56,0.515,48.5,6,9.6,18.5,13.1,9.40%,2.90%,2.10%,16.90%
"Davis, Daviin WEBER",31,6,25.6,22.6,100.6,93.9,0.587,0.529,70.7,32.5,2.2,13.5,7.7,20.00%,3.00%,7.10%,23.80%
"Mack, Shelvin BUTLER",32,32,30.7,24,108.5,93.9,0.532,0.482,34.3,56.1,5.4,12.1,8.2,26.50%,2.40%,0.10%,15.70%
"Green, Danny UNC",38,38,27.4,20.6,121.3,94,0.595,0.569,15.6,47.1,7.2,10.3,8.2,16.30%,3.50%,4.50%,13.10%
"Jones, Rob USD",32,28,26.7,24.6,91.6,94,0.506,0.473,32.4,6.1,9,17.2,12.1,11.90%,2.00%,2.60%,20.50%
"Thompkins, Trey UGA",28,23,26,27.3,95.3,94,0.519,0.487,23.6,27.8,8.6,21.9,13.8,7.50%,2.10%,4.20%,16.60%
"Parakhouski, Artsiom RADFRD",33,33,31.3,24.6,113.6,94,0.577,0.537,53.5,1.3,14.5,22.8,17.3,7.70%,1.40%,5.00%,13.50%
"Davis, Paul WINSAL",30,28,24.4,15.3,94.3,94,0.55,0.536,33.1,2.6,7.4,18.4,11.4,4.90%,1.80%,7.00%,22.10%
"Jackson, Lewis PUR",36,30,23.6,18,92.2,94,0.494,0.474,26.7,17.3,3.7,8.3,5.5,27.10%,2.40%,0.40%,25.70%
"Kina, Kaleo NAVY",30,30,32.6,32.4,97.3,94,0.501,0.442,40.8,31.2,2.5,16,8.4,29.30%,2.40%,0.40%,14.70%
"Wade, Lorrenzo SDSU",26,18,31.3,26.6,102.9,94,0.547,0.495,38.3,23.3,2.7,15.3,8.2,19.90%,2.40%,1.90%,17.50%
"Smith, Mike ETNST",34,34,34.9,20.9,113.8,94,0.567,0.509,42.4,31.5,4.7,18.8,11,11.20%,2.10%,1.70%,12.10%
"Hendra, Nick AMER",32,1,21.4,19.4,98.6,94.1,0.547,0.536,24.1,36.1,5.1,20.3,11.9,16.50%,1.30%,0.30%,21.70%
"Calasan, Nemanja PUR",36,7,15.6,24.3,97,94.1,0.518,0.508,34.7,32.1,8,14,10.1,7.40%,0.70%,1.90%,14.10%
"Coleman, Al'Lonzo PRESBY",29,29,33.5,27,101.1,94.1,0.574,0.518,59.3,1.3,11.6,19,14.2,14.50%,2.70%,3.10%,21.40%
"Edwards, Shane UALR",31,31,27.2,24.8,103.6,94.1,0.558,0.516,44.7,20,8.2,15.4,10.8,13.70%,2.10%,2.80%,16.90%
"Birdsong, Louis GMU",33,32,22.8,17.1,101.9,94.1,0.538,0.5,33.1,7.6,7.6,10.1,8.1,5.10%,2.30%,5.50%,17.20%
"Samhan, Omar STMARY",35,35,29.6,22.9,120.8,94.1,0.597,0.558,38.5,0.3,14.5,20.4,16.1,12.20%,0.80%,6.40%,13.40%
"Emery, Jackson BYU",33,32,28.5,13.3,123,94.1,0.627,0.593,36.7,59.9,2.1,12.8,7.1,17.80%,2.90%,1.20%,14.90%
"Rossiter, Ryan SIENA",34,34,29.7,14,130.8,94.1,0.682,0.624,60.4,0.5,11.6,17.6,13.3,7.40%,2.20%,6.20%,15.60%
"Bailey, Raye SAVST",28,27,26.9,19.4,96.9,94.2,0.567,0.466,54.9,39.6,1.9,10,5.3,27.10%,2.90%,0.00%,27.40%
"Liggins, DeAndre UK",33,1,16.5,20.4,82.1,94.2,0.464,0.409,40.9,40.2,1.5,13.7,7.6,29.60%,2.50%,2.70%,33.10%
"Pittman, Dexter TEXAS",35,24,16.6,27.3,121.3,94.2,0.654,0.616,64.5,0,17.7,18.8,16.7,5.30%,1.40%,5.90%,15.60%
"Cooke, Malik NEV",34,34,27.5,17.1,119.5,94.2,0.612,0.562,52.3,13.3,11.5,13.9,11.7,6.50%,4.00%,2.10%,14.60%
"Robinson, Rob RMU",32,28,24.7,27,98.4,94.2,0.525,0.517,39,0,8.5,18.9,12.7,16.90%,2.10%,5.10%,16.60%
"Robertson, Quantez AUB",36,35,27.8,13.7,100.9,94.2,0.501,0.444,62.4,42.4,4.3,11.3,7,19.80%,3.20%,1.10%,22.30%
"Hudson, Lester UTM",32,32,36,36.4,115.9,94.2,0.571,0.525,24.1,42.9,6.6,17.9,11.1,27.50%,3.80%,1.70%,12.10%
"Hall, Eric RADFRD",33,1,16.7,16.7,92.7,94.2,0.525,0.479,51.3,0,10.1,16.4,12.3,4.60%,1.70%,9.10%,24.40%
"Mels, Rodrigue CSUN",31,3,18,27.4,100.2,94.2,0.529,0.47,32,37.7,4.5,11.1,7.2,15.10%,4.80%,1.50%,18.00%
"Butler, Da'Sean WVU",35,35,33.1,27.5,108.4,94.2,0.536,0.492,30.4,35.8,7.1,13.5,9.2,11.50%,2.40%,1.00%,12.60%
"Barnes, Rogers MORGST",35,34,30.9,17,96.8,94.2,0.498,0.474,24.9,36.6,2.8,8.8,5.1,12.40%,3.30%,0.50%,17.40%
"Jones, Ed NCAT",32,32,29.2,23.6,99.7,94.3,0.526,0.488,30.8,43.6,4.8,11.4,7.3,6.80%,2.60%,1.10%,14.80%
"Harris, Joseph COCAR",31,30,33,23.8,108.7,94.3,0.599,0.576,43.6,0.3,14,24.3,17.6,14.00%,2.60%,4.10%,19.80%
"Tunnell, Brandon HAMPTN",32,23,22.1,18,93.1,94.3,0.551,0.457,82,24.2,3,7.3,4.6,25.20%,2.60%,0.20%,28.70%
"Walker, Kemba UCONN",36,2,25.2,19.3,108,94.3,0.557,0.498,52.6,20.5,3.9,10.1,6.6,20.70%,2.50%,0.60%,18.60%
"Thompson, Klay WSU",33,33,33.1,25.2,97,94.3,0.529,0.511,8.2,43.7,3.3,12.6,7.6,14.50%,1.90%,2.20%,15.20%
"Givens, Samme DREXEL",29,1,20.4,16.4,109.9,94.4,0.482,0.443,47.1,0,18.1,17.9,16.3,8.10%,1.40%,1.90%,11.50%
"Bulger, Kevin COL",28,27,24.2,16.5,87.7,94.4,0.458,0.419,20.8,7.4,4.9,12.8,7.9,19.90%,2.70%,0.90%,22.80%
"Nored, Ronald BUTLER",32,32,27.1,14.2,80.4,94.4,0.462,0.445,54.2,33.9,2.7,10.9,6.4,19.60%,2.40%,0.30%,34.50%
"Morgan, Shawn ARKST",30,25,25,17.9,105.5,94.4,0.571,0.543,42.3,0,9.9,17.3,12.5,11.60%,2.50%,2.50%,19.40%
"Cunningham, Dante NOVA",38,38,31.6,25.6,110,94.4,0.563,0.525,38.3,0.4,9.5,17,12,8.80%,2.30%,4.80%,13.10%
"Payne, Justin NICHST",31,31,31.1,15,99.7,94.4,0.554,0.522,48.1,50,1.5,9.5,5.2,19.70%,3.90%,0.40%,24.50%
"Provitt, Rashad ALST",22,22,25.7,16.5,86.1,94.5,0.46,0.429,57.1,40.2,5.4,17.7,11,9.40%,1.00%,1.30%,22.60%
"Downey, Devan SCAR",31,31,32.9,31.5,103.9,94.5,0.524,0.488,25.4,28.5,1.9,7.5,4.2,28.30%,4.80%,0.40%,15.60%
"Sullivan, Frankie AUB",34,1,19.2,20.6,104.9,94.5,0.543,0.502,29,59,2,9.2,5,13.70%,3.50%,0.70%,13.50%
"Heemskerk, Brent DRAKE",33,24,19.6,12.6,109.6,94.5,0.507,0.486,33.3,21.6,9.8,17.6,12.8,6.40%,2.50%,4.90%,11.80%
"Small, Prentice LEHIGH",28,1,20.5,20.8,87.7,94.5,0.411,0.329,49,23.2,2.8,7.7,4.7,34.40%,3.00%,0.20%,19.30%
"Smith, Mike UALR",23,9,22.4,21.3,90.6,94.5,0.476,0.447,50.4,0,8.5,16.8,11.6,7.40%,1.80%,1.50%,17.30%
"Cox, Jonathan DRAKE",33,33,33,21.1,110.5,94.5,0.579,0.545,32.7,51.3,6.6,24.5,14.7,6.80%,1.70%,3.00%,12.70%
"Grant, Keaton PUR",37,20,27.2,17.8,97.6,94.5,0.51,0.48,28.9,69.2,1.9,10.4,5.7,13.20%,1.40%,1.70%,15.20%
"Gamble, Greg BUFF",33,33,28.2,21.1,95.1,94.5,0.494,0.45,43,4.8,4.6,17.1,9.5,29.40%,2.50%,0.60%,23.00%
"Nicholson, Andrew SBU",30,25,25.1,23.6,107,94.6,0.617,0.602,43.4,0,9.8,16.1,12,2.10%,1.30%,10.70%,16.90%
"Keister, Andrew HC",30,17,23.9,17.8,113.3,94.6,0.596,0.588,48.6,3.4,12.6,20,14.7,6.10%,1.80%,4.00%,14.70%
"Goodridge, Vernon LSALLE",30,27,21,16.1,110.1,94.6,0.594,0.579,37.9,0,10.2,21.7,14.3,3.60%,1.50%,7.80%,16.70%
"Buljan, Zvonko TCU",31,26,26.7,27.7,99.8,94.6,0.58,0.548,30,27.6,9.9,28.9,17.5,18.00%,2.10%,0.90%,21.70%
"Daniels, Cruz HIGHPT",30,28,26.2,14.5,113.4,94.7,0.641,0.632,22.7,0,15.2,19.1,15.6,5.90%,0.80%,13.00%,21.80%
"Betts, Calvin BUFF",32,29,28.9,17.8,108.2,94.7,0.521,0.484,35,42.8,10.1,16.3,11.8,7.20%,2.10%,2.20%,13.30%
"Cummard, Lee BYU",33,33,32.8,24.1,124.8,94.7,0.622,0.564,36.4,24.2,5.4,16.1,10.2,20.50%,1.60%,3.00%,10.80%
"Agho, Noruwa COL",28,15,27.7,21.8,92.4,94.7,0.463,0.413,30.6,34.7,2.9,11.1,6.3,14.30%,3.00%,0.90%,13.50%
"Carter, Justin CREIGH",35,35,23.8,19.9,105.9,94.7,0.544,0.485,59.7,25.2,8.7,18.3,12.4,15.00%,2.80%,1.30%,18.20%
"Eglseder, Jordan UNI",34,29,19.3,28.9,113.6,94.7,0.608,0.589,28.5,5.9,13.8,28.1,19.6,10.30%,0.50%,8.30%,13.40%
"McIntosh, Colin UVM",33,33,26.2,25.5,103.1,94.8,0.559,0.523,31.2,9.2,6,16,10.3,8.80%,1.60%,4.70%,15.10%
"Green, Dallas RMU",27,22,20.1,16.7,115.8,94.8,0.615,0.564,55.6,0,11.6,15.1,12.2,5.80%,2.40%,5.70%,16.60%
"Watt, Demond TXAMCC",29,19,24.9,17.5,107.7,94.8,0.538,0.486,53.9,0.6,12.6,16.4,13,8.10%,2.30%,5.50%,16.00%
"Washington, Tavaris UAPB",31,26,24.7,17.6,81,94.8,0.573,0.573,48.3,6,6.8,10.1,7.5,13.80%,4.40%,2.30%,36.20%
"Miles, Chris BYU",33,33,22,18,106.8,94.8,0.573,0.57,55.2,0,8.6,12.5,9.8,10.40%,1.90%,3.90%,18.30%
"Pinick, Travis YALE",27,27,30.3,19.7,107.8,94.9,0.572,0.57,52.2,6.8,7.9,15.3,10.7,22.00%,2.80%,1.80%,17.20%
"Eldridge, Osiris ILLST",34,33,34.8,23.9,105.6,94.9,0.523,0.493,26,50,5.2,15.8,9.7,15.30%,2.80%,1.40%,13.50%
"Neisler, Evan DREXEL",29,29,24.9,21.4,89.7,94.9,0.47,0.396,51.3,0.5,11.2,19,13.6,4.70%,0.70%,3.00%,20.40%
"Hugee, Darnell PVAMU",32,20,24.7,26.5,101.9,94.9,0.519,0.481,66.1,7,12.2,20.6,14.7,5.80%,1.20%,5.80%,15.00%
"Okoye, Ike BSU",32,17,19.3,24.1,104,94.9,0.558,0.529,36.2,0,8.5,24.4,15.4,5.30%,1.60%,9.20%,13.80%
"Henry, Sek NEB",31,29,25.4,19.8,101.5,95,0.553,0.511,42.1,40,3.1,14.4,8,18.30%,2.30%,1.40%,17.90%
"Jones, Jerry BETHCO",28,17,18.1,15.4,88.2,95,0.482,0.472,13,22.2,2.5,10.3,5.7,13.70%,1.70%,1.10%,21.40%
"Gray, Steven GONZ",34,11,27,16.5,121.1,95,0.579,0.556,23.1,58.7,5.5,7.6,6.1,13.00%,2.20%,1.30%,10.10%
"Maddox, Kareem PRIN",27,21,20.3,19.6,91.8,95,0.492,0.395,48.2,28.9,5.8,16,10.4,14.40%,1.50%,3.30%,22.40%
