ADVANCED,GP,GS,MPG,USG%,OFF RTG,DEF RTG,TS%,EFG%,FT RATE,3FG TEND,OFF REB%,DEF REB%,REB%,AST%,STL%,BLK%,TO%
"Lafayette, Oliver HOU",31,30,32.9,26.7,97.6,88.3,0.489,0.459,23.9,59.9,3.7,10.3,6.2,11.80%,5.90%,0.40%,11.50%
"James, Shawn NEASTN",30,29,27.7,20.6,118.2,88.4,0.612,0.574,32.8,20,9.2,20.1,14.1,10.40%,1.70%,19.50%,13.70%
"Allen, Andre MEM",37,1,15.6,17.4,94.7,88.4,0.463,0.454,37.6,39.7,2.8,8.1,5,31.70%,4.90%,1.10%,26.10%
"Laue, Mitch UNCWIL",32,31,20.8,22,105.1,88.5,0.519,0.493,37,16.8,8.6,16.4,11.6,13.90%,2.60%,1.00%,12.60%
"Griffin, John BUCK",32,1,16,15.9,99.3,88.6,0.536,0.495,32.4,81.4,3.5,9.4,6,13.90%,3.50%,0.80%,21.00%
"Soyebo, Temi UNCWIL",33,13,20.2,14.4,84.6,88.6,0.418,0.365,32.4,39.6,3,15.5,8.6,25.40%,3.00%,0.40%,29.90%
"Mitchell, Taurean TXAMCC",28,0,15.7,18.3,101.4,88.6,0.53,0.483,27.1,39.8,2.8,8.4,5.2,25.90%,4.80%,0.30%,23.70%
"Andrews, Zach BRAD",32,11,16.2,18.9,96.9,88.8,0.567,0.587,42.5,0.8,13.2,20.1,15.5,10.60%,2.60%,4.80%,24.50%
"Lewis, Jai GMU",35,34,30.4,24.8,112.9,88.8,0.577,0.546,43.7,13.2,12.3,18,14.3,13.00%,2.90%,2.40%,14.60%
"Elegar, Frank DREXEL",30,25,27.4,23.8,100.9,88.9,0.518,0.457,59,0.4,9.4,18.3,12.4,7.00%,2.10%,5.10%,15.00%
"Griffith, Pearson MURRST",31,31,23.4,19.8,97.6,88.9,0.511,0.508,50.8,0,10.3,18.5,13.1,7.00%,1.40%,12.20%,17.60%
"Gladness, Mickell AAMU",26,26,19.8,10.5,87.7,89,0.492,0.443,41.8,0,4.9,16.5,9.6,1.70%,1.30%,13.10%,22.40%
"McNaughton, Chris BUCK",32,31,27.8,24.5,109.4,89,0.617,0.581,33.6,2.1,7.1,14.6,10.2,7.50%,1.90%,2.10%,15.70%
"Nicholson, Yemi DENVER",31,31,33.5,27.9,120.6,89.2,0.645,0.603,47.3,0,10.9,25.6,17.4,7.80%,1.70%,8.30%,12.10%
"Burtschi, Jacob AFA",31,31,33.2,23.3,117.2,89.2,0.585,0.552,31.5,43.9,8.4,18.4,12.8,18.40%,4.90%,0.60%,13.00%
"Woodard, Adrian HAMPTN",32,12,16.9,15.9,98.2,89.3,0.495,0.435,70.4,17.6,11.7,14.5,11.8,10.50%,3.10%,2.80%,20.70%
"Carter, T.J. UNCWIL",32,21,26.2,28.1,110.9,89.3,0.542,0.496,23.9,39.8,4.9,13.2,8.4,17.90%,3.20%,0.90%,9.20%
"Shaw, Matt SIU",33,33,29.7,19.1,108.3,89.4,0.573,0.52,37.8,28.9,6.4,18.5,11,9.80%,1.90%,1.90%,15.80%
"Davis, Glen LSU",36,36,31.8,29.9,109.5,89.5,0.547,0.501,47.7,4.6,14.8,19,15.5,9.70%,2.40%,3.60%,13.60%
"Thomas, Torey HC",32,31,36.4,19.3,101.3,89.6,0.504,0.45,46,33,3.6,13.7,7.9,28.60%,4.00%,0.10%,19.70%
"Martin, Torrell WINTHR",31,31,29,24.2,111.9,89.6,0.564,0.557,23.5,55.7,9,14.4,10.6,10.80%,3.70%,1.00%,12.00%
"Woods, Ricky SELOU",28,28,33.5,29.9,107.9,89.8,0.546,0.491,70.5,1.4,13.4,24.7,17.7,15.30%,3.80%,5.10%,15.20%
"McCandies, Philip COLCH",28,5,16.5,16.4,106.5,89.8,0.58,0.539,48.5,6.8,14.4,22.2,16.6,8.70%,2.00%,2.70%,23.80%
"Young, Tony SIU",33,31,29,24.6,99.5,89.9,0.537,0.498,21.2,52.3,3,9.8,5.7,16.90%,3.30%,1.50%,17.20%
"Cipriano, Peter SOUTHN",32,29,28.9,18.3,109.5,89.9,0.587,0.556,33.3,0.8,13.1,19,14.8,9.60%,1.80%,4.60%,18.90%
"Gay, Rudy UCONN",33,33,30.8,25.1,108.3,89.9,0.539,0.495,34,21.7,7.3,13.7,9.8,12.60%,3.30%,4.70%,14.90%
"White, Bryan LEHIGH",31,29,24.7,18.1,94.2,89.9,0.472,0.431,39.2,2.1,8,17,11.4,8.60%,2.10%,4.60%,14.60%
"Simpson, Diamon STMARY",29,1,21.6,22,105.5,89.9,0.525,0.491,66.9,5.7,16.3,20.8,17,4.90%,3.00%,7.00%,16.00%
"Armstrong, Hilton UCONN",34,33,27.7,16.2,109.6,89.9,0.651,0.611,68.6,1,8.1,16.2,11.4,4.50%,1.30%,10.30%,23.40%
"Cowgill, Robbie WSU",25,25,29.7,20.1,98.3,90,0.503,0.448,31.3,0,4.4,16.3,9.6,14.70%,2.00%,5.10%,13.90%
"Hamilton, Lamont SJU",27,27,29.3,25,101.1,90,0.524,0.489,49.8,11.6,10.6,19.4,13.4,9.80%,2.40%,4.60%,15.10%
"Rush, Brandon KAN",33,33,31.7,21.8,104.2,90,0.569,0.543,19.8,29.5,5.3,14.4,9.3,11.80%,1.60%,2.30%,17.50%
"Bright, Ryan SHSU",31,21,28,24.3,95.9,90.1,0.519,0.521,50.2,33.1,10,21.5,14.6,21.10%,3.40%,2.60%,21.10%
"Goldsberry, John UNCWIL",33,33,34.2,17.9,115.4,90.2,0.608,0.568,51.4,69.9,2.9,10,6,30.40%,3.70%,0.10%,19.90%
"Green, Randy WSU",28,8,18.1,15.6,90.2,90.3,0.47,0.417,31.4,46.1,1.3,14.6,7.5,14.40%,3.30%,0.20%,17.10%
"Haluska, Adam IOWA",34,34,34.5,21.6,108.5,90.3,0.571,0.507,37,51.8,2.1,12.5,7.1,15.20%,1.90%,0.60%,14.10%
"Menifee, Kevin TXAMCC",28,7,15.8,17.7,97.2,90.3,0.529,0.514,31.8,11.2,12.6,12.2,11.2,15.40%,2.90%,2.30%,27.00%
"Thorpe, Jahmar HOU",31,25,22.1,21.2,106.9,90.4,0.555,0.52,32.9,23.6,10.2,12.8,10.4,6.10%,3.90%,2.80%,14.30%
"Coleman, Martese UAPB",29,23,28.4,19.3,94.6,90.4,0.519,0.477,34.2,43.2,2.7,8.9,5.4,20.10%,3.60%,0.10%,20.30%
"Alvarez, Chris DAYTON",31,13,18.5,15.7,86.2,90.4,0.441,0.417,23.5,5.2,11.3,16.3,12.7,9.70%,3.50%,4.00%,24.90%
"Tolliver, Anthony CREIGH",30,30,28.7,24.1,115.8,90.5,0.609,0.546,57.7,14.2,10.3,17.1,12.6,13.00%,2.20%,6.40%,15.10%
"Doellman, Justin XAVIER",32,32,30.7,20.2,112.7,90.6,0.545,0.487,39.8,43.8,7.5,17.7,11.9,16.80%,3.20%,5.70%,13.70%
"Easley, Kellen MOST",31,4,21.8,20,116.2,90.6,0.616,0.543,48.4,6.5,10,20.2,13.9,12.70%,3.30%,2.60%,17.80%
"Bilyeu, Nathan MOST",31,28,23.2,21.9,109.2,90.7,0.53,0.445,69.2,9.5,11.5,20,14.5,21.40%,3.50%,1.50%,17.90%
"Henderson, Mike IOWA",34,34,29.8,15.8,96.8,90.8,0.57,0.521,49.7,15,4.8,9.8,6.9,14.10%,2.30%,0.50%,25.50%
"Lasme, Stephane UMASS",28,27,29.1,17.7,114.3,90.8,0.633,0.609,67.6,0,12.1,15.3,12.4,8.60%,1.60%,13.00%,18.90%
"Graham, Louis GEOSOU",30,29,23.7,23.3,105,90.8,0.564,0.537,38.2,0,10.4,24.1,15.6,3.00%,2.10%,7.70%,14.90%
"Williams, Jason UTEP",30,26,34.6,26.2,105,90.8,0.547,0.504,53.1,11.3,9.5,16.2,12,24.90%,2.80%,0.80%,17.90%
"Brown, Bruce HAMPTN",32,27,25.3,22.2,94.8,90.8,0.539,0.542,49.8,0,8.8,18.5,12.2,4.90%,0.50%,8.10%,19.00%
"Fischman, Michael LEHIGH",31,30,23.2,11.9,105.3,90.9,0.578,0.539,55.9,1,7.9,16.7,11.2,7.00%,1.80%,3.90%,20.60%
"Pinnock, Danilo GWU",30,30,31.6,22.6,112.7,90.9,0.56,0.522,34.6,26.9,5.6,13.1,8.6,18.70%,4.30%,1.60%,13.50%
"Horner, Jeff IOWA",30,30,36.4,22.4,104.6,90.9,0.534,0.486,34.4,60.7,2.3,9.9,5.9,34.30%,2.30%,0.30%,18.20%
"Hishaw, Ralph SOUTHN",30,4,20.6,20.8,86.4,90.9,0.528,0.519,26.7,5.6,7.4,15.3,10.5,22.20%,2.60%,2.50%,31.00%
"Pruitt, Shaun ILL",33,33,19.4,18.8,102.4,91,0.528,0.524,39,0,13.3,18.8,14.8,4.60%,1.30%,2.80%,16.90%
"Almonte, Ivan FIU",25,24,30.9,28.8,97.9,91,0.539,0.509,51.8,4.7,12.7,27.8,18.4,30.80%,2.20%,2.10%,21.80%
"Wyrick, Beckham UNCWIL",33,33,29,16.4,92.6,91.1,0.445,0.409,29.2,33.8,7,14.7,10,10.90%,1.90%,1.60%,16.80%
"Weaver, Kyle WSU",27,25,29.7,20.7,94.9,91.1,0.552,0.506,45.5,16.5,5.7,11.8,8.1,30.70%,3.10%,2.70%,28.20%
"Brewer, Corey FLA",39,37,28.1,25,108,91.1,0.577,0.526,39.2,32.9,6.1,13.1,9.1,22.40%,3.30%,1.50%,20.20%
"Kimble, Will UTEP",31,21,19.4,14.3,101.4,91.1,0.611,0.596,71.3,0,7.9,18.3,12.3,2.40%,1.20%,4.70%,22.60%
"Moreno, Edgar UTEP",31,31,32.4,18.4,95.1,91.1,0.522,0.496,28.9,30.6,2,11.1,6.2,25.50%,3.60%,0.70%,23.40%
"Coleman, Eric UNI",33,33,27.8,24.1,111.6,91.3,0.593,0.578,49.8,0.4,11.1,20,14.7,15.70%,1.30%,2.10%,15.80%
"Frierson, Jason UAPB",29,10,19,13.2,79.5,91.3,0.488,0.366,74.6,35.2,5,11,7.3,13.30%,2.60%,0.20%,35.50%
"Carney, Rodney MEM",37,29,27.2,27.7,117.9,91.3,0.565,0.537,26.1,51.7,6,10.4,7.6,9.70%,2.70%,2.50%,8.80%
"Hawkins, Jeff KAN",32,12,19.5,15.1,103.4,91.3,0.59,0.582,9.3,75.7,1.9,8.5,4.9,20.90%,2.70%,0.20%,25.20%
"Trotter, Obie AAMU",26,26,34,27.8,104.6,91.4,0.543,0.498,31,44.1,2.8,7,4.4,28.80%,5.20%,0.60%,16.20%
"Zimmerman, Thurman SCARST",25,20,31.2,23.3,93.8,91.4,0.528,0.476,54,17.1,7.8,22.7,14.1,20.10%,2.70%,1.70%,24.60%
"Dilligard, Greg ILLST",28,28,30.1,20.2,98,91.4,0.536,0.537,28.4,0,9.2,14.6,10.9,11.40%,1.60%,8.20%,16.80%
"Shuler, James WINTHR",30,29,29.5,24.2,112.6,91.4,0.572,0.453,69.9,28.2,4.7,13.2,8.1,23.50%,3.30%,0.10%,18.30%
"Green, Danny UNC",31,0,15.3,24.8,107.6,91.4,0.549,0.505,28.3,40.6,9,17.7,12.4,13.20%,2.50%,6.50%,16.30%
"Kirk, Dominique TXA&M",31,31,30,12.9,106.2,91.5,0.577,0.56,25.3,77.7,0.7,13.9,6.5,17.90%,2.90%,1.30%,18.90%
"Clark, Ivory WSU",28,11,18.2,20.4,92.8,91.6,0.574,0.527,51.8,3.6,8.2,12.6,9.5,7.80%,1.80%,6.90%,25.50%
"Johnson, Alexander FSU",29,28,24.9,26.6,108.2,91.6,0.618,0.56,72.3,12.3,12.9,23.6,16.9,6.00%,2.50%,4.90%,20.90%
"Young, Jerrah TOLEDO",31,16,15.7,14.4,92,91.6,0.531,0.524,62.2,0,7.7,16.9,11.2,3.50%,3.10%,3.90%,23.50%
"Rush, Brion GRAMB",21,20,34.8,38.9,104.4,91.6,0.521,0.468,28.4,37.4,4.3,17.6,9.9,26.90%,3.70%,0.10%,12.30%
"Lawrence, David COLCH",28,21,27.3,17.9,106.9,91.6,0.522,0.498,30,50,9.9,17.6,12.4,7.70%,2.40%,2.10%,15.60%
"Kearse, Mychal MTSTMR",28,28,26.7,24.7,99.5,91.7,0.523,0.428,61,16.6,11.1,23.9,15.6,14.00%,3.80%,2.10%,19.60%
"Maraker, Christian PACIF",32,32,33.5,27.7,113,91.8,0.592,0.534,35.4,21.8,8.2,22.9,14.8,13.60%,1.60%,2.20%,14.80%
"Randle, Brian ILL",32,32,26.7,17.6,112.2,91.9,0.554,0.533,38.6,16.2,11,13.7,11.3,10.70%,1.90%,2.30%,14.90%
"Thomas, Al'Davon NORFST",30,26,23,23.3,75.2,91.9,0.395,0.369,32.5,29.1,3.4,11.6,6.8,27.50%,5.20%,1.20%,27.70%
"Clifford, Tim HC",32,15,22.1,21.8,91.7,91.9,0.562,0.518,32.5,9.8,8,14.1,10.1,9.10%,1.00%,8.00%,25.50%
"Mastropaolo, Darren BUCK",32,30,19.5,13.3,97.5,92,0.529,0.5,54.4,0,9.6,14.1,11,10.80%,0.80%,1.30%,25.90%
"Adrien, Jeff UCONN",33,1,16.5,16.8,126.1,92,0.634,0.61,57.4,0,14.1,17.3,14.4,4.90%,1.50%,4.20%,13.20%
"Balkman, Renaldo SCAR",38,22,25.7,20.2,114.4,92.1,0.615,0.616,41.6,5.2,10.5,20.5,14,15.80%,4.40%,5.90%,18.00%
"Southall, Michael UL-Laf",28,27,30.1,24.3,117.7,92.1,0.644,0.617,66.5,0.4,9.5,19.2,13.6,12.50%,1.90%,12.60%,14.60%
"Hill, Steven ARK",32,29,22.3,8.9,93.2,92.1,0.478,0.473,20.4,0,6.3,11.9,8.4,3.30%,1.90%,13.20%,20.40%
"Kavaliauskas, Antanas TXA&M",30,0,17.1,20.3,107.2,92.2,0.609,0.604,40.7,6.7,9.7,14.8,11.2,13.20%,1.90%,3.20%,18.90%
"Anderson, Antonio MEM",37,21,27.3,13.6,110.8,92.2,0.55,0.522,37.8,55,4.4,8.6,6,17.00%,3.10%,1.00%,19.50%
"Redding, Issian MURRST",31,8,19.9,23.2,108.4,92.2,0.541,0.509,23.4,45.4,10,15.4,11.6,8.20%,2.70%,2.50%,13.00%
"White, Aaron TXAMCC",28,28,25.3,17.9,117.6,92.2,0.627,0.609,16.2,64.8,1.5,7.5,4.2,18.00%,3.50%,0.50%,15.10%
"Lillis, Brian ALBANY",29,24,22.3,12.7,104.1,92.2,0.597,0.53,72,23.2,4.1,19,10.5,18.40%,4.40%,1.50%,29.40%
"Bettencourt, Kevin BUCK",32,32,32.2,21.5,115,92.2,0.582,0.53,36.9,65.1,1.9,9.4,5.4,19.40%,2.10%,0.10%,12.70%
"Jones, Solomon USF",29,29,36.4,22.4,97.4,92.2,0.553,0.484,47,0.7,11,21.6,15,9.50%,1.50%,9.40%,22.60%
"Brewer, Ronnie ARK",32,31,34.8,27,112.8,92.3,0.554,0.498,43,33.8,4.1,11.7,7.3,19.70%,4.40%,1.40%,11.60%
"Henderson, Kevin UTEP",31,31,32.6,18.9,88.9,92.3,0.436,0.393,31.2,56.7,2.7,10.4,6.2,23.00%,3.40%,0.10%,20.40%
"Baynes, Aron WSU",28,12,16.5,23.1,86.2,92.3,0.461,0.429,27.9,0.7,12,18.8,14,1.60%,0.70%,3.20%,16.90%
"Thornton, Brian XAVIER",21,21,25.2,27.5,127.9,92.3,0.678,0.64,75.8,0,14.1,17.6,14.7,15.50%,1.80%,8.90%,13.20%
"Latham, Brian HOU",31,19,30.8,14.5,98.2,92.3,0.517,0.486,45,43.9,2.5,9.9,5.4,24.60%,3.90%,2.10%,25.00%
"Dials, Terence OSU",32,32,30.4,26,110.9,92.4,0.59,0.559,43.8,0.3,10.4,20.3,14.3,4.40%,1.80%,3.50%,13.20%
"Bradshaw, Craig WINTHR",31,31,27.9,22.6,113.7,92.4,0.609,0.582,42.9,33.1,9.1,16.8,11.8,11.20%,1.20%,4.70%,15.90%
"Bryant, John SCU",29,14,17.1,19.5,109.8,92.4,0.607,0.59,22.2,0,13.3,26.6,18.7,5.70%,0.70%,8.40%,17.70%
"Pompey, Marlon TXA&M",31,30,23,15.2,98.6,92.4,0.534,0.47,72.6,0,8.7,9.6,8.3,13.00%,2.50%,5.20%,24.80%
"Amundson, Louis UNLV",29,29,28.1,27.3,103,92.4,0.553,0.528,55.5,0,12.9,22.2,15.8,9.00%,2.30%,5.00%,16.50%
"Mott, Alvin SOUTHN",30,7,22.2,18,98.2,92.4,0.522,0.464,42,33.1,4.1,13.1,8,7.50%,2.40%,2.70%,17.70%
"Price, Anthony TULSA",28,6,24.7,28.9,90.8,92.5,0.503,0.496,48.8,0,8.8,18.2,12.6,14.40%,2.00%,4.80%,17.30%
"Johnson, Carldell UAB",31,31,31.4,13.4,113,92.5,0.56,0.54,17.6,45.7,2.4,8.5,4.9,34.40%,4.70%,0.00%,23.40%
"Williams II, Michael BETHCO",30,29,31.8,25.3,98.8,92.6,0.526,0.497,45,0,8,18.6,12,8.60%,3.60%,2.80%,14.90%
"Williams, Phillip WINTHR",31,14,19.7,15.8,105.4,92.6,0.527,0.486,37.9,33.6,7.8,12.5,9.2,6.00%,2.20%,3.30%,15.10%
"Smith, Cedric TXAMCC",27,14,24.4,21.4,119.9,92.6,0.677,0.664,51,1.9,5.9,13.8,9.1,9.80%,1.50%,2.90%,14.90%
"Loughton, Alex ODU",34,33,28.5,24.4,113.3,92.6,0.565,0.504,48.5,12,10,20.3,14.1,11.10%,2.10%,2.50%,12.30%
"Pearson, Devon SMU",29,25,28.8,23.1,98.9,92.6,0.463,0.426,26.4,22.6,12.5,20.6,15.4,9.20%,2.50%,1.60%,12.70%
"Ebede, Friedrich PENN",25,10,18.2,14.8,110.7,92.7,0.607,0.565,48.2,30.6,6.6,14.7,9.5,10.80%,2.30%,0.30%,19.50%
"Jefferson, Dontell ARK",32,24,22.8,11.9,91.9,92.7,0.502,0.447,47.1,30.6,2.7,12.6,7.1,32.20%,3.70%,2.10%,40.90%
"Freeman, Tony IOWA",33,4,16.3,17.5,75.2,92.7,0.444,0.428,13.6,58.5,1.8,6.7,4.1,20.00%,2.20%,0.00%,30.50%
"Knight, Joe LEHIGH",15,5,31.2,26.7,102.4,92.8,0.541,0.47,47.9,46.7,2.4,12.1,6.7,19.50%,2.90%,0.00%,14.50%
"Danley, Steve PENN",28,28,30.6,18,103.4,92.8,0.538,0.463,73.6,8,6.3,14.6,9.4,19.20%,1.70%,3.40%,21.20%
"Cowan, Jazwyn HAMPTN",27,26,28.9,22.9,107.6,92.8,0.548,0.514,21.4,11.5,9.3,17.3,11.9,9.40%,1.40%,1.40%,13.20%
"Currie, Anton TOLEDO",28,23,17,15,89.4,92.8,0.495,0.452,26.9,39.8,7.4,15.6,10.5,7.40%,3.30%,1.50%,25.20%
"Maric, Aleks NEB",31,26,25.3,23.9,106.8,92.8,0.525,0.472,71.1,0,15.1,19.5,16,11.80%,1.90%,5.30%,14.60%
