ADVANCED,GP,GS,MPG,USG%,OFF RTG,DEF RTG,TS%,EFG%,FT RATE,3FG TEND,OFF REB%,DEF REB%,REB%,AST%,STL%,BLK%,TO%
"Harrison, Donte HAMPTN",30,14,20.3,15,98.7,90.3,0.557,0.542,46.7,1.7,11.8,13.2,11.3,3.40%,2.20%,4.80%,22.50%
"Bell, Eric SFA",32,32,31.6,14.6,98.7,90.4,0.473,0.428,41.9,19.8,1.2,7.3,4,34.60%,3.50%,0.30%,27.20%
"Cummard, Lee BYU",35,35,31.5,21.8,126.7,90.4,0.695,0.655,32.2,36.5,7.3,14.5,10.1,24.00%,1.70%,3.10%,16.60%
"Edwards, Shane UALR",31,21,18.4,20.2,97.7,90.4,0.518,0.483,51.7,25.8,9.8,15.9,11.7,6.90%,2.40%,3.00%,17.80%
"Williams, Terrence LOU",36,36,35.9,20,99.1,90.4,0.5,0.48,29.6,40.6,4.7,17.4,10.6,23.40%,2.20%,2.30%,20.70%
"Shuler, Jamal VCU",32,32,33.1,23.9,113,90.4,0.575,0.54,24,48.3,2.9,12.8,7.4,9.10%,2.80%,0.80%,10.20%
"Douglas-Roberts, Chris MEM",40,40,28.7,27.6,119.5,90.5,0.626,0.588,47.2,22.8,5,10.5,7.1,12.80%,2.50%,1.60%,12.50%
"Suton, Goran MSU",36,35,26.6,18.2,114.7,90.6,0.59,0.555,27.1,4.9,13.6,22.4,16.5,13.30%,2.50%,4.00%,17.80%
"Lopez, Brook STAN",27,25,30.8,33.6,111.9,90.6,0.545,0.468,49.4,1.5,11.1,19.2,13.9,11.30%,1.20%,6.80%,10.80%
"Williams, Eddie SFA",32,0,18.8,17.1,101.9,90.6,0.52,0.481,40.6,12.8,4,12.3,7.6,15.00%,2.00%,1.30%,17.00%
"Byrd, William UAPB",31,31,31.8,23.1,95.1,90.7,0.523,0.497,30.4,18.9,5.3,18.8,10.8,10.90%,2.20%,8.10%,16.90%
"Tandy, George CLEVST",33,24,18.6,14.3,97.2,90.7,0.527,0.491,37.7,0.9,9,18.7,12.6,5.80%,2.80%,7.60%,21.80%
"Sapp, Jessie GTOWN",34,34,26.8,22,105.9,90.7,0.586,0.559,22.7,59,3.4,13.8,8.3,24.10%,3.00%,1.70%,22.10%
"Paulhus Gosselin, Max DAVDSN",34,34,23.4,10,103.9,90.7,0.429,0.391,25,46.8,6.1,12.1,8.3,9.40%,3.60%,1.70%,13.20%
"Anderson, Antonio MEM",40,40,29.5,15.4,112.1,90.8,0.523,0.5,41.2,55.2,2.8,10.6,6.2,18.80%,2.40%,1.10%,13.70%
"Huffman, Reggie UAB",34,30,19.4,20.2,111.5,90.8,0.574,0.576,28.1,0,14,22.7,17.1,3.70%,2.70%,2.50%,13.00%
"Rawlins, Reggie SHSU",31,1,15.4,23.9,100.6,90.9,0.53,0.476,37.6,11.8,8.8,11.9,9.6,10.80%,0.50%,1.30%,15.40%
"Barro, Ousmane MARQ",35,15,19.8,14.4,110.2,91,0.58,0.541,52.6,0,11.7,19.9,14.3,2.60%,1.80%,6.40%,18.60%
"Hayward, Lazar MARQ",35,33,25.4,24.6,111.3,91,0.583,0.536,35.7,27.3,8.3,21,13.3,4.90%,2.60%,1.60%,14.10%
"Fowler, John UALR",31,17,21.6,18.3,103.3,91.2,0.568,0.467,85.4,30.7,9.4,11.3,9.4,8.10%,3.10%,2.80%,21.60%
"Mbah a Moute, Luc Richard UCLA",33,33,29,18.3,103.4,91.2,0.522,0.488,30.2,10.2,9.6,15.8,11.6,9.90%,2.20%,1.60%,18.30%
"Lopez, Robin STAN",36,30,24.5,22.6,108.4,91.2,0.573,0.536,50.4,0.4,12.6,14,12.1,5.40%,1.30%,9.50%,16.40%
"Smith, Yusef STMARY",32,0,16,17,97.4,91.3,0.516,0.496,35.5,32.3,7.2,16.5,11,5.30%,1.00%,4.60%,18.20%
"Penn, Kleon MCNEES",29,29,24.6,13.6,108.6,91.3,0.621,0.614,43.2,0.8,10.1,18.2,12.8,3.90%,0.60%,17.40%,20.30%
"McNeal, Jerel MARQ",35,35,30.2,27.3,105.3,91.4,0.532,0.497,30.2,26.5,6,12.5,8.4,24.90%,4.20%,1.50%,16.60%
"Daniels, Cruz HIGHPT",29,16,20.6,13.2,122.9,91.4,0.678,0.636,45.5,0,12.6,15.7,13.2,6.70%,0.60%,14.00%,20.70%
"Robinson, Mantoris WINTHR",34,25,24.7,15.9,95.6,91.4,0.505,0.436,59.6,25.6,7.9,13.5,9.7,7.30%,2.30%,4.70%,21.20%
"Hines, Kyle UNCGRN",31,30,32.3,31.7,108.1,91.4,0.584,0.557,47,1.9,14.6,18.3,15.1,11.40%,3.40%,10.10%,16.80%
"Shaw, Nick SFA",32,32,24.9,15.7,100.4,91.5,0.537,0.519,37.7,24.5,7.3,16.9,11.2,8.80%,0.70%,0.70%,19.50%
"Nevels, Durrell CENARK",26,25,29.8,19.5,92.4,91.5,0.466,0.431,33,7.1,9.5,19.6,13.2,4.20%,2.20%,6.70%,15.80%
"Gibson, Taj USC",33,32,32.1,19.1,105.7,91.5,0.599,0.58,55.9,0,10.3,18.3,13.5,8.40%,1.30%,8.40%,21.50%
"Woodard, Adrian HAMPTN",30,19,25.7,15.1,101.9,91.6,0.498,0.458,44.9,36.5,9.4,14.2,10.6,7.60%,1.80%,1.80%,16.00%
"Smith, Wellington WVU",37,2,20.2,16.7,96.7,91.6,0.481,0.46,36.4,30.1,8.8,13.1,9.8,8.20%,2.20%,9.20%,17.60%
"Thomas, Jeremy SHSU",31,10,18.9,16.6,116.9,91.7,0.58,0.529,32.5,72.1,2.3,6.1,3.9,18.30%,1.80%,0.00%,11.60%
"Green, Danny UNC",39,1,22.3,23.1,116.8,91.9,0.592,0.551,23,43.7,8.5,14.9,10.9,14.60%,3.00%,5.20%,16.40%
"Smith, Jerry LOU",36,36,28.8,18.2,116.9,91.9,0.612,0.577,29.7,63.4,4.1,9.6,6.5,12.90%,3.60%,0.90%,14.60%
"White, DJ IND",33,33,33.5,23.7,123.9,92,0.642,0.606,57.7,0.8,11.3,24,16.6,5.20%,1.40%,5.40%,12.30%
"Anderson, Ryan NEB",33,33,29.7,16.1,108.9,92.1,0.557,0.53,17.2,58.6,4.7,16.9,10.2,11.90%,3.00%,0.10%,14.40%
"Hummel, Robbie PUR",33,31,28.5,18.7,129.5,92.2,0.638,0.569,45.1,38.2,10.5,15.9,11.9,19.30%,2.80%,2.80%,13.50%
"Thompson, Jason RIDER",34,34,34.6,28.9,113.8,92.2,0.586,0.571,46.6,6.9,11.4,27.3,18.3,17.30%,1.80%,8.60%,14.30%
"Chism, Wayne TENN",36,34,22.9,21.2,109.5,92.2,0.532,0.519,30.4,30.4,8.5,18.8,12.6,9.10%,2.20%,6.60%,10.90%
"Gist, James MD",33,33,32,25.1,104.3,92.2,0.571,0.524,39.9,18.2,6.7,18.9,12.3,9.00%,2.30%,6.70%,16.40%
"Davis, Paul WINSAL",29,8,20.6,18,87.9,92.2,0.501,0.476,39.2,0,10.5,22.3,14.8,3.80%,1.50%,8.80%,23.30%
"Eglseder, Jordan UNI",29,14,17.1,31.7,106.5,92.3,0.573,0.533,28.5,12.5,14.4,25.1,18.6,14.20%,0.80%,9.50%,15.10%
"Cox, Jonathan DRAKE",33,31,31,18.9,125.1,92.3,0.633,0.59,39.6,36.6,9.7,24.3,15.5,4.70%,1.70%,4.20%,12.10%
"Moffitt, Tommy UTA",32,10,19.6,16.3,104.2,92.3,0.541,0.536,14.4,34.1,6.6,19.6,12.5,9.40%,2.20%,1.10%,15.30%
"Rush, Brandon KAN",38,30,29.7,23.1,112.5,92.4,0.561,0.531,20.8,46.1,6.4,13.1,9.2,12.60%,1.70%,3.30%,13.20%
"Johnson, James WAKE",30,28,29.2,25.7,106.3,92.4,0.562,0.528,35.3,29.7,11.2,19.4,13.9,9.20%,2.70%,5.10%,16.70%
"Ellis, Jamarcus IND",32,30,30.6,15.5,99.2,92.4,0.499,0.448,34,29.8,7,19.1,12.4,20.10%,2.90%,2.30%,25.70%
"Martin, Scott PUR",32,8,21.9,23.8,100,92.4,0.496,0.431,49.8,36.9,7,14.5,9.7,13.40%,2.70%,3.60%,14.90%
"Griffin, Blake OU",33,28,28.4,27.7,112.6,92.5,0.589,0.568,60.8,0.6,13.9,24,17.6,16.70%,2.20%,3.40%,15.60%
"Graham, Jimmy MIA",32,11,18.2,19.2,95.9,92.5,0.555,0.526,63.7,0.7,10.2,18.7,13.2,4.70%,1.90%,6.70%,23.80%
"Miller, Josh ARMY",30,25,29.3,21.5,91,92.5,0.46,0.405,35.3,25.6,4.1,14.7,8.7,30.60%,3.90%,0.20%,20.80%
"Eldridge, Osiris ILLST",35,33,31,29.4,105.8,92.5,0.553,0.524,23.6,48,6.4,15.8,10.3,15.40%,2.80%,1.20%,13.00%
"Vinson, Durell WAGNER",31,29,31.2,25,95.5,92.6,0.533,0.558,35.1,0,15.8,23.9,18.5,8.60%,2.00%,4.10%,20.70%
"Turner, Evan OSU",37,30,27.1,19.8,96.9,92.6,0.564,0.519,44.4,29.7,4.1,13.8,8.6,18.30%,2.90%,2.20%,26.30%
"Lee, Courtney WKU",36,36,30,32.1,118.6,92.6,0.591,0.541,33.1,32,5.3,14.2,9,15.60%,3.50%,3.00%,11.90%
"Faried, Kenneth MOREHD",30,20,20.2,29.9,102.6,92.7,0.534,0.516,34.4,1.2,20.4,31.6,23.4,4.50%,3.80%,5.40%,14.00%
"Nelson, DeMarcus DUKE",34,34,30.9,22.9,110.1,92.7,0.572,0.547,52.1,29.3,5.1,15.4,9.3,17.50%,2.80%,0.90%,16.30%
"Johnson, Brandon ODU",34,21,27.2,20.3,94.6,92.7,0.487,0.446,28.3,33,6.1,11.4,8.1,33.10%,6.20%,1.10%,27.40%
"Nicks, Dekyron SELOU",30,30,31.2,14.5,108.3,92.7,0.617,0.551,51.3,42.3,2.2,10.7,6.3,24.80%,2.50%,0.50%,27.40%
"Gary, Dairese UNM",33,28,23.5,20,104.5,92.7,0.578,0.519,50.5,37.9,3,8.9,5.4,25.80%,3.50%,0.20%,24.20%
"Millsap, Elijah UL-Laf",30,22,22,30.9,85.5,92.8,0.452,0.406,49.6,25.4,10,19.5,13.4,15.10%,4.10%,1.30%,20.80%
"Shipp, Josh UCLA",39,39,32.5,20.2,110.1,92.8,0.556,0.524,22.4,55.5,1.6,10.2,5.5,12.50%,2.60%,1.30%,13.60%
"Maynor, Eric VCU",32,32,34.8,28.2,112.8,92.8,0.57,0.518,40.3,29.7,2.5,10.9,6.3,39.10%,2.20%,0.70%,16.00%
"Green, Mike BUTLER",34,34,33.6,27,114.1,92.8,0.574,0.482,73.4,27.2,4.8,20.6,11.8,34.10%,2.60%,0.40%,18.80%
"Evans, Jeremy WKU",34,33,21.1,12.9,121.2,92.8,0.667,0.656,41.4,14.8,9.9,19.5,13.7,4.90%,1.30%,8.20%,19.60%
"Bain, Gjio SMISS",28,20,17.9,8.3,122.8,92.8,0.66,0.729,44.1,0,9.2,21.7,14,1.80%,1.00%,10.50%,15.60%
"Chappell, Jeremy RMU",32,29,32.3,21.5,114,92.8,0.592,0.579,12.8,45.8,5.4,12,7.8,14.70%,4.40%,1.80%,12.90%
"Nolen, Al MINN",33,6,22.6,13.8,98.6,92.8,0.501,0.412,55.8,57.5,3.3,11,6.3,28.30%,5.30%,0.30%,29.90%
"Sander, Thomas DAVDSN",35,35,23.4,16.2,112.7,92.9,0.597,0.599,34,14.1,8.8,15,10.8,10.70%,1.90%,1.80%,17.60%
"James, Shawn DUQ",28,15,23.8,23.2,112.4,92.9,0.613,0.577,33.3,17.9,10.9,19.6,14,8.90%,1.00%,15.90%,16.50%
"Shaw, Matt SIU",33,33,31.5,24.4,100.9,92.9,0.546,0.494,37.1,49.7,5.2,24.4,13.1,9.40%,2.00%,2.30%,16.50%
"Cox, Larry MVSU",23,17,27,26.5,96.3,92.9,0.526,0.493,49.8,0.5,12.3,22.5,15.5,1.80%,1.20%,8.90%,16.30%
"Johnson, JaJuan PUR",34,17,16.6,19.4,100.6,92.9,0.475,0.421,46.5,1.3,7.7,15.8,10.5,3.80%,1.50%,7.20%,9.50%
"Westbrook, Russell UCLA",39,34,33.8,21.7,110.7,92.9,0.544,0.499,38.4,19.7,5.8,8.4,6.5,24.40%,3.00%,0.50%,17.40%
"Saunders, Damian DUQ",30,19,22.3,14.1,110.3,92.9,0.548,0.556,23.5,42.6,7.6,16.7,11.2,12.00%,3.60%,5.50%,15.20%
"Miller, Cookie NEB",30,24,26.6,17.3,91.9,93,0.479,0.433,36,39.6,1.4,7.9,4.4,26.80%,4.60%,0.20%,25.20%
"Graham, Louis GEOSOU",32,31,26.3,31.6,105.3,93,0.558,0.501,46.5,11,8.5,20.4,12.9,4.90%,3.50%,6.90%,14.40%
"Pomare, Gyno USD",36,34,28.7,23.9,119.4,93,0.606,0.556,54.4,0.3,12.1,19.4,14.3,6.30%,1.70%,5.10%,11.00%
"Collison, Darren UCLA",33,32,34.7,20.8,119.5,93,0.617,0.56,34.9,30.1,1.9,7.3,4.2,21.00%,3.30%,0.30%,16.10%
"King, Anthony MIA",34,34,23.9,17.6,105,93,0.487,0.431,43.1,0,11.5,20.4,14.5,10.10%,1.70%,6.30%,14.50%
"Smith, Mike UALR",31,17,24.1,22,97.5,93,0.555,0.529,54.9,2.4,8.6,17.9,12.1,9.70%,1.20%,1.50%,20.50%
"Burgess, Sam BYU",35,35,27.7,15.3,112.9,93.1,0.627,0.58,33.5,62.3,2.3,11.3,6.4,12.80%,1.70%,0.90%,17.60%
"Henderson, Gerald DUKE",34,33,26.2,24.3,106.7,93.1,0.547,0.505,45.9,19.1,6,13.6,9,11.80%,2.40%,3.10%,14.70%
"Elliott, Ivan UCSB",32,32,26.3,18.1,115.7,93.1,0.629,0.614,22.4,26,9.4,17.9,12.6,7.90%,2.20%,4.60%,14.60%
"Coleman, DeAndre SOALA",33,24,25.8,17.7,105.6,93.1,0.546,0.5,49,6.3,10.5,25.1,16.6,11.70%,1.60%,1.60%,20.50%
"Harangody, Luke ND",33,33,29,34.3,112.6,93.1,0.555,0.503,38.2,1.7,13.3,24.1,17.6,13.70%,1.60%,2.80%,11.20%
"Padgett, David LOU",26,20,23.5,21.1,126.3,93.1,0.684,0.667,59.5,0,9,13.6,10.7,18.40%,1.10%,5.30%,15.90%
"Hopkins, Jason LIPSCM",30,11,18.6,13.6,101.6,93.2,0.568,0.564,101.3,1.3,12.3,23.6,16.6,8.50%,1.50%,5.40%,26.20%
