ADVANCED,GP,GS,MPG,USG%,OFF RTG,DEF RTG,TS%,EFG%,FT RATE,3FG TEND,OFF REB%,DEF REB%,REB%,AST%,STL%,BLK%,TO%
"40 Saunders, Damian DUQ",32,32,36.7,23.2,100.7,88.4,0.523,0.518,39.7,24.4,12.7,19.7,14.7,14.60%,4.40%,8.50%,17.50%
"41 Thomas, Danero MURRST",36,35,26.8,22.1,107.1,88.4,0.496,0.478,22.4,34.9,7.3,11.6,8.7,17.50%,3.70%,2.70%,12.80%
"42 Hummer, Ian PRIN",31,0,18.6,24.5,98.4,88.4,0.542,0.515,47.9,0,6.8,15.4,10.1,14.00%,2.60%,2.20%,18.20%
"43 McClain, Jeffery MURRST",36,1,16.8,11.8,116.8,88.5,0.631,0.562,108.2,1.4,12.9,16.6,13.5,5.90%,2.80%,1.40%,24.00%
"44 Chism, Wayne TENN",37,36,27,23.6,110.6,88.5,0.559,0.514,34.2,29.8,8.4,21.1,13.7,8.00%,2.40%,5.70%,12.60%
"45 Johnson, Chris DAYTON",36,23,24.1,24.4,116.8,88.5,0.574,0.523,30.1,57.4,11.3,20.8,15.1,7.20%,2.40%,1.60%,10.30%
"46 Corbin, Charles WINTHR",29,1,19.1,21.7,96.9,88.6,0.451,0.402,31.4,8.5,10.2,18.9,13.2,6.00%,3.00%,1.50%,10.50%
"47 Rossiter, Ryan SIENA",34,34,32.9,18.1,128.3,88.6,0.631,0.573,54.2,2,12.8,24.7,17.4,5.80%,2.40%,3.10%,11.00%
"48 Hummel, Robbie PUR",27,27,30.3,24.3,124.4,88.7,0.605,0.529,41.2,39.9,6.3,20.5,12,15.20%,2.20%,3.60%,7.40%
"49 Hugee, Darnell PVAMU",27,22,26.4,27.6,108.7,88.7,0.58,0.554,69.7,5.2,7.2,16.4,10.6,9.80%,1.10%,8.60%,11.90%
"50 Buechert, Andy WINTHR",33,32,22.5,16.5,92.7,88.7,0.458,0.446,55.4,0.6,11.4,19.5,14.1,3.30%,2.00%,5.20%,15.50%
"Booker, Trevor CLEM",32,32,30.8,24.5,113.8,88.8,0.557,0.533,47.4,9.4,10.1,20.4,13.9,17.40%,2.50%,4.60%,12.40%
"Cain, Tyler SDAK",32,32,32.6,20.6,114,88.8,0.629,0.645,62.1,0,8.5,23.8,15.5,14.40%,2.50%,7.80%,16.70%
"Kitchen, Derwin FSU",31,31,28.6,17.5,103.8,88.8,0.525,0.475,40.2,32.8,4.6,14.4,8.9,26.90%,3.20%,0.90%,22.30%
"Flowers, Gary SMISS",33,32,31.3,28.5,101.8,88.9,0.517,0.493,22.4,17.4,9.3,21.6,14,12.10%,1.60%,7.40%,14.40%
"Johnson, Marcus USC",28,26,31.7,23.7,78.9,88.9,0.433,0.411,32.5,14,3.5,13.8,8,11.30%,3.00%,1.60%,20.70%
"Stanback, Chace UNLV",34,33,26.4,23.6,101.6,88.9,0.524,0.489,20.7,34.5,7.7,18.2,11.9,10.90%,3.60%,3.70%,14.30%
"Schroeder, Marcus PRIN",31,31,32,11.7,96.2,89,0.474,0.424,24.5,53.2,1.8,11.7,6.2,18.90%,3.50%,0.10%,22.60%
"Pilgrim, Matt OKST",30,13,18.2,21.1,117.2,89.1,0.683,0.678,54.1,10.3,11.4,30.7,20,7.20%,2.80%,4.40%,19.90%
"Jardine, Brady USU",35,0,15.5,21.2,116.5,89.1,0.608,0.57,36.2,0,12.9,23.6,17.3,11.20%,2.20%,5.00%,16.80%
"Johnson, JaJuan PUR",35,34,31.2,25.9,110.2,89.3,0.57,0.507,58,1.1,8.8,18,12,5.40%,1.70%,7.00%,11.70%
"Moultrie, Arnett UTEP",33,33,28.9,20.2,96.8,89.3,0.52,0.491,30.1,14.5,8.1,17.4,12,8.10%,2.70%,3.20%,18.30%
"Sullivan, Patrick SELOU",31,31,29.9,28.3,107,89.3,0.573,0.536,38.3,1.4,9.8,22.7,15.7,16.20%,1.90%,10.70%,16.50%
"Samuels, Steven STPTR",29,16,19.4,15.9,88.9,89.5,0.471,0.446,13.8,46.9,7,11,8.2,9.30%,3.70%,1.40%,22.50%
"Green, Draymond MSU",37,3,25.5,20.6,115.7,89.5,0.57,0.528,48.3,6,10.4,24.6,16,23.30%,2.90%,4.10%,16.20%
"Morris, Markieff KAN",36,2,17.6,19,113.9,89.5,0.623,0.599,64.5,12.5,11.9,20.3,15.2,10.70%,1.50%,5.50%,20.70%
"Mavraides, Dan PRIN",31,31,30.9,22.8,105.5,89.6,0.55,0.5,33.2,56.5,3.3,15.2,8.5,11.20%,2.50%,0.20%,13.10%
"Louis, Arnold SAVST",26,25,26.7,19.3,102.1,89.6,0.588,0.57,44.2,1.2,12.1,26,17.1,5.70%,2.90%,2.30%,21.20%
"Hayward, Gordon BUTLER",37,37,33.5,24.6,115.9,89.7,0.611,0.527,57.9,42.9,7.6,23.4,14.5,12.10%,2.10%,2.80%,15.40%
"Conley, Darius STPTR",30,28,22,18.7,91.8,89.7,0.486,0.447,47.2,0,10.7,14.1,11.2,6.30%,2.00%,5.80%,20.50%
"Jenkins, B.J. MURRST",36,36,25.9,20.6,117.8,89.7,0.589,0.553,25.5,61,2.2,9.1,5.4,22.90%,4.10%,0.90%,15.50%
"Shelley, Tyrone SDSU",30,8,18.1,21.3,94.9,89.8,0.503,0.487,39.6,40.3,5.7,17.1,10.6,9.00%,4.30%,2.70%,18.50%
"Stone, Julyan UTEP",33,33,30.8,12.8,105.3,89.8,0.533,0.48,61.7,33.6,1.3,16.7,8.7,29.30%,3.00%,1.70%,26.40%
"Johnson, Wesley SYR",35,35,35,22.1,116.9,89.9,0.606,0.564,35.2,29.9,7.6,18.3,12.5,11.10%,2.70%,5.70%,14.50%
"Holman, Eli DET",31,31,28,20.8,111.4,90,0.634,0.614,50.8,0,13.3,24.3,17.5,6.10%,1.20%,10.00%,19.30%
"Nelson, Marcus ARMY",27,20,24,15.1,95.2,90,0.547,0.532,62.4,2.8,4.7,14.4,8.6,16.20%,3.80%,5.00%,24.90%
"Funches, Charles HAMPTN",32,23,27.3,18.5,106.3,90,0.572,0.476,86.6,6.5,10,18.1,12.7,8.60%,2.30%,6.20%,19.70%
"Griffin, Michael PVAMU",30,21,26.6,26,81.3,90.1,0.406,0.365,22.6,53.9,2.7,8.9,5.2,26.70%,3.90%,0.00%,18.40%
"Greenwood, Kierre COCAR",35,35,25.7,19.5,106.9,90.1,0.564,0.521,43.2,23.3,2.4,9.7,5.7,23.10%,3.30%,0.80%,20.20%
"Leonard, Kawhi SDSU",34,33,31.3,24.2,107.5,90.1,0.52,0.477,32.1,21.4,13.9,23.6,17.3,12.70%,2.80%,2.60%,15.60%
"Freeman, Michael HAMPTN",31,29,30.2,20.6,103.5,90.1,0.593,0.538,67.5,1.7,9.8,17.8,12.5,5.70%,2.90%,4.10%,20.70%
"Marshall, Anthony UNLV",34,11,19.1,19.9,86.4,90.2,0.473,0.448,38.3,14.2,4.4,14.6,8.8,16.40%,4.10%,2.40%,23.50%
"Lawal, Gani GT",36,36,25.8,25.9,105,90.2,0.557,0.529,68.3,0.3,13,21.7,16.1,3.40%,1.00%,5.60%,15.60%
"Sanders, Larry VCU",35,32,26.9,26.6,115.1,90.2,0.571,0.54,45.5,4.4,12.9,24.9,17.6,7.70%,1.60%,9.10%,11.60%
"Johnson, Damian MINN",35,35,25.5,19.9,117.7,90.3,0.59,0.552,39.2,13.2,7.6,12.1,8.9,17.80%,4.40%,8.70%,13.30%
"Kramer, Chris PUR",35,34,27.8,12.3,110.4,90.3,0.633,0.585,51,15,0.8,11.8,5.7,15.20%,3.80%,1.40%,21.10%
"Buczak, Pawel PRIN",31,31,21.6,17.7,90.5,90.4,0.489,0.466,29.8,19.1,8.7,11.1,9,17.40%,2.00%,3.50%,26.70%
"Carter, Keyon ODU",36,13,22.2,19.5,104.9,90.4,0.516,0.5,15.8,29.9,9.2,16.7,11.9,7.70%,2.30%,1.60%,14.30%
"Jasper, Derrick UNLV",21,21,24.5,16.7,101.9,90.4,0.508,0.5,40.2,29.1,2.5,20.7,10.7,21.10%,2.80%,2.10%,16.40%
"Bowers, Laurence MIZZOU",34,11,22.5,20.5,121.2,90.4,0.595,0.575,32.7,9.8,12.3,15.5,12.7,10.70%,2.80%,6.60%,11.00%
"Stepheson, Alex USC",28,26,25.8,21.6,95.7,90.4,0.489,0.475,44.1,0,16.2,17.6,15.4,2.70%,0.40%,6.80%,16.90%
"Grant, Jerai CLEM",31,29,20.3,16.3,118.2,90.4,0.641,0.632,63.2,0,13.3,12.7,11.8,5.70%,2.30%,8.70%,17.90%
"Jenkins, Wesley STPTR",29,29,34.7,25.1,93.2,90.5,0.464,0.425,20.8,43.4,1.9,14.8,7.5,11.60%,2.40%,1.70%,14.00%
"Tavernari, Jonathan BYU",36,7,23.6,22.4,105.3,90.5,0.537,0.514,13.5,51.3,2.2,18.1,9.7,11.50%,3.40%,0.90%,11.60%
"Starling, Alexander BETHCO",33,33,30.4,18.7,107.5,90.5,0.56,0.521,44.6,1.2,9,17.8,11.9,8.00%,4.20%,3.60%,16.00%
"Ramsey, Keith MIZZOU",34,34,26.9,12.5,108.8,90.7,0.608,0.586,40.8,5.9,9.7,14.3,10.9,9.10%,3.40%,4.40%,24.80%
"Aminu, Al-Farouq WAKE",31,30,31.3,27.4,103.9,90.7,0.532,0.471,53.2,17.6,14.6,20.5,16.6,9.10%,2.60%,4.50%,17.70%
"Lauderdale, Dallas OSU",36,34,25.1,11.9,123.4,90.7,0.702,0.773,67.2,0,8.6,16.6,11.8,1.80%,1.60%,9.90%,16.20%
"Aska, Ivan MURRST",36,35,22.7,22.9,108.3,90.7,0.607,0.588,42.8,0,9.1,15.4,11.3,5.70%,2.00%,1.50%,17.80%
"Williams, Jordan MD",33,31,24.8,19.7,110.9,90.7,0.528,0.512,49.2,0,13,23.2,16.7,1.50%,1.70%,3.70%,9.40%
"Meadows, Tim PVAMU",28,28,29.8,15,92,90.8,0.464,0.423,28.2,47.9,4.1,12.9,7.6,11.40%,2.60%,0.60%,16.20%
"Middleton, Reggie WINTHR",33,29,26.2,23.7,96.3,90.8,0.486,0.449,35,31.6,3.1,10.7,6.2,26.20%,3.80%,1.20%,15.90%
"O'Rear, Lucas UNI",35,3,18.9,12.8,121,90.8,0.581,0.561,56.1,4.1,11.3,18.4,13.6,12.30%,2.70%,0.60%,15.80%
"Jackson, Rick SYR",35,35,26.3,18.9,110.2,90.8,0.588,0.591,34.1,0,12.7,16.5,13.7,11.20%,2.20%,8.20%,19.00%
"Weathers, Lebaron UAPB",34,33,22.6,26,94.9,90.9,0.489,0.455,28.1,31.1,9.1,25.6,15.8,6.40%,0.60%,6.90%,14.20%
"Parakhouski, Artsiom RADFRD",31,31,34.7,27.8,115.4,90.9,0.597,0.585,65.8,2.8,15.6,23.6,18.1,7.30%,1.00%,6.00%,11.90%
"McNally, Sean MAINE",30,30,30,21.4,99.3,91.1,0.498,0.432,48,10.5,10.7,16.8,12.6,12.10%,2.10%,4.50%,16.40%
"Dwight, Rashon IONA",31,25,19.2,21.4,87.9,91.2,0.446,0.38,38.3,38.3,2.7,11.1,6.3,20.90%,3.40%,2.50%,19.40%
"Cherry, Will MONT",32,22,22.8,25.5,95.3,91.3,0.479,0.45,46.3,15.3,3,11.9,7.2,22.30%,5.40%,1.10%,17.10%
"Finney, Ben ODU",36,35,29.1,17.5,112.5,91.3,0.526,0.492,31.4,44.3,10.1,13.2,10.7,16.00%,2.80%,1.30%,15.20%
"Washington, Tavaris UAPB",33,33,27.9,18.9,99.7,91.3,0.615,0.584,59.9,12.4,5.5,14.4,9.1,17.60%,3.60%,2.40%,25.90%
"Belin, Jeron STPTR",29,8,20.1,23.1,103.5,91.4,0.521,0.495,51.3,27.8,10.8,12.6,10.6,7.40%,2.10%,2.70%,13.90%
"Qvale, Brian MONT",30,29,26.3,18.9,126.5,91.5,0.65,0.615,47.2,0.5,10.5,23.1,16.1,5.70%,1.10%,8.60%,12.00%
"Nieman, Danny COCAR",33,0,23.8,15,110.1,91.5,0.541,0.53,39.5,43.1,1.8,8.5,4.9,21.80%,3.10%,0.00%,16.90%
"Burnatowski, Murphy MAINE",30,25,21.8,17.7,97.7,91.5,0.523,0.485,22.8,46.7,5.2,13.6,8.7,11.60%,3.00%,3.10%,17.50%
"Hollis-Jefferson, Rahlir TEMPLE",34,0,16.6,16.9,94,91.5,0.466,0.398,57.5,0.9,8.7,9.7,8.4,7.10%,2.20%,3.10%,18.00%
"Loucks, Luke FSU",32,1,19.8,15.2,95.8,91.5,0.503,0.48,31.7,64.2,1.5,12.1,6.5,26.60%,2.50%,0.40%,26.70%
"Franklin, Alex SIENA",34,34,32.9,23.2,114.2,91.5,0.604,0.555,71.8,0,9.2,18.3,12.7,8.10%,2.40%,2.60%,15.20%
"Holland, Will MTSTMR",24,0,22.6,20.2,106.4,91.5,0.573,0.56,23.4,66.5,4,21,11.4,5.80%,1.90%,0.50%,12.80%
"Bryan-Amaning, Matthew WASH",36,25,22.8,19,108.2,91.6,0.553,0.54,36.3,0,10.2,18.7,13.2,3.70%,2.50%,6.40%,13.50%
"Hartley, Junard CAMPB",30,30,29.9,16.1,94.3,91.7,0.499,0.425,50.6,13.6,3.5,11.3,6.7,38.50%,5.20%,0.70%,33.10%
"Cantey, Casey AAMU",27,10,24.4,28.2,91.1,91.7,0.485,0.416,70.2,12.9,6.1,10.9,7.6,11.40%,4.20%,2.90%,16.90%
"Raymond, Yvon STPTR",27,8,17.3,15.1,85.7,91.7,0.477,0.43,68.4,1.3,7.1,12.1,8.7,10.90%,2.40%,1.20%,26.50%
"Barnies, Troy MAINE",30,21,24.3,17,89.1,91.7,0.522,0.487,36.3,12.1,6.1,18.9,11.5,7.80%,2.10%,1.10%,23.50%
"Ogilvy, A.J. VANDY",33,28,23.2,28.5,113.4,91.8,0.591,0.509,77.4,0,10.5,18.6,13.4,8.20%,2.60%,6.10%,14.20%
"Gray, Chad COCAR",34,2,23.5,31,107.5,92,0.56,0.538,39.1,15.1,11,11.4,10.2,6.40%,1.30%,3.50%,12.80%
"Thompson, JT VT",34,3,20.1,19.7,105.5,92,0.524,0.485,36.5,3,8.8,16.7,11.7,5.90%,2.40%,1.50%,12.90%
"Bolden, Maurice SMISS",34,19,22.4,23.5,102,92,0.541,0.467,48.7,34.1,9.9,20.9,13.9,7.20%,1.30%,3.00%,19.20%
"Clark III, Ceola WIU",27,24,35.5,20.9,119.9,92,0.615,0.57,42.6,48.7,4.1,12.7,7.7,24.10%,4.90%,0.70%,12.30%
"Burrell, David TEXSOU",33,26,23.1,10.3,87.3,92,0.445,0.42,23,27,3.9,9.2,6,17.30%,4.90%,0.90%,29.90%
"Boateng, Eric ASU",33,33,27.1,18.6,108.9,92,0.654,0.665,60.8,0,11.8,21.2,15.5,7.80%,1.40%,3.40%,23.60%
"Jordan, Jerome TULSA",35,35,29.8,25.8,114.2,92,0.607,0.549,74.6,0,9.6,24.1,15.6,9.80%,0.90%,7.50%,15.10%
"Rodriguez, Jonathan CAMPB",30,30,32.6,26.9,115.2,92,0.598,0.515,65.5,21.2,8.9,22.3,14.1,14.70%,2.80%,2.10%,14.70%
"Oliver, Marques DSU",29,2,17.3,18.1,116.4,92.1,0.586,0.566,54,2.7,11.8,15.4,12,7.70%,3.70%,6.70%,12.50%
"Prince, J.P. TENN",37,31,24.9,21.4,105.7,92.1,0.585,0.552,57.4,13.7,5.5,11.1,7.7,23.40%,3.60%,2.30%,22.20%
"Kornegay, Duwan PVAMU",29,10,17.3,25.2,84.4,92.1,0.44,0.411,28.1,58.3,7.9,10,8.1,6.40%,2.50%,1.70%,15.60%
"Payne, Woody DET",34,25,28,13,100.3,92.1,0.534,0.469,74.8,14.5,2.9,12,7,26.70%,4.70%,0.60%,28.70%
"Ellis, Cody STL",22,19,28,23.1,99.7,92.1,0.494,0.469,24.8,61.9,4.7,15.6,9.4,9.80%,2.10%,0.50%,9.00%
"Yearby, Deilvez IUPFW",30,28,25.7,33.4,94.6,92.2,0.49,0.446,40.8,8.4,12.4,26.1,17.5,12.20%,1.30%,9.90%,15.90%
"Bell, Terrell VT",34,33,28.3,12.7,103.7,92.3,0.53,0.503,33.3,35.7,6.5,17.3,10.9,13.20%,1.70%,4.10%,20.60%
"Saunders, Patrick PRIN",30,26,18.4,15.4,114.4,92.3,0.64,0.607,17,54.5,3.9,12.7,7.6,11.00%,1.20%,2.10%,17.20%
"Machado, Scott IONA",31,29,28.1,27.6,99.5,92.3,0.539,0.452,54.8,28.3,2.4,10.9,6.1,32.70%,3.40%,0.30%,21.20%
"Nored, Ronald BUTLER",38,33,30,14.8,97.6,92.3,0.496,0.432,68.9,26,2.7,10.1,6,24.30%,3.70%,0.40%,24.80%
"Neely, Marsharee ODU",35,10,15.7,20.9,104.1,92.3,0.484,0.468,11.1,47.6,5.2,16.5,9.9,11.90%,1.90%,0.20%,11.20%
"Jones, Travele TEXSOU",32,28,32.3,24.4,95.1,92.3,0.546,0.511,65.6,27.3,6,15.8,10,8.90%,3.10%,2.90%,20.90%
"Smith, Blake RADFRD",31,24,28,18.5,98.9,92.3,0.509,0.49,24.5,47,3.4,12.1,7.2,21.00%,3.70%,2.60%,18.40%
"Glynn, Jordan SFA",32,32,29.3,15.7,117.8,92.4,0.605,0.545,48.1,0.5,13.9,22.4,16.7,6.90%,2.00%,0.40%,17.50%
"Sikma, Luke PORT",32,0,23.2,18.3,118.9,92.4,0.61,0.563,43.7,0.6,12.7,27.8,18.9,15.80%,3.20%,2.40%,18.50%
"Miller, Josh ARMY",29,22,29.8,20.2,87,92.4,0.479,0.445,29.2,46.6,1.9,17.1,8.4,25.90%,3.10%,0.40%,24.90%
"Reynolds, Justin TXAMCC",31,28,25.1,21.9,103.5,92.4,0.524,0.488,46.1,14.1,9.7,19.6,13.4,8.30%,3.20%,4.60%,14.50%
"Hughes, Trevon WIS",33,33,32.6,28.6,108,92.5,0.543,0.499,37.6,46.9,4.7,13.3,8.2,18.40%,3.50%,1.70%,12.80%
"Amusa, Bo AAMU",27,22,23.9,20,105.6,92.5,0.519,0.466,46.1,7.3,8.6,17,11.5,7.20%,1.50%,7.50%,11.10%
"Givens, Samme DREXEL",32,19,25.5,19.6,103.6,92.5,0.513,0.491,40.5,0,14.5,22,16.5,10.40%,2.60%,2.90%,15.90%
"Foote, Jeff CORN",34,34,27.9,23.4,114.3,92.6,0.634,0.625,56.1,0,10.5,25.2,16.6,16.90%,1.20%,7.80%,20.30%
"McDaniel, Dorian PVAMU",29,29,27.6,17.2,94,92.6,0.472,0.464,11.6,39.5,8.2,15,10.5,1.70%,1.20%,0.80%,11.60%
"Singler, Kyle DUKE",40,40,35.9,24.9,117.7,92.6,0.551,0.492,37.8,38.7,7,14.6,9.9,13.50%,1.70%,2.20%,11.00%
"Lin, Jeremy HARV",29,29,32.2,25.9,116.2,92.6,0.638,0.571,68.3,30.7,3.5,12.9,7.8,31.00%,4.60%,3.60%,19.40%
"Blair, Gabe WICHST",32,0,20.3,18.1,105.5,92.7,0.545,0.494,36.7,0,10.3,17.5,12.6,7.40%,2.80%,3.40%,17.20%
"Inman, Jonathan AAMU",27,5,17.4,17.2,95,92.7,0.496,0.431,73.4,0,7.1,15.6,10.1,7.50%,1.90%,4.70%,17.20%
"Diggs, Jamar WOFF",35,25,24.7,22.7,103.7,92.7,0.552,0.456,70.3,26.6,1.9,12.2,6.5,21.80%,2.70%,2.30%,19.40%
"Canaan, Isaiah MURRST",36,0,20.4,23.8,117.2,92.7,0.651,0.609,40.7,46.1,2.1,10.4,6,14.90%,2.50%,0.10%,17.30%
"Leuer, Jon WIS",24,22,28.8,28.1,120.7,92.7,0.59,0.555,34.2,16.9,6.4,20,12.1,14.90%,1.30%,5.20%,7.10%
"Safford, Justin MIZZOU",28,23,20,23.9,101.6,92.7,0.5,0.45,31.1,14.2,7.3,15.4,10.3,11.70%,2.30%,3.40%,13.60%
"Rice Jr., Glen GT",35,11,18.4,16.4,105.9,92.8,0.54,0.529,27.4,38.2,7.9,9.9,8.2,16.40%,3.30%,2.80%,19.60%
"Jones, Jarrod BALLST",30,30,28.9,27.8,93.4,92.8,0.484,0.442,36.2,1.2,7.7,22.3,14,7.60%,1.30%,4.50%,13.50%
"Samhan, Omar STMARY",34,34,32.3,32,119,92.8,0.597,0.553,43.1,0.2,13.7,24.6,18,7.10%,0.80%,8.00%,10.60%
"Turner, Phil MSST",36,3,20.9,16.9,101,92.8,0.469,0.403,33.5,50.3,6.6,14.6,9.9,12.20%,3.30%,1.50%,14.50%
"Henson, John UNC",37,12,15.8,20.3,96.8,92.8,0.497,0.497,40.3,9.9,10.7,17.7,13.1,11.00%,2.50%,9.60%,17.40%
"Johnson, Logan COCAR",35,34,28.6,16.7,100.6,92.8,0.537,0.498,32.2,40.4,3.6,8.4,5.6,15.50%,2.40%,0.60%,21.80%
"Henry, Xavier KAN",36,36,27.5,23.4,114,92.8,0.597,0.555,32.5,46.6,5.2,11.5,8,9.80%,3.20%,1.80%,14.60%
"Smith, Tanner CLEM",32,32,24.9,20.1,100.4,92.8,0.521,0.457,45,41,5.3,13.4,8.5,15.60%,2.70%,1.60%,19.90%
