ADVANCED,GP,GS,MPG,USG_PCT,OFF_RTG,DEF_RTG,TS_PCT,EFG_PCT,FT_RATE,3FG_TEND,OFF_REB_PCT,DEF_REB_PCT,REB_PCT,AST_PCT,STL_PCT,BLK_PCT,TO_PCT
"Mann, J.J. BELM",35,0,15.5,21.4,104.6,90.6,0.502,0.49,11.6,55.6,6.7,10.9,8,11.90%,3.30%,0.20%,12.60%
"Plumlee, Miles DUKE",37,15,17,15.4,109.3,90.6,0.541,0.518,38.8,0,14.3,17.2,14.5,3.50%,2.00%,2.40%,17.70%
"Pilgrim, Matt OKST",34,22,20,18.5,91.2,90.7,0.498,0.494,33.5,5,10.1,24.5,16,9.30%,4.10%,3.10%,22.90%
"Jeter, Lance NEB",32,32,30.2,21.8,112.2,90.8,0.577,0.531,41.8,33.3,2,14.6,7.9,32.00%,3.70%,0.50%,17.00%
"Edney, Warren FAIRFL",30,6,17.9,21.7,101.1,90.8,0.51,0.456,34.3,19.2,6.5,14.4,9.5,6.20%,1.30%,1.60%,12.40%
"Benson, Brian UNH",30,27,25.1,15.9,90.6,90.9,0.45,0.434,36.3,36.9,10,28.2,16.7,2.50%,0.50%,4.80%,15.90%
"Kelly, Ryan DUKE",37,27,20.1,15.3,120.4,91,0.606,0.576,22.3,37.5,6.6,13.4,9.4,7.30%,1.90%,6.10%,12.90%
"Graham, Delwan JKSNVL",30,18,24.5,22.9,94.8,91,0.504,0.442,56.7,1.9,9.6,20.4,13.7,14.00%,2.70%,3.30%,21.10%
"Oden, Jimmy MIDTN",31,8,15.6,12.3,76.1,91,0.391,0.341,45.5,53,3.4,15.8,8.5,18.10%,5.20%,0.80%,32.40%
"Johannsen, Shane NAU",32,30,24.4,16.3,131.4,91.1,0.714,0.727,71.4,0,9.3,21.9,14.6,3.50%,1.70%,10.80%,11.70%
"Cunningham, D.J. UNCASH",26,15,23.5,22.1,95.1,91.2,0.488,0.455,30.8,0.5,11.5,22.8,15.8,5.70%,1.80%,6.60%,16.50%
"House, Jon BELM",35,35,19.1,15.1,113.1,91.2,0.573,0.53,45.9,21.5,8.8,11.7,9.4,15.50%,2.60%,1.40%,20.90%
"Aird, Ben UVU",30,30,26.8,21.5,117.6,91.2,0.587,0.56,42.6,1.2,9.7,22.1,15.2,11.60%,1.80%,5.10%,11.30%
"Cherry, Will MONT",30,29,34.4,24.6,106.2,91.2,0.529,0.462,50.9,31.3,1.5,10.6,5.9,27.00%,4.80%,0.70%,14.60%
"Powell, Glenn JKSNVL",29,24,20.3,18,96.3,91.3,0.534,0.482,54,0,9.8,18.1,12.7,2.80%,2.50%,5.20%,21.00%
"Rapier, Al STNBRK",32,9,17.7,16.8,93.5,91.3,0.531,0.533,56.2,1,8.1,18.8,12.1,15.60%,1.90%,0.90%,25.60%
"Thomas, Ibrahima CIN",35,31,19,17.1,111.7,91.3,0.535,0.506,44.6,17.8,13,20.7,15.4,6.80%,1.70%,3.50%,13.40%
"Hillman, Senario ALA",37,13,20.9,21.6,90.2,91.4,0.457,0.423,18.3,23.2,5.7,8.3,6.4,16.00%,4.00%,0.90%,19.20%
"Dixon, De'Suan JACKSN",32,23,22.5,19.6,96.1,91.5,0.463,0.404,57.1,23.1,10.6,16.1,11.9,13.60%,3.00%,3.10%,17.10%
"Moore, Cameron UAB",28,24,33.8,23.2,107.2,91.5,0.535,0.509,27.3,22.1,7.3,25.1,14.7,6.40%,1.30%,4.60%,10.30%
"Hassell, Frank ODU",34,34,29.3,26.3,119.5,91.5,0.608,0.56,47.7,0,15,22.9,17.4,9.70%,1.90%,5.30%,14.20%
"Mangano, Greg YALE",28,28,32,27.6,105.4,91.5,0.563,0.527,34,23.2,7.8,28.5,17.3,4.40%,0.80%,9.40%,12.30%
"Craft, Aaron OSU",37,1,29.6,14.6,112,91.6,0.585,0.533,48.9,38.3,2.3,9.8,5.6,26.50%,4.20%,0.40%,26.50%
"Lewis, Shawn CAPLY",30,30,31.3,33.4,92.5,91.6,0.486,0.422,44.5,38.7,4,17.3,9.6,20.70%,3.10%,1.30%,16.70%
"Coley, Dave STNBRK",29,10,19.3,27.4,76.2,91.6,0.408,0.356,31.7,23.8,3.9,15.1,8.5,9.70%,2.90%,0.20%,19.00%
"Pope, Herb SHU",30,29,27.1,23.4,93.8,91.7,0.46,0.43,42.6,11.1,11.4,20.8,14.8,11.80%,1.70%,4.80%,15.10%
"McCray, Toney NEB",32,22,22.5,23.2,96.9,91.7,0.549,0.531,22.2,38.2,6,16.2,10.4,12.70%,2.80%,1.10%,19.80%
"Lauderdale, Dallas OSU",37,37,16.1,12.3,119.1,91.7,0.694,0.733,25.7,0,8.1,17.1,11.5,1.80%,0.30%,10.40%,17.60%
"Prewster, Dion SFA",29,3,17.3,17.5,107.8,91.8,0.571,0.527,37.5,41.1,9.6,13,10.2,13.90%,1.00%,1.70%,20.70%
"Amis, Bill HAW",22,22,31.4,24.9,107.8,91.8,0.59,0.552,29.9,4,8.3,19.4,13.2,7.10%,1.90%,7.50%,15.20%
"Jenkins, Wesley STPTR",27,27,32.6,22.2,100.4,91.8,0.534,0.484,33.8,58.3,1.8,14.3,7.4,12.00%,2.30%,1.60%,14.50%
"Needham, Derek FAIRFL",33,33,35.2,26.8,90.4,91.8,0.486,0.444,31,56.2,1.4,8.3,4.5,28.30%,2.50%,0.10%,21.20%
"White, Okaro FSU",34,13,16.5,21.3,105.9,91.8,0.562,0.472,54.4,21.3,10.1,10.8,9.5,6.00%,2.40%,3.20%,18.20%
"Holloway, Desmond COCAR",26,25,32,27.9,115.2,91.9,0.601,0.539,53.6,21.1,6.1,17.4,11.3,11.20%,2.40%,1.10%,13.60%
"Gordon, Drew UNM",26,19,28,25.7,104.5,91.9,0.559,0.527,34.4,0,15,29.1,20.3,5.10%,1.20%,5.30%,16.80%
"Muscala, Mike BUCK",34,34,27.8,28.1,112.4,91.9,0.587,0.522,43.6,3,7.7,22.3,14.1,12.20%,0.90%,8.10%,11.80%
"Wright, Chris DAYTON",36,36,28.8,28,94.9,92,0.503,0.465,47.4,5.6,8.7,24,14.8,15.40%,1.70%,5.90%,17.80%
"Clark, Ian BELM",35,35,24.6,22.4,119.1,92,0.625,0.596,21.2,53.8,2.2,8.8,5,14.80%,2.90%,0.80%,13.20%
"Galloway, Kevin TEXSOU",32,32,37.3,22.7,85.8,92.1,0.481,0.44,54.9,33.1,3.6,17.1,9.7,38.90%,2.80%,2.90%,30.50%
"Green, Draymond MSU",34,28,30.1,24.6,108,92.1,0.525,0.48,41.2,29.3,9.6,23.6,15,30.60%,3.60%,4.00%,16.20%
"Bennett, Akeem STFRNY",29,29,32.8,26.6,93.5,92.1,0.509,0.453,46.7,39.4,5.9,14.9,9.1,19.90%,4.80%,2.00%,20.90%
"Morris, Marcus KAN",38,36,28.3,26.8,125.1,92.1,0.634,0.601,51.1,18.1,11.5,19,14.6,11.40%,1.70%,2.40%,11.50%
"Horton, Ken CCSU",31,31,35.4,25.1,125,92.2,0.612,0.56,31.5,36.1,9.8,18.6,12.9,13.20%,2.40%,4.80%,9.30%
"Gardner, Darius SFA",29,14,21.4,15.8,90.2,92.2,0.522,0.419,60.6,35.4,1.4,7,3.8,22.80%,2.20%,0.60%,32.00%
"Shumpert, Iman GT",31,31,32,28.9,108,92.4,0.523,0.454,40.1,34.6,5.8,16.4,9.7,25.70%,5.00%,0.70%,12.30%
"Harrellson, Josh UK",38,38,28.5,12.5,133.3,92.4,0.621,0.615,26.9,4.8,15.2,18.9,15.8,5.10%,2.00%,5.20%,10.70%
"Clanton, Keith UCF",33,33,30.5,24.3,113.5,92.4,0.605,0.563,56.8,18.1,10.1,19.2,13.5,12.60%,2.00%,6.10%,16.40%
"Montgomery, Joshua SAVST",30,30,31.7,19.5,99.1,92.4,0.527,0.484,31.9,45.5,6,14.9,9.4,5.80%,2.10%,0.70%,15.60%
"Brown, Isiah ETNST",36,36,29.8,21,99,92.5,0.534,0.514,45.2,0.7,10.5,17,13,6.80%,2.40%,7.90%,19.60%
"Shuler, Jovonni SAVST",30,30,34.7,30,103,92.5,0.538,0.488,37.6,50.8,4.3,13.3,7.9,15.70%,2.40%,1.10%,13.70%
"Jasper, Derrick UNLV",32,21,22,15.2,95.4,92.5,0.492,0.469,34.3,21.7,4.6,17.7,10.4,15.30%,2.20%,1.50%,20.70%
"McCulley, Gabriel UTEP",35,11,20.7,17.4,102.8,92.5,0.542,0.484,53.1,25.6,7.4,15.6,10.8,9.20%,1.90%,1.90%,17.20%
"Cole, Norris CLEVST",36,36,35.7,31.9,115.9,92.5,0.566,0.483,46.5,26,2.5,16.5,8.8,37.00%,3.80%,0.30%,12.30%
"Dulkys, Deividas FSU",33,24,25.1,17.4,95.2,92.5,0.488,0.483,10.6,70.2,3.5,8.7,5.7,9.60%,3.00%,2.10%,15.80%
"Bostic, Antonio SFA",29,15,22.4,19.8,90.3,92.6,0.473,0.45,10.5,26.8,1.9,7.4,4.2,13.70%,2.00%,0.40%,18.10%
"Balbay, Dogus TEXAS",36,36,18.8,11.8,113.5,92.6,0.594,0.583,45.6,1.9,5.5,9.9,7.1,20.80%,2.60%,1.50%,23.50%
"Olasewere, Jamal LIU",33,31,22.7,29.8,98.8,92.6,0.546,0.497,69.9,15.1,10,20.3,13.9,16.60%,3.10%,2.30%,21.30%
"Emery, Jackson BYU",37,32,32.5,17.3,122.7,92.6,0.592,0.556,23.2,72,1.4,10.3,5.5,14.50%,4.80%,0.70%,8.20%
"Hardy, Ayron JKSNVL",32,32,33.9,17.4,119.2,92.6,0.599,0.557,31.7,19.9,7.7,13.2,9.6,18.00%,3.50%,3.30%,14.60%
"Jennings, Milton CLEM",34,4,20.1,26.1,95.1,92.6,0.513,0.46,33.1,34.3,10.7,19.8,14,6.20%,1.70%,2.30%,18.90%
"Thompkins, Trey UGA",30,29,31.2,29.8,102.2,92.6,0.541,0.51,29.5,18.4,7.3,20.4,12.8,11.10%,2.20%,5.70%,14.30%
"Donahue, Will CAPLY",30,29,31,17.9,101.7,92.7,0.527,0.457,66.5,2.2,11.4,23,15.6,11.50%,1.30%,1.30%,20.30%
"Gray, Chad COCAR",34,33,28.9,26.7,108.4,92.7,0.544,0.519,29.5,14.6,10.8,13.7,11.4,10.10%,2.10%,4.50%,12.80%
"Cantey, Casey AAMU",28,20,27.8,25.6,93.5,92.7,0.5,0.438,53.2,29.4,5.2,12.7,8,10.20%,2.50%,2.60%,15.90%
"Allen, Lavoy TEMPLE",33,33,33.9,19.7,108.8,92.7,0.524,0.488,30.8,5.3,9.3,20.2,13.6,13.60%,1.30%,5.40%,12.90%
"Marshall, Zeke AKRON",36,35,22.4,21.8,102.5,92.7,0.529,0.504,43,0.4,8.9,15.7,11.2,7.30%,1.10%,11.90%,13.40%
"Newbold, Tyler USU",34,34,29.3,12.9,120.6,92.7,0.559,0.522,27.6,64.3,4.1,13.4,8.5,17.60%,1.60%,0.90%,13.00%
"Stanback, Chace UNLV",33,33,29.3,22.3,114.1,92.8,0.578,0.547,20.9,38.3,7.4,16.1,10.9,10.80%,2.20%,2.50%,11.30%
"Carter, Kellan NICHST",26,24,23.2,14.4,107.3,92.8,0.549,0.531,64.3,3.1,5.2,11.2,7.4,20.80%,4.80%,1.10%,19.80%
"Duncan, Chris ALST",27,26,22.3,20.7,87,92.8,0.452,0.399,51.8,6.7,8.3,17.3,11.3,9.00%,1.20%,9.00%,18.30%
"Siva, Peyton LOU",35,35,27.9,21.5,103.6,92.8,0.548,0.494,53.9,35.9,1.4,11,5.9,34.00%,4.20%,0.70%,24.20%
"Belin, Jeron STPTR",34,13,26.6,29.4,88.2,92.8,0.463,0.421,50.4,27.2,9.5,12.4,9.9,8.30%,2.10%,2.50%,16.10%
"Kinsley, Ryan UNO",22,12,26.3,18.5,110.4,92.8,0.597,0.577,26.5,54.3,3.2,10.6,6.4,9.70%,1.90%,1.00%,15.00%
"Daniel, Ed MURRST",32,22,17.8,20,107.6,92.8,0.594,0.548,81.5,0,15,16.5,14.3,4.60%,2.40%,6.50%,20.70%
"Dia, Papa SMU",35,34,33.6,31.7,110.1,92.9,0.635,0.593,44.2,7.1,13.6,24.7,18.2,15.30%,1.30%,8.00%,19.90%
"Johnson, Gary TEXAS",36,36,30.3,20.6,107.1,92.9,0.521,0.467,54.4,1.3,6.6,17.5,11.2,8.10%,0.90%,1.00%,12.40%
"Evans, Dwayne STL",31,20,23.3,21.6,102.8,92.9,0.531,0.498,48.1,1.5,10.4,24.3,15.6,7.30%,1.90%,3.10%,13.80%
"White, Ivory ALST",35,20,25.8,15.4,108.3,92.9,0.502,0.482,21.3,53.8,8,15.6,10.5,13.60%,2.90%,2.60%,10.20%
"Brooks, Johnathan CHSOU",31,14,23.2,18.3,101.7,92.9,0.492,0.459,18.3,0.5,10.6,22.7,15,9.20%,3.20%,4.70%,16.40%
"Pattillo, Juan WKU",32,27,29.8,25.4,101.3,92.9,0.546,0.498,56.1,0.9,10.9,22.3,15.5,10.30%,3.00%,5.80%,19.20%
"Warren, Storm LSU",29,22,21.8,21.7,94.8,93,0.501,0.495,15.9,0.5,11.6,17.9,13.2,5.10%,3.70%,5.70%,15.60%
"Jones, Jarrod BALLST",32,31,29.5,27.7,107.5,93,0.549,0.507,45.1,2,9.4,24.5,15.9,10.70%,1.70%,2.60%,11.80%
"Smith, Cedric SAVST",30,14,21,17.3,95.3,93,0.5,0.467,57,11.9,5.7,8.6,6.4,11.50%,3.40%,0.00%,17.60%
"Sacre, Robert GONZ",35,35,25.9,24.9,113.6,93,0.593,0.488,70,0.4,11.9,16.6,13.1,8.70%,1.80%,8.20%,16.80%
"Butler, Tramaine ALST",26,17,26.1,27.7,86,93,0.436,0.409,42.9,36.9,5.1,11.6,7.4,15.80%,4.00%,0.80%,14.50%
"Fjeld, Evan UVM",31,31,29.9,25.9,108.3,93.1,0.573,0.546,35.4,2.7,8,15.8,11,10.10%,1.00%,6.60%,14.60%
"Samuels, Steven STPTR",34,32,24.5,19.2,87.6,93.1,0.513,0.502,24.4,49.8,3.7,10.6,6.5,13.50%,2.70%,1.20%,22.90%
"Releford, Trevor ALA",37,36,31.3,20.7,102.6,93.1,0.556,0.509,35.6,21.5,2.5,9.5,5.5,21.90%,3.20%,0.30%,20.70%
"Casto, DeAngelo WSU",33,30,28.5,22.1,107.4,93.1,0.596,0.574,51.5,0.7,9.4,17.5,12.5,7.50%,2.30%,7.20%,17.70%
"Jones, Travele TEXSOU",25,25,34.7,25.6,102.3,93.1,0.582,0.508,92.2,28.3,7.1,15.4,10.4,12.20%,3.00%,1.20%,19.90%
"Pane, Brockeith USU",34,33,28.3,25.1,105.7,93.1,0.559,0.465,61,27,1.8,10.6,6.1,24.90%,2.00%,0.40%,19.70%
"Hawkins, Justin UNLV",33,0,18.8,15.5,106,93.2,0.513,0.443,51.5,24.2,4.4,8.6,6,10.30%,4.00%,1.10%,12.90%
"White, Billy SDSU",36,36,26.6,19.9,116.5,93.2,0.609,0.579,30.7,9.7,8.7,10.5,8.9,11.70%,2.50%,3.00%,16.30%
"Marshall, Anthony UNLV",33,27,26.6,20.4,109.6,93.2,0.55,0.496,49.2,24.6,4.9,12.6,8.1,22.20%,2.90%,1.80%,15.90%
"Pellum, Darrion HAMPTN",32,32,36.6,28.3,94.9,93.2,0.507,0.464,31.8,44.8,2.1,10.5,5.8,13.60%,2.70%,0.90%,14.30%
"Wanamaker, Brad PITT",34,34,30.4,22.2,115.4,93.2,0.547,0.475,51.9,16.5,5.4,14.1,9.1,32.40%,3.00%,1.30%,17.40%
"Martin, Kelvin CHSOU",30,29,29.5,18.8,126,93.3,0.635,0.6,59.3,0.9,14.7,20.4,15.8,8.70%,3.90%,3.20%,14.10%
"Patton, Justin GRAMB",33,29,28.2,30.2,87.3,93.3,0.467,0.425,50.5,15.5,7.2,20.7,12.4,13.90%,2.70%,1.00%,16.80%
"Murry, Toure' WICHST",37,33,26.1,23.4,101,93.3,0.533,0.455,47.8,34.3,5.5,15.1,9.6,24.80%,2.90%,1.10%,23.40%
"Kinsley, Zach UNO",22,20,29.9,27.1,112.8,93.4,0.589,0.555,31.7,36.5,6.2,9.8,7.4,11.70%,1.90%,0.70%,12.70%
"Williams, Jeremy UTEP",35,34,29.7,19.9,102.1,93.4,0.565,0.521,48.1,27.6,6.6,14.5,10,6.30%,1.70%,3.00%,16.70%
"Burk, Cason JACKSN",32,10,24.8,8.9,95.7,93.4,0.457,0.443,68.4,32.9,6.7,13.8,9,14.40%,2.80%,0.50%,25.40%
"Knowles, Preston LOU",34,33,30.1,26.8,105.2,93.4,0.52,0.491,16.4,58.5,2.5,11.9,6.8,20.70%,3.70%,0.90%,12.60%
"Lamb, Devon LAMAR",30,19,25.2,18.4,110.2,93.5,0.506,0.509,46,27.7,12.7,20.9,15.2,11.40%,3.30%,2.80%,11.60%
"Roberson, Peter GRAMB",33,17,20.7,15.3,80.1,93.5,0.41,0.381,18.8,0,6.9,19.6,11.8,3.00%,0.80%,8.70%,16.80%
