ADVANCED,GP,GS,MPG,USG%,OFF RTG,DEF RTG,TS%,EFG%,FT RATE,3FG TEND,OFF REB%,DEF REB%,REB%,AST%,STL%,BLK%,TO%
"12 Van Treese, Stephan LOU",37,21,21.6,6.3,136.4,87.8,0.648,0.645,42,2.9,13.9,15.3,13.8,5.20%,2.70%,4.00%,21.20%
"13 Gordon, Aaron ARIZ",38,38,31.2,23.1,107.2,88.2,0.51,0.516,47.1,11.8,10.4,19.3,13.6,13.00%,1.80%,3.40%,10.70%
"14 Smith, Jyles SAVST",32,31,27.5,18.4,98.8,88.3,0.57,0.542,53.1,0.5,10.6,24.4,15.6,6.30%,2.00%,12.30%,22.60%
"15 Fouse, Jordan UWGB",31,31,31.5,13.3,104,88.5,0.512,0.484,59.4,1.9,10.3,16.5,12.4,16.00%,4.20%,5.20%,23.20%
"16 Jones, Chris LOU",33,27,25.6,21.8,110.1,88.5,0.511,0.468,26.7,38.5,3.2,6.9,4.7,19.90%,5.10%,0.30%,12.40%
"17 Scott, Shannon OSU",35,21,26.8,18,101.4,88.6,0.523,0.491,28.4,38.7,3.1,11.8,7,25.60%,4.70%,0.60%,20.70%
"18 Casey, Kyle HARV",32,32,22,26.3,102.6,88.7,0.518,0.474,39.4,10.2,7.4,23.7,14.2,13.60%,2.00%,5.90%,13.40%
"19 Jones, Shawn MIDTN",33,33,28.2,23.9,120.3,88.7,0.612,0.577,46.4,0.3,12.6,22.5,15.9,5.20%,2.00%,7.70%,11.20%
"20 Reddic, Juvonte VCU",35,35,27.9,22,106.7,88.8,0.532,0.514,45.1,2.8,13,20.5,15.3,5.10%,2.80%,4.60%,13.60%
"21 Blackshear, Wayne LOU",36,18,19.6,18.9,122.3,88.8,0.583,0.537,40,53,3.1,14.4,8.2,6.40%,2.70%,2.90%,7.70%
"22 Hollis-Jefferson, Rondae ARIZ",38,6,25.3,19.8,115.7,89.1,0.554,0.494,61.1,4,10.4,15.7,11.9,11.00%,1.80%,4.30%,12.30%
"23 Ndiaye, Mamadou UCI",34,34,21,19.4,104,89.2,0.653,0.707,73.2,0,10.2,21.4,14.8,2.00%,0.40%,14.90%,21.50%
"24 Craft, Aaron OSU",35,35,34.4,17.3,105.5,89.3,0.573,0.506,56.5,22.2,1.1,11.4,5.8,27.00%,4.60%,0.30%,23.20%
"25 Rozier, Terry LOU",37,10,18.9,19.3,116,89.3,0.508,0.478,22.4,41.8,4.4,13.7,8.5,16.60%,3.20%,0.30%,7.90%
"26 Loe, Rob STL",34,34,27.7,19.8,110.7,89.4,0.568,0.524,34.8,46.4,6.3,16.8,10.7,15.00%,1.90%,4.30%,14.00%
"27 Ward, Karrington EMU",37,36,29.3,22.4,110.3,89.4,0.558,0.522,46.2,43.9,4.8,18.7,10.8,6.30%,3.00%,2.90%,9.80%
"28 Yeguete, Will FLA",39,39,23.3,13.9,102.9,89.4,0.511,0.45,57.7,14.1,7.3,19.4,12.4,9.30%,2.60%,0.90%,19.40%
"29 Chapman, Emanuel NCCU",34,34,34.1,13.7,107.2,89.4,0.541,0.503,22.4,33.7,2.7,12.2,6.9,34.80%,3.70%,1.30%,28.10%
"30 Evans, Dwayne STL",34,34,29.6,26,104.2,89.5,0.567,0.501,52.6,5.3,7.7,17.2,11.5,9.60%,2.50%,2.00%,16.40%
"31 Smith, Russ LOU",37,36,29.3,30.7,115.3,89.5,0.584,0.541,45.1,37.6,2.9,9.6,5.8,31.60%,4.00%,0.40%,15.40%
"32 Rubles, Titus CIN",34,34,29,16.1,107.1,89.6,0.493,0.405,52.7,1.5,10.2,17.7,12.5,13.40%,2.90%,3.30%,16.50%
"33 Riley, Da'Shonte EMU",37,36,25.7,11.5,91.6,89.6,0.525,0.492,38.9,0.8,9,16.4,11.6,5.40%,1.80%,12.50%,28.90%
"34 Kuakumensah, Cedric BROWN",29,28,25.4,22.2,94,89.7,0.452,0.402,33.1,0.4,8.8,20.7,13.6,7.20%,0.90%,12.70%,12.50%
"35 Williams, Amir OSU",35,35,23.1,17.8,113.2,89.8,0.629,0.598,64.5,0,12.2,17.6,13.9,2.60%,1.10%,8.40%,19.00%
"36 Wright, Delon UTAH",33,33,36.4,21.2,124.2,89.8,0.649,0.581,62.3,17.4,4.6,17,10.4,28.60%,4.20%,3.80%,17.50%
"37 Voelkel, Brian UVM",33,32,30.5,14.7,112.8,90,0.57,0.488,111.8,15,8.4,23.9,15.2,35.30%,3.20%,0.80%,30.20%
"38 Craig, Michael SMISS",33,24,24.4,24,111.8,90.1,0.622,0.601,54.9,0.4,11.7,26.3,17.3,22.10%,3.10%,1.80%,21.20%
"39 McDaniels, K.J. CLEM",36,35,33.7,28.9,112.5,90.2,0.573,0.505,40.2,30.3,8.8,15.9,11.5,12.70%,2.30%,8.90%,13.40%
"40 Shepard, Winston SDSU",35,34,26.6,28.1,98.2,90.3,0.486,0.423,61.2,11.5,7.2,13.7,9.5,17.40%,2.40%,1.40%,16.00%
"41 Smith, Kenneth LATECH",36,35,30.4,14.9,113.1,90.4,0.543,0.509,38.2,47.3,2.4,10.8,5.9,41.60%,4.60%,0.30%,25.10%
"42 McConnell, T.J. ARIZ",38,38,32.2,16,110.6,90.4,0.531,0.518,17.9,35.7,1.9,10.9,5.9,30.40%,3.30%,0.70%,18.20%
"43 Copeland, Jay NCCU",34,34,22,19.8,110.5,90.4,0.571,0.52,68.7,0,15.7,16.3,14.5,2.20%,1.50%,4.20%,17.10%
"44 Miller, Malcolm SOUTHN",32,29,28.2,21.5,115.5,90.5,0.588,0.567,17.8,63.9,5,14.9,9.1,9.20%,2.10%,4.70%,10.60%
"45 Embiid, Joel KAN",28,20,23.1,23.2,115.8,90.5,0.669,0.629,83.6,2.9,12.7,27.3,19,11.50%,2.30%,11.70%,22.00%
"46 Nance Jr., Larry WYO",26,26,34.7,25.1,114.2,90.6,0.613,0.561,47.4,13.7,5.7,24.8,14.8,12.30%,2.80%,7.10%,11.90%
"47 Bohannon, John UTEP",32,29,28.6,22.2,111.5,90.7,0.618,0.577,63.8,4.6,8.2,23.2,15.1,19.20%,1.00%,6.30%,19.40%
"48 Brogdon, Malcolm UVA",37,37,31.4,23.5,114.6,90.7,0.551,0.474,39.7,32.8,3.6,17.3,9.7,19.40%,2.50%,0.50%,11.10%
"49 Williams, Alan UCSB",28,28,31.1,36.2,114.9,90.8,0.579,0.533,51.4,0,15.6,27.3,20.1,11.00%,2.40%,9.00%,10.30%
"50 Clarke, Coty ARK",34,30,22.3,20.9,115.2,90.9,0.563,0.494,44.1,24.4,6.7,20.2,12.5,20.00%,3.80%,2.40%,13.70%
"Cauley-Stein, Willie UK",37,18,23.8,14,121.5,91,0.587,0.596,46.6,0,12.6,16.3,13.3,5.70%,3.10%,12.30%,12.60%
"Birch, Khem UNLV",33,32,31.4,18.3,121.7,91,0.581,0.51,77.1,0,13.9,20.3,15.7,7.60%,1.20%,10.90%,11.80%
"Holmes, Richaun BGSU",32,31,32,21.4,110.6,91.1,0.58,0.527,54.1,13.5,9.6,17.5,12.3,6.60%,2.10%,9.50%,13.70%
"Moundou-Missi, Steve HARV",32,31,25.2,21.2,117.4,91.1,0.607,0.541,57.7,0.5,10.1,19.1,13.3,5.10%,1.90%,6.00%,13.20%
"Early, Cleanthony WICHST",36,36,27.4,28.6,118.6,91.1,0.637,0.571,46.5,45.7,5.9,18.6,11.1,6.40%,1.80%,3.30%,13.10%
"Young, Patric FLA",39,37,26.3,22.8,114.4,91.1,0.564,0.541,46.2,0,12.1,16.3,13.1,6.70%,1.60%,4.60%,11.40%
"Wroblicky, Tony AMER",33,33,32,23.5,107.9,91.1,0.627,0.586,46.6,0,8.6,20.8,14.1,22.50%,2.10%,6.90%,23.60%
"Vonleh, Noah IND",30,29,26.5,21.2,111.6,91.1,0.615,0.56,62,15.3,10.8,27.3,17.8,4.90%,1.90%,5.40%,18.90%
"Thames, Xavier SDSU",36,36,31.3,28.5,122.1,91.1,0.565,0.478,51.4,35.9,2.1,8.5,4.8,23.70%,3.30%,0.50%,8.30%
"Ochefu, Daniel NOVA",34,32,21.7,15.6,102.9,91.1,0.601,0.594,57.8,0.8,10.4,21.8,14.7,12.10%,2.00%,7.70%,28.20%
"Johnson, Cordarius LATECH",37,9,20.8,19.9,99.9,91.2,0.485,0.452,30.5,54.6,6.2,14.5,9.3,7.50%,3.30%,1.30%,12.10%
"Livingston, Denzel UIW",27,23,32.9,27.3,121.7,91.4,0.633,0.576,54.4,39.3,5.2,14.9,9.6,22.30%,4.20%,4.00%,14.40%
"Anderson, Chris LATECH",37,36,23.6,27,101.4,91.5,0.517,0.48,37.6,28.9,9.7,15.6,11.4,8.00%,2.70%,1.30%,14.10%
"Jawara, Karamo NCCU",31,30,29.8,12.9,125.2,91.6,0.588,0.534,50.6,23.5,5.3,13.6,8.7,16.90%,2.00%,3.00%,12.40%
"Bryant, Glenn EMU",36,10,21.2,21.1,121.1,91.7,0.595,0.562,38.2,3.3,10.7,13.4,10.9,3.20%,2.50%,8.80%,7.60%
"Jett, Jordair STL",34,33,31.6,26,103,91.7,0.538,0.5,60.9,10.7,3.5,10.9,6.6,34.30%,2.90%,1.70%,18.20%
"Black, Cameron BGSU",32,32,29.8,15.6,94,91.9,0.501,0.502,19.2,0,6.3,22.8,13.3,10.70%,1.40%,6.10%,17.70%
"VanVleet, Fred WICHST",36,36,31.7,17.8,132.1,91.9,0.621,0.552,48.7,32.9,2.8,11,6.3,33.70%,3.80%,0.40%,12.50%
"Johnson, Nick ARIZ",38,38,33,26.3,114.4,92,0.555,0.498,39.5,35.7,3,11.2,6.5,17.60%,2.20%,2.00%,10.30%
"Ingram, Jeremy NCCU",34,34,34.4,30.5,115.7,92,0.584,0.509,58,38.1,3.5,9.7,6.1,8.10%,2.90%,2.30%,10.40%
"Maxwell, Du'Vaughn HAMPTN",31,31,31.1,24.7,105,92,0.53,0.516,59.2,6.1,8.2,17,11.4,11.30%,2.10%,10.20%,11.60%
"Knight, Tweety MIDTN",33,32,28,17.9,93,92,0.501,0.451,70.5,14.5,2.6,11.1,6.2,31.00%,4.40%,0.40%,28.90%
"Smart, Marcus OKST",31,31,32.7,29,113.1,92.1,0.561,0.486,64.8,42.5,5.1,14.9,9.5,30.10%,5.10%,1.90%,14.20%
"Caruso, Alex TXA&M",34,33,29.8,19.3,103.3,92.1,0.561,0.513,49.6,32.1,1.7,12.1,6.4,36.70%,4.30%,3.30%,23.50%
"Gajic, Nikola SFA",35,35,23.1,20.9,119.2,92.1,0.601,0.571,36.5,46.9,9.3,18.8,12.8,15.30%,3.80%,2.60%,14.90%
"Harrison, Daylen EMU",37,27,23.1,14.2,103.3,92.2,0.512,0.46,29.1,24.6,5.4,13.1,8.4,9.40%,3.20%,3.20%,14.30%
"Prather, Casey FLA",37,35,27.9,25.2,117.2,92.3,0.641,0.606,60.3,1.6,8.6,13,9.9,13.80%,2.30%,2.20%,16.70%
"Tarczewski, Kaleb ARIZ",36,35,28.3,17.8,115,92.3,0.643,0.584,61.6,0,8.9,16.8,11.8,3.60%,0.30%,3.60%,18.50%
"Graham, Treveon VCU",35,33,28.3,27.3,112.7,92.4,0.551,0.506,42.6,40.7,7,21.2,12.6,15.30%,1.90%,0.70%,11.10%
"Baker, Ron WICHST",36,36,29.9,21.6,122.2,92.4,0.623,0.563,41.6,55.9,3,11.3,6.6,21.50%,3.00%,2.50%,13.90%
"Finney-Smith, Dorian FLA",37,2,25.8,22.6,104.5,92.4,0.483,0.438,40.5,46.8,12.1,19.2,14.4,16.10%,1.10%,1.90%,15.40%
"McCrea, Javon BUFF",29,29,32.3,28,117.8,92.4,0.601,0.563,55,0.6,13.7,20.6,15.7,16.60%,2.80%,7.20%,13.50%
"Hancock, Luke LOU",36,21,23.9,24,121,92.5,0.596,0.52,50,64.8,2.8,9.5,5.7,16.20%,2.50%,0.90%,12.50%
"Ross, LaQuinton OSU",35,35,29,28.9,107.8,92.6,0.548,0.498,40.8,28.9,7.5,16.9,11.4,6.90%,1.50%,2.20%,11.00%
"Gill, Anthony UVA",37,6,19.8,23.1,115.4,92.7,0.62,0.587,81,0,8.6,16.1,11.3,5.10%,1.00%,3.30%,13.80%
"Bachynski, Jordan ASU",33,33,30.9,18.6,114.3,92.7,0.6,0.545,66.8,0,8.2,20.8,13.8,3.40%,0.70%,12.30%,13.20%
"Saunders, Wesley HARV",30,29,33.7,23.9,110.8,92.9,0.559,0.48,58.6,11.3,3.9,12.7,7.6,24.20%,3.20%,2.30%,15.40%
"McCall, Mike STL",34,34,30,18.6,106,92.9,0.519,0.476,28.7,45.8,4,10.3,6.6,16.00%,2.80%,0.30%,11.80%
"Anderson, Justin UVA",37,5,21.5,23.5,101.4,93.1,0.522,0.47,40.3,43.2,4.2,14.1,8.5,14.90%,1.10%,4.20%,15.50%
"Brown, Rhamel MANH",33,33,23.9,21.4,109.6,93.1,0.559,0.552,63.8,0,12.8,14.5,12.3,6.20%,1.60%,15.70%,13.70%
"Parker, Jacob SFA",35,35,28.9,22.1,132,93.2,0.631,0.574,47.4,15.1,10.2,21.9,14.5,14.40%,3.00%,2.20%,9.70%
"Hunter, Vince UTEP",34,28,25.8,25.6,110.2,93.3,0.592,0.558,76.2,0.8,11.1,17.1,13.2,11.90%,1.90%,3.10%,15.90%
"Barnett, Jake STL",34,26,24.2,12.8,89.3,93.3,0.477,0.457,23.7,82.2,1.4,11.6,6.1,8.50%,2.00%,1.00%,17.30%
"Curry, Brandyn HARV",23,4,26.1,20.2,109.3,93.3,0.564,0.551,31.5,49.4,2.5,11.3,6.3,22.70%,3.40%,2.30%,15.10%
"O'Brien, JJ SDSU",35,35,27.9,16.9,105.4,93.3,0.516,0.47,47.3,8.2,8.2,10.8,8.7,7.80%,1.60%,1.40%,15.30%
"Hamilton, Alex LATECH",37,37,28,25.2,111.2,93.3,0.573,0.505,61.1,30.3,2.5,11.3,6.2,19.90%,2.90%,1.50%,14.40%
"Caupain, Troy CIN",34,0,19.1,17.4,106.2,93.3,0.53,0.447,52.1,40.8,2.3,12.2,6.5,23.00%,3.10%,0.40%,19.40%
"Smith Jr., Lenzelle OSU",35,35,28.8,20.4,113.4,93.4,0.553,0.508,33.7,49.8,4.2,16.6,9.7,11.20%,1.70%,0.30%,9.10%
"Johnson, Brice UNC",34,2,19.4,24.7,115.7,93.4,0.583,0.566,30.9,0,12.6,21.7,15.9,9.70%,2.20%,6.90%,11.70%
"West, Brandon JACKSN",27,21,27.7,22.8,114.2,93.5,0.608,0.557,45.6,1.7,14.9,26.2,18.5,5.80%,1.70%,9.10%,16.20%
"Lynch, Tre SOUTHN",32,1,18.7,25.4,109.7,93.5,0.564,0.526,35.6,54.5,3.2,9.9,6,9.30%,2.70%,0.40%,10.90%
"Tabb, Demarquelle AAMU",28,0,22.3,21.6,98.3,93.6,0.508,0.473,44,0,7.3,19.7,12.3,11.20%,2.20%,7.10%,13.70%
"Nnoko, Landry CLEM",35,34,28.1,13.6,111,93.6,0.566,0.548,42.9,0,9.8,16.3,12.1,3.90%,0.80%,7.60%,15.30%
"Cochran, Karl WOFF",33,22,30.6,30.5,104.2,93.6,0.518,0.499,17.2,43.9,2.4,18.5,9.3,23.70%,3.50%,2.10%,11.30%
"Obekpa, Chris SJU",32,17,20.1,11.7,102.7,93.8,0.548,0.563,38.5,0,10.2,16.5,12.1,7.20%,1.30%,15.70%,23.20%
"Frazier II, Michael FLA",39,34,30.6,18.9,124.4,93.8,0.655,0.633,16.6,77,2.3,11.6,6.4,7.60%,2.30%,0.70%,11.10%
"Cotton, Tekele WICHST",36,36,30.1,17.9,119,93.9,0.564,0.528,36.7,41,5.4,9.9,6.9,16.20%,2.90%,1.20%,10.60%
"Brown, Ke'Ron HAMPTN",31,30,25.6,13.6,84.1,93.9,0.412,0.361,58.4,23.4,6.9,13.2,9.1,12.20%,3.80%,0.90%,23.20%
"Lynch, Reggie ILLST",34,20,20.3,22.2,102.2,93.9,0.592,0.582,60.3,0,10.2,16.4,12.2,2.90%,1.70%,16.30%,19.00%
"Cooke Jr., Derek WYO",33,32,22.6,15.9,113.8,94,0.604,0.629,59.1,0.8,8.1,24.1,15.4,10.00%,2.00%,4.50%,14.40%
"Rugg, Clancy UVM",33,33,27.9,22.9,122.5,94,0.668,0.557,105.9,4.6,9.1,17.1,12.2,5.90%,1.70%,4.80%,16.80%
"Wilbekin, Scottie FLA",34,33,34,22,112.8,94,0.547,0.499,39.7,49.4,0.6,8,4,22.10%,3.10%,0.00%,12.40%
"Bowie, Darrell NIU",31,30,27.7,25.9,83.3,94,0.446,0.386,76.4,4,8.4,18.9,12.3,10.30%,2.40%,2.70%,21.20%
"Napier, Shabazz UCONN",40,40,35.1,27.3,116.8,94.2,0.599,0.517,48,43.3,3.4,15,8.7,30.80%,3.20%,1.00%,16.00%
"Thompson, Sam OSU",35,14,24.7,17.8,105.8,94.3,0.531,0.509,29.7,33.2,2.8,10.3,6.1,6.80%,1.70%,3.80%,9.40%
"Threloff, Jordan NIU",32,26,24.8,20.3,110.5,94.4,0.58,0.503,71,0,12.4,20.2,14.7,6.80%,1.40%,5.40%,17.60%
"Bhullar, Sim NMSU",30,24,26.3,20,114.1,94.4,0.64,0.648,60.6,0,12.9,20.8,15.8,11.00%,0.20%,11.20%,20.50%
"Dawson, Branden MSU",28,23,28.3,18.9,124.7,94.4,0.628,0.613,28.8,0.5,13,21.3,15.9,11.70%,2.70%,3.70%,12.60%
"Harris, Joe UVA",37,37,28.8,23.3,113.6,94.4,0.571,0.547,33.7,53.3,2.7,9.8,5.7,18.10%,2.20%,0.90%,11.00%
"Upshaw Jr., Reggie MIDTN",33,20,20.5,18.1,104.5,94.4,0.504,0.492,34.3,23.2,6.7,13.4,9.1,11.80%,2.30%,2.50%,12.20%
"Smith, Roscoe UNLV",31,30,29.1,19.1,117.6,94.5,0.576,0.535,51.9,4.1,13.3,25.8,18,3.90%,0.60%,2.20%,11.60%
"Mitchell, Javan SOUTHN",32,24,19.4,18,94.5,94.5,0.498,0.466,48.6,0,10.3,11.4,9.8,4.30%,0.90%,3.80%,19.30%
"Coursey, Daniel MERCER",36,35,23.8,20.6,121.7,94.5,0.597,0.571,27.1,0,11.6,19.9,14.6,3.90%,0.90%,10.40%,8.90%
"Burgess, Jordan VCU",31,19,21.6,15.4,86.8,94.6,0.424,0.387,24.5,47.9,2.7,11.2,6.1,8.30%,2.40%,1.50%,16.20%
"Nelson-Ododa, Alonzo RICH",33,28,26.8,15.9,93.2,94.6,0.489,0.46,49.7,25.4,6.3,16.5,10.6,6.20%,1.80%,9.60%,17.90%
"Folahan, Naofall WAGNER",31,31,21.1,11.2,105.7,94.6,0.514,0.477,39.3,0,10.2,16.1,11.8,1.10%,0.50%,14.10%,15.50%
"Brown, Alec UWGB",30,30,30.3,26.2,108.2,94.7,0.575,0.536,34.9,28.8,8.5,12.8,9.8,7.00%,1.00%,10.90%,14.00%
"Bell, James NOVA",34,34,29.5,24.6,113.4,94.7,0.584,0.54,29,61.4,6.2,17.1,10.7,11.70%,2.60%,2.30%,12.30%
"Stokes, Jarnell TENN",37,37,32.4,24.4,120.3,94.8,0.586,0.531,61.3,0,15.3,23.1,17.7,13.70%,1.40%,2.90%,13.90%
"Kilpatrick, Sean CIN",34,34,33.8,30.5,120,94.9,0.584,0.515,42.1,52.8,3.6,11.5,6.8,18.40%,2.70%,0.10%,10.50%
"Brown, Sterling SMU",37,26,19.4,13.9,101.7,94.9,0.55,0.535,32.8,36.7,8.1,14.4,10.7,10.10%,2.30%,1.90%,22.70%
"Daniels, DeAndre UCONN",38,38,29,24.2,107.8,94.9,0.563,0.531,22.2,29.9,6.3,16.8,10.8,3.60%,1.50%,5.20%,11.30%
"Roberson, Kourtney TXA&M",34,34,25.5,20.2,114.5,95,0.603,0.585,45.9,0,12.7,18,14.1,6.60%,1.70%,3.20%,13.80%
"Christmas, Rakeem SYR",34,34,23.6,12.1,128.5,95.1,0.651,0.613,50,0,10.3,15.7,11.7,5.70%,1.30%,11.30%,14.70%
"Pacher, AJ WRIGHT",36,34,23.1,25.2,111,95.1,0.666,0.633,59.4,18,7.6,19.9,13,9.20%,1.30%,1.30%,19.20%
"Anderson, Kyle UCLA",36,36,33.2,24,112.2,95.1,0.574,0.517,49.3,15.4,4.5,25.5,14.2,34.30%,3.10%,2.70%,19.30%
"Solomon, Richard CAL",30,30,29.2,21,107,95.1,0.557,0.543,65.7,0,11.3,28.5,18.4,8.80%,2.30%,4.40%,15.40%
"Esho, Maxie UMASS",32,1,21.2,20.8,104.1,95.2,0.588,0.566,50,1.5,7.5,17.8,11.6,3.70%,2.70%,3.80%,17.40%
"Karnowski, Przemek GONZ",36,36,25.3,22.4,106,95.2,0.587,0.593,74.7,0.4,10,21.5,14.9,5.50%,0.70%,7.10%,17.50%
"Fieler, Chase FGCU",35,35,28.7,23.4,119.7,95.2,0.609,0.575,39.9,17.3,10.5,18.7,13.7,11.90%,1.60%,3.50%,12.10%
"Portis, Bobby ARK",34,34,27,21.4,117.7,95.2,0.568,0.524,37.3,10.4,10.2,16.8,12.5,11.00%,2.10%,5.90%,10.00%
"York, Gabe ARIZ",38,12,21.8,17,114.1,95.2,0.525,0.5,23.5,67,2.2,9.6,5.5,13.40%,1.40%,0.50%,7.90%
"Kirk, Alex UNM",32,32,32,23.2,106.3,95.3,0.542,0.507,36.5,16.6,8.9,21.1,14.2,7.50%,0.70%,8.80%,12.70%
"Moody, Mario WAGNER",29,14,22.3,22.6,100.1,95.3,0.505,0.476,29.6,12.4,10.6,17.1,12.5,5.00%,1.70%,6.20%,14.10%
"Baru, Adjehi COLCH",32,31,28.8,18.7,105.2,95.4,0.551,0.502,64.5,0,9.5,20.4,13.5,8.50%,1.40%,5.20%,17.90%
"Mays, Greg UWGB",31,30,25.4,19.9,110.9,95.4,0.614,0.592,39.6,4.1,6.2,16.4,10.6,6.00%,1.30%,4.10%,15.00%
"Cunningham, D.J. UNCASH",27,27,25.7,22.5,113.8,95.4,0.599,0.563,41,0,14.7,27.4,19.8,9.20%,2.00%,13.90%,17.60%
"Henderson, Anthony BGSU",31,31,33.8,17.7,100.6,95.4,0.505,0.484,27,44.9,3.7,9.5,6,10.80%,3.80%,0.50%,11.40%
"Vest, Matt WRIGHT",34,34,27.1,13.3,124.5,95.4,0.657,0.645,38.8,42.4,2.9,12.5,7.3,17.10%,2.50%,1.30%,13.40%
"Armwood, Isaiah GWU",33,33,32,21.3,109.9,95.5,0.549,0.492,65.3,3.4,8.6,20.5,13.7,10.10%,1.40%,5.30%,14.00%
"McNeail, Kenyon LATECH",37,0,22.4,20.6,122,95.5,0.615,0.572,31.4,75.2,2,9.2,5,7.90%,2.50%,0.40%,8.30%
"Sanchez, Orlando SJU",32,18,22.3,17.8,109.7,95.6,0.582,0.542,31.1,24.4,7.6,20.1,12.6,11.90%,2.10%,5.40%,17.40%
"Banks, Trelun SOUTHN",32,25,26.6,23.4,86.5,95.6,0.445,0.399,38.6,34.1,1.6,8.6,4.7,23.80%,2.00%,0.80%,21.20%
"Maia, Rafael BROWN",22,22,27.2,20.3,101.2,95.6,0.524,0.494,52.8,5.6,13.5,17.6,14.3,8.70%,1.90%,1.00%,18.80%
"Fernandez, Vashil VALPO",34,17,19.3,13.2,101.4,95.7,0.567,0.578,95.6,0,10.8,19.8,14.3,1.80%,1.20%,9.50%,22.00%
"Diagne, Badou COCAR",32,15,22.6,17.5,112.5,95.7,0.62,0.591,39.2,35.8,8.1,23.1,14.3,7.50%,1.20%,3.80%,19.20%
"Beamon, George MANH",30,30,30.9,29.8,112.2,95.7,0.556,0.471,49.9,34.3,5.8,17.3,10.4,5.80%,2.90%,1.10%,9.80%
"Pointer, Sir'Dominic SJU",33,1,21.2,16.7,100.9,95.7,0.518,0.448,51,13.1,2.9,13.6,7.5,15.90%,3.50%,5.40%,17.60%
"Carter, Robert GT",23,18,26.8,24.7,102.2,95.8,0.532,0.5,35,24.8,8.4,28.3,16.9,9.70%,1.80%,4.60%,14.20%
"Hunter, Neiko MIDTN",33,32,27.6,26,107.3,95.8,0.541,0.506,35.2,18.9,9.2,11.4,9.3,7.40%,2.10%,2.50%,12.00%
"Miller, Daniel GT",33,33,30.8,18.2,115.3,95.8,0.595,0.578,38.4,0,9.5,20.1,13.7,11.20%,2.30%,8.60%,14.00%
"Thomas, Shaq CIN",34,34,22.9,17.8,103.1,95.9,0.508,0.467,37.8,9.7,5.5,8.8,6.5,8.60%,2.40%,1.80%,13.60%
"Parker, Orlando WAGNER",28,17,25.1,16.3,100.4,95.9,0.492,0.46,31.3,0.6,9.7,19.1,13,3.70%,1.50%,3.80%,14.20%
"Houston, Alfonzo NCCU",34,33,26.2,20.6,107.6,95.9,0.526,0.441,55.5,10.1,3.1,9.6,5.9,9.80%,1.50%,0.40%,11.50%
"Johnson, YonDarius SOUTHN",31,21,25.7,20.2,109.4,95.9,0.574,0.561,35.5,38.4,2.7,9.3,5.5,9.00%,1.60%,0.80%,11.80%
"Whittington, Shayne WMU",31,31,31.8,25.8,115.6,95.9,0.589,0.535,42.6,9.2,9.8,22.7,15.3,8.80%,1.50%,5.50%,12.00%
"Jekiri, Tonye MIA",33,16,21.4,14.5,100.5,95.9,0.483,0.456,34.4,0,11.8,19.3,14.1,7.00%,2.10%,5.10%,17.70%
"Andujar, Emmy MANH",33,5,23.3,19.9,107.6,95.9,0.588,0.541,56.7,5.7,9.5,15.8,11.4,20.00%,2.90%,1.70%,22.70%
"McBroom, Austin STL",34,1,21.5,20.2,100.1,96,0.523,0.457,29.5,60,2.6,7.4,4.6,15.30%,1.90%,0.10%,15.90%
"Guyn, Ge'Lawn CIN",34,34,19,17.2,87.6,96,0.431,0.419,15.7,56.6,2.9,9.6,5.6,10.10%,2.20%,1.10%,16.50%
