ADVANCED,GP,GS,MPG,USG%,OFF RTG,DEF RTG,TS%,EFG%,FT RATE,3FG TEND,OFF REB%,DEF REB%,REB%,AST%,STL%,BLK%,TO%
"Caporn, Adam STMARY",29,29,27.4,16.3,80.9,95.3,0.528,0.494,29.7,41.3,0.6,8.9,4.1,16.30%,3.60%,0.50%,31.90%
"Grizzard, Rod ALA",35,34,30.8,24,107.6,95.3,0.535,0.474,40.3,36.7,6.2,15,9.7,11.60%,2.10%,2.40%,14.80%
"Young, Jesse GMU",29,29,31.6,24.9,104.8,95.3,0.554,0.489,57.2,2,10.3,18.7,13.2,9.90%,1.90%,3.40%,16.70%
"Brooks, Darren SIU",36,1,23,20.7,113.7,95.3,0.548,0.502,30.8,41.8,7.6,11.5,8.8,16.80%,3.10%,2.00%,13.20%
"Wyatte, Nigel WAGNER",29,4,15,20.5,95.3,95.3,0.483,0.448,22.9,14.6,12.3,24,16.8,8.90%,1.50%,4.20%,18.90%
"English, Carl HAW",33,33,32.8,26.1,104,95.4,0.58,0.552,41.2,38.2,3.6,14.1,8.4,22.40%,2.10%,0.10%,18.60%
"Pandov, Todor WKU",32,18,18.9,23.9,105.5,95.4,0.6,0.562,38.3,21.9,8,11.7,9,9.50%,1.40%,0.70%,20.30%
"Brown, Victor UNO",29,13,21.3,24.4,87.3,95.4,0.467,0.441,65.4,3.7,8.3,16.7,11.7,12.90%,2.10%,2.90%,19.90%
"Hampton, Richard CANIS",29,10,21.2,17.4,88.4,95.4,0.516,0.444,51.6,7.3,9.1,21.7,13.8,14.40%,2.80%,1.00%,29.90%
"Gomes, Ryan PROV",24,23,31.5,19.8,116.5,95.4,0.583,0.559,47,1.3,11.9,15.9,12.7,11.40%,2.40%,2.20%,11.50%
"Gates, Antonio KENT",36,36,32.3,26.3,114.4,95.4,0.566,0.525,39.2,5.5,11.3,18.1,13.3,17.10%,2.30%,1.20%,14.60%
"Duany, Kueth SYR",36,36,30.8,20.6,103.9,95.4,0.533,0.512,26.2,34.1,6.4,12.1,8.3,10.10%,2.80%,2.20%,14.10%
"Harris, Mike RICE",29,17,24.7,24.4,116.3,95.4,0.601,0.585,33.3,6.3,15.5,22.5,17.3,6.00%,1.80%,4.90%,11.70%
"McDade, Ryan NAU",28,28,27.2,25.6,93.4,95.4,0.505,0.496,44.8,3.7,8,22.8,14.6,7.20%,1.00%,2.80%,15.80%
"Green, Mark UALR",28,26,30.1,18.2,111.9,95.5,0.568,0.529,28.2,53.8,3.8,11.9,7.3,12.30%,2.90%,0.40%,14.10%
"Greene, Brian CSU",30,29,31.4,29.1,103.9,95.5,0.559,0.511,41.1,2.2,9.8,19.3,13.7,20.90%,3.30%,1.60%,18.40%
"Odle, Jarrad IND",35,23,20.5,22.8,108,95.5,0.569,0.549,33.3,3.8,8,19.8,13.1,7.60%,0.80%,0.80%,13.10%
"Boyden, David WKU",32,32,28,20.2,113.2,95.5,0.547,0.537,23.8,24.8,10.4,14.5,11.4,7.20%,0.90%,0.60%,10.80%
"Campolieta, Pat COLG",28,28,32.8,25.1,104.9,95.5,0.538,0.474,60.4,6.6,7.5,18.8,11.9,18.40%,3.00%,1.90%,16.20%
"Jefferies, Chris FRESNST",21,21,34.6,25.7,103.8,95.5,0.537,0.495,52.7,44,3.7,14.2,8.5,18.00%,1.90%,3.30%,13.30%
"Clemmons, Brennon NEB",28,14,21.4,27.3,93.4,95.5,0.486,0.418,51.4,30.8,7.3,17.8,11.5,27.80%,4.70%,0.90%,21.30%
"Price, Hollis OU",35,35,33.3,22.9,119,95.5,0.583,0.548,22,48.8,1.7,8.6,4.6,15.20%,3.00%,0.20%,11.00%
