Rank,Player,Cl,Ht,Pos,G,BLKS,BKPG
224,"Nick Davis, South Ala. (Sun Belt)",Sr.,6-6,G,30,31,1.03
224,"Zach Braxton, Weber St. (Big Sky)",Jr.,6-9,C,30,31,1.03
211,"Kostas Antetokounmpo, Dayton (Atlantic 10)",Fr.,6-10,F,29,31,1.07
150,"Patrick Tape, Columbia (Ivy League)",So.,6-10,F,25,31,1.24
237,"Isaiah Whaley, UConn (AAC)",Fr.,6-8,F,30,30,1
237,"Chaise Daniels, Quinnipiac (MAAC)",Sr.,6-8,F,30,30,1
237,"Kris Bankston, Little Rock (Sun Belt)",Fr.,6-8,F,30,30,1
148,"Isaiah White, Maine (America East)",So.,6-6,G,24,30,1.25
114,"Devin Wyatt, Incarnate Word (Southland)",Sr.,6-8,C,21,30,1.43
223,"Wajid Aminu, North Florida (ASUN)",So.,6-7,F,28,29,1.04
209,"Yankuba Sima, Oklahoma St. (Big 12)",Jr.,6-11,C,27,29,1.07
209,"Simon Okolue, Delaware St. (MEAC)",---,0-0,C,27,29,1.07
188,"Travin Thibodeaux, New Orleans (Southland)",Sr.,6-9,F,26,29,1.12
188,"Andrew Kostecka, Loyola Maryland (Patriot)",So.,6-4,G,26,29,1.12
237,"Quattarius Wilson, McNeese (Southland)",Jr.,0-0,F,28,28,1
237,"Yalen Reed, Alcorn (SWAC)",So.,6-7,F,28,28,1
237,"Desmond Cambridge, Brown (Ivy League)",Fr.,6-4,G,27,27,1
222,"Londell King, Morehead St. (OVC)",So.,6-7,F,26,27,1.04
207,"Chris Knight, Dartmouth (Ivy League)",Fr.,6-6,F,25,27,1.08
237,"Jaron Faulds, Columbia (Ivy League)",Fr.,6-10,F,26,26,1
