Rank,Player,Cl,Ht,Pos,G,BLKS,BKPG
195,"Craig Brackins, Iowa St. (Big 12)",Jr.,6-10,F,32,38,1.2
181,"Papa Dia, SMU (C-USA)",Jr.,6-9,F,31,38,1.2
174,"Onyekawtuke Abiakam, Texas Southern (SWAC)",Sr.,6-7,C,30,38,1.3
161,"Colin Reddick, Furman (SoCon)",Fr.,6-9,F,29,38,1.3
145,"Greg Somogyi, UC Santa Barbara (Big West)",So.,7-2,C,28,38,1.4
247,"Kyle Weems, Missouri St. (MVC)",So.,6-6,F,36,37,1
247,"Jon Avery, IUPUI (Summit League)",Sr.,6-7,F,36,37,1
221,"Carleton Scott, Notre Dame (AAC)",Jr.,6-7,F,34,37,1.1
221,"Richie Gordon, Western Caro. (SoCon)",Jr.,6-9,F,34,37,1.1
211,"Samardo Samuels, Louisville (AAC)",So.,6-9,F,33,37,1.1
211,"Glenn Powell, Jacksonville (ASUN)",Fr.,6-5,F,33,37,1.1
203,"Roberto Mafra, San Diego (WCC)",Sr.,6-9,F,32,37,1.2
203,"Trevon Flores, James Madison (CAA)",Fr.,6-11,F,32,37,1.2
193,"Jake Cohen, Davidson (SoCon)",Fr.,6-10,F,31,37,1.2
180,"Otis Polk, Bowling Green (MAC)",Sr.,6-9,C,30,37,1.2
172,"Mike Washington, Arkansas (SEC)",Sr.,6-9,F,29,37,1.3
155,"Michael Dunigan, Oregon (Pac-12)",So.,6-10,C,28,37,1.3
138,"Max Zhang, California (Pac-12)",So.,7-3,C,27,37,1.4
220,"Sylvester Seay, Fresno St. (WAC)",Sr.,6-10,F,33,36,1.1
210,"Carl Montgomery, Chicago St. (Chicago St.)",Jr.,6-7,F,32,36,1.1
200,"Howard Thompkins III, Georgia (SEC)",So.,6-10,F,31,36,1.2
200,"Chas McFarland, Wake Forest (ACC)",Sr.,7-0,C,31,36,1.2
200,"Michael Freeman, Hampton (MEAC)",Sr.,6-8,F,31,36,1.2
188,"Sean McNally, Maine (America East)",Jr.,6-7,C,30,36,1.2
188,"James Hollowell, Eastern Ill. (OVC)",Fr.,6-5,F,30,36,1.2
169,"Robbie Jackson, UMBC (America East)",Jr.,7-0,C,28,36,1.3
118,"Denzel Bowles, James Madison (CAA)",Jr.,6-10,F,25,36,1.4
250,"Tracy Smith, NC State (ACC)",Jr.,6-8,F,35,35,1
250,"Steven Idlet, Tulsa (C-USA)",So.,6-10,F,35,35,1
245,"Alex Tyus, Florida (SEC)",Jr.,6-8,F,34,35,1
245,"Ryan Rossiter, Siena (MAAC)",Jr.,6-9,F,34,35,1
217,"Arinze Onuaku, Syracuse (AAC)",Sr.,6-9,C,32,35,1.1
217,"Josh Crawford, Indiana St. (MVC)",Sr.,6-11,C,32,35,1.1
217,"Robert Covington, Tennessee St. (OVC)",Fr.,6-8,F,32,35,1.1
209,"Calvin Lee, Towson (CAA)",Sr.,6-8,F,31,35,1.1
244,"Tyler Wilkerson, Marshall (C-USA)",Sr.,6-8,F,33,34,1
231,"Dane Miller, Rutgers (AAC)",Fr.,6-7,F,32,34,1.1
207,"Jarrod Jones, Ball St. (MAC)",So.,6-9,F,30,34,1.1
207,"Darius Conley, Saint Peter's (MAAC)",Fr.,6-7,F,30,34,1.1
199,"Jordan Aaberg, North Dakota St. (Summit League)",Fr.,6-9,F,29,34,1.2
162,"Shane Johannsen, Northern Ariz. (Big Sky)",Jr.,6-7,F,26,34,1.3
144,"Stephen Sargent, VMI (Big South)",So.,7-0,C,25,34,1.4
250,"Andy Buechert, Winthrop (Big South)",Sr.,6-9,C,33,33,1
242,"Brendon Knox, Auburn (SEC)",Sr.,6-10,C,32,33,1
242,"Marcus Kitts, William & Mary (CAA)",Jr.,6-9,F,32,33,1
227,"Ryan Regis, NJIT (NJIT)",So.,6-6,F,31,33,1.1
227,"Carter McMasters, Liberty (Big South)",Fr.,6-11,C,31,33,1.1
227,"Andrew McCarthy, Brown (Ivy League)",Fr.,6-8,F,31,33,1.1
227,"Justin Hamilton, Iowa St. (Big 12)",So.,6-11,C,31,33,1.1
206,"Bryson Barnes, Furman (SoCon)",So.,6-5,F,29,33,1.1
182,"Auryn MacMillan, Gardner-Webb (Big South)",Sr.,6-8,C,27,33,1.2
156,"Trey Parker, UT Arlington (Southland)",Jr.,6-8,C,25,33,1.3
250,"Nick Winbush, Miami (OH) (MAC)",Jr.,6-7,F,32,32,1
239,"Garrett Williamson, Saint Joseph's (Atlantic 10)",Sr.,6-5,G,31,32,1
239,"Keith Rendleman, UNCW (CAA)",Fr.,6-7,G,31,32,1
239,"Doug Elwell, Wagner (NEC)",Sr.,6-5,G,31,32,1
226,"Albert Jackson, Georgia (SEC)",Sr.,6-11,F,30,32,1.1
216,"Dwayne Collins, Miami (FL) (ACC)",Sr.,6-8,F,29,32,1.1
152,"Keith Wright, Harvard (Ivy League)",So.,6-8,F,24,32,1.3
152,"LaRon Dendy, Iowa St. (Big 12)",Jr.,6-9,F,24,32,1.3
250,"Justin Reynolds, A&M-Corpus Christi (Southland)",Jr.,6-8,F,31,31,1
250,"Michael Orock, Wagner (NEC)",Sr.,6-7,F,31,31,1
236,"Morgan Sabia, Hartford (America East)",Jr.,6-8,F,30,31,1
236,"Tayvon Jackson, Mt. St. Mary's (NEC)",Jr.,6-7,F,30,31,1
236,"Colby Batiste, Louisiana (Sun Belt)",Jr.,6-9,F,30,31,1
225,"Jeremy Lin, Harvard (Ivy League)",Sr.,6-3,G,29,31,1.1
194,"Tyler Honeycutt, UCLA (Pac-12)",Fr.,6-7,F,26,31,1.2
250,"Alejo Rodriguez, Iona (MAAC)",Jr.,6-8,F,30,30,1
250,"Jamelle Horne, Arizona (Pac-12)",Jr.,6-7,F,30,30,1
250,"Jamelle Hagins, Delaware (CAA)",Fr.,6-8,F,30,30,1
250,"Michael Fakuade, Northern Ill. (MAC)",So.,6-8,C,30,30,1
250,"Yannick Crowder, Florida A&M (MEAC)",So.,6-8,F,30,30,1
235,"Anthony Booker, Southern Ill. (MVC)",So.,6-8,F,29,30,1
224,"Jason Washburn, Utah (MWC)",Fr.,7-0,C,28,30,1.1
250,"Byron Walker, Alabama St. (SWAC)",Sr.,6-8,F,29,29,1
233,"Chad Wynn, East Carolina (C-USA)",Jr.,6-10,C,27,28,1
233,"Robbie Hummel, Purdue (Big Ten)",Jr.,6-8,F,27,28,1
250,"Montrell Thornton, Little Rock (Sun Belt)",Jr.,6-7,F,26,26,1
232,"Dino Gregory, Maryland (ACC)",Jr.,6-7,F,25,26,1
250,"Eric Wallace, DePaul (AAC)",So.,6-6,G,24,24,1
